Iteration	Posterior	Likelihood	Prior	clock_rate	event_rate	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_mean	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_mean	speciation_sd
303	-16596.5	-16327.9	-268.66	0.007004998	0.02242047	0.0523339	0.0523339	0.0523339	0.0523339	0.05233393	0.085217	0.114004	0.142483	0.190615	0.1274504	0.3499163
304	-16594.4	-16325.4	-268.995	0.007004998	0.07717473	0.0224804	0.0224804	0.0224804	0.0224804	0.02248037	0.0499368	0.0828301	0.122062	0.202464	0.1005505	0.6084259
305	-16592.5	-16324	-268.422	0.006903041	0.1540819	0.0307364	0.0307364	0.0307364	0.0307364	0.03073644	0.0500133	0.0829571	0.122249	0.202774	0.1007046	0.6084259
306	-16595.9	-16326.8	-269.152	0.006903041	0.1279509	0.0950084	0.0950084	0.0950084	0.0950084	0.09500837	0.0500133	0.0829571	0.122249	0.202774	0.1007046	0.6084259
307	-16594.3	-16325.5	-268.753	0.006903041	0.2053064	0.0677544	0.0677544	0.0677544	0.0677544	0.06775438	0.0592782	0.0983248	0.144896	0.240338	0.1193601	0.6084259
308	-16594.8	-16326	-268.798	0.006903041	0.06359338	0.0677544	0.0677544	0.0677544	0.0677544	0.06775438	0.0451636	0.0749129	0.110395	0.183112	0.09093946	0.6084259
309	-16596.6	-16326.7	-269.879	0.006903041	0.1938853	0.0648607	0.0648607	0.0648607	0.0648607	0.06486073	0.042899	0.0711566	0.104859	0.17393	0.08637955	0.6084259
310	-16599.8	-16330.5	-269.293	0.006903041	0.1397961	0.044767	0.044767	0.044767	0.044767	0.04476698	0.0453694	0.0722687	0.103246	0.164459	0.08637955	0.5597546
311	-16598.6	-16330.2	-268.332	0.006903041	0.1290168	0.0175606	0.0175606	0.0175606	0.0175606	0.01756062	0.0497304	0.0741295	0.100654	0.150037	0.08637955	0.4799706
312	-16601.8	-16330.9	-270.844	0.006905572	0.1389543	0.018959	0.018959	0.018959	0.018959	0.01895897	0.0371915	0.0554386	0.0752752	0.112207	0.06459995	0.4799706
313	-16601.6	-16330.6	-270.938	0.006905572	0.1420687	0.018959	0.018959	0.018959	0.018959	0.01895897	0.0371915	0.0554386	0.0752752	0.112207	0.06459995	0.4799706
314	-16598.7	-16330.8	-267.822	0.006905572	0.0926607	0.0102394	0.0102394	0.0102394	0.0102394	0.0102394	0.0438074	0.0653004	0.0886657	0.132167	0.07609144	0.4799706
315	-16596.6	-16328	-268.628	0.006905572	0.1355209	0.0123207	0.0123207	0.0123207	0.0123207	0.01232072	0.0340136	0.0601793	0.0931782	0.164858	0.07488258	0.6860187
316	-16595	-16326.6	-268.38	0.006905572	0.1655668	0.00896991	0.00896991	0.00896991	0.00896991	0.008969905	0.0340136	0.0601793	0.0931782	0.164858	0.07488258	0.6860187
317	-16594.2	-16325	-269.248	0.006905572	0.1709856	0.00896991	0.00896991	0.00896991	0.00896991	0.008969905	0.041736	0.0757912	0.119717	0.217401	0.09525472	0.7173388
318	-16594.6	-16326.5	-268.05	0.006905572	0.1832638	0.00680352	0.00680352	0.00680352	0.00680352	0.006803518	0.0526879	0.0817335	0.114422	0.177501	0.0967065	0.5279215
319	-16597.5	-16328.2	-269.308	0.006905572	0.1832638	0.00312236	0.00312236	0.00312236	0.00312236	0.003122365	0.0408394	0.076165	0.122788	0.228998	0.0967065	0.7493676
320	-16605	-16333.2	-271.835	0.006905572	0.1543552	0.0115764	0.0115764	0.0115764	0.0115764	0.0115764	0.0338534	0.0723081	0.129337	0.276254	0.0967065	0.9124548
321	-16600.3	-16331.8	-268.566	0.006905572	0.1662759	0.0115764	0.0115764	0.0115764	0.0115764	0.0115764	0.0464863	0.0692222	0.0939165	0.13985	0.08062945	0.4787297
322	-16592.3	-16323.1	-269.156	0.006905572	0.1662759	0.0138366	0.0138366	0.0138366	0.0138366	0.01383658	0.0376409	0.0654771	0.100072	0.174077	0.0809471	0.6656277
323	-16596	-16324.6	-271.355	0.006905572	0.195579	0.0520091	0.0520091	0.0520091	0.0520091	0.05200912	0.0347514	0.0604508	0.0923902	0.160715	0.07473326	0.6656277
324	-16594.9	-16324.4	-270.443	0.006996163	0.1868193	0.0520091	0.0520091	0.0520091	0.0520091	0.05200912	0.0380263	0.07146	0.115876	0.217757	0.09099717	0.7585101
325	-16598.7	-16327.7	-271.004	0.006996163	0.1868193	0.0321006	0.0321006	0.0321006	0.0321006	0.0321006	0.0310488	0.0645827	0.113196	0.235452	0.08550146	0.8805795
326	-16596.6	-16325.8	-270.704	0.006996163	0.1868193	0.0321006	0.0321006	0.0321006	0.0321006	0.0321006	0.0244178	0.0507901	0.0890213	0.185168	0.06724135	0.8805795
327	-16603.8	-16332.1	-271.718	0.006996163	0.1007683	0.0514181	0.0514181	0.0514181	0.0514181	0.05141811	0.0276094	0.0574286	0.100657	0.20937	0.07603019	0.8805795
328	-16603.6	-16332	-271.631	0.006996163	0.08387179	0.0935815	0.0935815	0.0935815	0.0935815	0.09358153	0.026407	0.0565627	0.101393	0.21718	0.07573013	0.9158508
329	-16601.9	-16329.4	-272.553	0.006635192	0.08387179	0.162106	0.162106	0.162106	0.162106	0.162106	0.026407	0.0565627	0.101393	0.21718	0.07573013	0.9158508
330	-16606	-16333	-272.958	0.006635192	0.07715607	0.176489	0.176489	0.176489	0.176489	0.1764893	0.026407	0.0565627	0.101393	0.21718	0.07573013	0.9158508
331	-16601.5	-16327.2	-274.34	0.006635192	0.09143122	0.176489	0.176489	0.176489	0.176489	0.1764893	0.0195932	0.0542269	0.118296	0.327401	0.08009265	1.223976
332	-16599.6	-16327.8	-271.801	0.006635192	0.07886507	0.1457	0.1457	0.1457	0.1457	0.1457003	0.0438773	0.0840866	0.138413	0.265255	0.1078826	0.7820637
333	-16594	-16322.6	-271.334	0.006635192	0.07886507	0.177236	0.177236	0.177236	0.177236	0.1772359	0.0438773	0.0840866	0.138413	0.265255	0.1078826	0.7820637
334	-16592.5	-16320.6	-271.875	0.006635192	0.1129912	0.177236	0.177236	0.177236	0.177236	0.1772359	0.0416779	0.0828973	0.140398	0.279252	0.1078826	0.8267685
335	-16591.4	-16318.6	-272.774	0.006635192	0.08956808	0.177236	0.177236	0.177236	0.177236	0.1772359	0.0458282	0.0911523	0.154379	0.307061	0.1186256	0.8267685
336	-16589.5	-16318.4	-271.057	0.006635192	0.08191901	0.14057	0.14057	0.14057	0.14057	0.1405698	0.0447496	0.0800196	0.12491	0.22336	0.09997626	0.6987887
337	-16598.8	-16325.3	-273.59	0.006763525	0.1691643	0.0659224	0.0659224	0.0659224	0.0659224	0.06592236	0.0591835	0.10583	0.1652	0.295405	0.1322236	0.6987887
338	-16600.3	-16327.7	-272.685	0.006763525	0.1638197	0.11091	0.11091	0.11091	0.11091	0.11091	0.0591835	0.10583	0.1652	0.295405	0.1322236	0.6987887
339	-16596.3	-16324.9	-271.415	0.006763525	0.1849512	0.11091	0.11091	0.11091	0.11091	0.11091	0.0569318	0.0916599	0.132024	0.212558	0.110006	0.5725917
340	-16596.3	-16325.5	-270.83	0.006763525	0.1849512	0.0940635	0.0940635	0.0940635	0.0940635	0.09406352	0.068708	0.0965598	0.125325	0.176127	0.110006	0.4091535
341	-16598.6	-16327.5	-271.13	0.006763525	0.18575	0.0940635	0.0940635	0.0940635	0.0940635	0.09406352	0.0614204	0.0910837	0.123187	0.182681	0.105926	0.4737685
342	-16598.7	-16327.6	-271.102	0.006763525	0.1702686	0.0940635	0.0940635	0.0940635	0.0940635	0.09406352	0.112313	0.148273	0.183439	0.242171	0.1649215	0.3339642
343	-16600.3	-16329.8	-270.509	0.006763525	0.09821391	0.12287	0.12287	0.12287	0.12287	0.1228703	0.112156	0.148215	0.183511	0.242512	0.1649215	0.3351858
344	-16604.3	-16333.1	-271.225	0.006763525	0.06147813	0.12287	0.12287	0.12287	0.12287	0.1228703	0.112156	0.148215	0.183511	0.242512	0.1649215	0.3351858
345	-16602.2	-16330.4	-271.813	0.006763525	0.111142	0.0935629	0.0935629	0.0935629	0.0935629	0.09356288	0.112156	0.148215	0.183511	0.242512	0.1649215	0.3351858
346	-16596.4	-16326.2	-270.199	0.006763525	0.1589409	0.10236	0.10236	0.10236	0.10236	0.1023597	0.10171	0.125083	0.146566	0.180247	0.135399	0.2487109
347	-16599	-16329.4	-269.646	0.006763525	0.1589409	0.0964664	0.0964664	0.0964664	0.0964664	0.09646637	0.105189	0.126254	0.145207	0.174286	0.135399	0.2194721
348	-16597.1	-16327.7	-269.427	0.006763525	0.1589409	0.082043	0.082043	0.082043	0.082043	0.08204297	0.106374	0.126646	0.144757	0.172343	0.135399	0.2097287
349	-16597.1	-16326.6	-270.564	0.006763525	0.1236895	0.110981	0.110981	0.110981	0.110981	0.1109809	0.0858337	0.119339	0.15362	0.213586	0.135399	0.3962399
350	-16598	-16327.7	-270.284	0.006763525	0.1970578	0.0742355	0.0742355	0.0742355	0.0742355	0.07423546	0.0858337	0.119339	0.15362	0.213586	0.135399	0.3962399
351	-16600.6	-16330.8	-269.829	0.006763525	0.1646176	0.118635	0.118635	0.118635	0.118635	0.1186352	0.131164	0.154065	0.174283	0.204713	0.1638625	0.1934901
352	-16601.3	-16331.1	-270.11	0.00655962	0.08570667	0.118635	0.118635	0.118635	0.118635	0.1186352	0.115969	0.136217	0.154093	0.180998	0.1448797	0.1934901
353	-16600.3	-16329.7	-270.608	0.00655962	0.2077743	0.118635	0.118635	0.118635	0.118635	0.1186352	0.093112	0.121579	0.149152	0.194753	0.134662	0.3207416
354	-16601	-16330.8	-270.263	0.006695996	0.1800053	0.0790399	0.0790399	0.0790399	0.0790399	0.07903986	0.103014	0.134509	0.165014	0.215464	0.1489825	0.3207416
355	-16602.4	-16332.1	-270.333	0.006695996	0.1606418	0.12995	0.12995	0.12995	0.12995	0.12995	0.111803	0.141691	0.169894	0.215311	0.155153	0.2848459
356	-16602.5	-16332	-270.489	0.006924934	0.2072173	0.132622	0.132622	0.132622	0.132622	0.1326216	0.126019	0.161969	0.196313	0.252317	0.1783162	0.3017587
357	-16602.7	-16331.7	-270.988	0.006924934	0.1032319	0.148109	0.148109	0.148109	0.148109	0.1481089	0.126467	0.162546	0.197012	0.253215	0.178951	0.3017587
358	-16602.7	-16332.7	-269.979	0.006924934	0.1447023	0.113715	0.113715	0.113715	0.113715	0.1137152	0.141388	0.167645	0.191019	0.226494	0.178951	0.2048122
359	-16601	-16331.6	-269.391	0.006924934	0.07489283	0.0965518	0.0965518	0.0965518	0.0965518	0.09655177	0.143904	0.159518	0.172618	0.191348	0.1659388	0.1238542
360	-16598.7	-16329.8	-268.911	0.006458464	0.06443701	0.0902943	0.0902943	0.0902943	0.0902943	0.09029431	0.1252	0.142135	0.156647	0.177837	0.1492148	0.1525431
361	-16600.3	-16330.6	-269.64	0.006458464	0.02762489	0.109017	0.109017	0.109017	0.109017	0.1090174	0.128046	0.133297	0.137466	0.143103	0.1353652	0.04832442
362	-16599.3	-16331	-268.312	0.006458464	0.02261016	0.0922004	0.0922004	0.0922004	0.0922004	0.09220039	0.12209	0.13155	0.139291	0.150084	0.1353652	0.08972749
363	-16595.8	-16328.3	-267.493	0.00673026	0.04959185	0.047162	0.047162	0.047162	0.047162	0.04716205	0.124806	0.132354	0.138445	0.146818	0.1353652	0.07060309
364	-16598.3	-16330.1	-268.267	0.00673026	0.04959185	0.0873625	0.0873625	0.0873625	0.0873625	0.08736247	0.1186	0.127101	0.134025	0.143632	0.1305171	0.08323633
365	-16599.1	-16328.6	-270.482	0.00673026	0.04959185	0.0873625	0.0873625	0.0873625	0.0873625	0.08736247	0.173948	0.186417	0.196573	0.210663	0.1914275	0.08323633
366	-16596.8	-16327.6	-269.188	0.00673026	0.02750612	0.141326	0.141326	0.141326	0.141326	0.1413256	0.16596	0.184005	0.199149	0.220803	0.1914275	0.1241013
367	-16593.5	-16324.2	-269.228	0.00673026	0.01283378	0.141326	0.141326	0.141326	0.141326	0.1413256	0.132249	0.154923	0.174894	0.204879	0.1646058	0.1902616
368	-16590.4	-16321.3	-269.094	0.00673026	0.02088222	0.111637	0.111637	0.111637	0.111637	0.1116374	0.142849	0.167341	0.188912	0.221301	0.1777998	0.1902616
369	-16588.3	-16318.4	-269.849	0.00673026	0.02971487	0.111637	0.111637	0.111637	0.111637	0.1116374	0.136031	0.165089	0.191489	0.232395	0.1777998	0.2327804
370	-16590	-16320.4	-269.561	0.00673026	0.03323724	0.130599	0.130599	0.130599	0.130599	0.1305992	0.132705	0.163961	0.192806	0.238218	0.1777998	0.2542962
371	-16592.2	-16323.8	-268.468	0.00673026	0.01357837	0.130599	0.130599	0.130599	0.130599	0.1305992	0.154972	0.171159	0.184698	0.20399	0.1777998	0.1194527
372	-16595.7	-16327	-268.615	0.00673026	0.01357837	0.135617	0.135617	0.135617	0.135617	0.1356174	0.148055	0.159372	0.168625	0.181514	0.1639329	0.08856052
373	-16599	-16324.7	-274.204	0.00673026	0.01303065	0.200949	0.200949	0.200949	0.200949	0.2009489	0.151853	0.160494	0.167446	0.176974	0.1639329	0.06654055
374	-16599.5	-16327.3	-272.195	0.006742287	0.01833139	0.176949	0.176949	0.176949	0.176949	0.1769494	0.15014	0.15999	0.167973	0.178993	0.1639329	0.07640177
375	-16597.4	-16326.2	-271.223	0.006742287	0.01833139	0.176949	0.176949	0.176949	0.176949	0.1769494	0.214562	0.227066	0.237138	0.250958	0.2320472	0.06810444
376	-16595	-16323.4	-271.626	0.006742287	0.03742804	0.176949	0.176949	0.176949	0.176949	0.1769494	0.214562	0.227066	0.237138	0.250958	0.2320472	0.06810444
377	-16594.7	-16324.1	-270.607	0.006742287	0.02943462	0.176949	0.176949	0.176949	0.176949	0.1769494	0.196474	0.205886	0.213403	0.223626	0.2096108	0.05626399
378	-16593.8	-16324.7	-269.122	0.006742287	0.04661649	0.0988731	0.0988731	0.0988731	0.0988731	0.09887309	0.130671	0.13867	0.145129	0.154012	0.1418626	0.07143279
379	-16595.1	-16326.2	-268.957	0.006742287	0.04262893	0.0895029	0.0895029	0.0895029	0.0895029	0.08950294	0.130671	0.13867	0.145129	0.154012	0.1418626	0.07143279
380	-16597.7	-16328.7	-268.972	0.006742287	0.03629104	0.0895029	0.0895029	0.0895029	0.0895029	0.08950294	0.129876	0.135745	0.140421	0.146767	0.1380634	0.05314572
381	-16590.1	-16320.9	-269.197	0.006605948	0.05637824	0.11182	0.11182	0.11182	0.11182	0.1118198	0.149126	0.15547	0.160513	0.167341	0.1579713	0.05008846
382	-16588.8	-16320.1	-268.678	0.006605948	0.1266607	0.0670298	0.0670298	0.0670298	0.0670298	0.06702982	0.122992	0.133954	0.143009	0.155755	0.1384075	0.1026479
383	-16587.8	-16318	-269.778	0.006605948	0.2010675	0.0962536	0.0962536	0.0962536	0.0962536	0.09625357	0.122992	0.133954	0.143009	0.155755	0.1384075	0.1026479
384	-16592.6	-16322.8	-269.793	0.006605948	0.191486	0.0952699	0.0952699	0.0952699	0.0952699	0.09526993	0.126562	0.135019	0.141881	0.151362	0.1384075	0.07777876
385	-16597.3	-16327.5	-269.775	0.006605948	0.191486	0.0853994	0.0853994	0.0853994	0.0853994	0.08539944	0.120998	0.129084	0.135644	0.144708	0.1323231	0.07777876
386	-16599.8	-16330.2	-269.617	0.006692134	0.1181774	0.072559	0.072559	0.072559	0.072559	0.07255902	0.114105	0.127004	0.137865	0.15345	0.1323231	0.1287659
387	-16599.9	-16329.9	-269.983	0.00670026	0.1181774	0.0851749	0.0851749	0.0851749	0.0851749	0.08517491	0.116448	0.127721	0.137091	0.150363	0.1323231	0.1111015
388	-16604.4	-16333.7	-270.686	0.00670026	0.1730788	0.103476	0.103476	0.103476	0.103476	0.1034764	0.129612	0.142225	0.152713	0.167574	0.1473756	0.1116519
389	-16603.8	-16332.9	-270.894	0.00670026	0.2062802	0.103476	0.103476	0.103476	0.103476	0.1034764	0.12269	0.140079	0.155053	0.177029	0.1473756	0.1593661
390	-16602.6	-16331.1	-271.495	0.006406778	0.1587607	0.0625003	0.0625003	0.0625003	0.0625003	0.06250035	0.0716368	0.107846	0.14755	0.222131	0.1261456	0.4918754
391	-16597.3	-16324.9	-272.421	0.006406778	0.1587607	0.0825448	0.0825448	0.0825448	0.0825448	0.08254479	0.0832084	0.125267	0.171384	0.258012	0.1465221	0.4918754
392	-16598.9	-16328.4	-270.465	0.006300827	0.1884257	0.0403311	0.0403311	0.0403311	0.0403311	0.04033107	0.0763463	0.107522	0.139778	0.196856	0.1225937	0.4116976
393	-16596.1	-16325.7	-270.422	0.006300827	0.1884257	0.0358556	0.0358556	0.0358556	0.0358556	0.03585565	0.0686884	0.0861972	0.102577	0.128724	0.09403115	0.2730006
394	-16593.5	-16323.4	-270.099	0.006584103	0.1200868	0.0342004	0.0342004	0.0342004	0.0342004	0.03420039	0.0657834	0.0851716	0.103812	0.134409	0.09403115	0.3105652
395	-16593.9	-16323	-270.898	0.006584103	0.1005118	0.0406982	0.0406982	0.0406982	0.0406982	0.04069816	0.0849872	0.113677	0.142056	0.190011	0.1270767	0.3497112
396	-16591.4	-16320.8	-270.594	0.006584103	0.05410233	0.0406982	0.0406982	0.0406982	0.0406982	0.04069816	0.0900868	0.115527	0.139782	0.179255	0.1270767	0.2990543
397	-16592.3	-16322.8	-269.461	0.00667018	0.01366154	0.0129708	0.0129708	0.0129708	0.0129708	0.01297078	0.0565379	0.0756671	0.0945991	0.126606	0.08460522	0.350402
398	-16592.9	-16323.1	-269.812	0.006549902	0.03430291	0.00795842	0.00795842	0.00795842	0.00795842	0.007958416	0.0379863	0.0608426	0.0872897	0.139812	0.07287613	0.5663794
399	-16589.3	-16319.8	-269.533	0.006579373	0.01565209	0.00649589	0.00649589	0.00649589	0.00649589	0.006495885	0.0497421	0.0641349	0.0779225	0.100469	0.07069333	0.3055589
400	-16590.9	-16320.7	-270.215	0.006497528	0.01565209	0.00758469	0.00758469	0.00758469	0.00758469	0.007584694	0.0290583	0.0478852	0.0702134	0.115705	0.05798431	0.6005737
401	-16590.8	-16320.6	-270.221	0.006604385	0.004477627	0.012087	0.012087	0.012087	0.012087	0.01208699	0.044431	0.0635919	0.083698	0.119793	0.07295556	0.4310976
402	-16591	-16320.6	-270.393	0.006604385	0.007934564	0.00307551	0.00307551	0.00307551	0.00307551	0.003075512	0.0396411	0.0717545	0.11306	0.20465	0.09006967	0.7134505
403	-16593.4	-16322.3	-271.081	0.00633242	0.01397283	0.00600132	0.00600132	0.00600132	0.00600132	0.006001319	0.0396411	0.0717545	0.11306	0.20465	0.09006967	0.7134505
404	-16593.1	-16323.8	-269.375	0.00633242	0.01649273	0.00600132	0.00600132	0.00600132	0.00600132	0.006001319	0.0920201	0.107375	0.120853	0.141019	0.1139148	0.1855469
405	-16590.2	-16321.3	-268.964	0.00633242	0.02341925	0.00265652	0.00265652	0.00265652	0.00265652	0.002656518	0.0767756	0.102121	0.127071	0.16902	0.1139148	0.3429955
406	-16597.7	-16325.6	-272.055	0.00633242	0.006093376	0.00624635	0.00624635	0.00624635	0.00624635	0.006246346	0.0375677	0.076424	0.131688	0.267893	0.1003201	0.8538456
407	-16593.8	-16323.5	-270.272	0.006596616	0.002965402	0.0140808	0.0140808	0.0140808	0.0140808	0.01408082	0.0696087	0.0921047	0.114148	0.151038	0.1025358	0.3366996
408	-16601.1	-16329.7	-271.47	0.006596616	0.008226533	0.118991	0.118991	0.118991	0.118991	0.1189914	0.0572082	0.087233	0.120523	0.183778	0.1025358	0.5072499
409	-16605.2	-16332.4	-272.799	0.006596616	0.01848376	0.0491421	0.0491421	0.0491421	0.0491421	0.04914205	0.0719489	0.10971	0.151578	0.231131	0.128956	0.5072499
410	-16601.6	-16330.5	-271.098	0.006596616	0.01848376	0.0940311	0.0940311	0.0940311	0.0940311	0.09403106	0.111644	0.123908	0.134209	0.148953	0.128956	0.1253158
411	-16595.4	-16324.7	-270.707	0.006596616	0.09332158	0.0561317	0.0561317	0.0561317	0.0561317	0.05613165	0.0979727	0.119505	0.139154	0.169738	0.128956	0.2388687
412	-16594.8	-16324.5	-270.21	0.006596616	0.04334499	0.0643186	0.0643186	0.0643186	0.0643186	0.0643186	0.123651	0.127464	0.130465	0.134489	0.128956	0.03651949
413	-16599.2	-16325	-274.153	0.006520715	0.1116084	0.124777	0.124777	0.124777	0.124777	0.1247769	0.128113	0.128722	0.129191	0.129805	0.128956	0.005702727
414	-16600.3	-16326	-274.271	0.006520715	0.1964087	0.124777	0.124777	0.124777	0.124777	0.1247769	0.126153	0.127283	0.128156	0.129303	0.1277185	0.01072099
415	-16595.7	-16325.4	-270.283	0.006520715	0.1355141	0.0496614	0.0496614	0.0496614	0.0496614	0.04966144	0.109209	0.110316	0.111172	0.112299	0.1107433	0.01212728
416	-16596.5	-16326.9	-269.635	0.006310676	0.1030746	0.0325729	0.0325729	0.0325729	0.0325729	0.03257289	0.105772	0.109343	0.112161	0.115948	0.1107433	0.03992814
417	-16601	-16329.6	-271.313	0.006310676	0.2071108	0.0794342	0.0794342	0.0794342	0.0794342	0.07943418	0.165158	0.16923	0.172417	0.176668	0.1708161	0.02928322
418	-16602.1	-16331	-271.136	0.006556457	0.1040517	0.0794342	0.0794342	0.0794342	0.0794342	0.07943418	0.166261	0.169542	0.1721	0.175496	0.1708161	0.02349458
419	-16600.4	-16329.3	-271.119	0.006556457	0.1947961	0.0794342	0.0794342	0.0794342	0.0794342	0.07943418	0.166261	0.169542	0.1721	0.175496	0.1708161	0.02349458
420	-16595.1	-16323	-272.092	0.006556457	0.2045619	0.0632541	0.0632541	0.0632541	0.0632541	0.06325412	0.166261	0.169542	0.1721	0.175496	0.1708161	0.02349458
421	-16588.4	-16318.7	-269.672	0.006556457	0.2045619	0.0291541	0.0291541	0.0291541	0.0291541	0.02915412	0.110827	0.123706	0.134578	0.150217	0.1290273	0.1321822
422	-16590.1	-16320	-270.111	0.006643617	0.09982618	0.0291541	0.0291541	0.0291541	0.0291541	0.02915412	0.0861182	0.111248	0.135362	0.174862	0.1227144	0.3078529
423	-16590.6	-16321.7	-268.963	0.006643617	0.1123877	0.0291541	0.0291541	0.0291541	0.0291541	0.02915412	0.105629	0.117723	0.127918	0.142563	0.1227144	0.1303304
424	-16597.1	-16327.2	-269.862	0.006664336	0.02045708	0.0297578	0.0297578	0.0297578	0.0297578	0.02975779	0.112874	0.126446	0.137939	0.154525	0.1320675	0.1365176
425	-16595.7	-16326.6	-269.174	0.006664336	0.143551	0.0354327	0.0354327	0.0354327	0.0354327	0.03543266	0.103775	0.116253	0.12682	0.142069	0.1214218	0.1365176
426	-16599.5	-16330	-269.517	0.006769611	0.1469099	0.0191905	0.0191905	0.0191905	0.0191905	0.01919046	0.106221	0.118993	0.129809	0.145417	0.1242831	0.1365176
427	-16597.2	-16328.3	-268.888	0.006661414	0.1469099	0.0202345	0.0202345	0.0202345	0.0202345	0.02023449	0.0803027	0.0950411	0.10814	0.127987	0.101379	0.2026014
428	-16594.6	-16325.3	-269.269	0.006661414	0.1296269	0.0286685	0.0286685	0.0286685	0.0286685	0.02866851	0.0876494	0.103736	0.118033	0.139696	0.1106538	0.2026014
429	-16597.7	-16328.1	-269.602	0.006678613	0.1673494	0.0259568	0.0259568	0.0259568	0.0259568	0.02595681	0.0946948	0.112075	0.127521	0.150925	0.1195485	0.2026014
430	-16598.6	-16329.6	-269.06	0.006678613	0.1647683	0.0259568	0.0259568	0.0259568	0.0259568	0.02595681	0.101124	0.110882	0.118992	0.130475	0.1148657	0.1107629
431	-16598.3	-16329.2	-269.171	0.006678613	0.1647683	0.0259568	0.0259568	0.0259568	0.0259568	0.02595681	0.101124	0.110882	0.118992	0.130475	0.1148657	0.1107629
432	-16598.2	-16328.6	-269.686	0.006678613	0.1647683	0.0410205	0.0410205	0.0410205	0.0410205	0.04102053	0.0995852	0.110412	0.119499	0.132491	0.1148657	0.1240925
433	-16602.8	-16331.5	-271.324	0.006678613	0.07889058	0.023253	0.023253	0.023253	0.023253	0.02325301	0.0654853	0.0962353	0.129253	0.189947	0.1115289	0.4628669
434	-16598.5	-16329.2	-269.328	0.006629578	0.1082993	0.023253	0.023253	0.023253	0.023253	0.02325301	0.102319	0.108898	0.114224	0.121568	0.1115289	0.07492514
435	-16599.4	-16329.7	-269.731	0.006629578	0.1208016	0.0416346	0.0416346	0.0416346	0.0416346	0.04163459	0.103611	0.109277	0.113827	0.120052	0.1115289	0.06401305
436	-16600.8	-16331	-269.778	0.006629578	0.1735931	0.0416346	0.0416346	0.0416346	0.0416346	0.04163459	0.106392	0.110082	0.112995	0.116914	0.1115289	0.04099127
437	-16599.7	-16327.9	-271.842	0.006629578	0.1735931	0.111851	0.111851	0.111851	0.111851	0.1118514	0.139062	0.141665	0.143693	0.146383	0.1426753	0.02229934
438	-16600.2	-16329.6	-270.655	0.006629578	0.1748826	0.0837896	0.0837896	0.0837896	0.0837896	0.08378958	0.139062	0.141665	0.143693	0.146383	0.1426753	0.02229934
439	-16595.3	-16325	-270.311	0.006629578	0.1564355	0.0943743	0.0943743	0.0943743	0.0943743	0.09437427	0.123761	0.137164	0.148408	0.164481	0.1426753	0.1236346
440	-16597.5	-16326.3	-271.236	0.006629578	0.07707453	0.0497557	0.0497557	0.0497557	0.0497557	0.04975565	0.0747745	0.106601	0.139884	0.199423	0.1221138	0.4263712
441	-16595.8	-16324	-271.824	0.006629578	0.09289968	0.0497557	0.0497557	0.0497557	0.0497557	0.04975565	0.0781583	0.111425	0.146214	0.208448	0.1276398	0.4263712
442	-16594.1	-16322.8	-271.34	0.006629578	0.1312452	0.0792848	0.0792848	0.0792848	0.0792848	0.07928478	0.0781583	0.111425	0.146214	0.208448	0.1276398	0.4263712
443	-16600.5	-16329.3	-271.172	0.006631536	0.09784374	0.0792848	0.0792848	0.0792848	0.0792848	0.07928478	0.0963038	0.11022	0.12223	0.139893	0.1160698	0.1622845
444	-16599.3	-16328.9	-270.411	0.006631536	0.1397117	0.0170813	0.0170813	0.0170813	0.0170813	0.01708132	0.053887	0.0780817	0.103744	0.150323	0.09000264	0.4459076
445	-16593.7	-16324.5	-269.22	0.006723226	0.1129641	0.00680172	0.00680172	0.00680172	0.00680172	0.006801721	0.071114	0.0843177	0.0960709	0.113908	0.09000264	0.2047678
446	-16588.4	-16319.7	-268.708	0.006607548	0.1208937	0.00284617	0.00284617	0.00284617	0.00284617	0.002846171	0.0623042	0.0785776	0.0938686	0.118386	0.0858835	0.2790128
447	-16589.1	-16322	-267.113	0.006607548	0.2068986	0.00106576	0.00106576	0.00106576	0.00106576	0.001065762	0.0818096	0.0875018	0.0921298	0.0985401	0.08978599	0.08087472
448	-16593.9	-16327.6	-266.373	0.00670163	0.2068986	0.000615733	0.000615733	0.000615733	0.000615733	0.0006157331	0.105221	0.108389	0.11088	0.114219	0.1096274	0.03566447
449	-16592.2	-16326.3	-265.886	0.00670163	0.2068986	0.000258588	0.000258588	0.000258588	0.000258588	0.0002585883	0.105514	0.108472	0.110795	0.113901	0.1096274	0.03324112
450	-16592.6	-16326.4	-266.205	0.006732438	0.2068986	0.000569755	0.000569755	0.000569755	0.000569755	0.0005697554	0.0936721	0.096298	0.0983597	0.101117	0.09732339	0.03324112
451	-16591.4	-16325.2	-266.204	0.006346192	0.2068986	0.000499197	0.000499197	0.000499197	0.000499197	0.0004991969	0.0936721	0.096298	0.0983597	0.101117	0.09732339	0.03324112
452	-16591.3	-16324.4	-266.92	0.006346192	0.0926403	0.000944475	0.000944475	0.000944475	0.000944475	0.0009444754	0.0955943	0.0968413	0.0978078	0.0990838	0.09732339	0.01558322
453	-16594.9	-16327.4	-267.502	0.006701358	0.0926403	0.00133898	0.00133898	0.00133898	0.00133898	0.001338975	0.0978115	0.0984814	0.0989979	0.099676	0.09873933	0.008207416
