Iteration	Posterior	Likelihood	Prior	clock_rate	event_rate	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_mean	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_mean	speciation_sd
638	-16614.6	-16340.1	-274.515	0.006060194	0.1789766	0.0802549	0.0802549	0.0802549	0.0802549	0.08025487	0.0971789	0.112162	0.125187	0.144488	0.1184954	0.172401
639	-16613.7	-16339.2	-274.538	0.006098025	0.1242935	0.0802549	0.0802549	0.0802549	0.0802549	0.08025487	0.0971789	0.112162	0.125187	0.144488	0.1184954	0.172401
640	-16611.5	-16336.8	-274.615	0.006098025	0.1899533	0.0551871	0.0551871	0.0551871	0.0551871	0.05518713	0.0758763	0.10148	0.126805	0.169595	0.1134381	0.3495922
641	-16615	-16339.6	-275.385	0.006062289	0.09886657	0.0459836	0.0459836	0.0459836	0.0459836	0.04598363	0.0801707	0.107224	0.133982	0.179193	0.1198584	0.3495922
642	-16615.1	-16340.4	-274.679	0.00606425	0.210103	0.0302987	0.0302987	0.0302987	0.0302987	0.03029866	0.0752468	0.100638	0.125753	0.168188	0.112497	0.3495922
643	-16613.9	-16340.3	-273.53	0.00617371	0.190438	0.0214301	0.0214301	0.0214301	0.0214301	0.02143013	0.0678435	0.0843119	0.0995877	0.123762	0.09163199	0.2612913
644	-16613.5	-16339.1	-274.427	0.006122988	0.07049724	0.0046281	0.0046281	0.0046281	0.0046281	0.0046281	0.115642	0.121207	0.125651	0.131696	0.1234086	0.05650303
645	-16609.4	-16335.5	-273.818	0.006122988	0.07049724	0.00230862	0.00230862	0.00230862	0.00230862	0.002308624	0.115642	0.121207	0.125651	0.131696	0.1234086	0.05650303
646	-16604.4	-16332.7	-271.671	0.005946749	0.1907078	0.00230862	0.00230862	0.00230862	0.00230862	0.002308624	0.0750042	0.0833361	0.0903412	0.100377	0.08676796	0.126651
647	-16604.7	-16332.2	-272.55	0.005835159	0.213542	0.00230862	0.00230862	0.00230862	0.00230862	0.002308624	0.0894072	0.099339	0.107689	0.119652	0.1034299	0.126651
648	-16602.7	-16331	-271.699	0.005835159	0.1114542	0.000784311	0.000784311	0.000784311	0.000784311	0.0007843106	0.0868833	0.0985542	0.108547	0.123128	0.1034299	0.1515444
649	-16607.2	-16335.2	-271.977	0.005915081	0.06711882	0.000784311	0.000784311	0.000784311	0.000784311	0.0007843106	0.0868833	0.0985542	0.108547	0.123128	0.1034299	0.1515444
650	-16612.2	-16338	-274.137	0.005915081	0.128322	0.00351734	0.00351734	0.00351734	0.00351734	0.003517339	0.0744492	0.0944268	0.113291	0.143692	0.1034299	0.285807
651	-16605.1	-16330.9	-274.211	0.005818134	0.113285	0.0110777	0.0110777	0.0110777	0.0110777	0.01107772	0.0703135	0.0891814	0.106998	0.13571	0.09768437	0.285807
652	-16604.7	-16329.2	-275.546	0.005818134	0.1465039	0.0183166	0.0183166	0.0183166	0.0183166	0.01831656	0.051879	0.0792108	0.10955	0.167265	0.0931533	0.5088306
653	-16605.9	-16330.1	-275.852	0.0060394	0.1465039	0.0183166	0.0183166	0.0183166	0.0183166	0.01831656	0.0393924	0.0601458	0.0831826	0.127006	0.07073249	0.5088306
654	-16609.1	-16333.2	-275.912	0.005724328	0.08921396	0.029559	0.029559	0.029559	0.029559	0.02955901	0.0507798	0.0775325	0.107229	0.163721	0.09117955	0.5088306
655	-16611.4	-16335.9	-275.549	0.00589221	0.08921396	0.0291579	0.0291579	0.0291579	0.0291579	0.02915794	0.0672062	0.0904468	0.11356	0.15283	0.1013464	0.3570904
656	-16621.8	-16346	-275.836	0.005939528	0.03167136	0.0565651	0.0565651	0.0565651	0.0565651	0.05656513	0.0672062	0.0904468	0.11356	0.15283	0.1013464	0.3570904
657	-16615.7	-16339	-276.703	0.005939528	0.1607504	0.0598711	0.0598711	0.0598711	0.0598711	0.05987115	0.0573793	0.0819993	0.1078	0.154054	0.09401857	0.4292687
658	-16614.6	-16337.1	-277.576	0.005939528	0.1939096	0.0598711	0.0598711	0.0598711	0.0598711	0.05987115	0.0439743	0.0716691	0.104202	0.169828	0.08641784	0.5872903
659	-16613.6	-16337.8	-275.795	0.005746641	0.1447597	0.0598711	0.0598711	0.0598711	0.0598711	0.05987115	0.091603	0.103626	0.113895	0.128844	0.1086394	0.1482764
660	-16606.6	-16331.2	-275.392	0.005746641	0.1447597	0.0590581	0.0590581	0.0590581	0.0590581	0.05905815	0.091603	0.103626	0.113895	0.128844	0.1086394	0.1482764
661	-16606.9	-16331.5	-275.402	0.005746641	0.1447597	0.0590581	0.0590581	0.0590581	0.0590581	0.05905815	0.0930673	0.103319	0.111932	0.124262	0.1075397	0.1256455
662	-16599.2	-16323.9	-275.247	0.005948499	0.1399995	0.0590581	0.0590581	0.0590581	0.0590581	0.05905815	0.0907762	0.102998	0.113465	0.128741	0.1081046	0.1518685
663	-16598.4	-16323.6	-274.753	0.005948499	0.04876651	0.0202182	0.0202182	0.0202182	0.0202182	0.02021819	0.0907762	0.102998	0.113465	0.128741	0.1081046	0.1518685
664	-16601.9	-16326.4	-275.491	0.005948499	0.1020347	0.0402998	0.0402998	0.0402998	0.0402998	0.04029977	0.0926291	0.110335	0.126159	0.150274	0.1179819	0.210308
665	-16602.7	-16327.3	-275.334	0.005835324	0.1020347	0.0386613	0.0386613	0.0386613	0.0386613	0.03866134	0.0727625	0.0866602	0.0990799	0.118004	0.09266221	0.2101625
666	-16600.5	-16324.9	-275.565	0.005632705	0.197374	0.0386613	0.0386613	0.0386613	0.0386613	0.03866134	0.0638848	0.0835924	0.102716	0.134403	0.09266221	0.3232751
667	-16600	-16324.3	-275.715	0.005905414	0.02320402	0.010917	0.010917	0.010917	0.010917	0.01091701	0.0536128	0.0796305	0.107827	0.160154	0.09266221	0.4756574
668	-16601.3	-16325.9	-275.384	0.005956357	0.02320402	0.026133	0.026133	0.026133	0.026133	0.02613298	0.0714067	0.0822405	0.0916413	0.105545	0.08681377	0.1698384
669	-16598.4	-16323.3	-275.104	0.005657864	0.1106828	0.01145	0.01145	0.01145	0.01145	0.01145003	0.109724	0.111584	0.11303	0.114946	0.1123045	0.02021009
670	-16600.9	-16326.7	-274.194	0.006052725	0.2049627	0.0151045	0.0151045	0.0151045	0.0151045	0.01510447	0.0949125	0.0997519	0.103626	0.10891	0.1016706	0.05979288
671	-16605.3	-16330.9	-274.452	0.006052725	0.2049627	0.0151045	0.0151045	0.0151045	0.0151045	0.01510447	0.102032	0.107234	0.111399	0.117079	0.1092969	0.05979288
672	-16601.9	-16327.8	-274.169	0.006052725	0.2049627	0.0079551	0.0079551	0.0079551	0.0079551	0.007955102	0.101821	0.107173	0.111463	0.117321	0.1092969	0.0615876
673	-16596.4	-16323.2	-273.163	0.006052725	0.06778363	0.00479501	0.00479501	0.00479501	0.00479501	0.004795005	0.063077	0.0771554	0.0900343	0.110129	0.08334648	0.2422306
674	-16598.4	-16325.3	-273.059	0.006052725	0.06778363	0.00220215	0.00220215	0.00220215	0.00220215	0.002202152	0.0754785	0.0934757	0.110119	0.136376	0.1014566	0.2571251
675	-16597.5	-16324.4	-273.174	0.006052725	0.1879208	0.00220215	0.00220215	0.00220215	0.00220215	0.002202152	0.0846444	0.101763	0.117188	0.140889	0.1092036	0.2214589
676	-16594.9	-16323.1	-271.839	0.005926832	0.1879208	0.00232268	0.00232268	0.00232268	0.00232268	0.002322684	0.0718457	0.0863761	0.0994686	0.119585	0.09269145	0.2214589
677	-16600	-16325.4	-274.62	0.005926832	0.1879208	0.00474139	0.00474139	0.00474139	0.00474139	0.004741392	0.092218	0.110869	0.127673	0.153495	0.1189746	0.2214589
678	-16597.5	-16323.1	-274.355	0.005926832	0.1925291	0.0253051	0.0253051	0.0253051	0.0253051	0.0253051	0.0646233	0.0771335	0.0883345	0.105435	0.0825442	0.2127691
679	-16595.8	-16321.6	-274.195	0.005926832	0.1925291	0.0253051	0.0253051	0.0253051	0.0253051	0.0253051	0.0643424	0.0767981	0.0879504	0.104976	0.08218534	0.2127691
680	-16596.3	-16322.7	-273.527	0.005926832	0.1710402	0.0327611	0.0327611	0.0327611	0.0327611	0.03276115	0.0809339	0.0966016	0.11063	0.132046	0.1033779	0.2127691
681	-16598.4	-16324.8	-273.546	0.005926832	0.1710402	0.0327611	0.0327611	0.0327611	0.0327611	0.03276115	0.0799567	0.0962771	0.111003	0.13366	0.1033779	0.2233288
682	-16597.8	-16324.3	-273.45	0.006008247	0.1710402	0.0327611	0.0327611	0.0327611	0.0327611	0.03276115	0.0859197	0.0982145	0.108813	0.124384	0.1033779	0.1608021
683	-16598.7	-16323.9	-274.832	0.006008247	0.1710402	0.00844342	0.00844342	0.00844342	0.00844342	0.008443425	0.0553422	0.086948	0.122913	0.193108	0.1033779	0.543188
684	-16599.5	-16323.6	-275.927	0.006008247	0.1710402	0.0365238	0.0365238	0.0365238	0.0365238	0.0365238	0.0516258	0.0852899	0.125302	0.207009	0.1033779	0.6036166
685	-16604.8	-16328.4	-276.389	0.005897571	0.07622713	0.118718	0.118718	0.118718	0.118718	0.1187178	0.106959	0.128036	0.146956	0.175916	0.1371704	0.2162662
686	-16604.7	-16328.8	-275.913	0.006082184	0.03226715	0.118718	0.118718	0.118718	0.118718	0.1187178	0.111114	0.134952	0.156623	0.190224	0.1453843	0.2336882
687	-16603.5	-16327.9	-275.589	0.006082184	0.138007	0.118718	0.118718	0.118718	0.118718	0.1187178	0.114459	0.136065	0.155342	0.184665	0.1453843	0.2079033
688	-16602.9	-16327.8	-275.026	0.006188331	0.09598113	0.0482133	0.0482133	0.0482133	0.0482133	0.04821335	0.108763	0.129294	0.147611	0.175475	0.1381493	0.2079033
689	-16602.8	-16327.8	-274.993	0.006188331	0.1711252	0.0482133	0.0482133	0.0482133	0.0482133	0.04821335	0.106339	0.128489	0.148536	0.179475	0.1381493	0.227498
690	-16610.2	-16335.4	-274.71	0.006106861	0.1889829	0.0482133	0.0482133	0.0482133	0.0482133	0.04821335	0.118586	0.133058	0.145331	0.163067	0.1390593	0.1384476
691	-16608.5	-16332.3	-276.167	0.006123361	0.1889829	0.0224148	0.0224148	0.0224148	0.0224148	0.02241481	0.115792	0.132182	0.146294	0.167002	0.1390593	0.1591743
692	-16603.4	-16330.6	-272.799	0.006185637	0.08218499	0.0260648	0.0260648	0.0260648	0.0260648	0.02606478	0.0837004	0.0955482	0.105749	0.120718	0.1005194	0.1591743
693	-16604.4	-16330.9	-273.504	0.006065923	0.04484454	0.0260648	0.0260648	0.0260648	0.0260648	0.02606478	0.0947846	0.109829	0.122953	0.142469	0.1162062	0.1771277
694	-16600.2	-16327.9	-272.313	0.006065923	0.04484454	0.00837856	0.00837856	0.00837856	0.00837856	0.00837856	0.0723182	0.0837968	0.0938103	0.1087	0.08866232	0.1771277
695	-16600.4	-16325.8	-274.613	0.006036115	0.04484454	0.0132002	0.0132002	0.0132002	0.0132002	0.01320019	0.0523032	0.0789249	0.108175	0.163235	0.09239982	0.4946909
696	-16603.5	-16329.3	-274.129	0.006036115	0.04905752	0.00983382	0.00983382	0.00983382	0.00983382	0.009833818	0.0446565	0.0673862	0.0923602	0.13937	0.07889107	0.4946909
697	-16604.6	-16331.5	-273.105	0.006036115	0.03304845	0.00287585	0.00287585	0.00287585	0.00287585	0.00287585	0.0450832	0.0675639	0.0921172	0.138051	0.07889107	0.486424
698	-16604	-16332.6	-271.469	0.006036115	0.03304845	0.000898551	0.000898551	0.000898551	0.000898551	0.0008985511	0.0835197	0.099109	0.112996	0.134087	0.1058249	0.2057666
699	-16604.6	-16334.6	-269.968	0.006017436	0.02588593	0.000207644	0.000207644	0.000207644	0.000207644	0.0002076442	0.0928108	0.102047	0.109742	0.120664	0.1058249	0.114072
700	-16610.7	-16341.1	-269.639	0.006017436	0.005132838	0.000463232	0.000463232	0.000463232	0.000463232	0.000463232	0.0966076	0.0976692	0.0984905	0.0995728	0.09807897	0.01314032
701	-16613.2	-16341.3	-271.901	0.005906546	0.005132838	0.00186193	0.00186193	0.00186193	0.00186193	0.001861931	0.0704748	0.0717974	0.0728277	0.0741945	0.07231071	0.02235621
702	-16598.8	-16326.8	-272.044	0.005906546	0.01661403	0.000741826	0.000741826	0.000741826	0.000741826	0.0007418255	0.0726509	0.0980277	0.123322	0.166398	0.1099499	0.3602026
703	-16597.1	-16326.5	-270.575	0.005906546	0.01661403	0.00111715	0.00111715	0.00111715	0.00111715	0.001117149	0.0733383	0.0827062	0.090686	0.10227	0.08660424	0.1445347
704	-16598.1	-16326.7	-271.398	0.006237993	0.08845173	0.00111715	0.00111715	0.00111715	0.00111715	0.001117149	0.0578177	0.0684512	0.0779043	0.092232	0.07302495	0.2029872
705	-16600.2	-16329.9	-270.307	0.006237993	0.08845173	0.000395769	0.000395769	0.000395769	0.000395769	0.0003957695	0.0642413	0.0704782	0.0756637	0.0830095	0.07302495	0.1114046
706	-16602	-16330	-272.023	0.006168618	0.09077247	0.00709102	0.00709102	0.00709102	0.00709102	0.007091023	0.0894056	0.0980855	0.105302	0.115526	0.1016299	0.1114046
707	-16603.2	-16329.5	-273.773	0.005986427	0.09077247	0.0182203	0.0182203	0.0182203	0.0182203	0.01822027	0.0684664	0.0910972	0.11338	0.150857	0.1016299	0.343369
708	-16602.4	-16328.3	-274.133	0.005986427	0.1739267	0.0182203	0.0182203	0.0182203	0.0182203	0.01822027	0.0684664	0.0910972	0.11338	0.150857	0.1016299	0.343369
709	-16603.8	-16331.2	-272.629	0.006012388	0.05679532	0.0069724	0.0069724	0.0069724	0.0069724	0.006972403	0.0854741	0.0968713	0.106622	0.120839	0.1016299	0.1504973
710	-16599.3	-16327.1	-272.137	0.005960411	0.1287091	0.00564192	0.00564192	0.00564192	0.00564192	0.005641918	0.0947594	0.0996784	0.10362	0.108998	0.1016299	0.06084761
711	-16603.5	-16328.5	-274.943	0.005943083	0.03672948	0.0480414	0.0480414	0.0480414	0.0480414	0.0480414	0.0715705	0.0922229	0.111996	0.144314	0.1016299	0.3048248
712	-16604	-16329.9	-274.112	0.005957288	0.03672948	0.0290722	0.0290722	0.0290722	0.0290722	0.02907222	0.0748844	0.0933864	0.110601	0.137928	0.1016299	0.2654776
713	-16602.2	-16329.1	-273.018	0.005957288	0.04458557	0.00904435	0.00904435	0.00904435	0.00904435	0.00904435	0.0748844	0.0933864	0.110601	0.137928	0.1016299	0.2654776
714	-16600	-16326.6	-273.404	0.005957288	0.04458557	0.00584631	0.00584631	0.00584631	0.00584631	0.00584631	0.0499668	0.0623123	0.0737987	0.0920325	0.06781274	0.2654776
715	-16600.3	-16327	-273.245	0.005957288	0.1343228	0.00584631	0.00584631	0.00584631	0.00584631	0.00584631	0.0387984	0.0638285	0.0934702	0.153771	0.0772403	0.5985508
716	-16601.6	-16328.7	-272.921	0.006340945	0.1343228	0.00584631	0.00584631	0.00584631	0.00584631	0.00584631	0.0387984	0.0638285	0.0934702	0.153771	0.0772403	0.5985508
717	-16597.5	-16324.7	-272.727	0.006340945	0.1430612	0.00575211	0.00575211	0.00575211	0.00575211	0.005752108	0.0395586	0.062322	0.0882865	0.139089	0.07417674	0.5465006
718	-16600.8	-16326.7	-274.076	0.006340945	0.1200462	0.0213991	0.0213991	0.0213991	0.0213991	0.02139909	0.0395586	0.062322	0.0882865	0.139089	0.07417674	0.5465006
719	-16597.7	-16325.5	-272.216	0.006340945	0.1240055	0.00408707	0.00408707	0.00408707	0.00408707	0.004087066	0.0477597	0.0734041	0.102033	0.15682	0.08654289	0.5167623
720	-16595.7	-16323.5	-272.189	0.005991644	0.1240055	0.00408707	0.00408707	0.00408707	0.00408707	0.004087066	0.0405347	0.0622996	0.0865979	0.133096	0.07345075	0.5167623
721	-16596.7	-16323.9	-272.877	0.005991644	0.1240055	0.00408707	0.00408707	0.00408707	0.00408707	0.004087066	0.0373213	0.0573608	0.0797329	0.122545	0.06762794	0.5167623
722	-16594.2	-16324.9	-269.354	0.005991644	0.2097766	0.000144282	0.000144282	0.000144282	0.000144282	0.0001442823	0.0509456	0.0625246	0.0731479	0.0897729	0.06762794	0.2462402
723	-16591.6	-16324.1	-267.512	0.006215905	0.1128436	1.39171e-05	1.39171e-05	1.39171e-05	1.39171e-05	1.391711e-05	0.029375	0.0536801	0.0851998	0.155695	0.06762794	0.7248899
724	-16588.4	-16323.2	-265.21	0.006258226	0.1536158	1.68242e-06	1.68242e-06	1.68242e-06	1.68242e-06	1.682423e-06	0.029375	0.0536801	0.0851998	0.155695	0.06762794	0.7248899
725	-16592.8	-16325.5	-267.27	0.006258226	0.1525799	2.08717e-06	2.08717e-06	2.08717e-06	2.08717e-06	2.087171e-06	0.0388804	0.0710503	0.112769	0.206076	0.08951144	0.7248899
726	-16590.5	-16326.1	-264.448	0.006214855	0.1264726	1.39672e-06	1.39672e-06	1.39672e-06	1.39672e-06	1.396721e-06	0.0532309	0.0771142	0.102441	0.148403	0.08887998	0.445645
727	-16590.8	-16326.1	-264.725	0.006214855	0.1264726	1.88417e-06	1.88417e-06	1.88417e-06	1.88417e-06	1.884173e-06	0.10155	0.10833	0.113829	0.121429	0.1110457	0.07770558
728	-16586.9	-16321	-265.934	0.006211703	0.1157871	2.77702e-06	2.77702e-06	2.77702e-06	2.77702e-06	2.777023e-06	0.0547005	0.0622148	0.0686637	0.0780962	0.06535977	0.1547656
729	-16588.5	-16322.5	-265.976	0.006211703	0.1528392	2.77702e-06	2.77702e-06	2.77702e-06	2.77702e-06	2.777023e-06	0.0547005	0.0622148	0.0686637	0.0780962	0.06535977	0.1547656
730	-16586.6	-16319.4	-267.286	0.006219664	0.1528392	1.15041e-05	1.15041e-05	1.15041e-05	1.15041e-05	1.150406e-05	0.0384004	0.0564069	0.0757337	0.111246	0.06535977	0.4623277
731	-16585.3	-16320	-265.372	0.006140326	0.03928971	3.29666e-06	3.29666e-06	3.29666e-06	3.29666e-06	3.296658e-06	0.0460672	0.064594	0.0836901	0.117348	0.0735247	0.4064149
732	-16584.6	-16318.9	-265.677	0.006140326	0.08951209	3.29666e-06	3.29666e-06	3.29666e-06	3.29666e-06	3.296658e-06	0.0378331	0.0611651	0.0883818	0.142888	0.0735247	0.5775958
733	-16582.2	-16318.3	-263.841	0.006140326	0.163702	1.20162e-06	1.20162e-06	1.20162e-06	1.20162e-06	1.201618e-06	0.0568611	0.0684724	0.0789497	0.0950716	0.0735247	0.2234184
734	-16587.4	-16323.7	-263.724	0.005953771	0.1950506	1.20162e-06	1.20162e-06	1.20162e-06	1.20162e-06	1.201618e-06	0.0536604	0.0673824	0.0802269	0.100742	0.0735247	0.2737823
735	-16587.2	-16323.4	-263.805	0.006289503	0.03222807	1.4948e-06	1.4948e-06	1.4948e-06	1.4948e-06	1.494796e-06	0.0545843	0.0724877	0.0900867	0.119635	0.08080948	0.3410691
736	-16583.1	-16319.7	-263.423	0.006289503	0.1993544	1.4948e-06	1.4948e-06	1.4948e-06	1.4948e-06	1.494796e-06	0.0545843	0.0724877	0.0900867	0.119635	0.08080948	0.3410691
737	-16581.9	-16318.4	-263.412	0.006242309	0.1993544	2.58843e-06	2.58843e-06	2.58843e-06	2.58843e-06	2.588431e-06	0.0752355	0.0792254	0.0824252	0.0867964	0.08080948	0.06212974
738	-16585.7	-16319.6	-266.132	0.006102944	0.1882504	2.62988e-05	2.62988e-05	2.62988e-05	2.62988e-05	2.629876e-05	0.077021	0.0797418	0.0818914	0.0847843	0.08080948	0.04174031
739	-16590.6	-16323.3	-267.343	0.005974077	0.150835	0.000104036	0.000104036	0.000104036	0.000104036	0.0001040356	0.0870289	0.0906755	0.0935728	0.0974936	0.09211277	0.04935329
740	-16590.7	-16323.3	-267.456	0.005974077	0.05272889	0.000104036	0.000104036	0.000104036	0.000104036	0.0001040356	0.07621	0.0767045	0.0770856	0.0775859	0.07689485	0.007777303
741	-16598.2	-16327.8	-270.432	0.005974077	0.02827515	0.00108625	0.00108625	0.00108625	0.00108625	0.001086249	0.112392	0.114165	0.115543	0.117366	0.1148522	0.01882065
742	-16594	-16324.4	-269.581	0.005981259	0.007603728	0.000997676	0.000997676	0.000997676	0.000997676	0.0009976759	0.0739362	0.0765954	0.0786976	0.0815281	0.07763938	0.04248497
743	-16595.5	-16326.6	-268.926	0.006249625	0.01170043	0.000556913	0.000556913	0.000556913	0.000556913	0.0005569127	0.101331	0.105479	0.108772	0.113224	0.1071125	0.04823648
744	-16597	-16327.5	-269.494	0.006249625	0.01170043	0.00115088	0.00115088	0.00115088	0.00115088	0.001150879	0.0844415	0.0953141	0.104583	0.118049	0.09984119	0.1456274
745	-16596.4	-16325.2	-271.129	0.006157975	0.02193295	0.0062764	0.0062764	0.0062764	0.0062764	0.006276401	0.0792638	0.0937552	0.106627	0.126121	0.09998433	0.2018791
746	-16592.6	-16323	-269.633	0.006157975	0.01352211	0.00134127	0.00134127	0.00134127	0.00134127	0.001341267	0.0687939	0.081371	0.0925429	0.109462	0.08677738	0.2018791
747	-16594	-16322.6	-271.306	0.006137753	0.006599961	0.00471147	0.00471147	0.00471147	0.00471147	0.004711467	0.0794903	0.0948316	0.108561	0.129513	0.1014645	0.2121735
748	-16592.4	-16319.3	-273.039	0.006137753	0.006599961	0.0466857	0.0466857	0.0466857	0.0466857	0.04668574	0.0919175	0.0987249	0.10428	0.112003	0.1014645	0.08590257
749	-16592.5	-16317.9	-274.565	0.006242723	0.006599961	0.0194462	0.0194462	0.0194462	0.0194462	0.01944621	0.115302	0.135272	0.152883	0.179362	0.1438083	0.1920486
750	-16597.7	-16321.3	-276.353	0.006157877	0.006599961	0.0194462	0.0194462	0.0194462	0.0194462	0.01944621	0.053344	0.104699	0.175525	0.344507	0.1355632	0.8107769
751	-16601.2	-16326	-275.161	0.006300219	0.0528708	0.0048025	0.0048025	0.0048025	0.0048025	0.004802505	0.0302601	0.0593921	0.0995691	0.195426	0.07690003	0.8107769
752	-16597.6	-16323.9	-273.644	0.006228735	0.1611103	0.0048025	0.0048025	0.0048025	0.0048025	0.004802505	0.0306783	0.0511862	0.0757707	0.126422	0.06227692	0.6154963
753	-16596.1	-16324.2	-271.921	0.006228735	0.1745787	0.00119243	0.00119243	0.00119243	0.00119243	0.001192427	0.0422678	0.070523	0.104395	0.174181	0.08580358	0.6154963
754	-16598.2	-16324.5	-273.685	0.006228735	0.09905559	0.0126382	0.0126382	0.0126382	0.0126382	0.01263822	0.0704205	0.0932135	0.115555	0.152957	0.1037849	0.3371466
755	-16595.6	-16322.2	-273.356	0.0060365	0.1331523	0.00588188	0.00588188	0.00588188	0.00588188	0.005881883	0.0652625	0.09127	0.118016	0.165046	0.1037849	0.4032714
756	-16592	-16317.6	-274.39	0.0060365	0.1516875	0.0228092	0.0228092	0.0228092	0.0228092	0.02280917	0.0481356	0.067318	0.0870449	0.121733	0.07654859	0.4032714
757	-16590.9	-16317.7	-273.22	0.006015986	0.09404615	0.00616957	0.00616957	0.00616957	0.00616957	0.006169571	0.0545444	0.0786893	0.104201	0.150327	0.09055108	0.4406471
758	-16587.7	-16316.3	-271.446	0.00606368	0.1914242	0.00138987	0.00138987	0.00138987	0.00138987	0.001389866	0.0545444	0.0786893	0.104201	0.150327	0.09055108	0.4406471
759	-16586.8	-16316.3	-270.455	0.00606368	0.1656931	0.000331709	0.000331709	0.000331709	0.000331709	0.0003317093	0.0526865	0.0779375	0.105206	0.155628	0.09055108	0.4707737
760	-16585.7	-16317.8	-267.897	0.00606368	0.04595765	0.000110144	0.000110144	0.000110144	0.000110144	0.0001101443	0.081516	0.0909818	0.0989721	0.110465	0.09489289	0.1320904
761	-16595	-16323	-272.027	0.006033899	0.1231336	0.000644378	0.000644378	0.000644378	0.000644378	0.0006443776	0.0708923	0.0964002	0.121998	0.165895	0.1084465	0.3695355
762	-16594.6	-16322.2	-272.445	0.006033899	0.1495609	0.00217577	0.00217577	0.00217577	0.00217577	0.002175775	0.0386787	0.0597143	0.0832902	0.128588	0.07052386	0.5221569
763	-16589.7	-16319.5	-270.136	0.006033899	0.0895407	0.00088808	0.00088808	0.00088808	0.00088808	0.0008880796	0.070262	0.0811758	0.0906721	0.104756	0.08579264	0.1736016
764	-16589.1	-16318.4	-270.742	0.006033899	0.1470112	0.000515595	0.000515595	0.000515595	0.000515595	0.0005155951	0.0880717	0.101752	0.113655	0.131309	0.107539	0.1736016
765	-16584.1	-16315.4	-268.722	0.006033899	0.04787986	0.000163632	0.000163632	0.000163632	0.000163632	0.0001636317	0.078885	0.0819438	0.0843675	0.0876389	0.08314683	0.0457395
766	-16588.1	-16320.9	-267.231	0.006090303	0.2131603	2.01959e-05	2.01959e-05	2.01959e-05	2.01959e-05	2.019586e-05	0.0595579	0.0714596	0.0821647	0.098584	0.07662543	0.2190467
767	-16586.9	-16320.5	-266.384	0.005849553	0.2131603	6.08619e-06	6.08619e-06	6.08619e-06	6.08619e-06	6.086193e-06	0.0429279	0.0652638	0.089965	0.136775	0.07662543	0.5036782
768	-16585.1	-16319.8	-265.242	0.005849553	0.129794	3.10749e-06	3.10749e-06	3.10749e-06	3.10749e-06	3.107494e-06	0.0723563	0.0858814	0.0979319	0.116238	0.09170891	0.2060394
769	-16586	-16320.2	-265.866	0.005849553	0.09770754	6.08066e-06	6.08066e-06	6.08066e-06	6.08066e-06	6.080657e-06	0.0762949	0.0871516	0.0965045	0.110237	0.09170891	0.1599631
770	-16592.4	-16325.5	-266.931	0.005849553	0.08435998	1.00777e-05	1.00777e-05	1.00777e-05	1.00777e-05	1.00777e-05	0.0595243	0.0695882	0.0784365	0.091698	0.07388001	0.1878199
771	-16589.6	-16322.4	-267.257	0.005759633	0.08435998	1.00777e-05	1.00777e-05	1.00777e-05	1.00777e-05	1.00777e-05	0.0547802	0.0680056	0.0802619	0.0996392	0.07388001	0.2600192
772	-16591.4	-16326	-265.483	0.006160638	0.1930146	1.90024e-06	1.90024e-06	1.90024e-06	1.90024e-06	1.900238e-06	0.055048	0.0680975	0.0801535	0.0991545	0.07388001	0.2557802
773	-16590.1	-16324.7	-265.359	0.0058973	0.1168009	1.90024e-06	1.90024e-06	1.90024e-06	1.90024e-06	1.900238e-06	0.0912787	0.0996775	0.106632	0.116443	0.1030961	0.1058323
774	-16591.4	-16326	-265.411	0.005966421	0.1047737	1.90024e-06	1.90024e-06	1.90024e-06	1.90024e-06	1.900238e-06	0.0912787	0.0996775	0.106632	0.116443	0.1030961	0.1058323
775	-16593.9	-16327.4	-266.522	0.006080657	0.1522518	2.4149e-06	2.4149e-06	2.4149e-06	2.4149e-06	2.414898e-06	0.0549588	0.0802071	0.107154	0.156381	0.09270655	0.4545187
776	-16592.7	-16326.3	-266.457	0.005969394	0.1522518	2.4149e-06	2.4149e-06	2.4149e-06	2.4149e-06	2.414898e-06	0.0549588	0.0802071	0.107154	0.156381	0.09270655	0.4545187
777	-16594.7	-16326.6	-268.119	0.006088138	0.1522518	1.66521e-05	1.66521e-05	1.66521e-05	1.66521e-05	1.665205e-05	0.0411099	0.059996	0.0801526	0.116975	0.06934574	0.4545187
778	-16594.7	-16326.8	-267.94	0.006088138	0.1522518	1.66521e-05	1.66521e-05	1.66521e-05	1.66521e-05	1.665205e-05	0.0421307	0.060405	0.0796099	0.114141	0.06934574	0.4331969
779	-16594.3	-16327.1	-267.213	0.006088138	0.1585311	9.09491e-06	9.09491e-06	9.09491e-06	9.09491e-06	9.094909e-06	0.0421307	0.060405	0.0796099	0.114141	0.06934574	0.4331969
780	-16588.5	-16321.9	-266.601	0.006088138	0.1585311	9.09491e-06	9.09491e-06	9.09491e-06	9.09491e-06	9.094909e-06	0.0629217	0.0811207	0.0985532	0.127058	0.0894131	0.3054516
