Iteration	Replicate_ID	Posterior	Likelihood	Prior	branch_rate[1]	branch_rate[2]	branch_rate[3]	branch_rate[4]	branch_rate[5]	branch_rate[6]	branch_rate[7]	branch_rate[8]	branch_rate[9]	branch_rate[10]	branch_rate[11]	branch_rate[12]	branch_rate[13]	branch_rate[14]	branch_rate[15]	branch_rate[16]	branch_rate[17]	branch_rate[18]	branch_rate[19]	branch_rate[20]	branch_rate[21]	branch_rate[22]	branch_rate[23]	branch_rate[24]	branch_rate[25]	branch_rate[26]	branch_rate[27]	branch_rate[28]	branch_rate[29]	branch_rate[30]	branch_rate[31]	branch_rate[32]	branch_rate[33]	branch_rate[34]	branch_rate[35]	branch_rate[36]	branch_rate[37]	branch_rate[38]	branch_rate[39]	branch_rate[40]	branch_rate[41]	branch_rate[42]	branch_rate[43]	branch_rate[44]	branch_rate[45]	branch_rate[46]	branch_rate[47]	branch_rate[48]	branch_rate[49]	branch_rate[50]	branch_rate[51]	branch_rate[52]	branch_rate[53]	branch_rate[54]	branch_rate[55]	branch_rate[56]	branch_rate[57]	branch_rate[58]	branch_rate[59]	branch_rate[60]	branch_rate[61]	branch_rate[62]	branch_rate[63]	branch_rate[64]	branch_rate[65]	branch_rate[66]	branch_rate[67]	branch_rate[68]	branch_rate[69]	branch_rate[70]	branch_rate[71]	branch_rate[72]	branch_rate[73]	branch_rate[74]	branch_rate[75]	branch_rate[76]	branch_rate[77]	branch_rate[78]	branch_rate[79]	branch_rate[80]	branch_rate[81]	branch_rate[82]	branch_rate[83]	branch_rate[84]	branch_rate[85]	branch_rate[86]	branch_rate[87]	branch_rate[88]	branch_rate[89]	branch_rate[90]	branch_rate[91]	branch_rate[92]	branch_rate[93]	branch_rate[94]	branch_rate[95]	branch_rate[96]	branch_rate[97]	branch_rate[98]	clock_rate	event_rate	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_mean	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_mean	speciation_sd
0	0	-53268.2	-53082	-186.245	0.443245	0.537003	0.291383	0.453847	0.352803	0.570053	0.46705	0.33308	0.316198	0.273177	0.249109	0.588255	0.162765	0.286219	0.322659	0.336458	0.371438	0.222709	0.183572	0.318045	0.498869	0.27467	0.366133	0.295142	0.403149	0.29282	0.354225	0.306819	0.316486	0.358957	0.308563	0.514272	0.392724	0.244814	0.300817	0.360709	0.282242	0.342739	0.460332	0.595167	0.505083	0.389489	0.61103	0.286882	0.354837	0.391026	0.292823	0.3495	0.516587	0.384517	0.339396	0.552922	0.301455	0.282559	0.33749	0.231518	0.556789	0.21522	0.195307	0.279804	0.327058	0.449078	0.281884	0.290356	0.385612	0.2955	0.458056	0.326119	0.23342	0.532445	0.330906	0.45889	0.416871	0.28875	0.320196	0.36295	0.650496	0.349869	0.386082	0.216223	0.364522	0.414229	0.380781	0.501895	0.431746	0.35883	0.646173	0.269225	0.231045	0.445232	0.375909	0.239322	0.415631	0.689885	0.629002	0.464896	0.394488	0.274314	0.3724842	0.1256107	0.0553677	0.0553677	0.0553677	0.0553677	0.05536766	0.0883046	0.104006	0.1179	0.138864	0.1107353	0.1967667
1	1	-23153.7	-23187.8	34.0574	0.0577668	0.0335476	0.0338181	0.0627973	0.0252853	0.0491219	0.0373522	0.037469	0.0298577	0.0406244	0.0340572	0.0402167	0.0447352	0.0253507	0.0246067	0.0325034	0.0358284	0.048761	0.0788587	0.024433	0.0412386	0.0278354	0.0638316	0.0439859	0.0443217	0.0396898	0.0377182	0.0423909	0.0313497	0.0208222	0.0410225	0.0281437	0.041398	0.0498863	0.0434928	0.0507938	0.0266355	0.0348248	0.0449149	0.0237107	0.0588544	0.0330119	0.0444282	0.040387	0.0626602	0.0464091	0.0233175	0.0179223	0.034552	0.0396773	0.0312078	0.0417638	0.0243845	0.0344077	0.0544631	0.0433886	0.0334082	0.0336866	0.0224078	0.0596113	0.0460747	0.0379346	0.0249411	0.0444661	0.0353587	0.035473	0.0385036	0.0435671	0.0441277	0.0227065	0.030453	0.0415505	0.0822633	0.0635824	0.0372024	0.0494462	0.0370177	0.0315133	0.0312809	0.0428436	0.0432341	0.0633137	0.0325316	0.0310921	0.0218127	0.0365868	0.0231396	0.0493486	0.0292058	0.0239416	0.0301908	0.0485734	0.057761	0.0380507	0.040244	0.0394446	0.0417095	0.0348918	0.03964641	0.0299676	0.0553677	0.0553677	0.0553677	0.0553677	0.05536766	0.082714	0.102138	0.120056	0.148249	0.1107353	0.2536219
2	0	-16730.8	-16760.1	29.2709	0.0204674	0.0212342	0.0331858	0.0281445	0.0291401	0.0158861	0.0203567	0.0265781	0.0115875	0.0150615	0.0336886	0.0137201	0.0127976	0.0195424	0.0229126	0.0276316	0.0267326	0.0135644	0.00984469	0.0134977	0.0190387	0.0136863	0.0267791	0.0120704	0.0220175	0.00984327	0.0171959	0.0124006	0.0222318	0.0134773	0.00985491	0.0237489	0.013099	0.0158872	0.0155402	0.0196474	0.0159068	0.0280657	0.0248095	0.0132637	0.0241444	0.0194614	0.0209591	0.0192171	0.0210059	0.0136638	0.0194947	0.0123914	0.0188225	0.114542	0.014039	0.0180868	0.019757	0.012924	0.00846386	0.0126572	0.0232937	0.0200065	0.0144166	0.0148726	0.0275077	0.0144053	0.0251919	0.0141173	0.0275652	0.0196556	0.017543	0.0213909	0.0101638	0.0050559	0.0022947	0.0119227	0.0266063	0.0380372	0.0393561	0.0172974	0.013559	0.0108262	0.00940917	0.0131141	0.0210302	0.0139884	0.00946	0.0225757	0.021934	0.0131947	0.0151819	0.00831576	0.00306237	0.0124293	0.0289944	0.0255398	0.0235318	0.0152184	0.0240883	0.00165295	0.0514965	0.00817892	0.01778986	0.1779363	0.462121	0.462121	0.462121	0.462121	0.4621207	0.0753965	0.163942	0.297283	0.646412	0.2207651	0.9339233
3	1	-16250.9	-16422.3	171.359	0.00886058	0.0093203	0.0117255	0.00893754	0.0106808	0.014832	0.00970128	0.0119564	0.00545429	0.00701398	0.0125743	0.00733491	0.00914139	0.00572853	0.00932501	0.00797638	0.00893077	0.0108828	0.0109943	0.0112326	0.0110214	0.0159106	0.00867289	0.00975288	0.00874905	0.0154789	0.0115229	0.00698201	0.0178627	0.00656149	0.015999	0.0145741	0.0107486	0.0119346	0.00953854	0.00992273	0.0119493	0.016877	0.00967074	0.00832887	0.0164725	0.00898839	0.00805011	0.00962805	0.0112747	0.0137031	0.0142114	0.0102129	0.0174344	0.00839031	0.0103866	0.00955035	0.0121537	0.0126531	0.0101522	0.00831926	0.00803966	0.0132192	0.00742565	0.0102692	0.00718439	0.00718592	0.0181456	0.00693214	0.0089609	0.010689	0.00921594	0.0122604	0.00849246	0.00890234	0.00505697	0.00616345	0.0104256	0.0135909	0.00466468	0.018599	0.010252	0.00624925	0.0173877	0.0184321	0.00668859	0.01728	0.0077891	0.010994	0.0107439	0.00522333	0.0136497	0.00903628	0.00829697	0.00878253	0.0108382	0.0101844	0.00816362	0.0107927	0.00645359	0.012458	0.0077403	0.0170154	0.01079379	0.05394473	0.286314	0.286314	0.286314	0.286314	0.2863137	0.314186	0.331388	0.345202	0.364102	0.3382246	0.06408839
4	0	-16431.7	-16490.8	59.0886	0.0151825	0.0193799	0.0199448	0.0170764	0.0201412	0.03041	0.0114781	0.0241394	0.00939519	0.0143431	0.0158754	0.0111167	0.0170911	0.0150954	0.024648	0.026684	0.0274919	0.0129221	0.0147041	0.017033	0.0242686	0.0239218	0.0369868	0.00938084	0.0134987	0.0163683	0.0159832	0.0150199	0.0227465	0.0126594	0.0107924	0.0133832	0.0103263	0.0161226	0.0124696	0.0115956	0.0172677	0.0247077	0.020371	0.0153702	0.0203235	0.0130883	0.0132626	0.012353	0.0134421	0.0140599	0.0235275	0.0124041	0.0100147	0.0281787	0.0109316	0.0158893	0.0150037	0.0120039	0.0108333	0.00957367	0.0251096	0.0261275	0.0142188	0.00889493	0.0120244	0.0152267	0.0307743	0.015198	0.0266002	0.0172242	0.0182501	0.010617	0.0152317	0.016195	0.00171409	0.00846154	0.0247657	0.0259219	0.00453015	0.0112458	0.0167591	0.010766	0.0107626	0.0164945	0.0202103	0.0195366	0.0103155	0.0137212	0.0081466	0.00968271	0.019771	0.0128995	0.00320706	0.0249488	0.0324513	0.0144881	0.00817375	0.0313361	0.0117908	0.0017409	0.0462226	0.0105729	0.01554943	0.077025	0.6357	0.6357	0.6357	0.6357	0.6357003	0.500451	0.540269	0.57291	0.618493	0.5563502	0.09204887
5	1	-16228.4	-16408.7	180.279	0.0128414	0.00871844	0.012912	0.0109399	0.0124793	0.0129997	0.0100299	0.0144299	0.00621667	0.00647471	0.00772129	0.00840471	0.0119624	0.0106404	0.0107548	0.00883041	0.00795773	0.00816333	0.0127612	0.0165194	0.00854669	0.00867301	0.0133261	0.011448	0.00919603	0.0131737	0.00964951	0.00961965	0.0126101	0.00815289	0.00945373	0.00554476	0.00726328	0.00788713	0.00715464	0.00854593	0.0140241	0.0200446	0.00724005	0.0136156	0.014676	0.0110212	0.0165943	0.00809971	0.0112686	0.0121441	0.0145617	0.0111984	0.00628842	0.00624548	0.00943226	0.0100801	0.0120597	0.00478799	0.00984839	0.00949515	0.00508345	0.00895624	0.00643035	0.00796659	0.0124875	0.00747902	0.013415	0.0066594	0.00679953	0.015272	0.00730115	0.00715597	0.00755104	0.00769646	0.00688871	0.0093552	0.00940071	0.0101858	0.0103462	0.00544726	0.0127044	0.0111622	0.00898344	0.0169379	0.0153939	0.0116578	0.00910694	0.0103455	0.00795578	0.0067297	0.0160623	0.00814874	0.00786575	0.00746488	0.00995025	0.00894521	0.00780727	0.0129834	0.0103186	0.00725153	0.0175154	0.0138762	0.01007122	0.22397	0.157064	0.157064	0.157064	0.157064	0.1570642	0.212837	0.22041	0.226395	0.23445	0.2233824	0.04203725
6	0	-16308.5	-16425.6	117.059	0.0249854	0.0187463	0.01969	0.0129718	0.0167668	0.0168309	0.020277	0.0412623	0.0163079	0.0111405	0.0194487	0.0218685	0.0187601	0.0136031	0.0199482	0.0163475	0.017606	0.0138904	0.0175071	0.0112935	0.0180826	0.0176313	0.0155789	0.0118065	0.0152189	0.0211493	0.0140475	0.0124981	0.0237959	0.0156671	0.0112833	0.0211613	0.022483	0.0149132	0.0156012	0.0136837	0.0156413	0.0205972	0.0131648	0.00981778	0.0214804	0.013979	0.021877	0.013139	0.0179448	0.0223225	0.026187	0.0254654	0.0151729	0.0321334	0.0162544	0.00971296	0.0134138	0.0120878	0.0174615	0.0177692	0.0166523	0.0149119	0.0119203	0.0178658	0.0179853	0.019197	0.0218803	0.0182751	0.0129366	0.0184376	0.0165418	0.0120527	0.0162734	0.0201277	0.00269618	0.014726	0.0111314	0.0121813	0.00821966	0.0138832	0.0163816	0.00998371	0.0235066	0.0313248	0.0213935	0.0207611	0.0145437	0.030139	0.0144385	0.0119038	0.0117798	0.0188038	0.0173048	0.0115355	0.019375	0.0127477	0.0121681	0.0138917	0.015729	0.00852791	0.0236059	0.00221688	0.01601441	0.007918686	0.441508	0.441508	0.441508	0.441508	0.4415078	0.0377746	0.0930157	0.185534	0.456857	0.1313681	1.083468
7	1	-16238.4	-16409.2	170.78	0.00613492	0.0115541	0.0116295	0.00989943	0.0109191	0.0084875	0.00855317	0.0159177	0.00708744	0.0126844	0.0130331	0.00914741	0.0115541	0.00966785	0.0206951	0.0104081	0.00763909	0.0103474	0.00776727	0.0171344	0.00635521	0.016124	0.0106283	0.00568604	0.00670507	0.00744141	0.00698896	0.00829426	0.0136899	0.00454939	0.0137764	0.017523	0.010821	0.0105619	0.00874962	0.00586703	0.0133821	0.0129517	0.00953946	0.00672177	0.0122129	0.00537259	0.0087189	0.00631017	0.0103541	0.0114631	0.00947892	0.00879565	0.0105364	0.00631549	0.00728666	0.00806506	0.00986105	0.00621874	0.0116459	0.00928303	0.0121119	0.00694422	0.00490175	0.00870602	0.00911071	0.0103644	0.00862123	0.00917559	0.00695154	0.00987888	0.00758856	0.0109099	0.00906261	0.00966043	0.00533015	0.00772682	0.00975771	0.0099116	0.011179	0.00804131	0.0152429	0.0107015	0.00853068	0.0162979	0.00516597	0.0156245	0.0116177	0.0112364	0.0133627	0.00744129	0.0191787	0.00806497	0.00761405	0.00771874	0.0117297	0.0119014	0.00866755	0.0124484	0.00731646	0.0125845	0.013076	0.0178664	0.00944871	0.1022209	0.354481	0.354481	0.354481	0.354481	0.3544814	0.345399	0.357854	0.3677	0.380959	0.3627433	0.04259253
8	0	-16299.3	-16425.5	126.201	0.014624	0.0154414	0.0180302	0.014953	0.0132253	0.00943576	0.010935	0.030468	0.0110241	0.0089273	0.00988162	0.0177897	0.0127799	0.0140474	0.0196295	0.0145822	0.0122595	0.0166866	0.0164984	0.0128465	0.0107081	0.0136325	0.0163877	0.0203608	0.0126477	0.0161075	0.018077	0.013158	0.0233224	0.015061	0.0131433	0.0151609	0.0111291	0.0195715	0.0145721	0.0139748	0.0234345	0.0299296	0.0166983	0.0073011	0.0232138	0.0119127	0.0186015	0.00883915	0.0135997	0.0199195	0.0213005	0.0116716	0.0138125	0.0224721	0.0147718	0.010028	0.0221008	0.0131223	0.0108604	0.0120644	0.0151233	0.00937133	0.0134773	0.0151903	0.0234375	0.0117286	0.018858	0.0188054	0.0204373	0.0231735	0.0172614	0.0153457	0.0155593	0.0146383	0.00343284	0.0167473	0.0120876	0.00788996	0.00922281	0.0110157	0.0110038	0.00861924	0.0146051	0.0128776	0.0153271	0.0233001	0.0130974	0.0182177	0.0105982	0.0144717	0.0178186	0.0164587	0.00993018	0.0160383	0.0179157	0.0161964	0.0129475	0.0226774	0.0160729	0.010713	0.0269708	0.00187234	0.01539257	0.05549557	0.532589	0.532589	0.532589	0.532589	0.5325886	0.218371	0.322101	0.433839	0.63992	0.3738182	0.467313
9	1	-16230.2	-16400.6	170.396	0.00981229	0.0130079	0.0133573	0.0107458	0.0145914	0.00988624	0.00767214	0.0170468	0.00780778	0.00945142	0.00955301	0.0111809	0.012037	0.00841022	0.0114474	0.00700124	0.0101956	0.0094753	0.0121884	0.0186745	0.00661747	0.0128335	0.00823656	0.0111551	0.010585	0.00803312	0.00836439	0.00754694	0.01172	0.00881042	0.00794585	0.0139193	0.00637361	0.0108745	0.00627108	0.00766647	0.0140663	0.011837	0.00999461	0.00536516	0.0148421	0.00994066	0.0106945	0.00493921	0.00953469	0.01006	0.0153617	0.0125331	0.0102114	0.00652132	0.00715224	0.00533466	0.00813827	0.00944338	0.00947944	0.0050863	0.00866693	0.00814473	0.00757456	0.0135385	0.0108141	0.00660048	0.0122753	0.0095113	0.0123016	0.00827675	0.00604457	0.0161414	0.0314781	0.00975259	0.00595855	0.00974406	0.00726872	0.00945356	0.0111135	0.00931681	0.016522	0.0125973	0.013349	0.0165311	0.00597385	0.015521	0.0125542	0.010122	0.00907067	0.00645062	0.0112156	0.0106031	0.0080637	0.0112942	0.0118452	0.0128294	0.00551383	0.00860561	0.00906479	0.015398	0.00763096	0.0140096	0.01053424	0.1795096	0.0679023	0.0679023	0.0679023	0.0679023	0.06790229	0.0862557	0.126625	0.169932	0.249463	0.1466889	0.461597
