Iteration	Posterior	Likelihood	Prior	branch_rate[1]	branch_rate[2]	branch_rate[3]	branch_rate[4]	branch_rate[5]	branch_rate[6]	branch_rate[7]	branch_rate[8]	branch_rate[9]	branch_rate[10]	branch_rate[11]	branch_rate[12]	branch_rate[13]	branch_rate[14]	branch_rate[15]	branch_rate[16]	branch_rate[17]	branch_rate[18]	branch_rate[19]	branch_rate[20]	branch_rate[21]	branch_rate[22]	branch_rate[23]	branch_rate[24]	branch_rate[25]	branch_rate[26]	branch_rate[27]	branch_rate[28]	branch_rate[29]	branch_rate[30]	branch_rate[31]	branch_rate[32]	branch_rate[33]	branch_rate[34]	branch_rate[35]	branch_rate[36]	branch_rate[37]	branch_rate[38]	branch_rate[39]	branch_rate[40]	branch_rate[41]	branch_rate[42]	branch_rate[43]	branch_rate[44]	branch_rate[45]	branch_rate[46]	branch_rate[47]	branch_rate[48]	branch_rate[49]	branch_rate[50]	branch_rate[51]	branch_rate[52]	branch_rate[53]	branch_rate[54]	branch_rate[55]	branch_rate[56]	branch_rate[57]	branch_rate[58]	branch_rate[59]	branch_rate[60]	branch_rate[61]	branch_rate[62]	branch_rate[63]	branch_rate[64]	branch_rate[65]	branch_rate[66]	branch_rate[67]	branch_rate[68]	branch_rate[69]	branch_rate[70]	branch_rate[71]	branch_rate[72]	branch_rate[73]	branch_rate[74]	branch_rate[75]	branch_rate[76]	branch_rate[77]	branch_rate[78]	branch_rate[79]	branch_rate[80]	branch_rate[81]	branch_rate[82]	branch_rate[83]	branch_rate[84]	branch_rate[85]	branch_rate[86]	branch_rate[87]	branch_rate[88]	branch_rate[89]	branch_rate[90]	branch_rate[91]	branch_rate[92]	branch_rate[93]	branch_rate[94]	branch_rate[95]	branch_rate[96]	branch_rate[97]	branch_rate[98]	clock_rate	event_rate	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_mean	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_mean	speciation_sd
0	-51999	-51755.3	-243.751	0.565425	0.825222	1.02082	0.773484	1.32059	0.808065	0.59281	0.623774	0.583595	0.703216	0.558543	0.889188	0.44087	0.72123	0.557187	0.495756	0.777474	0.627054	0.633768	0.686208	0.505829	0.560799	0.678898	0.742052	0.613268	0.743864	0.812507	0.816426	0.607013	0.562268	0.797239	1.14636	0.548215	0.480324	0.71161	0.464776	0.588751	0.56234	1.05924	0.673453	0.708814	0.476273	0.546166	0.825083	0.724894	0.50229	0.475886	0.626832	0.647058	0.595876	0.559411	0.679418	0.923566	0.387385	0.456959	0.635044	0.711018	0.557223	0.657248	0.481029	1.13397	0.45094	1.04349	0.781615	0.358092	0.589984	0.389942	0.481911	0.442632	0.64372	0.563032	0.648193	0.611366	0.96483	0.570669	0.55196	0.277685	0.732434	0.724549	0.457305	0.531688	0.884523	0.782638	0.512509	0.739409	0.751303	0.488852	0.664414	0.621042	0.602532	0.757306	0.740389	0.580268	0.610816	0.573632	0.704975	1.38742	0.599022	0.6722718	0.1694134	0.0441829	0.0441829	0.0441829	0.0441829	0.04418292	0.032044	0.0667203	0.117034	0.243681	0.08836584	0.8817983
100	-15832.9	-15837	4.08093	0.0309187	0.0341284	0.0190692	0.0616099	0.0322594	0.0667715	0.0117466	0.0246463	0.0192756	0.0177036	0.0305036	0.0314575	0.0132375	0.0198494	0.0134136	0.0192741	0.0220647	0.0209558	0.0195903	0.011033	0.0147362	0.0116432	0.0220308	0.0209645	0.0232779	0.0103498	0.0130268	0.0272515	0.0245154	0.0363282	0.0226856	0.0217413	0.0549873	0.0209462	0.0309273	0.0169663	0.0175294	0.0257281	0.0167596	0.031285	0.0245519	0.0382574	0.0267041	0.0193568	0.0193078	0.0292352	0.0254115	0.0339975	0.0314734	0.0288685	0.0528665	0.020062	0.00546037	0.0226098	0.0180741	0.0282552	0.0173926	0.0204633	0.0292245	0.0310398	0.0181561	0.0254201	0.0860582	0.00695403	0.0281015	0.0376931	0.00692198	0.0101403	0.0193858	0.0149366	0.0112287	0.0413371	0.0289254	0.0500016	0.0237197	0.0302882	0.0315204	0.0336862	0.016212	0.0206279	0.0435189	0.0126701	0.0249719	0.00568747	0.0334767	0.0125861	0.0274014	0.0514214	0.014698	0.00292018	0.0331791	0.0262248	0.0416943	0.0234555	0.0340518	0.0542991	0.0317043	0.00298732	0.02432207	0.1745026	0.583201	0.583201	0.583201	0.583201	0.5832006	0.167493	0.270896	0.391558	0.63329	0.3256863	0.5780803
200	-15752.5	-15811.4	58.9345	0.0342943	0.02117	0.0255426	0.0464429	0.0298564	0.0432122	0.0151907	0.017736	0.0127613	0.0191908	0.033029	0.0254846	0.0329397	0.0188692	0.0232144	0.017707	0.0173743	0.0267655	0.0182464	0.0286084	0.0159735	0.0128185	0.0171987	0.0375647	0.0346402	0.0157415	0.0173124	0.0291915	0.0170099	0.0275512	0.0270136	0.0129481	0.0404674	0.0267445	0.00908354	0.0235499	0.0220493	0.0267512	0.0146313	0.0232165	0.0297053	0.0264064	0.0231949	0.015522	0.0219388	0.0350342	0.016607	0.0356813	0.0190331	0.0264491	0.0581409	0.017605	0.0049612	0.0187276	0.0266842	0.0213274	0.0171266	0.0246022	0.0216208	0.0248566	0.0146882	0.024226	0.0536315	0.0222509	0.0176101	0.0262509	0.00736097	0.0241927	0.0266598	0.0223756	0.0150388	0.0368839	0.0365999	0.0309341	0.028286	0.0357283	0.0241877	0.0147763	0.0199881	0.0160149	0.0416905	0.012103	0.0163888	0.0448224	0.0175656	0.0125565	0.0216003	0.0309513	0.0149902	0.00332354	0.0193523	0.0279097	0.0372974	0.0283409	0.0242571	0.0398613	0.0249796	0.00330919	0.02357513	0.180389	0.712841	0.712841	0.712841	0.712841	0.7128411	0.598305	0.655071	0.702185	0.768807	0.6782195	0.1089839
300	-15720.6	-15798.1	77.5398	0.0325522	0.012547	0.0296537	0.0403049	0.0236329	0.0401228	0.0129286	0.0201059	0.0158097	0.0155899	0.0219499	0.0237867	0.0124581	0.020368	0.0219153	0.0125907	0.0174456	0.0227537	0.0170429	0.0144948	0.0176902	0.0241125	0.0139873	0.0161334	0.021704	0.0140297	0.0207791	0.0307275	0.0178974	0.0309378	0.0160117	0.0196391	0.0300157	0.0266532	0.0163999	0.0108389	0.00968637	0.0160535	0.0131014	0.0205372	0.0155794	0.0226419	0.0328984	0.0097821	0.0240462	0.0365354	0.0155987	0.0300915	0.0136336	0.0155095	0.0324402	0.0264142	0.0046165	0.024421	0.0236258	0.0264062	0.0226391	0.012795	0.0195545	0.0232705	0.0157443	0.0108413	0.0516497	0.0150867	0.0198027	0.0201842	0.00613362	0.0176009	0.0224678	0.0138761	0.0178336	0.0213015	0.0186378	0.030851	0.0316937	0.0169457	0.0200193	0.018531	0.018483	0.0157165	0.0313783	0.00781911	0.0184493	0.0138732	0.027072	0.0294635	0.0137687	0.0221481	0.0198141	0.00252757	0.013774	0.0211207	0.0343339	0.0195025	0.021669	0.0173664	0.0235479	0.00289461	0.01995414	0.06869835	0.867502	0.867502	0.867502	0.867502	0.8675022	0.249271	0.400589	0.576185	0.925953	0.4804302	0.5703844
400	-15623.1	-15730.6	107.522	0.0196807	0.0186075	0.00963969	0.0319576	0.0199728	0.0426305	0.0150625	0.0109621	0.0321606	0.0215548	0.0226017	0.0192031	0.0133451	0.0204708	0.0162719	0.0111482	0.0147149	0.0182132	0.0137147	0.019091	0.0297621	0.0199227	0.0190559	0.0224943	0.0187728	0.0170806	0.0279906	0.0236516	0.013249	0.0155197	0.0148086	0.0139495	0.0408587	0.0218447	0.0170892	0.00976411	0.0335064	0.0109051	0.022265	0.0224233	0.0171308	0.0218728	0.02003	0.0185076	0.00965601	0.0328229	0.0162658	0.0257709	0.01753	0.0207407	0.0228597	0.0122667	0.00362516	0.0145094	0.0158582	0.0172136	0.0194133	0.0148943	0.00992499	0.017343	0.0211158	0.0220489	0.0275443	0.0220192	0.0132732	0.0212168	0.0157554	0.0122757	0.0197895	0.0258948	0.0236821	0.0157223	0.0133442	0.0234696	0.0359531	0.0142724	0.015899	0.00848202	0.0133887	0.0169367	0.025881	0.0128961	0.0186774	0.014049	0.0104912	0.0137702	0.0171595	0.0243571	0.0340988	0.00386879	0.0129585	0.0254898	0.03211	0.0147029	0.0180231	0.014837	0.020069	0.00551448	0.01831861	0.1622367	0.805817	0.805817	0.805817	0.805817	0.8058173	0.633872	0.72738	0.808261	0.927495	0.7667549	0.1654457
500	-15473.1	-15576.5	103.463	0.0138954	0.0122519	0.019123	0.0274909	0.0133812	0.0279328	0.0202061	0.0129365	0.0154939	0.00806844	0.0131214	0.0135347	0.0135946	0.0130197	0.0175863	0.0159873	0.0125979	0.0163139	0.00929282	0.00973234	0.017139	0.0229347	0.0108723	0.0154029	0.0179323	0.0157448	0.0237154	0.0282277	0.0124246	0.0148348	0.0138945	0.0143716	0.0228114	0.0109062	0.0136882	0.0140183	0.0219845	0.0114895	0.0267863	0.018231	0.0183215	0.0196681	0.0190813	0.0128386	0.00611878	0.0271643	0.0159325	0.0226296	0.0154968	0.0126328	0.0292888	0.0132771	0.0026149	0.00849141	0.0170559	0.0136309	0.0229861	0.0148389	0.0157775	0.0164911	0.0239222	0.023258	0.0244587	0.0105121	0.0123811	0.0177208	0.0124447	0.0265601	0.0140963	0.0140122	0.0186296	0.0097088	0.0193559	0.0102144	0.0243687	0.0137553	0.0187746	0.00862705	0.0078084	0.015027	0.0203577	0.0240077	0.0348995	0.009442	0.0115083	0.0105669	0.0116927	0.0126914	0.0385055	0.00227612	0.0152534	0.0126079	0.028894	0.00795411	0.0158107	0.0190578	0.00630303	0.0183905	0.01534143	0.1654698	0.795163	0.795163	0.795163	0.795163	0.7951625	0.582439	0.683985	0.773618	0.908495	0.7274221	0.1932305
600	-15466.1	-15571.5	105.399	0.0146207	0.0144043	0.0156401	0.0187079	0.0113823	0.0166737	0.016825	0.0276641	0.012325	0.0141731	0.0110813	0.0145413	0.0122867	0.0201568	0.0157256	0.00867252	0.0114011	0.0146384	0.0191902	0.00882619	0.021611	0.0209061	0.0194373	0.0154193	0.0091383	0.017997	0.0256538	0.0272352	0.0101253	0.0263231	0.0106567	0.0217914	0.0242067	0.0159857	0.0141932	0.0144021	0.0170819	0.0157471	0.0211048	0.0163817	0.0213132	0.011091	0.0184688	0.0216081	0.0189409	0.0230295	0.0114767	0.0255572	0.0183261	0.0222437	0.0241254	0.0133249	0.00240015	0.0147508	0.0198199	0.0118712	0.0158987	0.0104384	0.0108654	0.0144047	0.0132106	0.016319	0.0275595	0.0103437	0.0142902	0.0223521	0.0127229	0.0191994	0.0234643	0.0160201	0.0212624	0.011274	0.0175309	0.010728	0.0133189	0.00887165	0.0140207	0.0106936	0.0141559	0.00876282	0.0183623	0.0164873	0.0428279	0.013379	0.0109086	0.0173546	0.0154481	0.00778131	0.0293836	0.00249571	0.0153891	0.0111677	0.0184223	0.00898465	0.0107701	0.0248532	0.00590057	0.0106	0.01510846	0.009053075	1.00913	1.00913	1.00913	1.00913	1.009127	0.572552	0.683752	0.783361	0.935504	0.7318639	0.213405
700	-15453.2	-15554.6	101.379	0.0177842	0.0319339	0.0178574	0.0217675	0.0123913	0.0165277	0.0164091	0.0103843	0.013371	0.0174719	0.00977025	0.0118934	0.0150674	0.0136318	0.0137344	0.0105625	0.0115407	0.00684454	0.0158274	0.00905656	0.0214814	0.0158624	0.0104236	0.00988606	0.0123365	0.0198012	0.0214361	0.0243476	0.00970345	0.0273075	0.0243681	0.0196464	0.0284576	0.0115405	0.0106197	0.0142792	0.0139847	0.0163913	0.0076459	0.00939012	0.0141076	0.0187818	0.0156996	0.0298411	0.00951937	0.0232536	0.0111575	0.0199876	0.011613	0.0189876	0.0365317	0.0137543	0.00279141	0.0122344	0.0109724	0.0210856	0.0216469	0.00866022	0.0133152	0.0113835	0.0114927	0.0162844	0.0283887	0.0138791	0.00957199	0.0186268	0.0137949	0.0284761	0.0224935	0.0129619	0.0218861	0.0152594	0.0176853	0.00748906	0.0198215	0.0114268	0.0140007	0.0114872	0.0133589	0.0166874	0.0172796	0.0134158	0.0329836	0.013479	0.0125352	0.00939482	0.0127161	0.00941554	0.0303436	0.00268939	0.0264097	0.0124013	0.0152423	0.0104963	0.00985028	0.0213331	0.00506741	0.0208106	0.01589721	0.06462818	0.674262	0.674262	0.674262	0.674262	0.6742625	0.688162	0.699271	0.707905	0.719332	0.7035746	0.01925464
800	-15447.7	-15566.8	119.125	0.0200852	0.00672679	0.0158087	0.0190221	0.0150495	0.0194216	0.00624024	0.0129448	0.0111272	0.0112728	0.00893126	0.0151548	0.00984986	0.012807	0.0109132	0.0116585	0.018834	0.0160669	0.0152981	0.0073571	0.0233451	0.018646	0.0115059	0.0147452	0.0115619	0.0156717	0.0219122	0.0232149	0.0070491	0.0186036	0.0106261	0.0150103	0.0321597	0.0110663	0.0122914	0.0124345	0.0133136	0.0178259	0.00864023	0.00886267	0.00924854	0.0155419	0.0127511	0.00980692	0.0110137	0.0242371	0.0133208	0.0180833	0.0149387	0.0254887	0.0230237	0.00940354	0.00412706	0.00989139	0.0141353	0.0163864	0.0213236	0.0152125	0.0129365	0.0148141	0.0103453	0.0103625	0.0280862	0.0116031	0.00891821	0.0215125	0.0115618	0.0187917	0.0141789	0.0145014	0.0193431	0.0254873	0.0149552	0.00609395	0.0227553	0.018618	0.0166878	0.00981125	0.00958322	0.0122657	0.0178196	0.0101201	0.0250378	0.0141872	0.0175148	0.0162873	0.0145503	0.0096375	0.0375434	0.00242898	0.0180185	0.0121835	0.0139565	0.00969207	0.0182624	0.0154304	0.00598144	0.0111253	0.01426427	0.008105033	0.924615	0.924615	0.924615	0.924615	0.9246151	0.86436	0.867242	0.869457	0.872356	0.8683486	0.004002186
900	-15447.6	-15558.9	111.264	0.0143715	0.0219663	0.0201567	0.0142473	0.00983139	0.0173914	0.0152444	0.0101469	0.015876	0.0142097	0.013309	0.0117287	0.0109005	0.0108175	0.0128176	0.0120727	0.011685	0.0156708	0.0111947	0.00807499	0.0179673	0.0137132	0.00897854	0.0146542	0.0175677	0.0161616	0.0205172	0.0247112	0.0102897	0.0161223	0.0191182	0.0206195	0.0279132	0.0188909	0.0149155	0.0122639	0.00733005	0.0131723	0.0110147	0.0110414	0.0109005	0.0171845	0.0175057	0.0200219	0.0142698	0.0246251	0.0134251	0.0210464	0.013724	0.0226911	0.0231889	0.0132594	0.00337185	0.00992432	0.0111455	0.022909	0.0231478	0.0193625	0.0105951	0.0175105	0.0151889	0.0086728	0.0289805	0.0291889	0.0103094	0.0306753	0.0220287	0.0182098	0.0129787	0.0108203	0.0212775	0.0103311	0.0143835	0.00640561	0.00853356	0.00934397	0.0164926	0.00993961	0.0115659	0.0166854	0.0141757	0.0190355	0.0125574	0.0166304	0.0196321	0.00759313	0.0182587	0.0095426	0.0266271	0.00205818	0.0236925	0.0122008	0.0210046	0.00947128	0.00906449	0.0173215	0.00556618	0.0202054	0.01440748	0.07750974	0.410982	0.410982	0.410982	0.410982	0.4109817	0.207318	0.287287	0.368872	0.511157	0.3255336	0.3922386
