Iteration	Replicate_ID	Posterior	Likelihood	Prior	branch_rate[1]	branch_rate[2]	branch_rate[3]	branch_rate[4]	branch_rate[5]	branch_rate[6]	branch_rate[7]	branch_rate[8]	branch_rate[9]	branch_rate[10]	branch_rate[11]	branch_rate[12]	branch_rate[13]	branch_rate[14]	branch_rate[15]	branch_rate[16]	branch_rate[17]	branch_rate[18]	branch_rate[19]	branch_rate[20]	branch_rate[21]	branch_rate[22]	branch_rate[23]	branch_rate[24]	branch_rate[25]	branch_rate[26]	branch_rate[27]	branch_rate[28]	branch_rate[29]	branch_rate[30]	branch_rate[31]	branch_rate[32]	branch_rate[33]	branch_rate[34]	branch_rate[35]	branch_rate[36]	branch_rate[37]	branch_rate[38]	branch_rate[39]	branch_rate[40]	branch_rate[41]	branch_rate[42]	branch_rate[43]	branch_rate[44]	branch_rate[45]	branch_rate[46]	branch_rate[47]	branch_rate[48]	branch_rate[49]	branch_rate[50]	branch_rate[51]	branch_rate[52]	branch_rate[53]	branch_rate[54]	branch_rate[55]	branch_rate[56]	branch_rate[57]	branch_rate[58]	branch_rate[59]	branch_rate[60]	branch_rate[61]	branch_rate[62]	branch_rate[63]	branch_rate[64]	branch_rate[65]	branch_rate[66]	branch_rate[67]	branch_rate[68]	branch_rate[69]	branch_rate[70]	branch_rate[71]	branch_rate[72]	branch_rate[73]	branch_rate[74]	branch_rate[75]	branch_rate[76]	branch_rate[77]	branch_rate[78]	branch_rate[79]	branch_rate[80]	branch_rate[81]	branch_rate[82]	branch_rate[83]	branch_rate[84]	branch_rate[85]	branch_rate[86]	branch_rate[87]	branch_rate[88]	branch_rate[89]	branch_rate[90]	branch_rate[91]	branch_rate[92]	branch_rate[93]	branch_rate[94]	branch_rate[95]	branch_rate[96]	branch_rate[97]	branch_rate[98]	clock_rate	event_rate	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_mean	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_mean	speciation_sd
0	0	-57806.1	-57522.4	-283.709	1.06751	0.760823	0.751204	0.679224	1.42027	0.419174	1.29982	1.01985	0.807788	0.514254	0.878331	0.796146	0.774315	0.961274	0.970282	1.28143	1.01192	0.736771	0.59961	0.954637	0.66976	1.20262	0.556754	0.755714	1.49779	1.09555	0.608803	0.877158	0.68113	0.78998	1.04212	0.882178	0.929168	0.681596	1.1068	1.72083	1.21342	0.892523	0.980907	0.922064	0.831266	1.15743	0.625944	0.922109	0.848562	0.955237	0.479694	1.13248	1.01163	1.03631	1.41266	0.74976	1.35516	0.819524	0.80393	0.841679	1.09712	1.45826	0.691703	0.797521	1.17533	1.02605	0.92099	1.19918	0.695339	0.816702	0.576065	1.57342	0.800685	0.510269	0.880081	1.16824	0.819502	0.551511	0.896233	1.05807	1.3401	1.90987	0.554622	1.0013	0.632769	0.791774	0.797351	1.16164	0.813883	1.12078	1.10472	0.675758	0.645842	0.667327	0.488705	1.39104	1.37653	0.991293	0.636288	1.13542	0.759214	0.930777	0.9643829	0.1488003	0.0475258	0.0475258	0.0475258	0.0475258	0.04752579	0.0515527	0.0802343	0.112605	0.175254	0.09505159	0.5318511
1	1	-56548	-56281	-266.969	0.790119	0.659375	0.733946	0.640726	0.604897	0.375756	0.59534	0.620675	0.708245	0.418123	0.663224	0.529923	0.457252	0.77143	0.585528	0.43451	0.844673	0.427469	0.576842	0.301826	0.921397	0.520547	0.451636	0.409198	0.558126	0.611084	0.386094	0.998567	0.765137	0.401915	0.403769	0.550395	0.940529	0.493945	0.771639	1.17956	0.464261	0.8759	0.804409	0.629954	0.818376	0.434099	0.736558	0.40414	0.715449	0.805423	0.48411	0.434136	0.541738	0.734059	0.595097	0.322193	0.955227	0.335143	0.714675	0.676723	0.842496	0.740243	0.360063	0.43764	0.827489	0.324933	0.880725	0.674882	0.716714	0.396024	0.611901	0.59477	0.79527	0.763875	0.637772	0.432836	0.411055	0.566912	0.760086	0.787294	0.583531	0.578111	0.536043	0.499424	0.545416	0.472306	0.532974	0.683132	0.942403	0.897273	0.498491	0.732469	0.281537	0.837181	0.829208	0.457023	0.334663	0.921873	0.443258	0.654971	0.73831	0.585034	0.6018328	0.1391091	0.0475258	0.0475258	0.0475258	0.0475258	0.04752579	0.011051	0.0523713	0.172515	0.817555	0.09505159	1.870647
2	0	-15816	-15841.7	25.6792	0.0262612	0.0247427	0.0240567	0.0317909	0.0258069	0.0347749	0.0290425	0.0277612	0.0300149	0.0142822	0.0211642	0.0390933	0.02959	0.0390176	0.0396338	0.0339641	0.017767	0.0358682	0.0308151	0.043574	0.0334481	0.0512107	0.039325	0.0128125	0.0321961	0.0293573	0.0181276	0.0327327	0.0310467	0.0415329	0.0233755	0.0270011	0.0142911	0.0221181	0.0349005	0.0291175	0.0201309	0.0401815	0.0294774	0.0531981	0.0279746	0.0343294	0.032781	0.0300003	0.0556453	0.0503161	0.0306977	0.0227565	0.0209863	0.0509917	0.0278325	0.0622642	0.0663188	0.0406676	0.0253898	0.0474186	0.0284363	0.0535902	0.017042	0.0273746	0.0352981	0.0230491	0.0350716	0.0297695	0.0219977	0.0296023	0.00955429	0.0059704	0.0220821	0.0357335	0.0359397	0.0208538	0.047882	0.0215376	0.0260549	0.0588676	0.0235009	0.0312258	0.0226967	0.0260892	0.0221445	0.0265954	0.0245011	0.0380308	0.01789	0.015598	0.0220648	0.0325537	0.0026327	0.00795659	0.0355107	0.0351138	0.0308886	0.0193091	0.0281476	0.0112088	0.0512732	0.00307326	0.02770921	0.05601627	1.09365	1.09365	1.09365	1.09365	1.093652	0.255095	0.410327	0.590611	0.950012	0.4922842	0.5714945
3	1	-15845	-15846.7	1.70402	0.0184996	0.0125891	0.0127863	0.0173623	0.012705	0.0165138	0.0187932	0.0161101	0.0149203	0.00625388	0.014218	0.0120324	0.0122992	0.0218538	0.00748311	0.028507	0.0118047	0.0263956	0.0187777	0.0338692	0.0287421	0.0343663	0.0239755	0.0209883	0.0229656	0.0304462	0.0185684	0.0256182	0.0193601	0.0274552	0.018606	0.0200993	0.02209	0.0146678	0.0191304	0.0158839	0.00808444	0.0129089	0.0114787	0.0146691	0.0196931	0.0330707	0.0338516	0.0232565	0.0224276	0.0128005	0.030762	0.0202536	0.0146443	0.0181126	0.0183917	0.0167836	0.0182706	0.0101993	0.0170662	0.0383782	0.00167288	0.0608917	0.0375174	0.0184615	0.0346555	0.00765342	0.0306044	0.0200969	0.0088996	0.030046	0.0187974	0.0144038	0.0160644	0.0221647	0.00160868	0.0172749	0.0241565	0.0212487	0.00682172	0.0149171	0.0264389	0.0300633	0.0176634	0.0113924	0.0188962	0.0031489	0.00613082	0.00324753	0.0129751	0.0192979	0.0197053	0.0270957	0.0280948	0.0179864	0.00448138	0.0213149	0.0199113	0.0157456	0.0128765	0.0256492	0.0211893	0.0193612	0.01704507	0.1704395	0.372456	0.372456	0.372456	0.372456	0.3724562	0.0363155	0.090093	0.180736	0.448376	0.1276049	1.092445
4	0	-15746.3	-15818.9	72.6466	0.0291744	0.0129884	0.0141155	0.0408431	0.0313458	0.0279871	0.0467861	0.0326887	0.0220393	0.0166846	0.0171951	0.02444	0.0299205	0.0288126	0.031757	0.0437435	0.0342674	0.0453829	0.0214521	0.0237336	0.0288177	0.0307654	0.0474375	0.0310662	0.0243319	0.0263411	0.0244452	0.0280847	0.0290385	0.0232793	0.0197877	0.0301953	0.0280807	0.0163688	0.0242371	0.0186343	0.0286748	0.0233759	0.0371787	0.0176201	0.0302797	0.0293151	0.0324748	0.0311619	0.0288104	0.0176429	0.0174628	0.0307285	0.0248019	0.0408655	0.0335176	0.0153538	0.03681	0.0222445	0.0242752	0.0479882	0.0311141	0.0569763	0.0126941	0.0214798	0.0344194	0.0224053	0.0388236	0.022849	0.0209138	0.0367342	0.0205599	0.0225213	0.0225068	0.0229316	0.0315529	0.0290209	0.0284794	0.0229366	0.0231073	0.0802063	0.0361537	0.0244727	0.0235529	0.0328844	0.0238578	0.0251465	0.0195604	0.0369144	0.0170449	0.0194244	0.0232331	0.0256532	0.00294105	0.0198192	0.0453475	0.0268117	0.0357857	0.0282017	0.0352653	0.0206838	0.0551329	0.00320662	0.02836702	0.02900768	0.851762	0.851762	0.851762	0.851762	0.8517625	0.121543	0.25251	0.442175	0.918637	0.3341464	0.8791344
5	1	-15758.7	-15840.7	81.9594	0.0132993	0.008967	0.00880914	0.0130116	0.0112809	0.0150719	0.022323	0.0156588	0.012355	0.00783513	0.0140976	0.013141	0.00748264	0.00880116	0.0104347	0.0194022	0.00943829	0.0179531	0.0175406	0.0247162	0.0201767	0.0265094	0.0145337	0.0138467	0.0118064	0.00917856	0.00940519	0.0218667	0.00934817	0.0283999	0.0144664	0.0231411	0.0108606	0.0105043	0.0166304	0.0135428	0.0150483	0.0167825	0.0156391	0.0199724	0.00958352	0.0268584	0.0169469	0.0150247	0.017057	0.00628162	0.00549069	0.013708	0.0151624	0.0330938	0.0132939	0.0131906	0.0133679	0.00955253	0.00544999	0.0172257	0.00194505	0.045226	0.0236964	0.0122615	0.0287045	0.0129093	0.0175321	0.0103662	0.0132378	0.0195018	0.0130075	0.0192044	0.0140632	0.0151434	0.00126771	0.0118659	0.0111512	0.0122222	0.0100556	0.0167379	0.0244868	0.0206234	0.013002	0.0162383	0.00945417	0.0136135	0.00660067	0.0112645	0.0114908	0.0114306	0.0139838	0.0161615	0.0165383	0.0160589	0.00661001	0.0175666	0.00971313	0.011616	0.017373	0.0160897	0.021913	0.0206843	0.01397931	0.01273649	0.57719	0.57719	0.57719	0.57719	0.5771896	0.120101	0.206199	0.311998	0.535664	0.2536407	0.6498796
6	0	-15753.2	-15810.1	56.904	0.027622	0.017901	0.0311137	0.0278712	0.0163726	0.0353929	0.0304882	0.0271248	0.0301153	0.0188771	0.0229172	0.0367455	0.0246323	0.0529901	0.0300531	0.0398396	0.0205576	0.0367712	0.041784	0.0358777	0.0183353	0.0403744	0.0280636	0.0260859	0.0151742	0.0286891	0.0221795	0.0300538	0.0194582	0.0134748	0.0230748	0.0170601	0.0367608	0.0176487	0.0333331	0.0296685	0.0169968	0.0299387	0.018267	0.0227942	0.0291011	0.0322794	0.0369593	0.0276633	0.0388882	0.0429918	0.0431964	0.0284323	0.0173552	0.035779	0.0268508	0.0225582	0.0380785	0.0286611	0.0299704	0.0570887	0.0302237	0.0483812	0.0202454	0.0275768	0.0277907	0.0250813	0.0406926	0.0419618	0.0253395	0.0351922	0.0115249	0.015789	0.030037	0.0355052	0.0389527	0.019242	0.0172423	0.0295769	0.0346429	0.0473833	0.0375997	0.0447676	0.0274373	0.012338	0.0228118	0.0181057	0.0233818	0.0419095	0.0231998	0.0128295	0.030239	0.0185883	0.00250263	0.0242733	0.0192887	0.0283414	0.0320568	0.0215676	0.0201533	0.0241001	0.0618103	0.00293832	0.02831954	0.03254356	1.24021	1.24021	1.24021	1.24021	1.240212	0.0860111	0.214316	0.431382	1.07488	0.3040593	1.097706
7	1	-15705.4	-15838.5	133.033	0.0173357	0.0121674	0.0110005	0.017227	0.0104625	0.0141688	0.0251862	0.0143562	0.0114895	0.00596892	0.0129862	0.00995299	0.0136104	0.0141269	0.0132049	0.0148607	0.0079751	0.0169877	0.0105896	0.0143354	0.0105003	0.0238326	0.0187443	0.00928515	0.0135584	0.0182517	0.0149257	0.0162723	0.0154471	0.0121389	0.00890517	0.0105434	0.0111957	0.00633501	0.0185789	0.0118924	0.00822525	0.00947972	0.0145228	0.0130876	0.0162593	0.015129	0.0118814	0.009951	0.0120054	0.0168681	0.0101054	0.0154384	0.00853029	0.0163971	0.0117681	0.0108573	0.00711106	0.0177924	0.00637829	0.015345	0.00202599	0.0228993	0.013277	0.0103741	0.0173206	0.0158866	0.013877	0.0192539	0.00547049	0.0162615	0.00971265	0.0188517	0.0151218	0.0113809	0.00195437	0.00951511	0.00711491	0.00905768	0.00991677	0.0192757	0.0164828	0.00934997	0.0108494	0.0122906	0.011288	0.0105053	0.0101316	0.00922556	0.00827788	0.0189044	0.0147815	0.0110247	0.0115689	0.0126993	0.00994141	0.0209151	0.0118231	0.010761	0.00953687	0.0136677	0.0147716	0.0119381	0.01222287	0.1131222	0.630308	0.630308	0.630308	0.630308	0.6303079	0.156922	0.266104	0.398841	0.676343	0.3257808	0.6350027
8	0	-15729.3	-15812.7	83.4047	0.0268703	0.0174836	0.0268592	0.041622	0.020766	0.0271131	0.0388546	0.0228648	0.022107	0.0183147	0.0309085	0.0181678	0.0215842	0.0342701	0.0259811	0.0368996	0.019597	0.0340627	0.0193721	0.0310855	0.0176384	0.0390337	0.0286897	0.0162872	0.0259643	0.0300499	0.0229928	0.0334193	0.014291	0.0217249	0.0195062	0.0214206	0.0290481	0.0148969	0.0259386	0.0199387	0.0315947	0.0197212	0.0302817	0.0217259	0.0170043	0.0321715	0.0343954	0.0194997	0.034589	0.0359271	0.0309406	0.0233771	0.0244535	0.0298262	0.0245093	0.0304141	0.0464262	0.0253079	0.0314882	0.0348411	0.0346965	0.058977	0.0280973	0.0422166	0.0336987	0.0235287	0.0453275	0.0190833	0.0262202	0.0329918	0.0175472	0.0259829	0.0246213	0.0119479	0.0321921	0.0248842	0.0194693	0.0372955	0.0318591	0.0449719	0.0335151	0.0216699	0.0225788	0.0228829	0.0294953	0.0234176	0.0255639	0.0298991	0.0137724	0.038125	0.0198114	0.0258958	0.00336675	0.0242732	0.0457643	0.0314419	0.0209946	0.0275324	0.0250745	0.0160009	0.0354171	0.00274513	0.02651357	0.1595882	1.01859	1.01859	1.01859	1.01859	1.018587	0.147299	0.30018	0.51795	1.05553	0.3943075	0.8559745
9	1	-15658.3	-15806.9	148.566	0.0144194	0.00761303	0.0184258	0.0140068	0.0120475	0.0207535	0.0173315	0.0180325	0.00908364	0.00740984	0.00748285	0.0102292	0.0077339	0.0126654	0.0123554	0.0179925	0.0103724	0.0110678	0.00836774	0.0128936	0.00972451	0.0179326	0.0182512	0.0141462	0.00865523	0.00474489	0.0120127	0.014757	0.0091834	0.0164123	0.0141317	0.0138105	0.0139967	0.00620508	0.016185	0.00677854	0.0169644	0.00785378	0.0081034	0.00887957	0.0132641	0.0149607	0.0164635	0.018081	0.0137918	0.00942381	0.0115806	0.0122556	0.0104933	0.019002	0.0116572	0.00632017	0.0147251	0.0108103	0.00600029	0.0128614	0.010941	0.0219573	0.0185976	0.0074742	0.0162732	0.0116175	0.0112107	0.0104008	0.0170186	0.0203567	0.0114857	0.0105147	0.0114384	0.0103922	0.00425655	0.0133796	0.00737639	0.0147876	0.0113795	0.0136149	0.0151628	0.0124154	0.0150343	0.010456	0.0140999	0.0082295	0.00785536	0.00825344	0.0093615	0.00997832	0.00753782	0.0185696	0.0150106	0.0192133	0.00994926	0.0119591	0.01783	0.0154755	0.0178774	0.0100889	0.00962463	0.00382075	0.01147538	0.1432579	0.460035	0.460035	0.460035	0.460035	0.460035	0.0442033	0.113979	0.235521	0.607294	0.1638427	1.138877
