Iteration	Replicate_ID	Posterior	Likelihood	Prior	branch_rate[1]	branch_rate[2]	branch_rate[3]	branch_rate[4]	branch_rate[5]	branch_rate[6]	branch_rate[7]	branch_rate[8]	branch_rate[9]	branch_rate[10]	branch_rate[11]	branch_rate[12]	branch_rate[13]	branch_rate[14]	branch_rate[15]	branch_rate[16]	branch_rate[17]	branch_rate[18]	branch_rate[19]	branch_rate[20]	branch_rate[21]	branch_rate[22]	branch_rate[23]	branch_rate[24]	branch_rate[25]	branch_rate[26]	branch_rate[27]	branch_rate[28]	branch_rate[29]	branch_rate[30]	branch_rate[31]	branch_rate[32]	branch_rate[33]	branch_rate[34]	branch_rate[35]	branch_rate[36]	branch_rate[37]	branch_rate[38]	branch_rate[39]	branch_rate[40]	branch_rate[41]	branch_rate[42]	branch_rate[43]	branch_rate[44]	branch_rate[45]	branch_rate[46]	branch_rate[47]	branch_rate[48]	branch_rate[49]	branch_rate[50]	branch_rate[51]	branch_rate[52]	branch_rate[53]	branch_rate[54]	branch_rate[55]	branch_rate[56]	branch_rate[57]	branch_rate[58]	branch_rate[59]	branch_rate[60]	branch_rate[61]	branch_rate[62]	branch_rate[63]	branch_rate[64]	branch_rate[65]	branch_rate[66]	branch_rate[67]	branch_rate[68]	branch_rate[69]	branch_rate[70]	branch_rate[71]	branch_rate[72]	branch_rate[73]	branch_rate[74]	branch_rate[75]	branch_rate[76]	branch_rate[77]	branch_rate[78]	branch_rate[79]	branch_rate[80]	branch_rate[81]	branch_rate[82]	branch_rate[83]	branch_rate[84]	branch_rate[85]	branch_rate[86]	branch_rate[87]	branch_rate[88]	branch_rate[89]	branch_rate[90]	branch_rate[91]	branch_rate[92]	branch_rate[93]	branch_rate[94]	branch_rate[95]	branch_rate[96]	branch_rate[97]	branch_rate[98]	clock_rate	event_rate	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_mean	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_mean	speciation_sd
0	0	-56101	-55903.4	-197.556	0.625806	0.266666	0.294601	0.260915	0.318754	0.244251	0.262607	0.316189	0.512876	0.218372	0.599933	0.363127	0.551547	0.333697	0.497459	0.299783	0.871078	0.386356	0.518286	0.380217	0.328448	0.314088	0.386776	0.484788	0.342355	0.302816	0.448921	0.424381	0.314399	0.452219	0.394377	0.347826	0.326215	0.379593	0.323837	0.300084	0.330134	0.291191	0.419993	0.466852	0.32919	0.461493	0.342248	0.195296	0.405796	0.380474	0.432992	0.347426	0.303317	0.415035	0.363198	0.383475	0.614952	0.509314	0.328938	0.618806	0.362254	0.345597	0.356761	0.176442	0.191804	0.264208	0.316327	0.251095	0.413728	0.409255	0.356456	0.362835	0.6755	0.315506	0.302962	0.744606	0.348955	0.258899	0.475569	0.381905	0.41902	0.261419	0.361306	0.329703	0.384364	0.425174	0.606153	0.416483	0.196101	0.416322	0.530447	0.681916	0.387396	0.53535	0.399193	0.302722	0.31278	0.404609	0.554443	0.280951	0.368779	0.239809	0.3814402	0.1070074	0.0552911	0.0552911	0.0552911	0.0552911	0.05529112	0.0309912	0.077743	0.157293	0.394577	0.1105822	1.1058
1	1	-60819.1	-60556.7	-262.42	1.27134	1.17108	0.491633	0.815165	0.895469	0.580243	0.813427	0.837104	1.09601	0.551974	0.767883	0.437311	1.82528	0.959527	0.782858	0.930018	0.729317	0.873344	0.621675	0.552171	0.670419	1.0446	0.683584	0.447536	0.769824	0.752222	1.02433	0.701482	0.923612	0.615609	0.787795	0.688531	1.0425	0.957134	0.802895	0.595822	0.899323	1.30426	0.642974	0.807823	0.403116	0.763302	0.812732	0.637993	0.800764	1.44428	0.79499	0.690844	0.771606	0.615837	0.59603	0.658967	0.662668	0.703253	0.893719	0.906089	1.27638	0.766595	0.972731	0.573273	0.972524	0.583767	0.464032	0.413227	0.494369	0.790741	0.736943	0.723154	0.634182	0.955181	1.02871	0.643842	0.453169	1.0502	0.739266	0.67547	0.891159	0.838966	0.689602	0.913989	0.446511	0.481829	0.973334	0.527175	1.15413	0.947812	0.897866	0.693118	0.888344	1.09942	0.861249	1.05074	0.871577	0.471508	0.783121	0.477823	0.621657	0.924893	0.7682628	0.08878186	0.0552911	0.0552911	0.0552911	0.0552911	0.05529112	0.0423444	0.0847637	0.144265	0.288785	0.1105822	0.8344616
2	0	-15759.7	-15842.4	82.7539	0.00410728	0.0167173	0.0121376	0.0146806	0.0201882	0.0213434	0.0141289	0.0106052	0.0130607	0.0153691	0.0180427	0.00938968	0.0138536	0.00547944	0.0106916	0.0111483	0.00926625	0.0221265	0.0209364	0.0142575	0.0134662	0.0170581	0.0135288	0.0158365	0.00998255	0.0215948	0.0173908	0.0109378	0.0171128	0.0131515	0.0216636	0.0152182	0.0152292	0.0204687	0.0129979	0.0186606	0.0164293	0.0122867	0.0119599	0.0121357	0.0115699	0.0085234	0.0124142	0.0099936	0.0224586	0.0333717	0.0172557	0.0290207	0.0129445	0.0168757	0.0106762	0.0124513	0.0112283	0.0114224	0.0148772	0.0167264	0.0148786	0.0257394	0.0128505	0.0210739	0.0200112	0.01043	0.00872137	0.0205393	0.0111287	0.00954048	0.0132383	0.0221298	0.0119945	0.0239956	0.0115837	0.0127462	0.0264957	0.00723115	0.0119512	0.0212793	0.012677	0.00816404	0.00957326	0.0205152	0.0206736	0.00804169	0.026432	0.00485116	0.0115614	0.011257	0.0100267	0.00602958	0.0117168	0.0200858	0.0148503	0.029063	0.0259058	0.00801301	0.0130684	0.00236966	0.0121592	0.00140679	0.01484407	0.1293809	0.416889	0.416889	0.416889	0.416889	0.4168885	0.290315	0.35852	0.421438	0.520448	0.3887078	0.2537157
3	1	-15959.9	-15910.2	-49.684	0.0347754	0.0804754	0.0337899	0.057657	0.0834366	0.061698	0.0750797	0.0352661	0.0452742	0.0479038	0.0604219	0.0715676	0.0673435	0.0398854	0.0304608	0.0522687	0.0434355	0.0990824	0.0336867	0.0128963	0.0540702	0.0230394	0.0255802	0.030679	0.0392018	0.0736511	0.0759525	0.0421901	0.0428749	0.0390562	0.0659602	0.0737764	0.0379334	0.0605627	0.0253135	0.0563614	0.0447852	0.0480934	0.0435719	0.0326128	0.0245611	0.0557136	0.0530955	0.0376262	0.0444314	0.00419428	0.0359569	0.103003	0.0539691	0.0591235	0.0298724	0.0821037	0.0460338	0.0409618	0.0690646	0.03951	0.0182921	0.0410706	0.0263557	0.0380771	0.0460532	0.0256051	0.0110635	0.0457436	0.0272429	0.00634823	0.037198	0.0894797	0.0388966	0.0409622	0.0580108	0.0393917	0.0408827	0.0314248	0.026744	0.0272497	0.011593	0.00448222	0.0608205	0.0547129	0.0659971	0.0669767	0.107797	0.0431276	0.042069	0.039942	0.067725	0.0389382	0.0294417	0.0505589	0.0529833	0.0982251	0.0423736	0.0438507	0.0386819	0.0765249	0.0211618	0.00564627	0.04246721	0.1046497	1.5606	1.5606	1.5606	1.5606	1.560595	0.303939	0.553734	0.876829	1.59746	0.6968	0.7212353
4	0	-15713.1	-15825.8	112.721	0.00435027	0.0118739	0.00995588	0.00762998	0.0123281	0.0115857	0.0117908	0.00906131	0.0111638	0.0105781	0.0132353	0.00683318	0.00847331	0.00517582	0.0161054	0.0186513	0.00749169	0.0152806	0.0157586	0.00896831	0.0137761	0.00754521	0.0163964	0.0093816	0.00977535	0.0146363	0.0150499	0.0119624	0.0142151	0.0147742	0.0131057	0.0124904	0.00925869	0.0178804	0.0129374	0.0108474	0.0185461	0.0108463	0.0102994	0.0138776	0.0115548	0.0109197	0.0194777	0.0137807	0.0100046	0.0230806	0.0159951	0.0221312	0.0125302	0.0178147	0.00839862	0.0112256	0.0105317	0.00703974	0.00843233	0.0109102	0.0139851	0.0157941	0.0105034	0.0161609	0.00645088	0.0161945	0.0138301	0.0166986	0.0105122	0.0112263	0.0149474	0.019073	0.0110428	0.0194269	0.0156063	0.0125657	0.0114975	0.0123882	0.0159671	0.00708953	0.0170421	0.00380809	0.0104129	0.0149366	0.0228615	0.0103834	0.0291527	0.00414005	0.0119456	0.00695321	0.0118472	0.0064317	0.0137248	0.0179541	0.0107124	0.00858002	0.0259986	0.0120281	0.0097585	0.00239716	0.0107672	0.00174754	0.01204658	0.02340767	0.0302293	0.0302293	0.0302293	0.0302293	0.03022932	0.0272135	0.054784	0.0936453	0.188519	0.07162587	0.8412591
5	1	-15818.3	-15831.7	13.3784	0.0244495	0.054504	0.0258458	0.0487687	0.0539265	0.0406868	0.0487264	0.0390968	0.0397332	0.029576	0.0599143	0.0257533	0.0414864	0.0392741	0.0468829	0.0302244	0.02584	0.0805075	0.0373765	0.0173452	0.0329115	0.0181422	0.0185369	0.0250107	0.0348737	0.0855158	0.0544248	0.0525158	0.0787951	0.0413065	0.0648423	0.032689	0.0251489	0.036151	0.0274043	0.0397178	0.0572926	0.0293287	0.0329307	0.0398644	0.0232509	0.0266405	0.0302688	0.029313	0.0383413	0.00431848	0.0203988	0.0735082	0.0318893	0.0408727	0.0327374	0.0856771	0.0313981	0.0373707	0.0416745	0.0370447	0.0187013	0.0267713	0.035765	0.0311378	0.0609402	0.043156	0.027319	0.0450499	0.0282888	0.0542368	0.0335665	0.0628442	0.0433195	0.0443046	0.0409746	0.0557818	0.0319692	0.0195073	0.0209117	0.0254611	0.03325	0.00521994	0.0561436	0.031385	0.0355798	0.0684027	0.103591	0.0372844	0.0430274	0.0339138	0.0772972	0.0342972	0.0430919	0.0413804	0.0524192	0.0614187	0.0187675	0.0319423	0.0313511	0.0535912	0.0258473	0.00463234	0.036755	0.1290923	0.977679	0.977679	0.977679	0.977679	0.9776788	0.524959	0.664881	0.796843	1.00923	0.7278777	0.2840988
6	0	-15697.5	-15817.9	120.395	0.00310333	0.0099235	0.00824604	0.00846723	0.0109616	0.0126964	0.0148857	0.00957662	0.0144221	0.0130756	0.0125793	0.00804549	0.0145519	0.00510843	0.00698144	0.00673546	0.00397741	0.0135788	0.014084	0.0143493	0.0127696	0.00901378	0.00962003	0.0117253	0.00986339	0.0145959	0.0110117	0.0140427	0.0134474	0.0125919	0.0128196	0.00821896	0.00674493	0.0146942	0.00767316	0.0109561	0.0142299	0.0145526	0.0161311	0.0146063	0.008114	0.00899702	0.00838351	0.0089161	0.0159159	0.0199331	0.0153395	0.0197644	0.0108268	0.0161092	0.0134646	0.013102	0.0103875	0.0110253	0.010555	0.012681	0.0108286	0.011464	0.0120795	0.0104338	0.0116728	0.00887137	0.0182894	0.0154059	0.014062	0.012969	0.00719366	0.0167272	0.010115	0.0197132	0.0137955	0.012122	0.00882219	0.0118351	0.0156799	0.014293	0.0241058	0.00384916	0.0090478	0.0204536	0.0154965	0.00857848	0.018739	0.00553166	0.00935397	0.0148272	0.00823022	0.00737686	0.00866954	0.00883227	0.0112557	0.0109533	0.0170881	0.00904262	0.0102491	0.00249047	0.0147749	0.00145235	0.01144877	0.06458903	0.200661	0.200661	0.200661	0.200661	0.2006607	0.0675623	0.128227	0.209509	0.39763	0.1639049	0.7704057
7	1	-15805.7	-15834.6	28.9175	0.0221726	0.0332744	0.0359284	0.0523387	0.0443793	0.0410867	0.0417731	0.0279826	0.0245443	0.0327201	0.0464449	0.0289502	0.0523823	0.0395671	0.0396298	0.025915	0.0309046	0.0510233	0.0403628	0.0179496	0.0332427	0.0363028	0.0372027	0.0321642	0.0268762	0.0364627	0.0361429	0.0224272	0.0409512	0.0288217	0.0481689	0.0478098	0.0288876	0.0387046	0.0202746	0.0258278	0.0244538	0.0427664	0.0303922	0.0457591	0.0302002	0.0169432	0.0576535	0.0348231	0.047059	0.00273836	0.0213099	0.0545612	0.0352633	0.0374728	0.0201495	0.0840386	0.0454733	0.0304987	0.0536905	0.0283866	0.0328925	0.032863	0.0257115	0.0315513	0.0282357	0.0404265	0.025997	0.0399769	0.0337741	0.0282306	0.0293283	0.0380936	0.0237318	0.0372961	0.0242109	0.0764227	0.0327663	0.0268722	0.0309	0.0219126	0.021783	0.00411966	0.0421392	0.0250519	0.042789	0.0604575	0.0847876	0.0196735	0.0149574	0.033921	0.0609875	0.0234809	0.0499152	0.0194752	0.0380139	0.0546422	0.0211721	0.0385287	0.0289698	0.0388498	0.0339122	0.00566197	0.03210449	0.2200391	1.85181	1.85181	1.85181	1.85181	1.851811	0.413419	0.722045	1.10694	1.93329	0.8940139	0.6704561
8	0	-15687.1	-15824.4	137.338	0.00432854	0.0101536	0.00911311	0.0126112	0.00711117	0.00900324	0.0120275	0.00897221	0.00578668	0.00546218	0.0143171	0.00954722	0.0102411	0.00705672	0.00828056	0.0117103	0.00722466	0.0100451	0.0146928	0.00632268	0.0103467	0.00542738	0.00739271	0.0110845	0.00934952	0.0162871	0.00969717	0.00868894	0.0137939	0.00812561	0.012812	0.0102826	0.00802398	0.00967695	0.00768459	0.0112742	0.013147	0.0103099	0.0127987	0.00933493	0.00840915	0.00815032	0.00812889	0.00980203	0.0130626	0.0257817	0.0132402	0.0176174	0.0078249	0.0122251	0.01234	0.0105392	0.0105242	0.00836658	0.00898451	0.00879593	0.0131556	0.00780582	0.0138437	0.0136663	0.00699404	0.0124671	0.0113275	0.02131	0.012204	0.0123908	0.00789812	0.015959	0.0126736	0.0138113	0.0149232	0.0141914	0.0118538	0.0147198	0.009313	0.0127418	0.0122912	0.00374813	0.00669457	0.0157099	0.0183568	0.0115949	0.0203739	0.0103095	0.0075833	0.0075787	0.00549694	0.0107995	0.012195	0.00953184	0.00747443	0.0152363	0.0204415	0.0158182	0.010536	0.00210635	0.0111488	0.00171689	0.01064461	0.1069465	0.22637	0.22637	0.22637	0.22637	0.2263698	0.0141686	0.0475195	0.120104	0.402811	0.07554653	1.454965
9	1	-15778.4	-15809.9	31.4951	0.0145451	0.0362388	0.0346137	0.0349942	0.0458264	0.0270212	0.0422242	0.0338806	0.0182556	0.0246601	0.0566477	0.025894	0.0414947	0.0295059	0.0392655	0.0427837	0.0403584	0.0825917	0.0430714	0.0347457	0.0403551	0.0385088	0.0317318	0.0301271	0.0268065	0.0267216	0.0307121	0.0299053	0.0496115	0.0377872	0.0364743	0.0413784	0.0329101	0.053042	0.0310401	0.0385662	0.0223104	0.0614249	0.0365902	0.0295746	0.0266188	0.0202434	0.0463514	0.0348474	0.0373341	0.0030505	0.0192201	0.0641685	0.0274709	0.0213246	0.0287163	0.0532304	0.0263105	0.0341277	0.053169	0.0313097	0.0427021	0.0351715	0.02313	0.0410963	0.029169	0.0343982	0.0359407	0.0407194	0.0269089	0.0202544	0.0231772	0.0514887	0.0518129	0.0311749	0.0437998	0.044599	0.0338551	0.039735	0.0283986	0.0424005	0.0216935	0.00429019	0.04078	0.0341254	0.0289646	0.0517101	0.0847175	0.0396549	0.049089	0.0624142	0.0478144	0.0302123	0.0241362	0.0378471	0.027793	0.0504557	0.0194416	0.0394955	0.0388767	0.0331358	0.0396067	0.00408741	0.03446902	0.01878359	1.0968	1.0968	1.0968	1.0968	1.0968	0.395768	0.57363	0.762326	1.10492	0.6612815	0.4462568
