Iteration	Replicate_ID	Posterior	Likelihood	Prior	branch_rate[1]	branch_rate[2]	branch_rate[3]	branch_rate[4]	branch_rate[5]	branch_rate[6]	branch_rate[7]	branch_rate[8]	branch_rate[9]	branch_rate[10]	branch_rate[11]	branch_rate[12]	branch_rate[13]	branch_rate[14]	branch_rate[15]	branch_rate[16]	branch_rate[17]	branch_rate[18]	branch_rate[19]	branch_rate[20]	branch_rate[21]	branch_rate[22]	branch_rate[23]	branch_rate[24]	branch_rate[25]	branch_rate[26]	branch_rate[27]	branch_rate[28]	branch_rate[29]	branch_rate[30]	branch_rate[31]	branch_rate[32]	branch_rate[33]	branch_rate[34]	branch_rate[35]	branch_rate[36]	branch_rate[37]	branch_rate[38]	branch_rate[39]	branch_rate[40]	branch_rate[41]	branch_rate[42]	branch_rate[43]	branch_rate[44]	branch_rate[45]	branch_rate[46]	branch_rate[47]	branch_rate[48]	branch_rate[49]	branch_rate[50]	branch_rate[51]	branch_rate[52]	branch_rate[53]	branch_rate[54]	branch_rate[55]	branch_rate[56]	branch_rate[57]	branch_rate[58]	branch_rate[59]	branch_rate[60]	branch_rate[61]	branch_rate[62]	branch_rate[63]	branch_rate[64]	branch_rate[65]	branch_rate[66]	branch_rate[67]	branch_rate[68]	branch_rate[69]	branch_rate[70]	branch_rate[71]	branch_rate[72]	branch_rate[73]	branch_rate[74]	branch_rate[75]	branch_rate[76]	branch_rate[77]	branch_rate[78]	branch_rate[79]	branch_rate[80]	branch_rate[81]	branch_rate[82]	branch_rate[83]	branch_rate[84]	branch_rate[85]	branch_rate[86]	branch_rate[87]	branch_rate[88]	branch_rate[89]	branch_rate[90]	branch_rate[91]	branch_rate[92]	branch_rate[93]	branch_rate[94]	branch_rate[95]	branch_rate[96]	branch_rate[97]	branch_rate[98]	clock_rate	event_rate	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_mean	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_mean	speciation_sd
0	0	-61654.8	-61277.1	-377.672	0.798369	2.18448	1.66214	3.37992	1.47287	2.14139	1.86949	1.73723	1.04002	1.43055	1.86551	2.49468	1.71669	1.98707	1.8863	1.89777	1.87394	1.40436	2.68018	1.56408	1.72484	1.86039	2.2587	1.20878	1.20301	1.07521	1.64371	1.32051	1.34834	1.65447	1.65253	3.09299	1.17525	2.11703	1.44127	1.18038	2.57678	1.08197	1.46884	1.30983	1.36237	2.24573	2.88768	1.51049	2.98116	1.42989	1.32248	2.83402	2.80483	2.5855	1.65007	1.32501	3.58061	1.56273	3.6848	1.31584	2.24388	2.83368	1.66819	1.90783	1.48117	1.79201	2.09666	1.10603	1.39827	2.53089	1.65969	1.37923	2.09668	2.02797	1.0134	1.95246	1.64066	1.80127	1.90456	1.84799	2.07614	1.87123	1.43881	1.95055	1.11594	3.07653	2.12041	1.58273	1.62909	2.16088	1.19522	1.30195	1.40588	1.43009	1.28769	1.60833	1.19841	1.37579	1.04442	1.68497	1.89398	1.49047	1.848775	0.2078325	0.0527463	0.0527463	0.0527463	0.0527463	0.05274635	0.00640381	0.0485491	0.229226	1.73783	0.1054927	2.435564
1	1	-44905.5	-44753.2	-152.313	0.450202	0.164249	0.182231	0.232621	0.254548	0.242139	0.29703	0.276953	0.317738	0.516997	0.322118	0.190504	0.214966	0.345705	0.306393	0.196096	0.165639	0.222746	0.275894	0.204134	0.236709	0.231352	0.222986	0.337026	0.208095	0.362389	0.157697	0.344619	0.308398	0.177017	0.28692	0.241178	0.287799	0.186861	0.227762	0.204322	0.219732	0.144512	0.303467	0.195859	0.204528	0.22261	0.317432	0.364221	0.252305	0.337195	0.1941	0.241834	0.246691	0.275794	0.238952	0.210375	0.279241	0.26005	0.31965	0.213201	0.360144	0.528823	0.120348	0.259713	0.165929	0.23122	0.175196	0.23465	0.224034	0.321714	0.262201	0.240249	0.247975	0.226126	0.180281	0.293404	0.247248	0.276109	0.264727	0.266104	0.196081	0.233673	0.476066	0.268935	0.239233	0.147291	0.191102	0.232125	0.30564	0.248118	0.442977	0.246096	0.341399	0.368687	0.402093	0.342986	0.16649	0.221581	0.176498	0.366366	0.194526	0.341106	0.2524833	0.07553945	0.0527463	0.0527463	0.0527463	0.0527463	0.05274635	0.0275948	0.0727617	0.152947	0.403291	0.1054927	1.165746
2	0	-16258.9	-16231.3	-27.5105	0.080484	0.0885129	0.0970559	0.0627215	0.0467677	0.0498249	0.0703042	0.0244431	0.0989377	0.0931607	0.122737	0.075947	0.0506881	0.0793878	0.0723534	0.0882606	0.0910783	0.0928574	0.086746	0.0866358	0.0558026	0.078214	0.0865909	0.0649207	0.11162	0.0708914	0.0611726	0.157218	0.0907406	0.0901199	0.0386293	0.0651214	0.0910345	0.0551114	0.0822233	0.0901638	0.0469689	0.0481746	0.0769652	0.0607243	0.0636459	0.061185	0.0676305	0.0565777	0.209644	0.0727217	0.0757808	0.0510072	0.0621142	0.199901	0.0890809	0.0427897	0.0617685	0.078764	0.0502879	0.0628424	0.0348856	0.00571229	0.0916554	0.0726367	0.0778842	0.065442	0.0416475	0.0477165	0.0802638	0.0942284	0.157565	0.0948466	0.0543539	0.101647	0.0653764	0.0498396	0.0623294	0.0230134	0.0646417	0.10894	0.0637104	0.00499328	0.1043	0.145255	0.120036	0.051676	0.043865	0.0944979	0.131235	0.0298757	0.0375089	0.0658803	0.0470734	0.0633175	0.0741945	0.0973701	0.0646311	0.0750573	0.0713628	0.0534954	0.0769221	0.102126	0.07234005	0.06039261	1.14698	1.14698	1.14698	1.14698	1.146978	0.206118	0.370573	0.580866	1.04432	0.4639542	0.7052959
3	1	-16391	-16409.9	18.9037	0.0108327	0.0292824	0.0300231	0.0130634	0.02037	0.0248316	0.02205	0.0207667	0.0347161	0.0285692	0.0433277	0.0257795	0.0211048	0.0415372	0.0383159	0.0244421	0.0287428	0.0204463	0.0189208	0.0408193	0.0195941	0.0232909	0.0193613	0.0130361	0.0287818	0.0392932	0.0235158	0.0768855	0.0438211	0.0340531	0.0168875	0.0083475	0.0289647	0.018812	0.0259898	0.0265098	0.0164631	0.017706	0.0251869	0.0180447	0.0359038	0.0169868	0.0211185	0.0145113	0.0305388	0.0104697	0.0274965	0.032784	0.014869	0.186349	0.0222376	0.0262629	0.0388458	0.0298943	0.025631	0.0255789	0.00923844	0.00709651	0.0179626	0.0275854	0.0219184	0.0285039	0.027512	0.0170757	0.027845	0.0214105	0.00980837	0.0117239	0.0317884	0.0635345	0.0523165	0.0236892	0.00712293	0.01477	0.0224478	0.02265	0.0264643	0.0182707	0.0195548	0.0200459	0.0430549	0.00884794	0.0209881	0.029645	0.01718	0.0340062	0.00550384	0.0188302	0.00473132	0.0334417	0.00676498	0.0252673	0.0295089	0.0256993	0.0225876	0.029205	0.0233364	0.00804095	0.02382284	0.1133446	0.767133	0.767133	0.767133	0.767133	0.7671331	0.0555158	0.148443	0.315392	0.843325	0.2163744	1.182547
4	0	-16141	-16159.2	18.1061	0.0817545	0.0551965	0.0667682	0.0447285	0.0383896	0.0508832	0.0410686	0.065869	0.0832829	0.0655776	0.0764057	0.0550411	0.0387059	0.0572175	0.030485	0.093062	0.0454846	0.0856358	0.0859594	0.039909	0.0606269	0.0571112	0.081693	0.038051	0.119313	0.0586522	0.0382151	0.11879	0.0715694	0.0846186	0.0659398	0.0366155	0.0798002	0.048104	0.0674263	0.0708738	0.0590313	0.0671284	0.090189	0.0340322	0.0854654	0.0462183	0.0883627	0.0536623	0.13996	0.0380814	0.105343	0.0474551	0.0575392	0.0520875	0.0836987	0.055117	0.0703962	0.0680251	0.0753218	0.0521523	0.056238	0.00396085	0.0442555	0.0823211	0.0361768	0.0559467	0.0503556	0.0399462	0.0690079	0.074244	0.0576164	0.0784127	0.0546693	0.0653098	0.0653929	0.0451276	0.0815972	0.052482	0.0692533	0.0835874	0.0510032	0.00729556	0.0853476	0.103014	0.0523628	0.0415679	0.0386223	0.0898868	0.125563	0.0587151	0.0658882	0.0503498	0.0670019	0.0481921	0.0773647	0.060352	0.064279	0.124873	0.0595471	0.0474872	0.074658	0.0862302	0.06047545	0.07056604	2.20951	2.20951	2.20951	2.20951	2.209507	0.594749	0.931712	1.31418	2.05875	1.106544	0.5397114
5	1	-16082.1	-16184.4	102.376	0.023619	0.0130416	0.0238781	0.013934	0.0158988	0.0214048	0.0163732	0.0167644	0.0312596	0.0306614	0.0237373	0.0186001	0.017257	0.0135516	0.0212783	0.027425	0.016813	0.0187205	0.0272189	0.0296155	0.0107695	0.0182394	0.0159528	0.015582	0.0210248	0.025816	0.0240043	0.0523749	0.0332937	0.0191308	0.0314316	0.0167151	0.0196889	0.0116695	0.0324785	0.0250684	0.0125223	0.0191621	0.0111963	0.0210181	0.0179044	0.0143165	0.0334401	0.0258175	0.0307886	0.0108994	0.0345187	0.0206285	0.017574	0.0265142	0.030182	0.0253685	0.0346285	0.0197768	0.0211186	0.02547	0.00784809	0.00841064	0.0208179	0.0175379	0.0148061	0.0363922	0.0257108	0.00882935	0.0268021	0.0162402	0.0147245	0.0153788	0.0201347	0.0328711	0.0257447	0.0153705	0.00804897	0.015207	0.0354655	0.0176248	0.0271991	0.0213972	0.0162889	0.0294751	0.0248605	0.0102192	0.0155548	0.0183065	0.0165672	0.0190935	0.00502796	0.0239321	0.0286659	0.01551	0.00763976	0.0171689	0.0318126	0.0171751	0.0221034	0.0241557	0.0138017	0.015975	0.01965623	0.1839644	0.895829	0.895829	0.895829	0.895829	0.8958292	0.118916	0.246855	0.432008	0.8968	0.3265632	0.8781762
6	0	-16146.9	-16169.3	22.3635	0.0677696	0.0569509	0.0689306	0.0197715	0.0624652	0.0549332	0.0377453	0.039414	0.0700094	0.0740365	0.0561482	0.0806022	0.0492259	0.0504345	0.0416993	0.0736774	0.0434179	0.0927696	0.0534628	0.0663621	0.0674551	0.0493866	0.0842663	0.0814737	0.126881	0.0789248	0.0528725	0.0828479	0.0578612	0.0529394	0.049274	0.0453363	0.0748161	0.0426983	0.0607329	0.0562969	0.0617674	0.0514376	0.0508855	0.0985892	0.0664924	0.050055	0.120624	0.0726776	0.106384	0.0361594	0.06437	0.0738652	0.0539443	0.061188	0.0612141	0.0599566	0.0555576	0.0488841	0.0538431	0.0590816	0.0493377	0.00484452	0.068424	0.0726357	0.0688425	0.0924843	0.0492703	0.076399	0.10329	0.0777093	0.0792767	0.0647952	0.0619401	0.0796042	0.0391676	0.0448464	0.0542825	0.0667088	0.0473845	0.0567279	0.0645509	0.00605416	0.0691033	0.0992104	0.0487221	0.03638	0.0304234	0.0806442	0.0898775	0.0374791	0.0709661	0.0531426	0.0547067	0.0403709	0.0824198	0.0602878	0.0871536	0.107258	0.0376346	0.0476741	0.0762536	0.10093	0.06195386	0.1001756	1.84013	1.84013	1.84013	1.84013	1.840127	0.505847	0.77332	1.07055	1.63662	0.9098772	0.5103461
7	1	-16036.3	-16169.6	133.332	0.0180606	0.0166565	0.0143682	0.00855573	0.0269767	0.0135549	0.0165167	0.0166504	0.0229198	0.0178684	0.0177927	0.0191245	0.00968528	0.0101098	0.0194333	0.0243637	0.00812677	0.0210323	0.00946481	0.015314	0.0106278	0.0131523	0.0163196	0.0156583	0.0218304	0.0208373	0.00904586	0.0317216	0.0232804	0.0157	0.0108396	0.0181424	0.0158452	0.0196298	0.0153139	0.0134874	0.0142224	0.0129292	0.0123367	0.00881745	0.0195453	0.0103763	0.0173378	0.0175717	0.0178661	0.00901326	0.0190042	0.0201653	0.0146361	0.014746	0.0190321	0.0292233	0.0350388	0.0194685	0.0155466	0.0190989	0.00934147	0.0113565	0.0191406	0.019741	0.0175773	0.0180315	0.028179	0.0107259	0.029214	0.0145929	0.0254802	0.0197793	0.0210515	0.0249354	0.0209085	0.0159326	0.02031	0.017026	0.0248931	0.0155825	0.019259	0.025744	0.0122376	0.0216447	0.0203991	0.0136353	0.00991471	0.0141213	0.0127048	0.00990037	0.00520138	0.00762224	0.0182816	0.0184741	0.00639363	0.0210591	0.0181061	0.0150324	0.0212163	0.0112547	0.0325801	0.0195332	0.01706553	0.2014791	0.472666	0.472666	0.472666	0.472666	0.4726657	0.269855	0.369995	0.471214	0.646076	0.4175485	0.379465
8	0	-16144.3	-16169.6	25.2467	0.0525394	0.0572047	0.0442228	0.0308533	0.0763177	0.0522936	0.0556683	0.0389965	0.0614479	0.0769525	0.113435	0.0454382	0.0393618	0.0559327	0.0362226	0.0812386	0.0545644	0.0865981	0.0374629	0.0630095	0.0405933	0.0416555	0.0661758	0.0505178	0.0625213	0.0667282	0.0418252	0.0846291	0.0565123	0.0796561	0.0396775	0.0602982	0.0861188	0.0278712	0.066003	0.0604427	0.0418368	0.0851697	0.0950723	0.0408435	0.0487046	0.0525029	0.0414184	0.0580448	0.113665	0.0358596	0.0669218	0.0812729	0.0617371	0.0516633	0.0639263	0.0651793	0.0548642	0.0297862	0.0544462	0.0468244	0.0780666	0.00436642	0.0359107	0.0734267	0.0530171	0.0590807	0.050218	0.0379583	0.111802	0.0761324	0.0553433	0.0797935	0.0737433	0.05033	0.0463907	0.0524575	0.0629263	0.0243931	0.0389795	0.0641105	0.0811632	0.00659303	0.0690811	0.0886384	0.0708695	0.0268404	0.051565	0.0730651	0.0662883	0.0639761	0.0424456	0.0825344	0.0499683	0.0419652	0.0796264	0.0931122	0.0353664	0.0548433	0.0337365	0.0318992	0.0615846	0.103509	0.05626131	0.05984135	2.71215	2.71215	2.71215	2.71215	2.712145	0.616475	1.04854	1.57517	2.67915	1.285157	0.6386047
9	1	-16020.9	-16170.6	149.718	0.0165326	0.0149972	0.0185285	0.00763871	0.0155872	0.0135742	0.0176533	0.0152997	0.0177047	0.0157753	0.0166719	0.0078739	0.0169021	0.014915	0.0131193	0.0148921	0.0107766	0.0166414	0.0160554	0.0153703	0.011013	0.0176267	0.0175871	0.0175058	0.0230015	0.0201481	0.0164686	0.0219036	0.0152477	0.0109816	0.0131675	0.0161403	0.0269019	0.0118955	0.0101198	0.0140784	0.0155962	0.0130323	0.00670672	0.0124306	0.0164055	0.011868	0.0176115	0.019747	0.0246132	0.00951521	0.0168332	0.012271	0.0221757	0.0133749	0.0171673	0.0155123	0.0169342	0.0128806	0.0154882	0.0124823	0.0214922	0.0113834	0.0166737	0.015368	0.0177134	0.0101451	0.0222439	0.014512	0.0153863	0.00909544	0.0208383	0.0236007	0.0179373	0.0290848	0.0102031	0.0157163	0.0220495	0.0186218	0.020448	0.014505	0.0205958	0.0194112	0.0145758	0.0157356	0.0142242	0.0185074	0.0108192	0.00787539	0.0130115	0.0111665	0.00408524	0.0163968	0.0091098	0.0115295	0.00973808	0.0200997	0.0179528	0.0282475	0.0138453	0.013381	0.0116879	0.0279669	0.01486904	0.025494	0.639846	0.639846	0.639846	0.639846	0.639846	0.470307	0.51589	0.553785	0.607459	0.5345019	0.1112268
