Iteration	Posterior	Likelihood	Prior	branch_rate[1]	branch_rate[2]	branch_rate[3]	branch_rate[4]	branch_rate[5]	branch_rate[6]	branch_rate[7]	branch_rate[8]	branch_rate[9]	branch_rate[10]	branch_rate[11]	branch_rate[12]	branch_rate[13]	branch_rate[14]	branch_rate[15]	branch_rate[16]	branch_rate[17]	branch_rate[18]	branch_rate[19]	branch_rate[20]	branch_rate[21]	branch_rate[22]	branch_rate[23]	branch_rate[24]	branch_rate[25]	branch_rate[26]	branch_rate[27]	branch_rate[28]	branch_rate[29]	branch_rate[30]	branch_rate[31]	branch_rate[32]	branch_rate[33]	branch_rate[34]	branch_rate[35]	branch_rate[36]	branch_rate[37]	branch_rate[38]	branch_rate[39]	branch_rate[40]	branch_rate[41]	branch_rate[42]	branch_rate[43]	branch_rate[44]	branch_rate[45]	branch_rate[46]	branch_rate[47]	branch_rate[48]	branch_rate[49]	branch_rate[50]	branch_rate[51]	branch_rate[52]	branch_rate[53]	branch_rate[54]	branch_rate[55]	branch_rate[56]	branch_rate[57]	branch_rate[58]	branch_rate[59]	branch_rate[60]	branch_rate[61]	branch_rate[62]	branch_rate[63]	branch_rate[64]	branch_rate[65]	branch_rate[66]	branch_rate[67]	branch_rate[68]	branch_rate[69]	branch_rate[70]	branch_rate[71]	branch_rate[72]	branch_rate[73]	branch_rate[74]	branch_rate[75]	branch_rate[76]	branch_rate[77]	branch_rate[78]	branch_rate[79]	branch_rate[80]	branch_rate[81]	branch_rate[82]	branch_rate[83]	branch_rate[84]	branch_rate[85]	branch_rate[86]	branch_rate[87]	branch_rate[88]	branch_rate[89]	branch_rate[90]	branch_rate[91]	branch_rate[92]	branch_rate[93]	branch_rate[94]	branch_rate[95]	branch_rate[96]	branch_rate[97]	branch_rate[98]	clock_rate	event_rate	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_mean	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_mean	speciation_sd
0	-61294.3	-61105.5	-188.823	0.302498	0.268136	0.362783	0.457414	0.262326	0.139795	0.313415	0.202548	0.302302	0.338961	0.229266	0.442795	0.242457	0.155636	0.201692	0.252879	0.182432	0.190017	0.363726	0.255426	0.310994	0.243943	0.187051	0.341106	0.179008	0.205617	0.509584	0.169694	0.295099	0.451034	0.30813	0.294139	0.284358	0.374829	0.255974	0.336553	0.280396	0.229221	0.384306	0.366506	0.660414	0.471307	0.221753	0.243506	0.386366	0.129197	0.486988	0.39654	0.565491	0.466228	0.216064	0.312439	0.182151	0.3015	0.28043	0.271134	0.320635	0.319702	0.362432	0.372029	0.257744	0.430604	0.295457	0.256484	0.25583	0.459743	0.305364	0.289121	0.369439	0.16553	0.394859	0.430712	0.151078	0.320596	0.191886	0.396959	0.219814	0.426191	0.541382	0.287406	0.295304	0.330776	0.346325	0.201038	0.261022	0.439242	0.49161	0.42588	0.255704	0.169183	0.286157	0.431693	0.373205	0.26942	0.522032	0.210447	0.201629	0.43879	0.3016759	0.1984825	0.0526083	0.0526083	0.0526083	0.0526083	0.05260827	0.0964662	0.102716	0.107778	0.114761	0.1052165	0.07548001
100	-16966	-17098.6	132.583	0.0291643	0.0106012	0.0143251	0.0112356	0.0169272	0.0187871	0.00884392	0.0187189	0.0135295	0.0213501	0.0236175	0.0147991	0.0176774	0.012123	0.0136517	0.0183523	0.016576	0.0222503	0.0145711	0.0241139	0.00956284	0.0160494	0.0162114	0.0188823	0.0133005	0.0205619	0.0102057	0.0188897	0.0118061	0.0221499	0.0191394	0.0163692	0.0157334	0.0080103	0.0158634	0.0151943	0.0150067	0.0165197	0.0186582	0.0225958	0.00822007	0.0120899	0.0120945	0.0141539	0.011654	0.0184613	0.0153639	0.0144899	0.0190801	0.0141656	0.0155108	0.012115	0.0160639	0.0162592	0.0099091	0.0111643	0.00825563	0.0112853	0.010395	0.0108607	0.0216504	0.00377111	0.0121053	0.00947942	0.0170064	0.0190963	0.0148466	0.0149981	0.0110317	0.0222931	0.0186774	0.0181256	0.0120325	0.00341874	0.0139465	0.021478	0.0175215	0.0152722	0.0156089	0.0142107	0.0273307	0.0199475	0.0328296	0.0317626	0.00808753	0.0222911	0.0150946	0.0136115	0.0166769	0.0143275	0.0209257	0.0127524	0.010757	0.0269192	0.016837	0.0181676	0.012925	0.0210234	0.01594924	0.1859215	0.0171182	0.0171182	0.0171182	0.0171182	0.0171182	0.179879	0.216247	0.249015	0.29936	0.2320534	0.2213944
200	-16952	-17082.6	130.545	0.0235096	0.0170114	0.0118518	0.0128139	0.0199625	0.026294	0.0135382	0.0184851	0.0144769	0.0122768	0.00913699	0.0122075	0.0166533	0.015847	0.0118277	0.0146451	0.0159839	0.0123825	0.0080807	0.0219383	0.0102843	0.0196101	0.0107822	0.0217118	0.0135411	0.0206981	0.0143245	0.0168456	0.0145579	0.0181968	0.0163804	0.0190263	0.0162262	0.00855684	0.0202823	0.0148757	0.0211025	0.0175902	0.0100613	0.0117438	0.00876749	0.0215636	0.0151373	0.0141614	0.0158817	0.0142212	0.0149762	0.0179458	0.0149795	0.0144468	0.0099417	0.0101615	0.0137025	0.0116165	0.00955661	0.0211914	0.0152874	0.0154113	0.0218422	0.0167455	0.0247214	0.00371361	0.0131644	0.00968308	0.013154	0.0125413	0.01643	0.0130671	0.00848751	0.0184634	0.014245	0.0182719	0.00819692	0.00484101	0.00872746	0.0127293	0.0146172	0.0106571	0.0134963	0.011822	0.0152349	0.0287025	0.0141524	0.0265041	0.00347686	0.0181225	0.0139589	0.0246398	0.0114783	0.0163261	0.0135925	0.0218006	0.00958524	0.015782	0.0096144	0.012194	0.0188701	0.0239	0.01493094	0.04139335	0.115478	0.115478	0.115478	0.115478	0.1154784	0.155722	0.1778	0.196813	0.224717	0.1870654	0.159416
300	-16959.5	-17097	137.43	0.0327925	0.0148712	0.0120129	0.00829683	0.0139361	0.0194309	0.00874989	0.0184554	0.0100216	0.0149823	0.0112855	0.0109846	0.0134766	0.0131951	0.0154587	0.0127527	0.0132653	0.0131587	0.00622727	0.0237044	0.0078987	0.0200013	0.0129189	0.0188423	0.00872367	0.0172684	0.0111968	0.0262093	0.0207023	0.02001	0.0163955	0.0166941	0.0144072	0.0111237	0.0204319	0.0245887	0.0165221	0.0104041	0.0114331	0.0111029	0.0107007	0.0207358	0.0253577	0.0107472	0.016602	0.021252	0.0145094	0.0150458	0.0163982	0.0133346	0.0141451	0.0177591	0.0151636	0.013873	0.00877814	0.0115808	0.0184711	0.0166968	0.0176704	0.0161594	0.012697	0.00612827	0.0123143	0.0116291	0.0175347	0.0191235	0.0132995	0.0136193	0.0146748	0.0238619	0.0173771	0.0210511	0.0108534	0.00338801	0.0197764	0.0125143	0.0131721	0.00838531	0.0183434	0.0107301	0.0164518	0.0122372	0.0170585	0.0226104	0.00843506	0.0285729	0.0125072	0.0124643	0.0184963	0.00664935	0.0297506	0.0172951	0.0101353	0.0135164	0.0174528	0.0100504	0.0118867	0.0238437	0.01541393	0.1638824	0.000256537	0.000256537	0.000256537	0.000256537	0.0002565368	0.0980075	0.14177	0.188117	0.272116	0.1633077	0.4438585
400	-16943.7	-17086.7	143.027	0.0266327	0.0130073	0.0130225	0.00882058	0.0139199	0.0192856	0.0144464	0.0193968	0.00918777	0.0171822	0.0170087	0.013653	0.0173306	0.00845059	0.00950892	0.0100504	0.0153277	0.0115064	0.00645197	0.0164139	0.00787928	0.0144912	0.0111038	0.0195739	0.0107013	0.015948	0.0131248	0.0134936	0.0156288	0.0126226	0.0193582	0.0124626	0.0129922	0.00898497	0.021338	0.0222667	0.0132486	0.0151832	0.0186354	0.0218063	0.0123842	0.0145721	0.0084496	0.0105651	0.0241632	0.0095455	0.0123929	0.00881792	0.0163565	0.0108806	0.0118444	0.0122619	0.0114532	0.0112185	0.00889507	0.0121045	0.0102053	0.0147109	0.0105762	0.0194128	0.0134092	0.00635911	0.0137722	0.0130049	0.0138352	0.0111515	0.0208321	0.0100158	0.0136552	0.0141972	0.0107193	0.0144864	0.0089407	0.0049996	0.00868023	0.0140336	0.0218774	0.0119271	0.0152237	0.0200471	0.0208273	0.0135248	0.0204937	0.0280521	0.00355501	0.0300745	0.0110491	0.0119606	0.0231682	0.0134246	0.0189819	0.014469	0.0105126	0.0210785	0.00726996	0.0123136	0.0132781	0.0233881	0.0144528	0.04985269	0.000756716	0.000756716	0.000756716	0.000756716	0.0007567155	0.163586	0.17287	0.180339	0.190573	0.1765648	0.06637122
500	-16944.7	-17090.7	146.038	0.0323856	0.0168831	0.0135929	0.0155179	0.0145726	0.0255027	0.0187601	0.0189676	0.0118533	0.0162439	0.0193073	0.0106811	0.0205875	0.0110267	0.0155987	0.0222345	0.0159489	0.0137845	0.00708143	0.022824	0.0107477	0.0130574	0.0160312	0.0229704	0.00698837	0.0183393	0.0149249	0.00883329	0.00929062	0.0190333	0.0132148	0.0129245	0.0102287	0.00896701	0.018273	0.0145823	0.0155603	0.0172404	0.0150811	0.0209937	0.00756656	0.0194168	0.018018	0.0124339	0.00765089	0.0170842	0.0107219	0.0178341	0.0153897	0.0160566	0.00960987	0.0109956	0.0184531	0.0147115	0.0114076	0.017911	0.0108396	0.0130104	0.0122118	0.0150733	0.021132	0.00636178	0.023755	0.0101687	0.0225916	0.0206368	0.0185467	0.0104548	0.0105383	0.0132799	0.0168054	0.00952517	0.00893324	0.00449867	0.00838021	0.0159125	0.0167723	0.0152323	0.0159278	0.0168511	0.012661	0.0102897	0.0182114	0.017916	0.00657462	0.0239603	0.0101815	0.0155824	0.00832788	0.0105602	0.011831	0.00916248	0.00960852	0.0142045	0.0142388	0.0128178	0.0112334	0.0130402	0.01489189	0.100509	0.000449245	0.000449245	0.000449245	0.000449245	0.0004492451	0.137808	0.155717	0.170999	0.193221	0.1631789	0.1469022
600	-16925.8	-17076.4	150.619	0.0276753	0.0146025	0.0102995	0.0116852	0.0176724	0.0256708	0.0133303	0.0131695	0.0125264	0.0118513	0.0112723	0.0138733	0.0197807	0.00818499	0.0136469	0.0172243	0.0153843	0.01491	0.00766177	0.0193351	0.0133117	0.0164636	0.00913194	0.0123308	0.00563314	0.00965515	0.00505211	0.0101398	0.0115682	0.0151684	0.00838475	0.0106723	0.00899707	0.0108029	0.0197057	0.0163699	0.0224062	0.0144906	0.0115954	0.0148739	0.0088589	0.0111839	0.0092507	0.00993258	0.00873663	0.0133154	0.0123639	0.00886488	0.0115684	0.0180536	0.0171401	0.0228774	0.0130933	0.0126673	0.00962422	0.0134406	0.0113038	0.0162921	0.0195174	0.0147163	0.0210509	0.0111215	0.0238861	0.0144495	0.017901	0.0177748	0.0213906	0.0089013	0.0088561	0.0180007	0.0112607	0.0104623	0.009575	0.00476102	0.00797785	0.017224	0.0126707	0.0121501	0.0140162	0.00699418	0.0127314	0.00945401	0.0130485	0.0165724	0.00438155	0.0196943	0.0128157	0.0122628	0.0150897	0.0121088	0.0164599	0.0172448	0.0125423	0.0159519	0.0216987	0.015269	0.0101977	0.0160322	0.01335829	0.1042844	0.000753819	0.000753819	0.000753819	0.000753819	0.0007538187	0.0819876	0.122782	0.167308	0.250555	0.1433262	0.4855521
700	-16937.8	-17086.1	148.279	0.0303873	0.0103863	0.00856641	0.011648	0.0114426	0.0207805	0.0107683	0.0196128	0.00883708	0.0151411	0.0156795	0.00939749	0.010969	0.00893933	0.0142071	0.0139021	0.0149109	0.0148956	0.00861706	0.0289473	0.0220649	0.0178983	0.0200904	0.0138667	0.0133496	0.0167185	0.00767355	0.0126684	0.00669015	0.0104014	0.0104243	0.0120855	0.00897745	0.00885222	0.020892	0.0121114	0.0187415	0.0146459	0.0127625	0.0167769	0.0134654	0.0169902	0.0137627	0.0279402	0.0165548	0.014377	0.0126643	0.0128472	0.0174594	0.0167944	0.0187758	0.0168374	0.0221055	0.0161527	0.00816568	0.0159565	0.0123099	0.0186352	0.0122455	0.0198237	0.018624	0.0159311	0.0261625	0.0145179	0.0175383	0.00898022	0.0189987	0.00968205	0.0111954	0.0128259	0.0117462	0.00966905	0.0115267	0.00366333	0.0189199	0.0158408	0.0132826	0.0123795	0.0104837	0.0121922	0.0153203	0.0108077	0.0209599	0.0165866	0.00638099	0.0168308	0.0125555	0.0113854	0.0120779	0.015495	0.0135171	0.0104581	0.0097207	0.0116064	0.0111796	0.0178791	0.0192165	0.0252663	0.01508074	0.1588501	3.35633e-05	3.35633e-05	3.35633e-05	3.35633e-05	3.35633e-05	0.139503	0.164172	0.185988	0.218878	0.1747401	0.19578
800	-16936.4	-17086.6	150.185	0.0290296	0.0130489	0.0106696	0.00752638	0.0122471	0.0222225	0.00949867	0.0202359	0.00985058	0.012586	0.00842882	0.0200862	0.0142577	0.0140353	0.0280787	0.0142213	0.0149486	0.0117489	0.00879474	0.026204	0.0198375	0.00993569	0.0138283	0.0149215	0.0107364	0.0135564	0.00810338	0.00839478	0.0164193	0.0178977	0.012091	0.0117454	0.00857109	0.00994774	0.0167754	0.0161561	0.0170064	0.0235828	0.0183986	0.0158363	0.00959338	0.0204116	0.01681	0.00945047	0.0160542	0.0154067	0.0166064	0.0101218	0.0145282	0.015142	0.00978845	0.0134059	0.0151736	0.0129248	0.00976414	0.0180153	0.00909984	0.0125962	0.0108241	0.0121811	0.0282904	0.0124821	0.0158422	0.013969	0.0153962	0.0149877	0.0224697	0.0131597	0.00528487	0.0176289	0.0143299	0.0105195	0.0169252	0.00450745	0.0117125	0.0128398	0.0113898	0.0135662	0.0146651	0.016519	0.0124681	0.008127	0.0223564	0.0156495	0.00647525	0.0242225	0.0102457	0.0103457	0.023152	0.013925	0.0199931	0.0188446	0.0159602	0.016031	0.00859707	0.0176314	0.00876102	0.0131008	0.01378094	0.05241256	1.78838e-06	1.78838e-06	1.78838e-06	1.78838e-06	1.78838e-06	0.173689	0.212005	0.246992	0.301478	0.2288309	0.2396797
900	-16923.3	-17079.4	156.17	0.0219978	0.0102156	0.0123476	0.0155456	0.0191271	0.0201371	0.0103945	0.0184662	0.00612164	0.0141976	0.0148163	0.0117083	0.0162912	0.00634877	0.010951	0.0174784	0.0181032	0.0105594	0.00877591	0.0216681	0.0142616	0.00853517	0.0173642	0.0196834	0.0116239	0.0111254	0.0122014	0.0112067	0.0136055	0.0153928	0.018023	0.0133854	0.00984417	0.00992756	0.0221053	0.0190535	0.0230576	0.0212454	0.0113941	0.0158862	0.0110924	0.0156985	0.00896113	0.0130814	0.0205519	0.0160907	0.0112039	0.0127502	0.0109318	0.0146851	0.00956534	0.0164731	0.0276297	0.00859077	0.0105216	0.00783935	0.0155501	0.0136493	0.0210976	0.0119429	0.0206234	0.0188638	0.0174041	0.0116135	0.012876	0.0134842	0.0226671	0.00905151	0.0103138	0.0135981	0.0112446	0.0115466	0.012308	0.0036366	0.0110107	0.0125495	0.0130077	0.0135232	0.011367	0.0115821	0.0143254	0.00839389	0.0190127	0.0167433	0.00691444	0.0172368	0.0104248	0.00950467	0.011802	0.00997055	0.0173074	0.0166505	0.00842321	0.01839	0.0141411	0.012796	0.0106831	0.0224009	0.01436063	0.1876109	1.6467e-05	1.6467e-05	1.6467e-05	1.6467e-05	1.646699e-05	0.0291935	0.0681408	0.130458	0.304504	0.09428432	1.019141
