Iteration	Replicate_ID	Posterior	Likelihood	Prior	branch_rate[1]	branch_rate[2]	branch_rate[3]	branch_rate[4]	branch_rate[5]	branch_rate[6]	branch_rate[7]	branch_rate[8]	branch_rate[9]	branch_rate[10]	branch_rate[11]	branch_rate[12]	branch_rate[13]	branch_rate[14]	branch_rate[15]	branch_rate[16]	branch_rate[17]	branch_rate[18]	branch_rate[19]	branch_rate[20]	branch_rate[21]	branch_rate[22]	branch_rate[23]	branch_rate[24]	branch_rate[25]	branch_rate[26]	branch_rate[27]	branch_rate[28]	branch_rate[29]	branch_rate[30]	branch_rate[31]	branch_rate[32]	branch_rate[33]	branch_rate[34]	branch_rate[35]	branch_rate[36]	branch_rate[37]	branch_rate[38]	branch_rate[39]	branch_rate[40]	branch_rate[41]	branch_rate[42]	branch_rate[43]	branch_rate[44]	branch_rate[45]	branch_rate[46]	branch_rate[47]	branch_rate[48]	branch_rate[49]	branch_rate[50]	branch_rate[51]	branch_rate[52]	branch_rate[53]	branch_rate[54]	branch_rate[55]	branch_rate[56]	branch_rate[57]	branch_rate[58]	branch_rate[59]	branch_rate[60]	branch_rate[61]	branch_rate[62]	branch_rate[63]	branch_rate[64]	branch_rate[65]	branch_rate[66]	branch_rate[67]	branch_rate[68]	branch_rate[69]	branch_rate[70]	branch_rate[71]	branch_rate[72]	branch_rate[73]	branch_rate[74]	branch_rate[75]	branch_rate[76]	branch_rate[77]	branch_rate[78]	branch_rate[79]	branch_rate[80]	branch_rate[81]	branch_rate[82]	branch_rate[83]	branch_rate[84]	branch_rate[85]	branch_rate[86]	branch_rate[87]	branch_rate[88]	branch_rate[89]	branch_rate[90]	branch_rate[91]	branch_rate[92]	branch_rate[93]	branch_rate[94]	branch_rate[95]	branch_rate[96]	branch_rate[97]	branch_rate[98]	clock_rate	event_rate	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_mean	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_mean	speciation_sd
0	0	-52989.5	-52820.5	-168.957	0.25208	0.234134	0.242979	0.285695	0.411765	0.216286	0.242879	0.246293	0.329886	0.20784	0.298325	0.428119	0.317758	0.288746	0.418233	0.341198	0.366125	0.329372	0.212777	0.257126	0.204674	0.169137	0.373911	0.256658	0.279603	0.256931	0.221799	0.286006	0.291412	0.214931	0.286695	0.371599	0.244175	0.186739	0.21785	0.311004	0.225417	0.39553	0.237938	0.267993	0.434593	0.152228	0.337269	0.249292	0.218844	0.317849	0.182233	0.173991	0.257692	0.203035	0.302363	0.220909	0.15073	0.251692	0.189178	0.364665	0.350395	0.396367	0.124524	0.265013	0.205157	0.431809	0.265063	0.321329	0.384372	0.181498	0.16474	0.441823	0.271477	0.519239	0.336504	0.313149	0.472745	0.314592	0.318027	0.21378	0.328059	0.399619	0.301823	0.349587	0.349754	0.315048	0.201103	0.352019	0.223041	0.22031	0.247023	0.386903	0.248948	0.422673	0.346871	0.426168	0.373686	0.364756	0.297787	0.375039	0.274928	0.189542	0.300794	0.116739	0.0447675	0.0447675	0.0447675	0.0447675	0.04476751	0.0659589	0.0822679	0.0974441	0.121538	0.08953502	0.2656565
1	1	-60173.9	-59788.1	-385.783	1.90582	2.51175	2.21214	2.23858	2.34166	2.64113	1.43755	2.46762	2.00329	2.93313	1.35219	2.98625	1.68842	1.73024	4.16695	1.60884	1.2197	2.42194	1.28888	1.94176	1.30239	1.81496	3.22599	2.01632	2.06316	0.690226	2.70377	1.45147	1.43291	2.91532	2.00714	2.19195	3.01088	2.51555	1.01836	1.56485	1.53296	1.12515	3.8852	2.28572	2.69735	1.44664	1.45042	2.12553	2.36002	1.29983	1.55586	3.23954	1.60639	2.15932	2.1204	2.15566	1.65187	1.84519	2.30377	2.88853	0.90508	1.32139	1.12074	1.6288	3.8425	1.36272	4.41992	3.28261	1.72988	2.10397	2.5063	1.91378	1.49086	3.90807	2.25916	1.49308	1.42999	2.23817	2.288	1.88581	3.35762	1.84413	2.08733	2.22367	1.63372	1.79696	1.52275	2.36046	2.31257	2.81115	1.65528	2.79796	4.14843	1.91359	1.72198	1.69301	2.23198	1.8243	3.82997	1.07867	2.19101	1.63416	2.090033	0.145744	0.0447675	0.0447675	0.0447675	0.0447675	0.04476751	0.0825702	0.087549	0.0915661	0.0970874	0.08953502	0.07039727
2	0	-16663.8	-16684.6	20.8353	0.0344085	0.0292956	0.0187372	0.0135256	0.0148558	0.0104797	0.0137323	0.0143679	0.016379	0.0134172	0.0143246	0.01515	0.00712245	0.0508836	0.0103518	0.0120617	0.0184794	0.0143537	0.0092941	0.00962869	0.0310089	0.0253886	0.0177434	0.0124195	0.00656772	0.0215411	0.0127925	0.0215239	0.0119995	0.0193958	0.0244869	0.00848639	0.0129547	0.0270726	0.0167963	0.0188951	0.0120465	0.0193136	0.0222504	0.0146447	0.0103976	0.0172398	0.0128105	0.01076	0.0148852	0.0153237	0.012248	0.00887553	0.0263676	0.0175671	0.00604164	0.0146263	0.0197333	0.0148662	0.00907458	0.0117731	0.0119863	0.00914061	0.0173891	0.0126506	0.00191273	0.0119389	0.0269662	0.0126147	0.0238831	0.0163519	0.0184527	0.00771516	0.0153831	0.0248974	0.0214153	0.0234798	0.0164802	0.0196606	0.0134356	0.0120293	0.010374	0.0134721	0.0160565	0.00283523	0.00731043	0.00963985	0.023481	0.0244332	0.00382969	0.0146375	0.0178008	0.00985815	0.0233457	0.0255345	0.0105159	0.0154772	0.0115744	0.0101223	0.0114767	0.0536686	0.00142406	0.00185268	0.01463365	0.03009915	0.644377	0.644377	0.644377	0.644377	0.6443774	0.013722	0.0548056	0.158357	0.632476	0.09316041	1.664989
3	1	-17768.5	-17553.8	-214.75	0.00220505	0.519506	0.0389801	0.0444379	0.0300843	0.0430323	0.0448044	0.0233701	0.0325853	0.0267516	0.0390942	0.0451826	0.159807	0.0848163	0.0546649	0.0293634	0.047306	0.0583832	0.030765	0.0369063	0.0457216	0.0440387	0.0455152	0.0702912	0.0108461	0.0540933	0.0560612	0.0471417	0.0448357	0.974905	0.121292	0.03256	0.0236985	0.0388756	0.0525263	0.0280756	0.035879	0.0392298	0.0321409	0.0444182	0.0332633	0.0466303	0.0341945	0.0285511	0.0460986	0.0779495	0.0534748	0.0320816	0.0519993	0.0341953	0.0145134	0.0374817	0.0541365	0.0313677	0.0332068	0.0229693	0.0438519	0.0806067	0.019485	0.0316164	0.0390595	0.0636196	0.022544	0.0250712	0.0425118	0.0556761	0.00728814	0.00709153	0.014314	0.0384973	0.0444171	0.0208792	0.0598683	0.0101581	0.0601268	0.0475694	0.0363238	0.0902986	0.0554481	0.0281311	0.10769	0.0735056	0.0552068	0.0519358	0.10975	0.00407487	0.0179595	0.0324725	0.0392193	0.055072	0.0408238	0.0599855	0.0505471	0.013992	0.00814236	0.0664682	0.00439251	0.0938759	0.04061383	0.0971484	1.05367	1.05367	1.05367	1.05367	1.053668	0.360551	0.541777	0.740168	1.1122	0.6332504	0.489618
4	0	-16346.9	-16417.2	70.2748	0.0459824	0.0265529	0.0117733	0.0128475	0.00705948	0.0128547	0.0169393	0.00921699	0.00851787	0.0109036	0.0117949	0.0159454	0.0151749	0.0334532	0.0137962	0.011668	0.0118667	0.018536	0.0117076	0.00775755	0.0149971	0.0137377	0.0126627	0.00985317	0.00874054	0.0269673	0.01623	0.0120449	0.0118403	0.0173235	0.0238998	0.0114233	0.0125305	0.0173426	0.0110658	0.016951	0.0094399	0.0158118	0.0145822	0.0130757	0.0106861	0.0181817	0.0104066	0.00944971	0.0134531	0.0146201	0.020262	0.00992042	0.0154326	0.0114512	0.0099709	0.0106851	0.0140303	0.00982216	0.0162409	0.00869199	0.0160561	0.015989	0.0119122	0.016296	0.00159276	0.0121618	0.0167581	0.00789243	0.0170163	0.0146802	0.0185317	0.00699819	0.0211651	0.0141282	0.0129255	0.0256698	0.0106854	0.0147998	0.011244	0.0118791	0.0114798	0.00979659	0.0093864	0.00296112	0.00597692	0.0101977	0.00757855	0.00988553	0.00460718	0.013439	0.0178296	0.0161818	0.015943	0.0232263	0.0190651	0.0131301	0.0109495	0.00652319	0.0137858	0.0354613	0.00181515	0.00236989	0.01291167	0.09279398	0.333612	0.333612	0.333612	0.333612	0.3336124	0.0281932	0.0765592	0.164599	0.446972	0.1122567	1.201119
5	1	-16652.5	-16552.4	-100.079	0.00293192	0.0535106	0.0390374	0.0558458	0.0322939	0.0379359	0.0377528	0.0549756	0.0452144	0.0269435	0.0188033	0.0336994	0.0458571	0.0851641	0.0454612	0.0222263	0.031959	0.0640436	0.0402419	0.0295995	0.0225803	0.0280517	0.0184156	0.0266389	0.0287623	0.0965322	0.023217	0.0300309	0.0317197	0.110138	0.117361	0.02595	0.0367347	0.0501732	0.0372377	0.0237231	0.0354285	0.0611484	0.0328219	0.0304657	0.0242857	0.0602169	0.0326918	0.0523966	0.040467	0.0276449	0.0426824	0.0372009	0.0502296	0.0286937	0.0198891	0.0375294	0.035575	0.0323086	0.0278435	0.0434742	0.0480644	0.0586492	0.0342783	0.0358124	0.0601496	0.0315959	0.0424537	0.0295706	0.0312137	0.0480655	0.00447597	0.0461157	0.0384673	0.0255443	0.0292343	0.0338979	0.0485288	0.00388215	0.0620495	0.0377784	0.0327879	0.0195462	0.0683053	0.0495062	0.100945	0.0444908	0.0449061	0.0443582	0.0316896	0.0030822	0.0288208	0.0312245	0.0178036	0.0411	0.0550761	0.054844	0.00839746	0.0772612	0.00602708	0.0534519	0.00373735	0.108257	0.03604209	0.1095718	1.01079	1.01079	1.01079	1.01079	1.010789	0.592313	0.748015	0.894488	1.12962	0.8179799	0.2806122
6	0	-16227.9	-16326.6	98.6756	0.0167513	0.0158603	0.00947365	0.00920616	0.00715407	0.0104111	0.0109517	0.0105002	0.00759518	0.0129466	0.00639426	0.00887204	0.00942055	0.0177764	0.0101577	0.011319	0.00780367	0.0167981	0.0137311	0.00951538	0.0108987	0.0142425	0.0134905	0.0106283	0.00823771	0.0173483	0.0111921	0.0111429	0.0104288	0.00946302	0.0257956	0.00959085	0.0145091	0.0148547	0.0145795	0.0113517	0.0113553	0.0122973	0.00638628	0.010474	0.0069808	0.0144596	0.00928227	0.0105095	0.0152165	0.0108491	0.0113587	0.0144865	0.0124584	0.00876631	0.00856055	0.0115438	0.01862	0.00947048	0.0142026	0.00468694	0.0203412	0.0163553	0.0142907	0.0141435	0.00136744	0.0118	0.0194522	0.00816763	0.0207833	0.0107451	0.0160863	0.0070253	0.0193236	0.0152975	0.00443462	0.00685285	0.00829406	0.013062	0.00725578	0.0132618	0.0118527	0.0114726	0.00929395	0.00449831	0.0160006	0.00639693	0.0104814	0.00887226	0.00530252	0.0116312	0.00847997	0.0116136	0.0120153	0.0089296	0.00883327	0.0103186	0.0202413	0.00981368	0.0180991	0.0142774	0.00156259	0.00185622	0.01155655	0.153055	0.156378	0.156378	0.156378	0.156378	0.1563779	0.00710201	0.0275761	0.077975	0.302765	0.04637072	1.631061
7	1	-16488.4	-16481.8	-6.58397	0.00255101	0.0530463	0.0344634	0.041773	0.026431	0.0165669	0.0258213	0.0194768	0.0223021	0.0303287	0.0419912	0.0638366	0.0364468	0.0834809	0.0454767	0.0365656	0.0373734	0.0661818	0.0318918	0.0369182	0.0441211	0.0320154	0.0367597	0.0459466	0.0218893	0.024812	0.0259107	0.0204659	0.0539019	0.0220744	0.121613	0.0373794	0.0470629	0.0472094	0.031975	0.0511852	0.0443644	0.0430517	0.0298598	0.0375692	0.0249386	0.053959	0.0205924	0.0360755	0.0551804	0.0422556	0.0272518	0.0403462	0.0481359	0.0262211	0.015809	0.0415932	0.0203939	0.0346124	0.0533364	0.0221324	0.0421355	0.0576353	0.0576067	0.0351249	0.0430261	0.0431089	0.0492814	0.0304458	0.045497	0.0290479	0.00830948	0.0542107	0.032914	0.0183635	0.0297257	0.0276525	0.0470892	0.0458987	0.0473775	0.0369028	0.0444014	0.0235689	0.0490476	0.0390467	0.0759742	0.0403384	0.0277696	0.0461977	0.0256348	0.0254719	0.0276277	0.0244573	0.0308614	0.0273721	0.0566215	0.0448542	0.0119562	0.0911578	0.0265741	0.0511373	0.0030144	0.0656277	0.0373258	0.01693521	0.92208	0.92208	0.92208	0.92208	0.92208	0.488927	0.587819	0.676927	0.813844	0.6308015	0.2214781
8	0	-16086.7	-16239.3	152.595	0.0156675	0.0124117	0.0172857	0.00773544	0.0104808	0.0114973	0.0148321	0.00910356	0.0166698	0.0103679	0.0132871	0.0178086	0.0118693	0.0164121	0.0142224	0.0106299	0.0107196	0.016123	0.0138741	0.00841414	0.00733722	0.00916648	0.00807059	0.0106286	0.00700265	0.00911035	0.00942358	0.00851478	0.00880333	0.00905158	0.0153948	0.0113241	0.00889275	0.0106149	0.012166	0.0104265	0.00994286	0.0251885	0.0105542	0.0140838	0.00784846	0.018031	0.00966229	0.0128935	0.0136998	0.0103623	0.0179968	0.0076164	0.00956231	0.00816304	0.00704532	0.014012	0.0110998	0.0103653	0.0193737	0.00930347	0.0110081	0.0116031	0.0100194	0.0148647	0.00969487	0.0085022	0.00332734	0.00825847	0.0120221	0.0138609	0.0158304	0.00897238	0.0161148	0.00973496	0.0101917	0.00750286	0.00896728	0.00946206	0.00356723	0.0148486	0.00981514	0.0125347	0.00641368	0.0141675	0.0113514	0.0264351	0.0168138	0.00969477	0.0092993	0.00687071	0.012812	0.0058807	0.0157337	0.00672943	0.00830764	0.0117497	0.0143123	0.0110641	0.00949331	0.00866798	0.0098312	0.00305595	0.01057989	0.03799888	0.277666	0.277666	0.277666	0.277666	0.2776659	0.0308723	0.0767571	0.154241	0.383486	0.1088076	1.095078
9	1	-16456.2	-16478.4	22.195	0.00286778	0.0456718	0.0295269	0.0264326	0.0179973	0.0271505	0.0399769	0.0337941	0.0183263	0.038716	0.0362287	0.0446707	0.0387714	0.0698887	0.0415376	0.038723	0.0343601	0.0472605	0.0252085	0.0290933	0.0261172	0.0261851	0.0313942	0.0244673	0.0210897	0.0306059	0.0356685	0.0636627	0.0307199	0.0324185	0.104924	0.0392434	0.0360253	0.0431191	0.0305964	0.0400974	0.0384402	0.0530338	0.0301163	0.0214104	0.0220281	0.0577273	0.0143644	0.0400077	0.0292131	0.0280854	0.0291226	0.0355351	0.0490033	0.026997	0.013673	0.0430158	0.0227415	0.0251961	0.020425	0.0268091	0.0291877	0.0404635	0.0321686	0.0427761	0.0435738	0.0221946	0.0396907	0.0267943	0.0366669	0.0527059	0.00869442	0.0214458	0.0416486	0.0359624	0.0188507	0.0383875	0.0459999	0.0520794	0.0518178	0.0377475	0.0239059	0.0291419	0.0505599	0.0334575	0.0699165	0.0353104	0.0363915	0.0364928	0.0365343	0.0230505	0.0227547	0.0452324	0.0379221	0.0234041	0.019567	0.043647	0.019275	0.0611575	0.0300434	0.0370518	0.00263204	0.0614641	0.03332162	0.178262	0.982586	0.982586	0.982586	0.982586	0.9825857	0.304246	0.469032	0.653485	1.00742	0.5536292	0.5204136
