Iteration	Posterior	Likelihood	Prior	branch_rate[1]	branch_rate[2]	branch_rate[3]	branch_rate[4]	branch_rate[5]	branch_rate[6]	branch_rate[7]	branch_rate[8]	branch_rate[9]	branch_rate[10]	branch_rate[11]	branch_rate[12]	branch_rate[13]	branch_rate[14]	branch_rate[15]	branch_rate[16]	branch_rate[17]	branch_rate[18]	branch_rate[19]	branch_rate[20]	branch_rate[21]	branch_rate[22]	branch_rate[23]	branch_rate[24]	branch_rate[25]	branch_rate[26]	branch_rate[27]	branch_rate[28]	branch_rate[29]	branch_rate[30]	branch_rate[31]	branch_rate[32]	branch_rate[33]	branch_rate[34]	branch_rate[35]	branch_rate[36]	branch_rate[37]	branch_rate[38]	branch_rate[39]	branch_rate[40]	branch_rate[41]	branch_rate[42]	branch_rate[43]	branch_rate[44]	branch_rate[45]	branch_rate[46]	branch_rate[47]	branch_rate[48]	branch_rate[49]	branch_rate[50]	branch_rate[51]	branch_rate[52]	branch_rate[53]	branch_rate[54]	branch_rate[55]	branch_rate[56]	branch_rate[57]	branch_rate[58]	branch_rate[59]	branch_rate[60]	branch_rate[61]	branch_rate[62]	branch_rate[63]	branch_rate[64]	branch_rate[65]	branch_rate[66]	branch_rate[67]	branch_rate[68]	branch_rate[69]	branch_rate[70]	branch_rate[71]	branch_rate[72]	branch_rate[73]	branch_rate[74]	branch_rate[75]	branch_rate[76]	branch_rate[77]	branch_rate[78]	branch_rate[79]	branch_rate[80]	branch_rate[81]	branch_rate[82]	branch_rate[83]	branch_rate[84]	branch_rate[85]	branch_rate[86]	branch_rate[87]	branch_rate[88]	branch_rate[89]	branch_rate[90]	branch_rate[91]	branch_rate[92]	branch_rate[93]	branch_rate[94]	branch_rate[95]	branch_rate[96]	branch_rate[97]	branch_rate[98]	clock_rate	event_rate	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_mean	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_mean	speciation_sd
0	-44905.5	-44753.2	-152.313	0.450202	0.164249	0.182231	0.232621	0.254548	0.242139	0.29703	0.276953	0.317738	0.516997	0.322118	0.190504	0.214966	0.345705	0.306393	0.196096	0.165639	0.222746	0.275894	0.204134	0.236709	0.231352	0.222986	0.337026	0.208095	0.362389	0.157697	0.344619	0.308398	0.177017	0.28692	0.241178	0.287799	0.186861	0.227762	0.204322	0.219732	0.144512	0.303467	0.195859	0.204528	0.22261	0.317432	0.364221	0.252305	0.337195	0.1941	0.241834	0.246691	0.275794	0.238952	0.210375	0.279241	0.26005	0.31965	0.213201	0.360144	0.528823	0.120348	0.259713	0.165929	0.23122	0.175196	0.23465	0.224034	0.321714	0.262201	0.240249	0.247975	0.226126	0.180281	0.293404	0.247248	0.276109	0.264727	0.266104	0.196081	0.233673	0.476066	0.268935	0.239233	0.147291	0.191102	0.232125	0.30564	0.248118	0.442977	0.246096	0.341399	0.368687	0.402093	0.342986	0.16649	0.221581	0.176498	0.366366	0.194526	0.341106	0.2524833	0.07553945	0.0527463	0.0527463	0.0527463	0.0527463	0.05274635	0.0275948	0.0727617	0.152947	0.403291	0.1054927	1.165746
100	-16391	-16409.9	18.9037	0.0108327	0.0292824	0.0300231	0.0130634	0.02037	0.0248316	0.02205	0.0207667	0.0347161	0.0285692	0.0433277	0.0257795	0.0211048	0.0415372	0.0383159	0.0244421	0.0287428	0.0204463	0.0189208	0.0408193	0.0195941	0.0232909	0.0193613	0.0130361	0.0287818	0.0392932	0.0235158	0.0768855	0.0438211	0.0340531	0.0168875	0.0083475	0.0289647	0.018812	0.0259898	0.0265098	0.0164631	0.017706	0.0251869	0.0180447	0.0359038	0.0169868	0.0211185	0.0145113	0.0305388	0.0104697	0.0274965	0.032784	0.014869	0.186349	0.0222376	0.0262629	0.0388458	0.0298943	0.025631	0.0255789	0.00923844	0.00709651	0.0179626	0.0275854	0.0219184	0.0285039	0.027512	0.0170757	0.027845	0.0214105	0.00980837	0.0117239	0.0317884	0.0635345	0.0523165	0.0236892	0.00712293	0.01477	0.0224478	0.02265	0.0264643	0.0182707	0.0195548	0.0200459	0.0430549	0.00884794	0.0209881	0.029645	0.01718	0.0340062	0.00550384	0.0188302	0.00473132	0.0334417	0.00676498	0.0252673	0.0295089	0.0256993	0.0225876	0.029205	0.0233364	0.00804095	0.02382284	0.1133446	0.767133	0.767133	0.767133	0.767133	0.7671331	0.0555158	0.148443	0.315392	0.843325	0.2163744	1.182547
200	-16082.1	-16184.4	102.376	0.023619	0.0130416	0.0238781	0.013934	0.0158988	0.0214048	0.0163732	0.0167644	0.0312596	0.0306614	0.0237373	0.0186001	0.017257	0.0135516	0.0212783	0.027425	0.016813	0.0187205	0.0272189	0.0296155	0.0107695	0.0182394	0.0159528	0.015582	0.0210248	0.025816	0.0240043	0.0523749	0.0332937	0.0191308	0.0314316	0.0167151	0.0196889	0.0116695	0.0324785	0.0250684	0.0125223	0.0191621	0.0111963	0.0210181	0.0179044	0.0143165	0.0334401	0.0258175	0.0307886	0.0108994	0.0345187	0.0206285	0.017574	0.0265142	0.030182	0.0253685	0.0346285	0.0197768	0.0211186	0.02547	0.00784809	0.00841064	0.0208179	0.0175379	0.0148061	0.0363922	0.0257108	0.00882935	0.0268021	0.0162402	0.0147245	0.0153788	0.0201347	0.0328711	0.0257447	0.0153705	0.00804897	0.015207	0.0354655	0.0176248	0.0271991	0.0213972	0.0162889	0.0294751	0.0248605	0.0102192	0.0155548	0.0183065	0.0165672	0.0190935	0.00502796	0.0239321	0.0286659	0.01551	0.00763976	0.0171689	0.0318126	0.0171751	0.0221034	0.0241557	0.0138017	0.015975	0.01965623	0.1839644	0.895829	0.895829	0.895829	0.895829	0.8958292	0.118916	0.246855	0.432008	0.8968	0.3265632	0.8781762
300	-16036.3	-16169.6	133.332	0.0180606	0.0166565	0.0143682	0.00855573	0.0269767	0.0135549	0.0165167	0.0166504	0.0229198	0.0178684	0.0177927	0.0191245	0.00968528	0.0101098	0.0194333	0.0243637	0.00812677	0.0210323	0.00946481	0.015314	0.0106278	0.0131523	0.0163196	0.0156583	0.0218304	0.0208373	0.00904586	0.0317216	0.0232804	0.0157	0.0108396	0.0181424	0.0158452	0.0196298	0.0153139	0.0134874	0.0142224	0.0129292	0.0123367	0.00881745	0.0195453	0.0103763	0.0173378	0.0175717	0.0178661	0.00901326	0.0190042	0.0201653	0.0146361	0.014746	0.0190321	0.0292233	0.0350388	0.0194685	0.0155466	0.0190989	0.00934147	0.0113565	0.0191406	0.019741	0.0175773	0.0180315	0.028179	0.0107259	0.029214	0.0145929	0.0254802	0.0197793	0.0210515	0.0249354	0.0209085	0.0159326	0.02031	0.017026	0.0248931	0.0155825	0.019259	0.025744	0.0122376	0.0216447	0.0203991	0.0136353	0.00991471	0.0141213	0.0127048	0.00990037	0.00520138	0.00762224	0.0182816	0.0184741	0.00639363	0.0210591	0.0181061	0.0150324	0.0212163	0.0112547	0.0325801	0.0195332	0.01706553	0.2014791	0.472666	0.472666	0.472666	0.472666	0.4726657	0.269855	0.369995	0.471214	0.646076	0.4175485	0.379465
400	-16020.9	-16170.6	149.718	0.0165326	0.0149972	0.0185285	0.00763871	0.0155872	0.0135742	0.0176533	0.0152997	0.0177047	0.0157753	0.0166719	0.0078739	0.0169021	0.014915	0.0131193	0.0148921	0.0107766	0.0166414	0.0160554	0.0153703	0.011013	0.0176267	0.0175871	0.0175058	0.0230015	0.0201481	0.0164686	0.0219036	0.0152477	0.0109816	0.0131675	0.0161403	0.0269019	0.0118955	0.0101198	0.0140784	0.0155962	0.0130323	0.00670672	0.0124306	0.0164055	0.011868	0.0176115	0.019747	0.0246132	0.00951521	0.0168332	0.012271	0.0221757	0.0133749	0.0171673	0.0155123	0.0169342	0.0128806	0.0154882	0.0124823	0.0214922	0.0113834	0.0166737	0.015368	0.0177134	0.0101451	0.0222439	0.014512	0.0153863	0.00909544	0.0208383	0.0236007	0.0179373	0.0290848	0.0102031	0.0157163	0.0220495	0.0186218	0.020448	0.014505	0.0205958	0.0194112	0.0145758	0.0157356	0.0142242	0.0185074	0.0108192	0.00787539	0.0130115	0.0111665	0.00408524	0.0163968	0.0091098	0.0115295	0.00973808	0.0200997	0.0179528	0.0282475	0.0138453	0.013381	0.0116879	0.0279669	0.01486904	0.025494	0.639846	0.639846	0.639846	0.639846	0.639846	0.470307	0.51589	0.553785	0.607459	0.5345019	0.1112268
500	-16002.4	-16151.9	149.476	0.00912304	0.0116022	0.0232911	0.0107173	0.0181217	0.00824875	0.0109683	0.0172732	0.0161005	0.0176429	0.0162898	0.0121956	0.00798524	0.0109277	0.00947859	0.0181793	0.0134074	0.015374	0.0131203	0.0173128	0.0126666	0.0100687	0.0133295	0.0085486	0.0182788	0.0154077	0.00993394	0.0271702	0.0135489	0.025929	0.0137469	0.0140874	0.0167851	0.0142854	0.019617	0.010106	0.0157157	0.0268189	0.0120299	0.018839	0.0184548	0.015168	0.0123898	0.0116104	0.0281009	0.0112316	0.016578	0.0137741	0.0119402	0.0137907	0.0172671	0.00788882	0.00975549	0.0140275	0.0154959	0.0134303	0.0154415	0.0129491	0.0120039	0.0127929	0.0142213	0.0106709	0.01931	0.00627141	0.0175542	0.00802443	0.0246442	0.020663	0.0229604	0.0192405	0.012299	0.0228553	0.0159403	0.0141151	0.01403	0.0250334	0.0191684	0.019851	0.0118963	0.0167253	0.00933173	0.0148615	0.00908585	0.0143863	0.0134259	0.0143993	0.00607491	0.0108136	0.0189306	0.0109341	0.006455	0.0125376	0.0244684	0.0114597	0.00968051	0.0247321	0.0160078	0.0259122	0.01495608	0.08652613	0.590395	0.590395	0.590395	0.590395	0.590395	0.292769	0.387255	0.479813	0.634665	0.4310572	0.3362941
600	-16010.2	-16157.3	147.081	0.00867859	0.0107392	0.0174518	0.0126554	0.0147294	0.0158843	0.0152979	0.0138806	0.0164669	0.0235307	0.0186799	0.0147802	0.0120404	0.0123614	0.0107936	0.0159937	0.00736533	0.0124515	0.0220312	0.0231684	0.011095	0.0103406	0.0123516	0.0137266	0.0239714	0.0197136	0.0149282	0.0320086	0.0189662	0.0164684	0.00805403	0.0155365	0.01597	0.0195869	0.0179615	0.0165903	0.0139487	0.0207938	0.0100804	0.0134445	0.0169687	0.00780704	0.00858375	0.0201793	0.0385765	0.0125311	0.0149756	0.0174149	0.00784767	0.0120553	0.0121931	0.0213242	0.013204	0.0106551	0.0167324	0.0185446	0.0172526	0.0112851	0.023042	0.0150043	0.0170611	0.0120376	0.0108449	0.00959747	0.0142438	0.0151753	0.0201954	0.0208831	0.0120282	0.0165019	0.00850149	0.0230486	0.0111307	0.0099815	0.0135375	0.00997586	0.0112507	0.0188141	0.0106196	0.014272	0.0113608	0.0190247	0.014782	0.0148335	0.00893976	0.0117856	0.00472375	0.0195796	0.0210618	0.023945	0.00724904	0.00991496	0.0242981	0.0134121	0.0111641	0.0122187	0.0182123	0.0158389	0.01420689	0.02231377	0.407412	0.407412	0.407412	0.407412	0.4074117	0.36379	0.393613	0.418107	0.452383	0.4056752	0.09473264
700	-15981.9	-16151.7	169.852	0.00879002	0.00861724	0.0144401	0.00846717	0.0176141	0.0185421	0.0144093	0.0143837	0.0190596	0.0175292	0.0160989	0.0130063	0.0111111	0.0145531	0.0141722	0.0213318	0.0149849	0.0134404	0.0128239	0.0132314	0.00920279	0.0142055	0.012798	0.00792223	0.0148116	0.0140721	0.01317	0.0205921	0.013393	0.0134011	0.0130677	0.00883602	0.0176095	0.0141368	0.026484	0.012835	0.0119101	0.0129185	0.0121455	0.0132294	0.0179883	0.0128411	0.0116003	0.011386	0.0172225	0.00703679	0.0163134	0.0126498	0.011108	0.015094	0.0158415	0.0125651	0.017261	0.00767293	0.0129055	0.0143881	0.0119462	0.0112834	0.0149822	0.0137732	0.016672	0.0127469	0.0151115	0.0101171	0.0130334	0.0161003	0.0147019	0.0163417	0.0183474	0.0114749	0.00837385	0.0214705	0.0128539	0.0148989	0.0143931	0.0125935	0.0183948	0.0161132	0.0093643	0.0185198	0.0152808	0.0127317	0.00797482	0.0167757	0.0147377	0.0116204	0.00434957	0.0143481	0.0141874	0.0171143	0.0074586	0.0153018	0.00974121	0.0152367	0.023657	0.0101469	0.0183974	0.0182852	0.01482675	0.1077615	0.397007	0.397007	0.397007	0.397007	0.3970074	0.257458	0.326895	0.392525	0.49839	0.35821	0.2870985
800	-16011.5	-16163.2	151.683	0.0119627	0.0129875	0.00957577	0.00715866	0.0138755	0.0155902	0.0144631	0.0213258	0.0170933	0.0198357	0.0212249	0.00818074	0.0108492	0.0102613	0.0091074	0.00913916	0.0170102	0.0145159	0.0131216	0.0274259	0.0210986	0.00919198	0.0118778	0.00974322	0.0126902	0.0242508	0.0105276	0.0213873	0.011051	0.00811753	0.0103702	0.0110811	0.0157041	0.011809	0.0191438	0.0126811	0.0182698	0.0108028	0.0131538	0.0130602	0.0208469	0.0116336	0.0132243	0.0146743	0.0223964	0.00681778	0.0119326	0.0251453	0.0181739	0.0103814	0.0131836	0.0139121	0.0122148	0.0093075	0.0164825	0.00941691	0.0173204	0.00818569	0.0116033	0.00909876	0.0118613	0.0102831	0.0112304	0.00694643	0.017731	0.0145519	0.0219168	0.0166568	0.0130687	0.015164	0.00715771	0.0176726	0.0108838	0.0127637	0.0188496	0.0132582	0.0201261	0.0145924	0.0173239	0.0192657	0.0128111	0.0125778	0.0108185	0.00923334	0.00923011	0.0177178	0.00680553	0.00852739	0.00921481	0.0154635	0.00613095	0.00914933	0.0218029	0.00896357	0.00956786	0.0183085	0.0103157	0.0221421	0.01304303	0.1724072	0.381514	0.381514	0.381514	0.381514	0.3815139	0.225964	0.316552	0.409849	0.574155	0.3601922	0.4053221
900	-15990.8	-16152.9	162.158	0.0125203	0.0128611	0.0143178	0.00772345	0.0106602	0.0118355	0.0124793	0.0112521	0.01529	0.0173619	0.0166324	0.00953924	0.0108926	0.0120551	0.0155782	0.0157939	0.0106197	0.0147371	0.00996237	0.0152165	0.0104823	0.0164472	0.0143975	0.00687501	0.0225634	0.0180985	0.0103379	0.0217554	0.0154797	0.014198	0.0228244	0.0157913	0.0298603	0.0145108	0.0226828	0.0139749	0.0111537	0.0132255	0.00912629	0.0213812	0.0186783	0.0104927	0.0105719	0.0162455	0.0232297	0.0100278	0.0144549	0.012453	0.0094116	0.0101933	0.0156561	0.00956031	0.0120138	0.0167169	0.013613	0.00939138	0.0149281	0.0082426	0.0105206	0.0142527	0.0113709	0.0134595	0.0164324	0.00705644	0.0170907	0.0164106	0.0187658	0.0185211	0.0102453	0.016053	0.0118215	0.0117674	0.0127413	0.0136175	0.00952321	0.0236984	0.0185201	0.0175924	0.013519	0.00931254	0.0213062	0.0122592	0.00810115	0.0085997	0.0106786	0.0137653	0.00558953	0.0140185	0.0118652	0.0175904	0.00914528	0.0117118	0.0157991	0.0196005	0.0119203	0.00913773	0.0174548	0.0148223	0.01389295	0.1120987	0.988699	0.988699	0.988699	0.988699	0.9886991	0.360664	0.527446	0.705771	1.03214	0.6101281	0.4570106
