Iteration	Replicate_ID	Posterior	Likelihood	Prior	branch_rate[1]	branch_rate[2]	branch_rate[3]	branch_rate[4]	branch_rate[5]	branch_rate[6]	branch_rate[7]	branch_rate[8]	branch_rate[9]	branch_rate[10]	branch_rate[11]	branch_rate[12]	branch_rate[13]	branch_rate[14]	branch_rate[15]	branch_rate[16]	branch_rate[17]	branch_rate[18]	branch_rate[19]	branch_rate[20]	branch_rate[21]	branch_rate[22]	branch_rate[23]	branch_rate[24]	branch_rate[25]	branch_rate[26]	branch_rate[27]	branch_rate[28]	branch_rate[29]	branch_rate[30]	branch_rate[31]	branch_rate[32]	branch_rate[33]	branch_rate[34]	branch_rate[35]	branch_rate[36]	branch_rate[37]	branch_rate[38]	branch_rate[39]	branch_rate[40]	branch_rate[41]	branch_rate[42]	branch_rate[43]	branch_rate[44]	branch_rate[45]	branch_rate[46]	branch_rate[47]	branch_rate[48]	branch_rate[49]	branch_rate[50]	branch_rate[51]	branch_rate[52]	branch_rate[53]	branch_rate[54]	branch_rate[55]	branch_rate[56]	branch_rate[57]	branch_rate[58]	branch_rate[59]	branch_rate[60]	branch_rate[61]	branch_rate[62]	branch_rate[63]	branch_rate[64]	branch_rate[65]	branch_rate[66]	branch_rate[67]	branch_rate[68]	branch_rate[69]	branch_rate[70]	branch_rate[71]	branch_rate[72]	branch_rate[73]	branch_rate[74]	branch_rate[75]	branch_rate[76]	branch_rate[77]	branch_rate[78]	branch_rate[79]	branch_rate[80]	branch_rate[81]	branch_rate[82]	branch_rate[83]	branch_rate[84]	branch_rate[85]	branch_rate[86]	branch_rate[87]	branch_rate[88]	branch_rate[89]	branch_rate[90]	branch_rate[91]	branch_rate[92]	branch_rate[93]	branch_rate[94]	branch_rate[95]	branch_rate[96]	branch_rate[97]	branch_rate[98]	clock_rate	event_rate	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_mean	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_mean	speciation_sd
0	0	-56731.5	-56520.7	-210.775	0.557185	0.563328	0.422577	0.557199	0.53251	0.36278	0.314565	0.289486	0.461057	0.225761	0.890078	0.54718	0.369489	0.38947	0.266682	0.293831	0.360409	0.487947	0.433024	0.563978	0.190239	0.70735	0.490833	0.35242	0.374527	0.507416	0.378259	0.372812	0.362538	0.311824	0.280572	0.461381	0.426093	0.419171	0.518888	0.547783	0.634094	0.605782	0.335434	0.376609	0.38987	0.396993	0.562401	0.463236	0.224076	0.268874	0.637221	0.307736	0.298817	0.334728	0.54659	0.41911	0.295844	0.419746	0.232924	0.471953	0.367405	0.30869	0.335861	0.479578	0.194753	0.320259	0.486058	0.390225	0.492987	0.487662	0.290046	0.505028	0.440997	0.366787	0.480804	0.430668	0.311446	0.435822	0.697422	0.251906	0.443204	0.342266	0.402341	0.472156	0.569855	0.45124	0.494183	0.386583	0.37845	0.51701	0.452721	0.397801	0.366883	0.656612	0.587794	0.422972	0.357492	0.473966	0.569571	0.677269	0.613732	0.375866	0.4350273	0.005517819	0.0445517	0.0445517	0.0445517	0.0445517	0.04455166	0.0186398	0.0577683	0.137435	0.425938	0.08910332	1.36002
1	1	-55890.7	-55697.3	-193.382	0.539478	0.482339	0.415766	0.420684	0.469144	0.496323	0.396985	0.28151	0.26251	0.370238	0.330826	0.23721	0.373908	0.302108	0.237847	0.415024	0.473455	0.32896	0.374788	0.243785	0.313692	0.326837	0.363078	0.277857	0.244511	0.393675	0.382162	0.364742	0.669651	0.36644	0.298009	0.336461	0.455261	0.360507	0.301977	0.201871	0.523182	0.34051	0.385796	0.319869	0.410771	0.25656	0.304684	0.339204	0.480044	0.371591	0.408541	0.642062	0.487568	0.379916	0.38281	0.265929	0.398409	0.397426	0.235821	0.374537	0.245705	0.381416	0.218522	0.360542	0.335696	0.504244	0.382469	0.372234	0.264743	0.160399	0.537065	0.320492	0.288036	0.250465	0.307779	0.726473	0.269146	0.526849	0.373448	0.406868	0.517746	0.308453	0.500156	0.304172	0.341577	0.246088	0.322861	0.348596	0.345852	0.664069	0.344268	0.405976	0.321792	0.55298	0.555926	0.428203	0.541763	0.258498	0.385043	0.739549	0.308776	0.501094	0.3825036	0.06201803	0.0445517	0.0445517	0.0445517	0.0445517	0.04455166	0.0761206	0.0853002	0.0930761	0.1043	0.08910332	0.1368955
2	0	-15854.5	-15891.3	36.7905	0.0145271	0.0125212	0.0124838	0.0150074	0.0122884	0.0192523	0.00957864	0.0145044	0.0148631	0.0107749	0.015766	0.0254855	0.0179147	0.033024	0.0191191	0.0163436	0.0110432	0.0140819	0.0191451	0.0186538	0.0259063	0.0160829	0.0178426	0.022809	0.0277688	0.0135972	0.00690307	0.0343521	0.0140443	0.0336823	0.0117748	0.0194595	0.0185509	0.0370324	0.0413448	0.0125497	0.0108227	0.0104358	0.020007	0.0185516	0.00975345	0.0256374	0.0213697	0.0138236	0.0187039	0.0155499	0.0165537	0.024932	0.0176834	0.011807	0.00650048	0.0115845	0.0111779	0.0177083	0.0141564	0.00613005	0.0123823	0.00890808	0.0138628	0.0172052	0.0137028	0.0075897	0.0161177	0.00798617	0.0565313	0.00801524	0.0152559	0.0137102	0.0298537	0.0136171	0.00220887	0.00253488	0.0153508	0.018432	0.0266795	0.0127751	0.00413993	0.0177605	0.0160892	0.0290999	0.0162706	0.0115077	0.0196923	0.0234512	0.0156406	0.0124995	0.0425672	0.0124418	0.0229782	0.0128103	0.0260336	0.0107839	0.00281459	0.0305093	0.0193805	0.0151175	0.0446611	0.0288127	0.01636992	0.02753793	0.401423	0.401423	0.401423	0.401423	0.4014226	0.0381964	0.0915179	0.178763	0.428312	0.1279061	1.050599
3	1	-16006.9	-16020.2	13.235	0.00581277	0.0158795	0.0150111	0.0126798	0.0105951	0.00943271	0.0144496	0.0118657	0.017699	0.00920566	0.0313768	0.0152641	0.0151897	0.0165263	0.0154063	0.00934381	0.0155766	0.0145268	0.0122617	0.0113887	0.0159327	0.011583	0.0152604	0.0148729	0.0217507	0.0169069	0.682521	0.0146767	0.00916141	0.0102481	0.0125166	0.0158647	0.0221799	0.0098689	0.0140318	0.0118048	0.0123581	0.0167409	0.0192629	0.00927343	0.0151173	0.00837312	0.0200995	0.0123616	0.0202546	0.0102684	0.0354318	0.00639102	0.018941	0.0100256	0.004758	0.00622667	0.00957165	0.0150437	0.00602984	0.0055126	0.00236138	0.0113028	0.0142277	0.0223756	0.0121468	0.0118638	0.0256042	0.00546915	0.00618	0.0101551	0.00874806	0.00799264	0.0163527	0.015339	0.0119018	0.00551659	0.00862011	0.013494	0.015791	0.0165563	0.0197138	0.00531909	0.0151778	0.0133341	0.0235575	0.00998	0.00972859	0.0180172	0.0112791	0.0231489	0.0153966	0.0164346	0.0150993	0.0130744	0.023403	0.00515683	0.0221077	0.0056427	0.0167558	0.0135941	0.0107985	0.0085396	0.01318714	0.002786867	0.595776	0.595776	0.595776	0.595776	0.5957756	0.368609	0.43941	0.502731	0.599295	0.4700055	0.2112479
4	0	-15794.3	-15869.1	74.8167	0.0100074	0.0159664	0.0144129	0.0241532	0.00901594	0.0140135	0.0108938	0.0268695	0.018329	0.0104708	0.0148259	0.0229323	0.00981559	0.0165836	0.0184531	0.0131042	0.0166826	0.0176411	0.0114946	0.0150792	0.0229781	0.0105307	0.0104137	0.0140085	0.0264958	0.015509	0.0125814	0.0287369	0.00887538	0.0175304	0.0154857	0.00687339	0.0186957	0.0224053	0.0240469	0.0108565	0.00707311	0.0123328	0.0182285	0.0136285	0.00833241	0.0155141	0.0191768	0.00941059	0.015257	0.0196767	0.00903532	0.0175695	0.0152281	0.00642126	0.00481069	0.00573049	0.00967703	0.0100818	0.0111857	0.0072655	0.0118503	0.0101847	0.00943649	0.00849837	0.0111539	0.00636614	0.00943503	0.00756069	0.029992	0.00678319	0.0102911	0.0193474	0.0233383	0.0194389	0.00216627	0.00245625	0.0248806	0.012577	0.0155614	0.0155534	0.0106634	0.0193763	0.00780579	0.0151731	0.0142843	0.0134656	0.0115669	0.0193634	0.00965099	0.0169892	0.0301649	0.0156337	0.0220767	0.0184175	0.0104605	0.00950017	0.00479366	0.0382246	0.00627431	0.0245671	0.0316887	0.0129873	0.01327573	0.02250507	0.729442	0.729442	0.729442	0.729442	0.7294417	0.054089	0.137562	0.281266	0.715328	0.1967013	1.122315
5	1	-15830	-15952.5	122.556	0.00869222	0.00783705	0.0102882	0.0102412	0.0185196	0.0135742	0.00855716	0.00971471	0.00987651	0.0105336	0.0168394	0.0115547	0.0135271	0.0155811	0.0142207	0.00601833	0.00806334	0.0158014	0.0121409	0.0112749	0.0163939	0.00876971	0.0123811	0.0148047	0.0201399	0.00952614	0.0824135	0.0112994	0.011789	0.00814739	0.0124279	0.00956983	0.00866621	0.00638905	0.0103251	0.00890458	0.00959973	0.012309	0.0115748	0.0162288	0.00786382	0.0178647	0.0149876	0.0110596	0.0143064	0.00847554	0.0071781	0.0062856	0.0132239	0.00899204	0.0033932	0.0075671	0.0111974	0.00853201	0.0142334	0.00490102	0.00404892	0.011345	0.0177641	0.010417	0.00843978	0.0144401	0.0221205	0.00433479	0.00817704	0.0104138	0.00803707	0.00824876	0.0122457	0.0106815	0.0141671	0.00340873	0.0143855	0.0194795	0.0186873	0.0209973	0.0169308	0.00637	0.0128808	0.0129922	0.0112919	0.0111132	0.00745445	0.0130783	0.00720971	0.0134344	0.0102039	0.0112335	0.0190282	0.00896644	0.0145267	0.00902291	0.0145601	0.0073091	0.0129452	0.0100053	0.0131358	0.0135021	0.01134484	0.1484479	0.505085	0.505085	0.505085	0.505085	0.5050853	0.171662	0.267757	0.376421	0.587139	0.3174737	0.5345044
6	0	-15560.6	-15677.3	116.719	0.0118071	0.00964746	0.0131803	0.0100818	0.00814343	0.0131361	0.011678	0.0121086	0.0131178	0.0136958	0.0149992	0.0153515	0.013958	0.0165399	0.0168521	0.0138049	0.0175885	0.0120135	0.0102648	0.0123494	0.0149439	0.0161517	0.0141052	0.013231	0.0141393	0.0119071	0.0125271	0.0165457	0.0170044	0.0120277	0.00939901	0.0129005	0.0146814	0.0113593	0.016618	0.0123168	0.00848502	0.0112196	0.0212693	0.0173154	0.0134747	0.0192821	0.0209882	0.011556	0.00900619	0.0103078	0.00834785	0.0113074	0.0144671	0.00533432	0.00675871	0.0143272	0.0116891	0.0168517	0.0104231	0.015896	0.00947861	0.0109063	0.01429	0.0111276	0.0147648	0.0130873	0.0126481	0.00749607	0.00569696	0.00605699	0.0126919	0.0065182	0.0187307	0.0192244	0.00139888	0.00249984	0.0187568	0.0131325	0.01121	0.00899076	0.0116659	0.0193844	0.00648169	0.0158486	0.0118695	0.0104758	0.0191519	0.0150329	0.00930392	0.0133612	0.0195781	0.0111114	0.0135752	0.0190252	0.0134235	0.013259	0.00692426	0.0424673	0.00932107	0.0170836	0.0273216	0.0105219	0.01280335	0.07981097	0.190062	0.190062	0.190062	0.190062	0.1900621	0.0084648	0.0297432	0.0779064	0.273744	0.04813716	1.510966
7	1	-15538.3	-15690.7	152.318	0.00945087	0.00901131	0.00771637	0.0112398	0.0120628	0.0105073	0.015432	0.01345	0.0122344	0.0105759	0.0192036	0.00770533	0.00997074	0.0146122	0.0123206	0.00954857	0.00793718	0.0149049	0.00760542	0.012213	0.0179539	0.00786856	0.0142813	0.0126268	0.0168945	0.0091808	0.0151764	0.0128613	0.0104941	0.0128144	0.0133335	0.0146775	0.00974369	0.00904523	0.00995979	0.0127802	0.00668558	0.0110573	0.0122295	0.0126317	0.0120811	0.0159957	0.0124844	0.00808556	0.00944051	0.011775	0.00552136	0.00811474	0.0122833	0.00680648	0.00402789	0.0093357	0.00456347	0.0100168	0.0103531	0.0100362	0.0140373	0.0172559	0.00609154	0.0107092	0.0102097	0.0122098	0.0129096	0.00586063	0.00632641	0.00686865	0.00689067	0.00615393	0.0115239	0.01689	0.0118711	0.00493162	0.00920046	0.00704457	0.014138	0.0188908	0.0231971	0.00505636	0.011623	0.0120072	0.0138294	0.0137663	0.0115524	0.0115374	0.0100332	0.01574	0.00923023	0.0122551	0.0147519	0.0127261	0.0194858	0.00394327	0.0216518	0.005889	0.00786912	0.0121247	0.0149276	0.0103826	0.01067027	0.1824941	0.37478	0.37478	0.37478	0.37478	0.3747796	0.0291737	0.0773984	0.163461	0.433664	0.1124792	1.173122
8	0	-15555.8	-15681.8	126.004	0.0157914	0.019219	0.0168555	0.0108378	0.00845157	0.0139641	0.0107679	0.0116218	0.0139838	0.00919217	0.0121012	0.0206879	0.0117115	0.0151494	0.0123919	0.0110641	0.0094306	0.0141238	0.0117526	0.00868109	0.0121803	0.0145146	0.0119304	0.0127137	0.0175892	0.0085133	0.0154907	0.0150679	0.0112465	0.013332	0.0164212	0.0123707	0.0198577	0.00890343	0.0107807	0.00968522	0.00871039	0.0103009	0.0118502	0.0134057	0.0131326	0.0187131	0.0144787	0.0100258	0.00599653	0.0150853	0.00846869	0.0146708	0.0161661	0.00791527	0.00931063	0.0120356	0.0132866	0.00869941	0.0077426	0.0232465	0.0104815	0.01456	0.0134499	0.0143123	0.0152501	0.0122055	0.00788087	0.0104746	0.00684756	0.00518033	0.0120624	0.00783788	0.0194584	0.014089	0.0017361	0.00245945	0.0156867	0.00917334	0.0136236	0.0107349	0.0136678	0.0148116	0.00692057	0.011357	0.0137717	0.0110066	0.0124301	0.00939817	0.0124884	0.0149766	0.0208517	0.0121934	0.0161749	0.0121954	0.0150029	0.012837	0.00507662	0.0443829	0.00739354	0.0128129	0.0256216	0.00855314	0.01247356	0.07944642	0.395551	0.395551	0.395551	0.395551	0.3955508	0.000706987	0.00716828	0.0422905	0.428792	0.0174112	2.785117
9	1	-15520.6	-15685.3	164.723	0.0082801	0.0108718	0.00836813	0.0102779	0.00725655	0.0148096	0.00685214	0.011393	0.0101861	0.00851868	0.0177679	0.013932	0.00861046	0.0161633	0.010328	0.00891861	0.0108234	0.0164639	0.011187	0.0144062	0.0139904	0.00974403	0.0059856	0.0136406	0.0134129	0.0102513	0.0133421	0.0150587	0.00897987	0.0136946	0.0125506	0.00979664	0.0088019	0.0106355	0.0111666	0.0101545	0.00672438	0.0110151	0.00856729	0.00889827	0.00975279	0.0105103	0.0122517	0.00834606	0.00691017	0.00814074	0.00569625	0.00790272	0.0168555	0.0101905	0.00489398	0.00805438	0.00500081	0.010585	0.00941176	0.00745652	0.00790626	0.0123281	0.00861601	0.0108265	0.0117777	0.0181493	0.0139893	0.00847521	0.00767967	0.0107447	0.00646603	0.00698211	0.0131091	0.00873836	0.0123562	0.00494529	0.0149181	0.00966843	0.0147699	0.0192525	0.0192171	0.004553	0.0126033	0.00908224	0.0144374	0.01119	0.00964245	0.010775	0.00688283	0.0174135	0.0138608	0.0122358	0.0185124	0.00676621	0.0175369	0.00818389	0.0124222	0.00575078	0.00992139	0.0168343	0.0158479	0.0127844	0.01096016	0.02812404	0.107111	0.107111	0.107111	0.107111	0.1071107	0.0468824	0.0877487	0.141851	0.265499	0.1115671	0.7536707
