Iteration	avg_lambda[1]	avg_lambda[2]	avg_lambda[3]	avg_lambda[4]	avg_lambda[5]	avg_lambda[6]	avg_lambda[7]	avg_lambda[8]	avg_lambda[9]	avg_lambda[10]	avg_lambda[11]	avg_lambda[12]	avg_lambda[13]	avg_lambda[14]	avg_lambda[15]	avg_lambda[16]	avg_lambda[17]	avg_lambda[18]	avg_lambda[19]	avg_lambda[20]	avg_lambda[21]	avg_lambda[22]	avg_lambda[23]	avg_lambda[24]	avg_lambda[25]	avg_lambda[26]	avg_lambda[27]	avg_lambda[28]	avg_lambda[29]	avg_lambda[30]	avg_lambda[31]	avg_lambda[32]	avg_lambda[33]	avg_lambda[34]	avg_lambda[35]	avg_lambda[36]	avg_lambda[37]	avg_lambda[38]	avg_lambda[39]	avg_lambda[40]	avg_lambda[41]	avg_lambda[42]	avg_lambda[43]	avg_lambda[44]	avg_lambda[45]	avg_lambda[46]	avg_lambda[47]	avg_lambda[48]	avg_lambda[49]	avg_lambda[50]	avg_lambda[51]	avg_lambda[52]	avg_lambda[53]	avg_lambda[54]	avg_lambda[55]	avg_lambda[56]	avg_lambda[57]	avg_lambda[58]	avg_lambda[59]	avg_lambda[60]	avg_lambda[61]	avg_lambda[62]	avg_lambda[63]	avg_lambda[64]	avg_lambda[65]	avg_lambda[66]	avg_lambda[67]	avg_lambda[68]	avg_lambda[69]	avg_lambda[70]	avg_lambda[71]	avg_lambda[72]	avg_lambda[73]	avg_lambda[74]	avg_lambda[75]	avg_lambda[76]	avg_lambda[77]	avg_lambda[78]	avg_lambda[79]	avg_lambda[80]	avg_lambda[81]	avg_lambda[82]	avg_lambda[83]	avg_lambda[84]	avg_lambda[85]	avg_lambda[86]	avg_lambda[87]	avg_lambda[88]	avg_lambda[89]	avg_lambda[90]	avg_lambda[91]	avg_lambda[92]	avg_lambda[93]	avg_lambda[94]	avg_lambda[95]	avg_lambda[96]	avg_lambda[97]	avg_lambda[98]	avg_lambda[99]	avg_mu[1]	avg_mu[2]	avg_mu[3]	avg_mu[4]	avg_mu[5]	avg_mu[6]	avg_mu[7]	avg_mu[8]	avg_mu[9]	avg_mu[10]	avg_mu[11]	avg_mu[12]	avg_mu[13]	avg_mu[14]	avg_mu[15]	avg_mu[16]	avg_mu[17]	avg_mu[18]	avg_mu[19]	avg_mu[20]	avg_mu[21]	avg_mu[22]	avg_mu[23]	avg_mu[24]	avg_mu[25]	avg_mu[26]	avg_mu[27]	avg_mu[28]	avg_mu[29]	avg_mu[30]	avg_mu[31]	avg_mu[32]	avg_mu[33]	avg_mu[34]	avg_mu[35]	avg_mu[36]	avg_mu[37]	avg_mu[38]	avg_mu[39]	avg_mu[40]	avg_mu[41]	avg_mu[42]	avg_mu[43]	avg_mu[44]	avg_mu[45]	avg_mu[46]	avg_mu[47]	avg_mu[48]	avg_mu[49]	avg_mu[50]	avg_mu[51]	avg_mu[52]	avg_mu[53]	avg_mu[54]	avg_mu[55]	avg_mu[56]	avg_mu[57]	avg_mu[58]	avg_mu[59]	avg_mu[60]	avg_mu[61]	avg_mu[62]	avg_mu[63]	avg_mu[64]	avg_mu[65]	avg_mu[66]	avg_mu[67]	avg_mu[68]	avg_mu[69]	avg_mu[70]	avg_mu[71]	avg_mu[72]	avg_mu[73]	avg_mu[74]	avg_mu[75]	avg_mu[76]	avg_mu[77]	avg_mu[78]	avg_mu[79]	avg_mu[80]	avg_mu[81]	avg_mu[82]	avg_mu[83]	avg_mu[84]	avg_mu[85]	avg_mu[86]	avg_mu[87]	avg_mu[88]	avg_mu[89]	avg_mu[90]	avg_mu[91]	avg_mu[92]	avg_mu[93]	avg_mu[94]	avg_mu[95]	avg_mu[96]	avg_mu[97]	avg_mu[98]	avg_mu[99]	num_shifts[1]	num_shifts[2]	num_shifts[3]	num_shifts[4]	num_shifts[5]	num_shifts[6]	num_shifts[7]	num_shifts[8]	num_shifts[9]	num_shifts[10]	num_shifts[11]	num_shifts[12]	num_shifts[13]	num_shifts[14]	num_shifts[15]	num_shifts[16]	num_shifts[17]	num_shifts[18]	num_shifts[19]	num_shifts[20]	num_shifts[21]	num_shifts[22]	num_shifts[23]	num_shifts[24]	num_shifts[25]	num_shifts[26]	num_shifts[27]	num_shifts[28]	num_shifts[29]	num_shifts[30]	num_shifts[31]	num_shifts[32]	num_shifts[33]	num_shifts[34]	num_shifts[35]	num_shifts[36]	num_shifts[37]	num_shifts[38]	num_shifts[39]	num_shifts[40]	num_shifts[41]	num_shifts[42]	num_shifts[43]	num_shifts[44]	num_shifts[45]	num_shifts[46]	num_shifts[47]	num_shifts[48]	num_shifts[49]	num_shifts[50]	num_shifts[51]	num_shifts[52]	num_shifts[53]	num_shifts[54]	num_shifts[55]	num_shifts[56]	num_shifts[57]	num_shifts[58]	num_shifts[59]	num_shifts[60]	num_shifts[61]	num_shifts[62]	num_shifts[63]	num_shifts[64]	num_shifts[65]	num_shifts[66]	num_shifts[67]	num_shifts[68]	num_shifts[69]	num_shifts[70]	num_shifts[71]	num_shifts[72]	num_shifts[73]	num_shifts[74]	num_shifts[75]	num_shifts[76]	num_shifts[77]	num_shifts[78]	num_shifts[79]	num_shifts[80]	num_shifts[81]	num_shifts[82]	num_shifts[83]	num_shifts[84]	num_shifts[85]	num_shifts[86]	num_shifts[87]	num_shifts[88]	num_shifts[89]	num_shifts[90]	num_shifts[91]	num_shifts[92]	num_shifts[93]	num_shifts[94]	num_shifts[95]	num_shifts[96]	num_shifts[97]	num_shifts[98]	num_shifts[99]
0	0.0995806	0.084117	0.1325	0.1325	0.12015	0.0901962	0.116049	0.0901962	0.0974344	0.0901962	0.0901962	0.0901962	0.1325	0.1325	0.0725471	0.0725471	0.1325	0.0851854	0.106573	0.0901962	0.0901962	0.0928821	0.0906449	0.125857	0.108519	0.1325	0.102283	0.1325	0.1325	0.0725471	0.0725471	0.0725471	0.0725471	0.123542	0.0863418	0.0814064	0.0901962	0.0901962	0.0805409	0.0725471	0.0725471	0.1325	0.106573	0.106573	0.106573	0.106573	0.118399	0.0901962	0.104655	0.130398	0.106573	0.100738	0.106573	0.106573	0.106573	0.11119	0.0941302	0.1325	0.1325	0.120461	0.106573	0.107496	0.106573	0.0911127	0.0725471	0.0725471	0.0725471	0.119653	0.1325	0.1325	0.0796004	0.0934946	0.0981085	0.106573	0.1325	0.0975273	0.106573	0.0996254	0.117128	0.0980834	0.104297	0.1325	0.1325	0.127665	0.0901962	0.0901962	0.0901962	0.0901962	0.0901962	0.102175	0.111864	0.1325	0.1325	0.1325	0.1325	0.1325	0.126739	0.0940682	0	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0	2	1	0	0	3	0	1	0	4	0	0	0	0	0	0	0	0	2	0	0	0	3	4	5	1	0	1	0	0	0	0	0	0	1	1	3	0	0	1	0	0	0	0	0	0	0	1	0	2	2	0	1	0	0	0	1	1	0	0	4	0	7	0	4	0	0	0	1	0	0	1	1	2	1	0	2	0	1	1	1	1	0	0	1	0	0	0	0	0	3	1	0	0	0	0	0	2	8	0
100	0.122655	0.103063	0.113861	0.122655	0.122655	0.0666368	0.0666368	0.0666368	0.0795683	0.0666368	0.0666368	0.0666368	0.115719	0.0983779	0.0830811	0.0830811	0.0830811	0.0830811	0.122655	0.122655	0.122655	0.0830811	0.0830811	0.0843799	0.0983779	0.0983779	0.0983779	0.0666368	0.0666368	0.0666368	0.0666368	0.0666368	0.122655	0.0871979	0.122655	0.0778572	0.0983779	0.0926068	0.0983779	0.0983779	0.0983779	0.0983779	0.0983779	0.107206	0.0830811	0.0830811	0.0666368	0.0772171	0.0830811	0.0752293	0.0830811	0.0870678	0.0983779	0.0967389	0.0983779	0.0983779	0.0983779	0.0983779	0.0983779	0.0983779	0.0909491	0.0820367	0.0666368	0.0935166	0.0974716	0.122655	0.0946459	0.0867761	0.0748895	0.0983779	0.0947786	0.0935706	0.0863358	0.0830811	0.0830811	0.0873211	0.0830811	0.0830811	0.0830811	0.0830811	0.0830811	0.0934953	0.122655	0.0747988	0.0666368	0.0666368	0.0666368	0.0666368	0.0666368	0.0666368	0.0748346	0.122655	0.122655	0.122655	0.122655	0.122655	0.122655	0.0838371	0	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	2	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	1	2	0	2	1	0	1	2	1	0	1	1	2	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0
200	0.130669	0.130669	0.130669	0.130669	0.130669	0.0313525	0.0313525	0.0313525	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.0692705	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.0779969	0.0779969	0.0743493	0.130669	0.130669	0.0967652	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.0313525	0.0482903	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
300	0.070469	0.161997	0.093419	0.161997	0.161997	0.0937944	0.0937944	0.0756418	0.161997	0.161997	0.161997	0.161997	0.161997	0.161997	0.161997	0.161997	0.161997	0.100416	0.118887	0.118887	0.118887	0.161997	0.121216	0.116294	0.0937944	0.0937944	0.15926	0.161997	0.161997	0.161997	0.161997	0.161997	0.161997	0.161997	0.161997	0.103538	0.0937944	0.139263	0.0785944	0.161997	0.118887	0.161997	0.161997	0.161997	0.161997	0.161997	0.0937944	0.0937944	0.107926	0.0937944	0.0937944	0.0937944	0.10895	0.161997	0.161997	0.161997	0.161997	0.161997	0.161997	0.147696	0.0937944	0.0937944	0.0937944	0.0840917	0.161997	0.161997	0.161997	0.161997	0.161997	0.161997	0.161997	0.161997	0.114029	0.161997	0.161997	0.118887	0.118887	0.146321	0.158681	0.161997	0.161997	0.161997	0.161997	0.161997	0.161997	0.161997	0.161997	0.161997	0.0937944	0.129258	0.161997	0.161997	0.161997	0.161997	0.161997	0.161997	0.161997	0.11976	0	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0
400	0.0975053	0.108821	0.108821	0.0433381	0.0580717	0.183271	0.183271	0.123906	0.0707918	0.0433381	0.183271	0.183271	0.108821	0.108821	0.108821	0.0729881	0.0988211	0.107797	0.108821	0.108821	0.108821	0.182504	0.0914761	0.107585	0.183271	0.183271	0.108821	0.108821	0.108821	0.183271	0.183271	0.183271	0.183271	0.0734452	0.10515	0.0641966	0.0861026	0.0729881	0.108821	0.0729881	0.0729881	0.0934898	0.0729881	0.0729881	0.121229	0.183271	0.129502	0.183271	0.159125	0.0878913	0.183271	0.114928	0.127254	0.183271	0.136401	0.169485	0.101654	0.119161	0.108821	0.096684	0.0729881	0.0851134	0.0729881	0.0628663	0.108821	0.183271	0.183271	0.156682	0.108821	0.108821	0.108821	0.108821	0.0800026	0.108821	0.108821	0.108821	0.108821	0.108821	0.08677	0.108821	0.108821	0.105992	0.103901	0.0919825	0.0861498	0.0918439	0.0570176	0.108821	0.183271	0.156387	0.108821	0.0494771	0.108821	0.131926	0.108821	0.108821	0.108821	0.0633753	0	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0.000110995	0	2	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	3	1	0	0	0	1	4	1	0	0	0	0	0	0	0	0	0	2	2	2	2	0	0	0	0	2	0	0	1	0	1	0	1	2	0	3	1	0	1	2	1	2	0	1	0	4	0	3	0	0	0	1	0	0	0	0	6	0	0	0	0	0	2	0	0	1	2	1	4	1	3	0	0	1	0	1	0	2	0	0	0	5	0
500	0.125182	0.126219	0.130955	0.127071	0.132606	0.127948	0.127948	0.127948	0.131865	0.130094	0.130109	0.130109	0.131545	0.127948	0.127948	0.127948	0.126276	0.126288	0.130476	0.132984	0.132984	0.129415	0.132984	0.129605	0.125182	0.130109	0.126746	0.130109	0.130109	0.125182	0.125182	0.125182	0.125182	0.130093	0.131997	0.129355	0.126601	0.131938	0.130196	0.127948	0.127948	0.130109	0.130109	0.130109	0.125182	0.129903	0.125489	0.13125	0.127462	0.130419	0.126414	0.125182	0.12685	0.127118	0.130109	0.128973	0.129158	0.129449	0.130109	0.129168	0.125594	0.129933	0.125182	0.129229	0.132984	0.125182	0.125182	0.125182	0.128237	0.125182	0.126454	0.13288	0.130287	0.132984	0.131423	0.132984	0.127783	0.125182	0.125537	0.125182	0.125182	0.126492	0.132984	0.127948	0.129544	0.130559	0.132984	0.132984	0.127948	0.127789	0.132984	0.132984	0.130755	0.125182	0.127653	0.132984	0.132984	0.130535	0	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	2.67348e-06	0	0	2	1	2	1	0	0	0	1	1	0	0	2	0	0	0	2	1	1	0	0	2	0	2	1	0	1	0	0	0	0	0	0	4	2	9	1	1	2	0	0	0	0	0	0	1	1	1	3	3	1	0	1	1	0	4	1	2	0	1	1	4	0	6	0	0	0	0	1	0	2	2	1	0	1	0	1	0	1	0	0	2	0	0	4	1	0	0	0	2	0	0	1	0	1	0	0	6	0
600	0.104856	0.103442	0.104923	0.125561	0.121828	0.120342	0.125561	0.125561	0.113819	0.113819	0.105571	0.105571	0.105571	0.107456	0.107643	0.125561	0.112366	0.117134	0.0995814	0.113819	0.113819	0.102779	0.0979402	0.115807	0.107643	0.125561	0.112374	0.105571	0.105571	0.105571	0.105571	0.105571	0.105571	0.104218	0.101746	0.103965	0.125561	0.125561	0.106671	0.125561	0.125561	0.121647	0.105571	0.105571	0.0956984	0.100675	0.100229	0.120668	0.111573	0.109536	0.113819	0.113819	0.122392	0.10275	0.105571	0.116524	0.125561	0.111766	0.105571	0.115888	0.0976045	0.106989	0.0956984	0.109956	0.112319	0.105571	0.105571	0.106946	0.111839	0.113819	0.113819	0.105673	0.11029	0.0956984	0.0956984	0.113819	0.118262	0.125561	0.113259	0.125561	0.125561	0.125561	0.125561	0.105571	0.106946	0.101549	0.109286	0.105571	0.125561	0.113498	0.114347	0.125561	0.125561	0.110115	0.125561	0.125561	0.111916	0.112995	0	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	1.02195e-06	0	3	2	2	0	1	1	0	0	0	0	0	0	0	2	1	0	1	3	1	0	0	2	2	3	1	0	2	0	0	0	0	0	0	2	3	5	0	0	1	0	0	1	0	0	0	1	1	1	4	4	0	0	1	1	0	2	0	4	0	1	1	6	0	5	1	0	0	1	1	0	0	3	3	0	1	0	5	0	2	0	0	0	0	0	2	2	4	0	0	3	1	0	0	1	0	0	2	9	0
700	0.129936	0.129858	0.12947	0.131448	0.129289	0.127886	0.127886	0.129697	0.131804	0.131804	0.129289	0.129289	0.130295	0.129289	0.130374	0.131232	0.131038	0.129881	0.129289	0.131804	0.131804	0.127886	0.128945	0.130306	0.128259	0.127886	0.131055	0.130374	0.130374	0.129289	0.129289	0.129289	0.129289	0.130105	0.130769	0.128851	0.129119	0.130601	0.129289	0.131804	0.130825	0.131804	0.131804	0.131804	0.131804	0.131804	0.130374	0.130374	0.129885	0.130425	0.129289	0.129863	0.129289	0.131804	0.131804	0.131804	0.131804	0.131176	0.129951	0.129638	0.129289	0.130029	0.129289	0.130493	0.130374	0.129289	0.129289	0.130245	0.130331	0.130374	0.130374	0.130598	0.130536	0.130237	0.131804	0.131445	0.129289	0.129289	0.130374	0.129289	0.130489	0.128814	0.127886	0.129936	0.129795	0.128321	0.129135	0.127886	0.127886	0.127886	0.127886	0.129289	0.128186	0.128128	0.127886	0.127886	0.128974	0.130164	0	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	2.79985e-06	0	1	2	1	2	0	0	0	2	0	0	0	0	1	0	0	1	2	3	0	0	0	0	2	3	1	0	1	0	0	0	0	0	0	3	2	7	1	2	0	0	1	0	0	0	0	0	0	0	2	3	0	1	0	0	0	0	0	1	1	2	0	2	0	3	0	0	0	1	2	0	0	1	4	1	0	1	0	0	1	0	2	1	0	1	2	1	1	0	0	0	0	0	1	1	0	0	1	8	0
