Iteration	Posterior	Likelihood	Prior	event_rate	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_mean	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_mean	speciation_sd
0	-264.743	-274.158	9.41497	0.04281407	0.00010172	0.00010172	0.00010172	0.00010172	0.0001017198	0.0779094	0.0848341	0.0905536	0.0986021	0.0876472	0.1023797
100	-258.247	-271.201	12.9543	0.1744584	2.31261e-06	2.31261e-06	2.31261e-06	2.31261e-06	2.312611e-06	0.0920055	0.102495	0.111334	0.124026	0.1068228	0.1298067
200	-260.849	-273.892	13.0434	0.07233347	2.14882e-06	2.14882e-06	2.14882e-06	2.14882e-06	2.148824e-06	0.0592053	0.0746581	0.0891762	0.112452	0.08159492	0.2788339
300	-269.843	-274.1	4.25691	0.01549566	0.0151021	0.0151021	0.0151021	0.0151021	0.01510211	0.0630914	0.0764941	0.0886603	0.107495	0.08235284	0.231607
400	-262.103	-272.574	10.4712	0.1929877	2.96072e-05	2.96072e-05	2.96072e-05	2.96072e-05	2.960723e-05	0.0879918	0.0973976	0.105279	0.116533	0.1012618	0.1221067
500	-261.386	-273.877	12.4908	0.05315077	3.47409e-06	3.47409e-06	3.47409e-06	3.47409e-06	3.474092e-06	0.0410379	0.0588094	0.0774781	0.11103	0.06750142	0.432609
600	-261.954	-274.353	12.3991	0.01185306	1.40417e-06	1.40417e-06	1.40417e-06	1.40417e-06	1.404168e-06	0.0431012	0.0814437	0.132623	0.250604	0.1039294	0.7651255
700	-268	-273.902	5.90199	0.05571875	0.00351346	0.00351346	0.00351346	0.00351346	0.003513457	0.0976209	0.0986901	0.0995172	0.100607	0.09910278	0.01309672
800	-259.286	-271.929	12.6427	0.1833848	2.41371e-06	2.41371e-06	2.41371e-06	2.41371e-06	2.413709e-06	0.135426	0.14577	0.154227	0.166007	0.1499389	0.08849759
