Iteration	Replicate_ID	Posterior	Likelihood	Prior	event_rate	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_mean	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_mean	speciation_sd
287	1	-268.282	-275.435	7.15369	0.04391697	0.000952405	0.000952405	0.000952405	0.000952405	0.0009524049	0.0485218	0.061091	0.0728839	0.091764	0.06672742	0.2769624
288	0	-257.252	-270.74	13.4873	0.1555751	1.40162e-06	1.40162e-06	1.40162e-06	1.40162e-06	1.40162e-06	0.116383	0.119929	0.12272	0.12646	0.1213167	0.03609437
289	1	-267.697	-274.093	6.3964	0.09962523	0.00107884	0.00107884	0.00107884	0.00107884	0.001078843	0.0551844	0.0804764	0.107452	0.156699	0.09299125	0.4536225
290	0	-264.409	-273.904	9.4954	0.01704204	7.87824e-05	7.87824e-05	7.87824e-05	7.87824e-05	7.878241e-05	0.0721449	0.0845453	0.0954706	0.11188	0.089842	0.1907035
291	1	-269.256	-273.687	4.43102	0.1459528	0.0144491	0.0144491	0.0144491	0.0144491	0.01444905	0.0986164	0.101066	0.102984	0.105542	0.1020203	0.02949908
292	0	-268.063	-274.68	6.61618	0.0365322	0.00201716	0.00201716	0.00201716	0.00201716	0.002017163	0.0798933	0.0817424	0.0831881	0.0851134	0.08246207	0.02750991
293	1	-270.674	-273.919	3.24476	0.1848202	0.0228154	0.0228154	0.0228154	0.0228154	0.02281537	0.0613045	0.089269	0.119057	0.173366	0.1030928	0.4518423
294	0	-261.265	-273.009	11.7446	0.06684057	1.02848e-05	1.02848e-05	1.02848e-05	1.02848e-05	1.028477e-05	0.0939474	0.0957963	0.0972376	0.0991513	0.09651426	0.0234327
295	1	-266.301	-273.646	7.34452	0.05575863	0.000405444	0.000405444	0.000405444	0.000405444	0.0004054439	0.0343027	0.057976	0.0866735	0.146489	0.07088709	0.6309934
296	0	-263.927	-273.789	9.86229	0.1069109	4.417e-05	4.417e-05	4.417e-05	4.417e-05	4.417005e-05	0.0897725	0.104993	0.11838	0.13845	0.1114855	0.188305
297	1	-255.566	-268.889	13.3232	0.1873577	1.3441e-06	1.3441e-06	1.3441e-06	1.3441e-06	1.344102e-06	0.0567391	0.0765543	0.0963043	0.129937	0.08586328	0.3601445
298	0	-254.908	-268.36	13.4515	0.1965057	1.2347e-06	1.2347e-06	1.2347e-06	1.2347e-06	1.234704e-06	0.103086	0.115397	0.125816	0.140841	0.120494	0.1356392
299	1	-258.837	-272.197	13.3595	0.1481677	1.62873e-06	1.62873e-06	1.62873e-06	1.62873e-06	1.628726e-06	0.119884	0.121679	0.123072	0.124915	0.1223737	0.01786906
300	0	-257.15	-270.058	12.9075	0.2038187	2.84227e-06	2.84227e-06	2.84227e-06	2.84227e-06	2.842274e-06	0.104316	0.106942	0.108998	0.111741	0.1079648	0.02988398
301	1	-257.45	-270.17	12.7198	0.1889671	2.25622e-06	2.25622e-06	2.25622e-06	2.25622e-06	2.256219e-06	0.117502	0.131452	0.143252	0.16026	0.1372255	0.134892
302	0	-254.573	-268.061	13.4881	0.1968899	1.3104e-06	1.3104e-06	1.3104e-06	1.3104e-06	1.310405e-06	0.104685	0.113438	0.120637	0.130723	0.1169817	0.09654971
303	1	-261.698	-273.314	11.6162	0.04016127	7.16932e-06	7.16932e-06	7.16932e-06	7.16932e-06	7.169325e-06	0.03413	0.0539198	0.0765472	0.120932	0.06424491	0.5498552
304	0	-256.572	-269.139	12.5667	0.1988451	3.27717e-06	3.27717e-06	3.27717e-06	3.27717e-06	3.277169e-06	0.0918702	0.103557	0.113509	0.127949	0.108419	0.1439792
305	1	-258.15	-270.085	11.935	0.1996695	5.49394e-06	5.49394e-06	5.49394e-06	5.49394e-06	5.493935e-06	0.116082	0.126391	0.134905	0.146885	0.1305786	0.1022951
306	0	-254.855	-268.222	13.3673	0.2001014	1.42191e-06	1.42191e-06	1.42191e-06	1.42191e-06	1.421906e-06	0.0979054	0.109422	0.119155	0.133171	0.114185	0.133714
307	1	-258.581	-271.383	12.8023	0.1876836	2.62828e-06	2.62828e-06	2.62828e-06	2.62828e-06	2.628281e-06	0.0657293	0.0813336	0.0957536	0.118486	0.08824957	0.2561172
308	0	-255.388	-269.14	13.7517	0.1663106	1.03277e-06	1.03277e-06	1.03277e-06	1.03277e-06	1.032769e-06	0.111269	0.117569	0.122637	0.129581	0.1200764	0.06621846
309	1	-253.248	-267.006	13.7571	0.2028901	1.13151e-06	1.13151e-06	1.13151e-06	1.13151e-06	1.13151e-06	0.0922132	0.100058	0.106518	0.11558	0.1032374	0.09816827
310	0	-262.523	-273.819	11.2957	0.04184685	1.61422e-05	1.61422e-05	1.61422e-05	1.61422e-05	1.614218e-05	0.0779923	0.0839139	0.0887537	0.0954924	0.08629986	0.08798914
311	1	-257.405	-270.974	13.5687	0.169946	1.04467e-06	1.04467e-06	1.04467e-06	1.04467e-06	1.044667e-06	0.0914951	0.1076	0.121834	0.143279	0.114496	0.194944
312	0	-255.977	-269.119	13.1418	0.1975048	1.68562e-06	1.68562e-06	1.68562e-06	1.68562e-06	1.685618e-06	0.0985672	0.111736	0.123004	0.139437	0.1172346	0.1507698
313	1	-257.11	-269.558	12.4475	0.1985787	3.52638e-06	3.52638e-06	3.52638e-06	3.52638e-06	3.52638e-06	0.120119	0.126907	0.132367	0.139847	0.1296086	0.06609568
314	0	-254.876	-268.608	13.7318	0.2025946	1.04719e-06	1.04719e-06	1.04719e-06	1.04719e-06	1.047192e-06	0.0805756	0.0937022	0.10519	0.122326	0.09927988	0.1814635
315	1	-260.839	-272.91	12.0707	0.1798503	6.77268e-06	6.77268e-06	6.77268e-06	6.77268e-06	6.772683e-06	0.0958875	0.0998262	0.102953	0.107182	0.1013777	0.04840124
316	0	-256.304	-269.832	13.5284	0.1619795	1.23531e-06	1.23531e-06	1.23531e-06	1.23531e-06	1.235314e-06	0.0668828	0.0830398	0.0980144	0.121692	0.09021693	0.2601609
317	1	-263.124	-274.069	10.9455	0.09675706	1.16076e-05	1.16076e-05	1.16076e-05	1.16076e-05	1.160759e-05	0.084361	0.108166	0.13086	0.167786	0.1189731	0.2988586
318	0	-256.988	-270.027	13.0385	0.1861027	1.83416e-06	1.83416e-06	1.83416e-06	1.83416e-06	1.834163e-06	0.128485	0.135562	0.141247	0.149027	0.1383754	0.06446722
319	1	-262.266	-272.958	10.6924	0.1708361	2.31921e-05	2.31921e-05	2.31921e-05	2.31921e-05	2.319207e-05	0.10186	0.108766	0.114373	0.122127	0.1115345	0.07887344
320	0	-261.67	-274.004	12.3344	0.07082296	4.50195e-06	4.50195e-06	4.50195e-06	4.50195e-06	4.501947e-06	0.0524904	0.0679467	0.0828045	0.107187	0.07500864	0.3103172
321	1	-255.169	-268.727	13.5585	0.1754574	1.02471e-06	1.02471e-06	1.02471e-06	1.02471e-06	1.024712e-06	0.0570982	0.0777099	0.0984098	0.133934	0.08744946	0.3705724
322	0	-254.6	-268.25	13.6504	0.2012959	1.10417e-06	1.10417e-06	1.10417e-06	1.10417e-06	1.104171e-06	0.0929515	0.104548	0.114404	0.128677	0.1093651	0.141361
323	1	-258.939	-271.828	12.8895	0.1716511	2.22162e-06	2.22162e-06	2.22162e-06	2.22162e-06	2.22162e-06	0.14185	0.14361	0.144973	0.146772	0.1442899	0.01482683
324	0	-260.748	-273.019	12.2707	0.04937872	4.71688e-06	4.71688e-06	4.71688e-06	4.71688e-06	4.716876e-06	0.0873177	0.0979297	0.106926	0.119921	0.1023288	0.1379041
325	1	-254.93	-268.361	13.4308	0.1986473	1.40531e-06	1.40531e-06	1.40531e-06	1.40531e-06	1.40531e-06	0.117949	0.122987	0.126992	0.132416	0.1249735	0.05028768
326	0	-263.414	-273.993	10.5788	0.05147846	1.32309e-05	1.32309e-05	1.32309e-05	1.32309e-05	1.323087e-05	0.0616755	0.0928049	0.126924	0.190986	0.1085319	0.4912919
327	1	-262.954	-275.852	12.8977	0.06500179	1.94231e-06	1.94231e-06	1.94231e-06	1.94231e-06	1.942309e-06	0.1127	0.126583	0.138366	0.15541	0.1323433	0.1396708
328	0	-255.347	-268.94	13.5929	0.1739656	1.19026e-06	1.19026e-06	1.19026e-06	1.19026e-06	1.190258e-06	0.103348	0.112128	0.119356	0.129496	0.1156855	0.09803581
329	1	-260.17	-273.626	13.4558	0.01743296	1.01417e-06	1.01417e-06	1.01417e-06	1.01417e-06	1.014173e-06	0.0232503	0.0424958	0.0674581	0.123297	0.0535414	0.7251175
330	0	-256.023	-269.37	13.3472	0.1866457	1.31795e-06	1.31795e-06	1.31795e-06	1.31795e-06	1.31795e-06	0.120446	0.130321	0.138432	0.149782	0.1343153	0.09474324
331	1	-256.687	-269.348	12.6615	0.1947271	2.33881e-06	2.33881e-06	2.33881e-06	2.33881e-06	2.338812e-06	0.0741746	0.0955122	0.115929	0.149279	0.1052268	0.3039913
332	0	-257.638	-270.99	13.3522	0.1707518	1.51317e-06	1.51317e-06	1.51317e-06	1.51317e-06	1.513173e-06	0.0531732	0.0700361	0.0864938	0.113924	0.07783112	0.3311929
333	1	-261.44	-273.375	11.9356	0.02126966	5.24509e-06	5.24509e-06	5.24509e-06	5.24509e-06	5.24509e-06	0.0331964	0.0527645	0.0752567	0.119618	0.06301491	0.5571599
334	0	-255.25	-268.895	13.6459	0.1817009	1.08544e-06	1.08544e-06	1.08544e-06	1.08544e-06	1.085438e-06	0.0913236	0.1039	0.114696	0.130491	0.1091645	0.1551244
335	1	-256.548	-269.776	13.2278	0.1928568	1.60096e-06	1.60096e-06	1.60096e-06	1.60096e-06	1.600955e-06	0.0574273	0.075442	0.0929838	0.122152	0.08375492	0.3280528
336	0	-253.724	-267.519	13.7954	0.1968634	1.12079e-06	1.12079e-06	1.12079e-06	1.12079e-06	1.120795e-06	0.0776661	0.0878591	0.0965654	0.109239	0.09210944	0.1482664
337	1	-263.709	-273.584	9.87563	0.01610262	3.72705e-05	3.72705e-05	3.72705e-05	3.72705e-05	3.727048e-05	0.02291	0.0417618	0.0661572	0.120596	0.0525628	0.7218992
338	0	-261.508	-273.158	11.6499	0.1982145	3.10757e-06	3.10757e-06	3.10757e-06	3.10757e-06	3.107565e-06	0.018264	0.043748	0.085435	0.204644	0.06113602	1.050262
339	1	-260.023	-273.415	13.3919	0.004415776	1.21273e-06	1.21273e-06	1.21273e-06	1.21273e-06	1.212727e-06	0.0634063	0.0836512	0.103438	0.136465	0.09301999	0.3331609
340	0	-255.934	-269.485	13.5507	0.1658713	1.19835e-06	1.19835e-06	1.19835e-06	1.19835e-06	1.198345e-06	0.0853677	0.0989433	0.110789	0.128407	0.1046986	0.1774408
341	1	-260.813	-273.215	12.4025	0.02585668	4.65494e-06	4.65494e-06	4.65494e-06	4.65494e-06	4.654937e-06	0.0730512	0.0833714	0.092255	0.105288	0.08770078	0.158882
342	0	-260.64	-272.388	11.7485	0.1806407	5.32181e-06	5.32181e-06	5.32181e-06	5.32181e-06	5.32181e-06	0.0472387	0.0712426	0.0976038	0.1472	0.08338791	0.4940155
343	1	-256.911	-269.35	12.4386	0.1972266	3.78733e-06	3.78733e-06	3.78733e-06	3.78733e-06	3.787327e-06	0.0940828	0.104811	0.113853	0.126836	0.1092386	0.1298377
344	0	-264.502	-274.204	9.70237	0.006993782	5.19298e-05	5.19298e-05	5.19298e-05	5.19298e-05	5.192978e-05	0.090725	0.105722	0.118869	0.138518	0.1121027	0.1839286
345	1	-256.772	-269.997	13.2245	0.1924101	1.67718e-06	1.67718e-06	1.67718e-06	1.67718e-06	1.67718e-06	0.0469906	0.06463	0.0825085	0.113481	0.07302415	0.3832255
346	0	-254.443	-267.944	13.5006	0.1990287	1.3011e-06	1.3011e-06	1.3011e-06	1.3011e-06	1.301098e-06	0.11329	0.119781	0.125004	0.132166	0.1223646	0.06698143
347	1	-258.76	-271.163	12.4031	0.1751265	2.62812e-06	2.62812e-06	2.62812e-06	2.62812e-06	2.628119e-06	0.0786795	0.103789	0.128328	0.169283	0.1154083	0.3330238
348	0	-264.059	-273.502	9.44306	0.1092183	4.41299e-05	4.41299e-05	4.41299e-05	4.41299e-05	4.412987e-05	0.0424591	0.0698212	0.102213	0.168083	0.08447858	0.5980419
349	1	-261.043	-272.378	11.3353	0.200574	9.75657e-06	9.75657e-06	9.75657e-06	9.75657e-06	9.756568e-06	0.0736337	0.0922322	0.109604	0.137287	0.1005434	0.2707764
350	0	-263.228	-274.04	10.812	0.003682208	1.56221e-05	1.56221e-05	1.56221e-05	1.56221e-05	1.562207e-05	0.0378334	0.0584321	0.0815262	0.125914	0.0690199	0.5226257
351	1	-256.787	-270.088	13.3009	0.1712049	1.42155e-06	1.42155e-06	1.42155e-06	1.42155e-06	1.421547e-06	0.0689781	0.0870551	0.104051	0.13132	0.09517445	0.2798481
352	0	-254.295	-267.877	13.5812	0.2003933	1.11154e-06	1.11154e-06	1.11154e-06	1.11154e-06	1.11154e-06	0.0687186	0.0859585	0.102042	0.127642	0.09365548	0.2691383
353	1	-256.019	-269.932	13.9131	0.1818326	1.12533e-06	1.12533e-06	1.12533e-06	1.12533e-06	1.125334e-06	0.0847655	0.0902161	0.0946285	0.100713	0.09239599	0.07492895
354	0	-262.813	-273.254	10.4408	0.1779031	3.636e-05	3.636e-05	3.636e-05	3.636e-05	3.636005e-05	0.0896301	0.0937677	0.0970669	0.101548	0.09540305	0.05426093
355	1	-256.021	-269.354	13.3326	0.1861822	1.31812e-06	1.31812e-06	1.31812e-06	1.31812e-06	1.318122e-06	0.116387	0.127735	0.137173	0.150548	0.1323701	0.1118637
356	0	-262.195	-273.058	10.8637	0.08618212	2.12064e-05	2.12064e-05	2.12064e-05	2.12064e-05	2.12064e-05	0.0915333	0.0984572	0.104115	0.111991	0.1012466	0.08767398
357	1	-253.913	-267.676	13.7632	0.1882567	1.09585e-06	1.09585e-06	1.09585e-06	1.09585e-06	1.095852e-06	0.0865437	0.0963848	0.104676	0.116579	0.1004449	0.1294912
358	0	-268.08	-273.648	5.56893	0.03059535	0.00310485	0.00310485	0.00310485	0.00310485	0.003104852	0.0483159	0.0685015	0.0895092	0.126905	0.07830396	0.4197311
359	1	-257.088	-270.208	13.12	0.2029291	1.41135e-06	1.41135e-06	1.41135e-06	1.41135e-06	1.411349e-06	0.0737035	0.0963838	0.118381	0.15481	0.1068176	0.322574
360	0	-270.589	-274.158	3.56913	0.08473887	0.013483	0.013483	0.013483	0.013483	0.01348304	0.0333381	0.0614906	0.0982933	0.181298	0.07774389	0.7360549
361	1	-255.728	-269.126	13.3977	0.1859588	1.29865e-06	1.29865e-06	1.29865e-06	1.29865e-06	1.298651e-06	0.05254	0.0716528	0.0908818	0.123942	0.08069657	0.3730357
362	0	-270.039	-273.423	3.3841	0.0844733	0.0276272	0.0276272	0.0276272	0.0276272	0.02762718	0.070611	0.089601	0.10754	0.136462	0.09816181	0.2863747
363	1	-256	-269.43	13.4303	0.1985621	1.5559e-06	1.5559e-06	1.5559e-06	1.5559e-06	1.555902e-06	0.113802	0.11642	0.118467	0.121193	0.1174394	0.02734788
364	0	-264.005	-275.113	11.1079	0.1428135	7.40361e-06	7.40361e-06	7.40361e-06	7.40361e-06	7.403609e-06	0.014684	0.0340827	0.0649735	0.150809	0.04705821	1.012413
365	1	-258.877	-270.925	12.0482	0.1858587	4.12877e-06	4.12877e-06	4.12877e-06	4.12877e-06	4.128766e-06	0.0744912	0.0970646	0.11889	0.154917	0.1074243	0.3182559
366	0	-255.778	-269.266	13.4878	0.1676686	1.03715e-06	1.03715e-06	1.03715e-06	1.03715e-06	1.037151e-06	0.066266	0.0878433	0.109021	0.14452	0.09786082	0.3389135
367	1	-253.52	-267.397	13.8772	0.1892453	1.00879e-06	1.00879e-06	1.00879e-06	1.00879e-06	1.008785e-06	0.078932	0.0894822	0.0985107	0.111678	0.09388798	0.1508376
368	0	-260.887	-273.98	13.0937	0.01708066	1.13502e-06	1.13502e-06	1.13502e-06	1.13502e-06	1.13502e-06	0.00583317	0.0171594	0.0392242	0.115385	0.02594345	1.297309
369	1	-257.471	-269.892	12.4216	0.2011126	3.32178e-06	3.32178e-06	3.32178e-06	3.32178e-06	3.321781e-06	0.121701	0.131328	0.139217	0.150231	0.1352153	0.0915409
370	0	-265.496	-273.96	8.46382	0.1497928	0.000107508	0.000107508	0.000107508	0.000107508	0.0001075081	0.0290686	0.0547845	0.0890328	0.167797	0.06983998	0.7619855
371	1	-254.913	-268.199	13.286	0.1988997	1.3847e-06	1.3847e-06	1.3847e-06	1.3847e-06	1.384697e-06	0.0814028	0.0990749	0.11517	0.140173	0.1068199	0.2362191
372	0	-262.644	-273.679	11.0352	0.0382144	1.66615e-05	1.66615e-05	1.66615e-05	1.66615e-05	1.666152e-05	0.0484698	0.0640421	0.0792819	0.104753	0.07125569	0.3349703
373	1	-256.903	-270.516	13.6133	0.171147	1.31095e-06	1.31095e-06	1.31095e-06	1.31095e-06	1.310951e-06	0.081864	0.0918742	0.100365	0.112637	0.09602572	0.1387025
374	0	-258.209	-270.631	12.4218	0.190878	2.74327e-06	2.74327e-06	2.74327e-06	2.74327e-06	2.74327e-06	0.0923887	0.114227	0.134394	0.166162	0.123901	0.255121
375	1	-254.842	-268.025	13.1837	0.2032638	1.62662e-06	1.62662e-06	1.62662e-06	1.62662e-06	1.626618e-06	0.100589	0.113147	0.123819	0.139277	0.1183627	0.141444
376	0	-263.791	-274.513	10.7227	0.1920445	1.04108e-05	1.04108e-05	1.04108e-05	1.04108e-05	1.041076e-05	0.0249637	0.0502834	0.0859898	0.173206	0.06575608	0.841945
377	1	-256.366	-269.795	13.4294	0.159413	1.20071e-06	1.20071e-06	1.20071e-06	1.20071e-06	1.200707e-06	0.0769635	0.0951934	0.112033	0.13857	0.1032707	0.2555941
378	0	-255.885	-269.137	13.2518	0.195178	1.45781e-06	1.45781e-06	1.45781e-06	1.45781e-06	1.457812e-06	0.102281	0.115886	0.127523	0.144486	0.1215656	0.1501532
379	1	-259.038	-271.46	12.4227	0.1931558	3.89981e-06	3.89981e-06	3.89981e-06	3.89981e-06	3.899812e-06	0.0648764	0.0802337	0.0944184	0.116769	0.08703759	0.2554493
380	0	-257.238	-270.416	13.1778	0.1897613	1.43429e-06	1.43429e-06	1.43429e-06	1.43429e-06	1.434294e-06	0.10954	0.124899	0.13811	0.157476	0.1313386	0.1577721
381	1	-259.583	-272.931	13.3478	0.1203399	1.03267e-06	1.03267e-06	1.03267e-06	1.03267e-06	1.032666e-06	0.0655125	0.0908792	0.116782	0.162001	0.1030198	0.3935154
382	0	-264.209	-274.26	10.051	0.03383421	1.83721e-05	1.83721e-05	1.83721e-05	1.83721e-05	1.837213e-05	0.0359941	0.0671651	0.108324	0.202133	0.08529712	0.7500217
383	1	-257.93	-271.574	13.6444	0.1182992	1.07459e-06	1.07459e-06	1.07459e-06	1.07459e-06	1.074585e-06	0.0907784	0.103807	0.115042	0.131553	0.1092803	0.1612502
384	0	-256.932	-269.557	12.6249	0.1997342	3.29619e-06	3.29619e-06	3.29619e-06	3.29619e-06	3.296191e-06	0.111651	0.116703	0.120728	0.126191	0.1186982	0.05320931
385	1	-262.237	-273.538	11.3017	0.1669785	1.63722e-05	1.63722e-05	1.63722e-05	1.63722e-05	1.637216e-05	0.0933196	0.0947312	0.0958273	0.0972768	0.09527769	0.01805114
386	0	-255.417	-268.802	13.3846	0.174263	1.1821e-06	1.1821e-06	1.1821e-06	1.1821e-06	1.182103e-06	0.0610875	0.0822584	0.103323	0.139132	0.09219121	0.3577671
387	1	-255.424	-268.569	13.1449	0.1972316	1.61955e-06	1.61955e-06	1.61955e-06	1.61955e-06	1.61955e-06	0.0821759	0.0992902	0.114779	0.138683	0.1067538	0.2274641
388	0	-269.609	-273.549	3.94012	0.03269046	0.0143491	0.0143491	0.0143491	0.0143491	0.01434914	0.0339314	0.0548757	0.0793143	0.128271	0.06597292	0.5780003
389	1	-254.601	-268.174	13.5732	0.1919643	1.23661e-06	1.23661e-06	1.23661e-06	1.23661e-06	1.236611e-06	0.109751	0.116375	0.12172	0.129066	0.1190173	0.07046012
390	0	-270.967	-273.163	2.19576	0.08826686	0.0837605	0.0837605	0.0837605	0.0837605	0.0837605	0.121626	0.134786	0.145824	0.161602	0.1401963	0.1235193
391	1	-259.095	-271.627	12.5322	0.2015497	3.45098e-06	3.45098e-06	3.45098e-06	3.45098e-06	3.450977e-06	0.0818298	0.0949297	0.106369	0.123398	0.1004869	0.1785418
392	0	-276.473	-277.121	0.648012	0.04388918	0.176813	0.176813	0.176813	0.176813	0.176813	0.132821	0.181178	0.229839	0.313518	0.2040633	0.3733013
393	1	-258.823	-271.611	12.7881	0.1813564	2.16474e-06	2.16474e-06	2.16474e-06	2.16474e-06	2.16474e-06	0.144594	0.151078	0.156243	0.16325	0.153639	0.05274702
394	0	-264.974	-273.085	8.11112	0.1405126	0.000276158	0.000276158	0.000276158	0.000276158	0.0002761584	0.0763395	0.091398	0.104917	0.125613	0.09792451	0.2164619
395	1	-255.921	-269.308	13.3874	0.2010963	1.43001e-06	1.43001e-06	1.43001e-06	1.43001e-06	1.430014e-06	0.0834911	0.0970151	0.108842	0.126472	0.1027586	0.1805038
396	0	-267.727	-274.147	6.42085	0.101717	0.0010172	0.0010172	0.0010172	0.0010172	0.001017202	0.0284261	0.0508062	0.0792792	0.141696	0.06346554	0.6982139
397	1	-258.086	-270.897	12.8111	0.1579855	2.71771e-06	2.71771e-06	2.71771e-06	2.71771e-06	2.717707e-06	0.0895863	0.100045	0.108879	0.12159	0.1043687	0.1327662
398	0	-270.403	-273.352	2.94945	0.122994	0.0389438	0.0389438	0.0389438	0.0389438	0.03894382	0.0857201	0.105569	0.123836	0.15251	0.1143381	0.2504215
399	1	-255.13	-268.669	13.5392	0.1932941	1.36258e-06	1.36258e-06	1.36258e-06	1.36258e-06	1.362579e-06	0.114796	0.117955	0.120434	0.123747	0.1191877	0.03263613
400	0	-272.708	-273.309	0.60045	0.05002755	0.122581	0.122581	0.122581	0.122581	0.1225815	0.0035679	0.0157628	0.049206	0.21739	0.02785001	1.78629
401	1	-259.429	-272.93	13.5003	0.03061337	1.36998e-06	1.36998e-06	1.36998e-06	1.36998e-06	1.369977e-06	0.0852875	0.0964999	0.106079	0.120024	0.101176	0.1485055
