Iteration	Replicate_ID	Posterior	Likelihood	Prior	event_rate	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_mean	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_mean	speciation_sd
138	0	-261.896	-273.016	11.1199	0.07235818	1.71366e-05	1.71366e-05	1.71366e-05	1.71366e-05	1.713662e-05	0.0945883	0.0995136	0.10346	0.108848	0.1014678	0.0610311
139	1	-268.662	-273.836	5.17491	0.1575403	0.00665273	0.00665273	0.00665273	0.00665273	0.006652734	0.0967888	0.100662	0.103734	0.107885	0.1021863	0.04717346
140	0	-265.362	-274.637	9.27468	0.08097463	6.73286e-05	6.73286e-05	6.73286e-05	6.73286e-05	6.732861e-05	0.0199331	0.0379459	0.0621433	0.1183	0.04856013	0.7740442
141	1	-263.802	-273.524	9.72232	0.1035818	3.44e-05	3.44e-05	3.44e-05	3.44e-05	3.440003e-05	0.029653	0.0536682	0.0845539	0.153032	0.06736357	0.7132965
142	0	-270.753	-274.241	3.48841	0.174113	0.021272	0.021272	0.021272	0.021272	0.02127201	0.0452833	0.0684731	0.0939984	0.142136	0.08022697	0.4971719
143	1	-264.908	-274.368	9.45972	0.05636701	2.9824e-05	2.9824e-05	2.9824e-05	2.9824e-05	2.982397e-05	0.0166444	0.0401199	0.078728	0.189767	0.05620105	1.057819
144	0	-272.244	-275.34	3.09646	0.009224518	0.0115286	0.0115286	0.0115286	0.0115286	0.01152864	0.0355639	0.077334	0.140238	0.304949	0.1041402	0.9339829
145	1	-265.85	-274.047	8.19602	0.07123509	0.000241638	0.000241638	0.000241638	0.000241638	0.0002416378	0.0415773	0.0602752	0.0801157	0.116145	0.06949096	0.4465099
146	0	-271.044	-274.877	3.83247	0.07611147	0.0232251	0.0232251	0.0232251	0.0232251	0.02322505	0.0582446	0.0721573	0.0850272	0.105337	0.07832838	0.2575375
147	1	-261.073	-273.119	12.0457	0.0397838	4.76523e-06	4.76523e-06	4.76523e-06	4.76523e-06	4.765232e-06	0.0530055	0.073204	0.09375	0.129475	0.08284247	0.3881829
148	0	-270.246	-274.331	4.08526	0.00526868	0.0147165	0.0147165	0.0147165	0.0147165	0.0147165	0.108289	0.118809	0.127556	0.139948	0.1231047	0.111475
149	1	-253.783	-267.581	13.7978	0.1851584	1.04539e-06	1.04539e-06	1.04539e-06	1.04539e-06	1.045394e-06	0.0928324	0.101668	0.109002	0.119376	0.105271	0.1093076
150	0	-264.913	-275.316	10.4024	0.16072	4.4084e-05	4.4084e-05	4.4084e-05	4.4084e-05	4.408404e-05	0.0618931	0.0689605	0.0749172	0.0834717	0.07187716	0.1300036
151	1	-258.829	-272.753	13.9241	0.1034439	1.10089e-06	1.10089e-06	1.10089e-06	1.10089e-06	1.100891e-06	0.0988477	0.100915	0.102527	0.104671	0.1017177	0.02488027
152	0	-269.931	-274.184	4.2533	0.04998449	0.00641728	0.00641728	0.00641728	0.00641728	0.006417275	0.0199107	0.0434106	0.0788809	0.171982	0.05851727	0.9371636
153	1	-258.597	-271.269	12.6723	0.1926099	2.90623e-06	2.90623e-06	2.90623e-06	2.90623e-06	2.906231e-06	0.0709075	0.0865618	0.100857	0.123124	0.09343663	0.2398469
154	0	-269.303	-274.239	4.93588	0.01973687	0.00336992	0.00336992	0.00336992	0.00336992	0.003369919	0.00784226	0.0221847	0.0492141	0.13922	0.03304237	1.250284
155	1	-258.861	-272.151	13.2897	0.1787652	2.38823e-06	2.38823e-06	2.38823e-06	2.38823e-06	2.388226e-06	0.0817678	0.0846961	0.0870106	0.0901266	0.08584552	0.04230546
156	0	-266.528	-274.789	8.26093	0.06928344	9.43742e-05	9.43742e-05	9.43742e-05	9.43742e-05	9.437415e-05	0.0115827	0.0314584	0.0676433	0.183718	0.04612971	1.201328
157	1	-256.341	-269.502	13.1613	0.2010556	2.18094e-06	2.18094e-06	2.18094e-06	2.18094e-06	2.180936e-06	0.077246	0.0867189	0.0947561	0.106376	0.09064844	0.1390829
158	0	-263.77	-273.249	9.47937	0.04775926	5.80363e-05	5.80363e-05	5.80363e-05	5.80363e-05	5.803628e-05	0.0526787	0.0743126	0.0967291	0.136453	0.08478318	0.4136878
159	1	-264.502	-274.652	10.1499	0.1491312	1.60918e-05	1.60918e-05	1.60918e-05	1.60918e-05	1.60918e-05	0.0257467	0.0534949	0.0936827	0.194648	0.07079227	0.8792489
160	0	-265.062	-277.126	12.0637	0.1584674	1.39684e-06	1.39684e-06	1.39684e-06	1.39684e-06	1.396842e-06	0.0018693	0.00973873	0.0344947	0.179711	0.01832851	1.984522
161	1	-258.724	-270.882	12.1578	0.1932372	3.71159e-06	3.71159e-06	3.71159e-06	3.71159e-06	3.711595e-06	0.0904207	0.11125	0.130402	0.160442	0.1204462	0.2492544
162	0	-257.314	-270.568	13.254	0.1756814	1.85991e-06	1.85991e-06	1.85991e-06	1.85991e-06	1.859911e-06	0.109615	0.113295	0.116199	0.1201	0.1147379	0.03970441
163	1	-255.174	-268.555	13.3813	0.1879399	1.15502e-06	1.15502e-06	1.15502e-06	1.15502e-06	1.155018e-06	0.077125	0.0977806	0.117278	0.148688	0.1070867	0.285314
164	0	-262.162	-274.251	12.089	0.001892086	1.46161e-06	1.46161e-06	1.46161e-06	1.46161e-06	1.461611e-06	0.0215528	0.0539267	0.108891	0.272454	0.07662992	1.102694
165	1	-266.351	-273.947	7.5961	0.03042042	0.000367056	0.000367056	0.000367056	0.000367056	0.0003670555	0.0665447	0.0886891	0.110526	0.147306	0.09900716	0.3453896
166	0	-265.209	-273.522	8.31237	0.1985677	0.000138676	0.000138676	0.000138676	0.000138676	0.0001386762	0.0495009	0.0775154	0.109303	0.171161	0.09204689	0.5392341
167	1	-256.345	-269.096	12.7515	0.1951873	2.22865e-06	2.22865e-06	2.22865e-06	2.22865e-06	2.228649e-06	0.0969478	0.114067	0.129203	0.152018	0.1213993	0.1955166
168	0	-261.29	-273.919	12.6292	0.01182536	1.49578e-06	1.49578e-06	1.49578e-06	1.49578e-06	1.495777e-06	0.0645174	0.0995008	0.138673	0.213866	0.1174652	0.5208917
169	1	-262.315	-273.238	10.9235	0.1150294	1.75822e-05	1.75822e-05	1.75822e-05	1.75822e-05	1.758217e-05	0.0766027	0.0900779	0.101986	0.119927	0.09584726	0.1948309
170	0	-266.249	-273.873	7.62399	0.1154381	0.000383483	0.000383483	0.000383483	0.000383483	0.0003834829	0.0382932	0.0587181	0.0814747	0.124932	0.06916678	0.5139736
171	1	-256.348	-268.953	12.6052	0.2025346	2.70535e-06	2.70535e-06	2.70535e-06	2.70535e-06	2.70535e-06	0.0829756	0.100753	0.11691	0.141958	0.1085312	0.2333992
172	0	-270.79	-276.359	5.56838	0.02207366	0.00245663	0.00245663	0.00245663	0.00245663	0.002456627	0.00275693	0.00964589	0.0251829	0.0881094	0.01558562	1.50583
173	1	-266.907	-273.694	6.78689	0.04728536	0.000800294	0.000800294	0.000800294	0.000800294	0.0008002942	0.0347749	0.0564885	0.0819219	0.133074	0.0680268	0.5833073
174	0	-271.136	-275.815	4.67923	0.1200547	0.0138656	0.0138656	0.0138656	0.0138656	0.01386564	0.0698745	0.07454	0.0783245	0.0835541	0.0764088	0.07771258
175	1	-268.469	-274.292	5.82259	0.1883084	0.00169339	0.00169339	0.00169339	0.00169339	0.001693391	0.0289821	0.0528559	0.0837628	0.152762	0.06653841	0.7224768
176	0	-273.36	-274.857	1.49687	0.01707654	0.153993	0.153993	0.153993	0.153993	0.1539927	0.129766	0.144865	0.157612	0.175951	0.1511043	0.1323399
177	1	-271.882	-274.19	2.30743	0.1678452	0.0908654	0.0908654	0.0908654	0.0908654	0.09086536	0.109679	0.118409	0.125565	0.135558	0.121934	0.09207746
178	0	-272.263	-273.45	1.18723	0.03951463	0.125029	0.125029	0.125029	0.125029	0.1250292	0.0443821	0.0787852	0.122297	0.217097	0.09815907	0.690011
179	1	-270.03	-274.488	4.45778	0.1118929	0.00600032	0.00600032	0.00600032	0.00600032	0.006000323	0.0222538	0.0451276	0.0775717	0.157305	0.05916605	0.8500348
180	0	-268.701	-273.641	4.9407	0.02243692	0.00587986	0.00587986	0.00587986	0.00587986	0.005879859	0.0568052	0.0765939	0.0963064	0.129856	0.08588647	0.3593679
181	1	-270.923	-276.5	5.57704	0.01178691	0.00395323	0.00395323	0.00395323	0.00395323	0.003953227	0.0166594	0.0299555	0.0469595	0.0844383	0.0375059	0.705458
182	0	-270.969	-273.773	2.80489	0.01182145	0.0360834	0.0360834	0.0360834	0.0360834	0.03608342	0.0487323	0.0754639	0.105503	0.163375	0.08922803	0.5258002
183	1	-270.854	-273.73	2.87635	0.1437866	0.037891	0.037891	0.037891	0.037891	0.03789102	0.0908537	0.113281	0.134145	0.167259	0.1232723	0.2652631
184	0	-272.254	-273.72	1.46611	0.09526105	0.102276	0.102276	0.102276	0.102276	0.102276	0.0832559	0.12026	0.159402	0.23025	0.1384545	0.442147
185	1	-270.412	-273.799	3.38695	0.1537859	0.021067	0.021067	0.021067	0.021067	0.021067	0.0509018	0.0768384	0.105345	0.159022	0.0899696	0.4951301
186	0	-267.433	-273.874	6.44123	0.0338919	0.0012345	0.0012345	0.0012345	0.0012345	0.001234504	0.0681471	0.0886834	0.108516	0.141218	0.09809996	0.3167026
187	1	-257.128	-270.137	13.0091	0.1811802	2.16025e-06	2.16025e-06	2.16025e-06	2.16025e-06	2.160246e-06	0.124268	0.127314	0.129698	0.132876	0.1285003	0.02910997
188	0	-270.334	-273.444	3.1106	0.0566334	0.0315057	0.0315057	0.0315057	0.0315057	0.03150568	0.0413955	0.0639743	0.0893023	0.138012	0.07558473	0.5233915
189	1	-262.757	-273.973	11.2167	0.1034508	1.18154e-05	1.18154e-05	1.18154e-05	1.18154e-05	1.181543e-05	0.11347	0.122662	0.130206	0.140754	0.126378	0.09365733
190	0	-270.885	-273.311	2.42643	0.0717575	0.060103	0.060103	0.060103	0.060103	0.06010296	0.0575131	0.0816637	0.106831	0.151691	0.09340343	0.4215375
191	1	-256.08	-269.018	12.9376	0.1938401	2.11633e-06	2.11633e-06	2.11633e-06	2.11633e-06	2.116332e-06	0.112049	0.121528	0.129331	0.140272	0.1253687	0.09764537
192	0	-267.371	-274.31	6.93944	0.06330877	0.00119021	0.00119021	0.00119021	0.00119021	0.001190214	0.0728011	0.0812293	0.0883417	0.0985691	0.08471089	0.1317107
193	1	-255.286	-268.847	13.5605	0.2013193	1.09907e-06	1.09907e-06	1.09907e-06	1.09907e-06	1.099072e-06	0.142469	0.145436	0.147752	0.150829	0.1465895	0.02478534
194	0	-268.268	-274.761	6.49378	0.2041937	0.000748563	0.000748563	0.000748563	0.000748563	0.0007485633	0.0582914	0.0904623	0.126681	0.196597	0.1070509	0.5284042
195	1	-260.971	-273.731	12.7592	0.1350146	2.17029e-06	2.17029e-06	2.17029e-06	2.17029e-06	2.170287e-06	0.12954	0.140835	0.150152	0.163244	0.145419	0.1005155
196	0	-270.857	-274.525	3.66807	0.149467	0.0248681	0.0248681	0.0248681	0.0248681	0.02486814	0.131638	0.132228	0.132681	0.133276	0.1324544	0.005373254
197	1	-258.908	-272.763	13.8555	0.1428302	1.29911e-06	1.29911e-06	1.29911e-06	1.29911e-06	1.299107e-06	0.0760915	0.0815031	0.0859087	0.0920185	0.08367691	0.0826065
198	0	-268.267	-274.365	6.09752	0.1251617	0.00192223	0.00192223	0.00192223	0.00192223	0.001922231	0.0884591	0.103648	0.117028	0.137121	0.1101345	0.1905183
199	1	-259.826	-272.809	12.9832	0.1607008	1.61779e-06	1.61779e-06	1.61779e-06	1.61779e-06	1.617791e-06	0.100107	0.119743	0.137358	0.164301	0.1282486	0.2153512
200	0	-267.182	-274.154	6.97175	0.09363186	0.0011387	0.0011387	0.0011387	0.0011387	0.001138701	0.0778062	0.085444	0.0917998	0.100811	0.08856491	0.1125869
201	1	-256.76	-270.42	13.6595	0.2003105	1.55517e-06	1.55517e-06	1.55517e-06	1.55517e-06	1.55517e-06	0.0584852	0.0679581	0.0762422	0.0885913	0.0719811	0.1804928
202	0	-258.587	-271.362	12.7754	0.1661704	1.6921e-06	1.6921e-06	1.6921e-06	1.6921e-06	1.692095e-06	0.0600761	0.0874514	0.116604	0.169737	0.1009809	0.4514458
203	1	-255.802	-268.629	12.8279	0.2005648	2.52928e-06	2.52928e-06	2.52928e-06	2.52928e-06	2.52928e-06	0.095721	0.106548	0.115665	0.128748	0.111013	0.1288385
204	0	-254.503	-268.224	13.7208	0.1816875	1.14268e-06	1.14268e-06	1.14268e-06	1.14268e-06	1.142681e-06	0.0875548	0.0971982	0.1053	0.116898	0.101168	0.1256301
205	1	-262.07	-274.688	12.6184	0.03174856	1.50327e-06	1.50327e-06	1.50327e-06	1.50327e-06	1.503269e-06	0.0615511	0.0964013	0.13595	0.212925	0.1144804	0.5394325
206	0	-255.734	-269.199	13.4651	0.1776394	1.50786e-06	1.50786e-06	1.50786e-06	1.50786e-06	1.507856e-06	0.079302	0.0900445	0.0992505	0.112695	0.09453552	0.1527472
207	1	-255.81	-269.203	13.3932	0.2030245	1.24814e-06	1.24814e-06	1.24814e-06	1.24814e-06	1.248139e-06	0.130575	0.138334	0.14459	0.153182	0.1414276	0.06940435
208	0	-256.679	-270.169	13.49	0.1829704	1.02097e-06	1.02097e-06	1.02097e-06	1.02097e-06	1.020972e-06	0.108785	0.125297	0.139626	0.160819	0.1322674	0.16991
209	1	-256.319	-269.916	13.5975	0.1791299	1.2021e-06	1.2021e-06	1.2021e-06	1.2021e-06	1.202102e-06	0.127095	0.129273	0.130967	0.133211	0.1301171	0.02043058
210	0	-266.982	-274.046	7.06386	0.1402478	0.00100573	0.00100573	0.00100573	0.00100573	0.001005728	0.0811613	0.088865	0.095259	0.104301	0.0920065	0.109028
211	1	-258.202	-271.051	12.8492	0.1518118	2.21228e-06	2.21228e-06	2.21228e-06	2.21228e-06	2.212283e-06	0.0712817	0.0893517	0.10624	0.133172	0.0974307	0.2716582
212	0	-264.77	-273.921	9.15124	0.1215844	7.19365e-05	7.19365e-05	7.19365e-05	7.19365e-05	7.193652e-05	0.075538	0.0991554	0.122137	0.160324	0.1100478	0.3270997
213	1	-259.234	-272.836	13.6021	0.02063187	1.28148e-06	1.28148e-06	1.28148e-06	1.28148e-06	1.281479e-06	0.0956113	0.103575	0.110123	0.119295	0.1067987	0.09619217
214	0	-272.908	-274.957	2.04909	0.02293078	0.0621659	0.0621659	0.0621659	0.0621659	0.06216587	0.104036	0.137373	0.169981	0.224449	0.1528096	0.3342088
215	1	-261.555	-273.481	11.9255	0.1599833	3.93464e-06	3.93464e-06	3.93464e-06	3.93464e-06	3.93464e-06	0.0884362	0.115212	0.141095	0.183814	0.1274984	0.3180099
216	0	-273.31	-274.568	1.25764	0.1036249	0.17816	0.17816	0.17816	0.17816	0.1781597	0.199852	0.202146	0.203922	0.206263	0.2030323	0.01372297
217	1	-255.767	-269.449	13.6821	0.1579433	1.06692e-06	1.06692e-06	1.06692e-06	1.06692e-06	1.066918e-06	0.0666999	0.082705	0.097522	0.120923	0.08980844	0.2585957
218	0	-266.792	-274.202	7.40982	0.1225431	0.000656399	0.000656399	0.000656399	0.000656399	0.0006563987	0.100652	0.105968	0.110231	0.116053	0.1080786	0.06188455
219	1	-254.258	-268.027	13.7691	0.2015829	1.18472e-06	1.18472e-06	1.18472e-06	1.18472e-06	1.184717e-06	0.0972604	0.102166	0.106092	0.111443	0.1041105	0.05916544
220	0	-268.344	-274.082	5.73818	0.05653417	0.00154607	0.00154607	0.00154607	0.00154607	0.001546068	0.0141156	0.0334166	0.0646745	0.153107	0.04648873	1.036145
221	1	-254.795	-268.894	14.0985	0.1941041	1.0344e-06	1.0344e-06	1.0344e-06	1.0344e-06	1.034404e-06	0.08226	0.0857515	0.0885266	0.092284	0.08712799	0.04997857
222	0	-271.152	-274.691	3.53887	0.1464232	0.0132472	0.0132472	0.0132472	0.0132472	0.01324721	0.0427786	0.0744028	0.1137	0.197754	0.0919762	0.6654437
223	1	-253.802	-267.699	13.8969	0.1854582	1.01304e-06	1.01304e-06	1.01304e-06	1.01304e-06	1.013041e-06	0.103597	0.107737	0.111021	0.115458	0.1093669	0.04711331
224	0	-266.539	-273.971	7.43227	0.02451975	0.000670023	0.000670023	0.000670023	0.000670023	0.0006700234	0.0923161	0.0984311	0.103389	0.110238	0.1008797	0.07711648
225	1	-258.362	-272.339	13.9776	0.1422945	1.01789e-06	1.01789e-06	1.01789e-06	1.01789e-06	1.017893e-06	0.063315	0.0741406	0.0836721	0.0979784	0.07876231	0.1897788
226	0	-266.816	-273.918	7.10155	0.1053332	0.000669225	0.000669225	0.000669225	0.000669225	0.0006692246	0.064232	0.0838609	0.102871	0.134308	0.09288106	0.3206134
227	1	-258.021	-270.745	12.7242	0.1740316	1.91006e-06	1.91006e-06	1.91006e-06	1.91006e-06	1.910058e-06	0.0799904	0.104953	0.129233	0.169563	0.116462	0.3265598
228	0	-271.573	-274.056	2.48364	0.007657037	0.0457131	0.0457131	0.0457131	0.0457131	0.04571307	0.0743565	0.104344	0.135274	0.189829	0.1188066	0.4073768
229	1	-261.987	-273.224	11.2363	0.1197052	1.19067e-05	1.19067e-05	1.19067e-05	1.19067e-05	1.190672e-05	0.101707	0.112611	0.12175	0.134803	0.1170915	0.1224476
230	0	-271.293	-273.878	2.58544	0.09047859	0.0345795	0.0345795	0.0345795	0.0345795	0.03457946	0.0200761	0.0434574	0.0785318	0.169993	0.05841908	0.9285127
231	1	-268.545	-274.033	5.48732	0.118624	0.00400355	0.00400355	0.00400355	0.00400355	0.004003549	0.0655586	0.0808618	0.0949637	0.117131	0.08762954	0.2522484
232	0	-271.92	-273.874	1.95361	0.1772716	0.0605179	0.0605179	0.0605179	0.0605179	0.06051787	0.0543395	0.0898589	0.132111	0.218467	0.1089559	0.6047661
233	1	-267.406	-274.22	6.81454	0.1464036	0.00125236	0.00125236	0.00125236	0.00125236	0.001252363	0.106064	0.10836	0.110152	0.112535	0.1092519	0.02573906
234	0	-269.175	-274.913	5.73875	0.1446919	0.00324791	0.00324791	0.00324791	0.00324791	0.003247914	0.0520181	0.0677969	0.0830554	0.108249	0.07503931	0.3185298
235	1	-264.297	-273.533	9.23612	0.1006428	8.28654e-05	8.28654e-05	8.28654e-05	8.28654e-05	8.28654e-05	0.0844164	0.100427	0.114722	0.13648	0.1073368	0.2088147
236	0	-271.552	-273.326	1.77377	0.1524587	0.10834	0.10834	0.10834	0.10834	0.1083403	0.124733	0.143964	0.160683	0.185456	0.1520939	0.1724005
237	1	-262.913	-274.111	11.1978	0.06827574	5.67981e-06	5.67981e-06	5.67981e-06	5.67981e-06	5.679809e-06	0.0170828	0.0399275	0.0765228	0.178856	0.05527534	1.020783
238	0	-270.398	-273.561	3.1629	0.05943539	0.0327753	0.0327753	0.0327753	0.0327753	0.03277532	0.0493391	0.0705331	0.0927497	0.132591	0.08088215	0.4296743
239	1	-256.959	-270.019	13.0599	0.1950529	1.81146e-06	1.81146e-06	1.81146e-06	1.81146e-06	1.811461e-06	0.091405	0.106226	0.11919	0.138516	0.1125214	0.1806784
240	0	-272.209	-274.855	2.64602	0.04144809	0.0278088	0.0278088	0.0278088	0.0278088	0.02780882	0.0309154	0.0617755	0.104997	0.209807	0.08053723	0.8323267
241	1	-256.715	-269.573	12.8581	0.1844861	2.65576e-06	2.65576e-06	2.65576e-06	2.65576e-06	2.655757e-06	0.0877733	0.0979198	0.106481	0.11879	0.1021108	0.131527
242	0	-263.704	-273.485	9.78112	0.1344259	4.65726e-05	4.65726e-05	4.65726e-05	4.65726e-05	4.657257e-05	0.0554407	0.0752387	0.0950719	0.129022	0.0845759	0.3671362
243	1	-263.319	-273.751	10.4317	0.1312615	1.9584e-05	1.9584e-05	1.9584e-05	1.9584e-05	1.958404e-05	0.0363382	0.0593984	0.086556	0.141485	0.0717028	0.5908305
244	0	-253.704	-267.415	13.7109	0.1987748	1.18701e-06	1.18701e-06	1.18701e-06	1.18701e-06	1.187007e-06	0.0886978	0.0972917	0.104436	0.114554	0.1008004	0.1111898
245	1	-257.913	-270.586	12.673	0.1675105	2.77221e-06	2.77221e-06	2.77221e-06	2.77221e-06	2.77221e-06	0.0984054	0.110677	0.121106	0.136209	0.1157744	0.1413036
246	0	-258.79	-271.276	12.4857	0.1733914	3.4863e-06	3.4863e-06	3.4863e-06	3.4863e-06	3.4863e-06	0.12746	0.131323	0.134362	0.138434	0.1328339	0.03589605
247	1	-255.616	-269.253	13.6375	0.200642	1.2198e-06	1.2198e-06	1.2198e-06	1.2198e-06	1.219798e-06	0.0812337	0.0926579	0.102487	0.1169	0.09744867	0.1582087
248	0	-258.99	-272.57	13.5796	0.02485967	1.63488e-06	1.63488e-06	1.63488e-06	1.63488e-06	1.634883e-06	0.0936883	0.0957222	0.0973104	0.0994229	0.09651305	0.02582212
249	1	-255.85	-269.031	13.1802	0.1964064	1.39647e-06	1.39647e-06	1.39647e-06	1.39647e-06	1.396465e-06	0.0982741	0.116477	0.132675	0.15725	0.1243127	0.2043203
250	0	-267.424	-274.286	6.86229	0.0929792	0.000482483	0.000482483	0.000482483	0.000482483	0.0004824831	0.0169293	0.0384596	0.0721212	0.163843	0.05266645	0.9865984
251	1	-262.658	-273.918	11.2603	0.04786741	9.92695e-06	9.92695e-06	9.92695e-06	9.92695e-06	9.926954e-06	0.0990021	0.115684	0.130344	0.152307	0.1227956	0.1872302
252	0	-271.549	-274.413	2.86314	0.07617832	0.038236	0.038236	0.038236	0.038236	0.03823605	0.106729	0.127125	0.145353	0.173131	0.1359339	0.2102655
253	1	-267.507	-274.354	6.84648	0.01067896	0.000678031	0.000678031	0.000678031	0.000678031	0.0006780312	0.0244711	0.0454243	0.0729666	0.135444	0.05757132	0.7437152
254	0	-270.635	-273.692	3.05698	0.0209786	0.0288319	0.0288319	0.0288319	0.0288319	0.02883191	0.0153473	0.0330169	0.0593831	0.127752	0.04427915	0.92109
255	1	-270.147	-274.86	4.71315	0.05864894	0.00291584	0.00291584	0.00291584	0.00291584	0.002915845	0.00368207	0.014453	0.0412094	0.161757	0.02440493	1.644118
256	0	-270.18	-273.812	3.63258	0.07298057	0.0142968	0.0142968	0.0142968	0.0142968	0.01429685	0.0391721	0.066523	0.099816	0.16951	0.08148652	0.6367401
257	1	-271.617	-274.507	2.88968	0.03721978	0.0182222	0.0182222	0.0182222	0.0182222	0.01822223	0.00480635	0.0174101	0.046678	0.169083	0.02850737	1.547551
258	0	-267.01	-273.922	6.91283	0.04165495	0.00101749	0.00101749	0.00101749	0.00101749	0.001017492	0.0850124	0.0956413	0.104676	0.117764	0.1000569	0.1416449
259	1	-272.454	-273.589	1.13475	0.0009761193	0.100502	0.100502	0.100502	0.100502	0.1005017	0.00609494	0.0208874	0.0536722	0.183935	0.03348241	1.480907
260	0	-271.377	-273.507	2.1308	0.0353021	0.0869657	0.0869657	0.0869657	0.0869657	0.08696567	0.0747168	0.0962053	0.116766	0.150348	0.1059882	0.3039275
261	1	-270.694	-274.61	3.91575	0.001384528	0.0126351	0.0126351	0.0126351	0.0126351	0.01263506	0.0671	0.0929738	0.119368	0.165396	0.1053475	0.392125
262	0	-271.525	-273.33	1.80498	0.02041271	0.0963218	0.0963218	0.0963218	0.0963218	0.09632185	0.0233973	0.0451103	0.0745993	0.143828	0.0580103	0.7893251
263	1	-266.111	-274.408	8.29725	0.1528963	0.000352634	0.000352634	0.000352634	0.000352634	0.0003526345	0.0813742	0.0843468	0.0866978	0.0898648	0.08551422	0.04313832
264	0	-271.386	-273.95	2.56353	0.1197996	0.0358676	0.0358676	0.0358676	0.0358676	0.03586758	0.0444711	0.0760162	0.114632	0.195945	0.09334824	0.6445848
265	1	-268.592	-274.023	5.43078	0.05797126	0.00262684	0.00262684	0.00262684	0.00262684	0.002626844	0.0503203	0.0770667	0.106835	0.16362	0.09073818	0.5125131
266	0	-272.033	-273.961	1.92821	0.08176181	0.0654104	0.0654104	0.0654104	0.0654104	0.0654104	0.0141545	0.0341224	0.0669652	0.161434	0.04780182	1.057966
267	1	-265.532	-275.792	10.2602	0.04905692	4.97519e-05	4.97519e-05	4.97519e-05	4.97519e-05	4.975189e-05	0.0570789	0.0655217	0.0728266	0.0835987	0.06907766	0.1658594
268	0	-271.225	-273.7	2.47521	0.08686675	0.0519159	0.0519159	0.0519159	0.0519159	0.05191594	0.0375099	0.0620712	0.0913058	0.151092	0.07528252	0.6055934
269	1	-253.949	-267.975	14.0266	0.1984333	1.03057e-06	1.03057e-06	1.03057e-06	1.03057e-06	1.030569e-06	0.0899925	0.0934236	0.0961409	0.0998065	0.09477255	0.04498969
270	0	-272.424	-274.094	1.66919	0.1554619	0.12051	0.12051	0.12051	0.12051	0.1205103	0.172344	0.180923	0.187785	0.197132	0.184322	0.05840808
271	1	-262.817	-273.795	10.9783	0.06754495	1.31283e-05	1.31283e-05	1.31283e-05	1.31283e-05	1.312825e-05	0.0295773	0.0491891	0.0726333	0.120794	0.05977263	0.6115885
272	0	-272.367	-273.298	0.930848	0.03029433	0.147719	0.147719	0.147719	0.147719	0.1477187	0.0341296	0.0671389	0.112752	0.221803	0.08700602	0.8135024
273	1	-254.391	-267.95	13.5584	0.1964311	1.18494e-06	1.18494e-06	1.18494e-06	1.18494e-06	1.184938e-06	0.102708	0.112909	0.121405	0.133463	0.1170799	0.1138511
274	0	-271.17	-273.045	1.87509	0.04499569	0.0898558	0.0898558	0.0898558	0.0898558	0.08985576	0.0647284	0.0927435	0.122169	0.175044	0.1064441	0.4324079
275	1	-257.299	-270.48	13.1804	0.1591936	1.72894e-06	1.72894e-06	1.72894e-06	1.72894e-06	1.72894e-06	0.0905311	0.103257	0.114207	0.130261	0.1085942	0.1581468
276	0	-267.193	-274.098	6.90477	0.04776651	0.00122495	0.00122495	0.00122495	0.00122495	0.001224954	0.0788674	0.0861165	0.0921187	0.100586	0.08906704	0.1057251
277	1	-263.69	-273.875	10.1852	0.05751586	4.10612e-05	4.10612e-05	4.10612e-05	4.10612e-05	4.10612e-05	0.110898	0.11338	0.115319	0.1179	0.1143452	0.02661219
278	0	-271.2	-273.879	2.67924	0.1409556	0.05208	0.05208	0.05208	0.05208	0.05208002	0.123772	0.136136	0.146439	0.161068	0.1411937	0.1144805
279	1	-259.535	-272.999	13.4643	0.04125852	2.03646e-06	2.03646e-06	2.03646e-06	2.03646e-06	2.036464e-06	0.087227	0.088269	0.0890758	0.0901399	0.0886715	0.0142775
280	0	-270.731	-274.089	3.35753	0.01210159	0.0200509	0.0200509	0.0200509	0.0200509	0.0200509	0.0547105	0.082749	0.113618	0.171846	0.09696289	0.4974777
281	1	-262.159	-273.389	11.2299	0.1586674	1.56271e-05	1.56271e-05	1.56271e-05	1.56271e-05	1.562711e-05	0.106545	0.107711	0.108613	0.109802	0.108161	0.01308984
282	0	-268.164	-273.923	5.75891	0.1457797	0.00343248	0.00343248	0.00343248	0.00343248	0.003432478	0.0909363	0.0985185	0.104753	0.113487	0.101588	0.0962891
283	1	-270.33	-274.144	3.81461	0.1999399	0.0218724	0.0218724	0.0218724	0.0218724	0.02187241	0.069864	0.0839664	0.0966696	0.116183	0.09009437	0.2210697
284	0	-262.809	-274.307	11.4975	0.01826135	5.11532e-06	5.11532e-06	5.11532e-06	5.11532e-06	5.115322e-06	0.0328401	0.0599326	0.095027	0.173423	0.07546664	0.7232939
285	1	-266.094	-276.187	10.093	0.1270473	7.13993e-05	7.13993e-05	7.13993e-05	7.13993e-05	7.139932e-05	0.0669538	0.0693271	0.0712024	0.0737264	0.07025854	0.04188224
286	0	-261.318	-273.004	11.6865	0.08463788	7.99254e-06	7.99254e-06	7.99254e-06	7.99254e-06	7.992539e-06	0.101096	0.110457	0.118211	0.129156	0.1142679	0.1064647
