Iteration	Replicate_ID	avg_lambda[1]	avg_lambda[2]	avg_lambda[3]	avg_lambda[4]	avg_lambda[5]	avg_lambda[6]	avg_lambda[7]	avg_lambda[8]	avg_lambda[9]	avg_lambda[10]	avg_lambda[11]	avg_lambda[12]	avg_lambda[13]	avg_lambda[14]	avg_lambda[15]	avg_lambda[16]	avg_lambda[17]	avg_lambda[18]	avg_lambda[19]	avg_lambda[20]	avg_lambda[21]	avg_lambda[22]	avg_lambda[23]	avg_lambda[24]	avg_lambda[25]	avg_lambda[26]	avg_lambda[27]	avg_lambda[28]	avg_lambda[29]	avg_lambda[30]	avg_lambda[31]	avg_lambda[32]	avg_lambda[33]	avg_lambda[34]	avg_lambda[35]	avg_lambda[36]	avg_lambda[37]	avg_lambda[38]	avg_lambda[39]	avg_lambda[40]	avg_lambda[41]	avg_lambda[42]	avg_lambda[43]	avg_lambda[44]	avg_lambda[45]	avg_lambda[46]	avg_lambda[47]	avg_lambda[48]	avg_lambda[49]	avg_lambda[50]	avg_lambda[51]	avg_lambda[52]	avg_lambda[53]	avg_lambda[54]	avg_lambda[55]	avg_lambda[56]	avg_lambda[57]	avg_lambda[58]	avg_lambda[59]	avg_lambda[60]	avg_lambda[61]	avg_lambda[62]	avg_lambda[63]	avg_lambda[64]	avg_lambda[65]	avg_lambda[66]	avg_lambda[67]	avg_lambda[68]	avg_lambda[69]	avg_lambda[70]	avg_lambda[71]	avg_lambda[72]	avg_lambda[73]	avg_lambda[74]	avg_lambda[75]	avg_lambda[76]	avg_lambda[77]	avg_lambda[78]	avg_lambda[79]	avg_lambda[80]	avg_lambda[81]	avg_lambda[82]	avg_lambda[83]	avg_lambda[84]	avg_lambda[85]	avg_lambda[86]	avg_lambda[87]	avg_lambda[88]	avg_lambda[89]	avg_lambda[90]	avg_lambda[91]	avg_lambda[92]	avg_lambda[93]	avg_lambda[94]	avg_lambda[95]	avg_lambda[96]	avg_lambda[97]	avg_lambda[98]	avg_lambda[99]	avg_mu[1]	avg_mu[2]	avg_mu[3]	avg_mu[4]	avg_mu[5]	avg_mu[6]	avg_mu[7]	avg_mu[8]	avg_mu[9]	avg_mu[10]	avg_mu[11]	avg_mu[12]	avg_mu[13]	avg_mu[14]	avg_mu[15]	avg_mu[16]	avg_mu[17]	avg_mu[18]	avg_mu[19]	avg_mu[20]	avg_mu[21]	avg_mu[22]	avg_mu[23]	avg_mu[24]	avg_mu[25]	avg_mu[26]	avg_mu[27]	avg_mu[28]	avg_mu[29]	avg_mu[30]	avg_mu[31]	avg_mu[32]	avg_mu[33]	avg_mu[34]	avg_mu[35]	avg_mu[36]	avg_mu[37]	avg_mu[38]	avg_mu[39]	avg_mu[40]	avg_mu[41]	avg_mu[42]	avg_mu[43]	avg_mu[44]	avg_mu[45]	avg_mu[46]	avg_mu[47]	avg_mu[48]	avg_mu[49]	avg_mu[50]	avg_mu[51]	avg_mu[52]	avg_mu[53]	avg_mu[54]	avg_mu[55]	avg_mu[56]	avg_mu[57]	avg_mu[58]	avg_mu[59]	avg_mu[60]	avg_mu[61]	avg_mu[62]	avg_mu[63]	avg_mu[64]	avg_mu[65]	avg_mu[66]	avg_mu[67]	avg_mu[68]	avg_mu[69]	avg_mu[70]	avg_mu[71]	avg_mu[72]	avg_mu[73]	avg_mu[74]	avg_mu[75]	avg_mu[76]	avg_mu[77]	avg_mu[78]	avg_mu[79]	avg_mu[80]	avg_mu[81]	avg_mu[82]	avg_mu[83]	avg_mu[84]	avg_mu[85]	avg_mu[86]	avg_mu[87]	avg_mu[88]	avg_mu[89]	avg_mu[90]	avg_mu[91]	avg_mu[92]	avg_mu[93]	avg_mu[94]	avg_mu[95]	avg_mu[96]	avg_mu[97]	avg_mu[98]	avg_mu[99]	num_shifts[1]	num_shifts[2]	num_shifts[3]	num_shifts[4]	num_shifts[5]	num_shifts[6]	num_shifts[7]	num_shifts[8]	num_shifts[9]	num_shifts[10]	num_shifts[11]	num_shifts[12]	num_shifts[13]	num_shifts[14]	num_shifts[15]	num_shifts[16]	num_shifts[17]	num_shifts[18]	num_shifts[19]	num_shifts[20]	num_shifts[21]	num_shifts[22]	num_shifts[23]	num_shifts[24]	num_shifts[25]	num_shifts[26]	num_shifts[27]	num_shifts[28]	num_shifts[29]	num_shifts[30]	num_shifts[31]	num_shifts[32]	num_shifts[33]	num_shifts[34]	num_shifts[35]	num_shifts[36]	num_shifts[37]	num_shifts[38]	num_shifts[39]	num_shifts[40]	num_shifts[41]	num_shifts[42]	num_shifts[43]	num_shifts[44]	num_shifts[45]	num_shifts[46]	num_shifts[47]	num_shifts[48]	num_shifts[49]	num_shifts[50]	num_shifts[51]	num_shifts[52]	num_shifts[53]	num_shifts[54]	num_shifts[55]	num_shifts[56]	num_shifts[57]	num_shifts[58]	num_shifts[59]	num_shifts[60]	num_shifts[61]	num_shifts[62]	num_shifts[63]	num_shifts[64]	num_shifts[65]	num_shifts[66]	num_shifts[67]	num_shifts[68]	num_shifts[69]	num_shifts[70]	num_shifts[71]	num_shifts[72]	num_shifts[73]	num_shifts[74]	num_shifts[75]	num_shifts[76]	num_shifts[77]	num_shifts[78]	num_shifts[79]	num_shifts[80]	num_shifts[81]	num_shifts[82]	num_shifts[83]	num_shifts[84]	num_shifts[85]	num_shifts[86]	num_shifts[87]	num_shifts[88]	num_shifts[89]	num_shifts[90]	num_shifts[91]	num_shifts[92]	num_shifts[93]	num_shifts[94]	num_shifts[95]	num_shifts[96]	num_shifts[97]	num_shifts[98]	num_shifts[99]
0	0	0.185788	0.185788	0.161314	0.185788	0.185788	0.185788	0.185788	0.185788	0.185788	0.185788	0.185788	0.185788	0.185788	0.185788	0.185788	0.185788	0.185788	0.185788	0.185788	0.185788	0.185788	0.185788	0.171612	0.185788	0.117034	0.117034	0.185788	0.185788	0.185788	0.185788	0.185788	0.185788	0.185788	0.185788	0.185788	0.117034	0.117034	0.117034	0.117034	0.117034	0.117034	0.117034	0.117034	0.117034	0.117034	0.117034	0.117034	0.117034	0.117034	0.117034	0.117034	0.117034	0.117034	0.117034	0.117034	0.117034	0.117034	0.117034	0.117034	0.117034	0.117034	0.117034	0.117034	0.117034	0.185788	0.185788	0.185788	0.185788	0.185788	0.185788	0.185788	0.185788	0.146348	0.185788	0.185788	0.185788	0.185788	0.185788	0.185788	0.185788	0.185788	0.185788	0.185788	0.185788	0.185788	0.185788	0.185788	0.185788	0.185788	0.185788	0.185788	0.185788	0.185788	0.185788	0.185788	0.185788	0.185788	0.124316	0	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1	1	0.0995806	0.084117	0.1325	0.1325	0.12015	0.0901962	0.116049	0.0901962	0.0974344	0.0901962	0.0901962	0.0901962	0.1325	0.1325	0.0725471	0.0725471	0.1325	0.0851854	0.106573	0.0901962	0.0901962	0.0928821	0.0906449	0.125857	0.108519	0.1325	0.102283	0.1325	0.1325	0.0725471	0.0725471	0.0725471	0.0725471	0.123542	0.0863418	0.0814064	0.0901962	0.0901962	0.0805409	0.0725471	0.0725471	0.1325	0.106573	0.106573	0.106573	0.106573	0.118399	0.0901962	0.104655	0.130398	0.106573	0.100738	0.106573	0.106573	0.106573	0.11119	0.0941302	0.1325	0.1325	0.120461	0.106573	0.107496	0.106573	0.0911127	0.0725471	0.0725471	0.0725471	0.119653	0.1325	0.1325	0.0796004	0.0934946	0.0981085	0.106573	0.1325	0.0975273	0.106573	0.0996254	0.117128	0.0980834	0.104297	0.1325	0.1325	0.127665	0.0901962	0.0901962	0.0901962	0.0901962	0.0901962	0.102175	0.111864	0.1325	0.1325	0.1325	0.1325	0.1325	0.126739	0.0940682	0	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0.0490217	0	2	1	0	0	3	0	1	0	4	0	0	0	0	0	0	0	0	2	0	0	0	3	4	5	1	0	1	0	0	0	0	0	0	1	1	3	0	0	1	0	0	0	0	0	0	0	1	0	2	2	0	1	0	0	0	1	1	0	0	4	0	7	0	4	0	0	0	1	0	0	1	1	2	1	0	2	0	1	1	1	1	0	0	1	0	0	0	0	0	3	1	0	0	0	0	0	2	8	0
2	0	0.1215	0.1215	0.1215	0.1215	0.1215	0.0781337	0.0781337	0.0781337	0.1215	0.1215	0.110911	0.1215	0.1215	0.1215	0.1215	0.1215	0.1215	0.1215	0.1215	0.1215	0.1215	0.1215	0.1215	0.1215	0.1215	0.1215	0.1215	0.1215	0.1215	0.1215	0.1215	0.1215	0.1215	0.146485	0.1215	0.0803712	0.100322	0.100322	0.100322	0.1215	0.1215	0.1215	0.100322	0.100322	0.100322	0.100322	0.100322	0.100322	0.100322	0.102993	0.100322	0.100322	0.100322	0.100322	0.100322	0.100322	0.1215	0.110323	0.100322	0.100322	0.100322	0.100322	0.100322	0.100322	0.1215	0.1215	0.1215	0.1215	0.1215	0.1215	0.1215	0.1215	0.1215	0.1215	0.1215	0.1215	0.1215	0.1215	0.1215	0.1215	0.1215	0.1215	0.1215	0.1215	0.1215	0.1215	0.1215	0.1215	0.0781337	0.0913845	0.1215	0.1215	0.1215	0.1215	0.1215	0.1215	0.1215	0.103885	0	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	5.26921e-05	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
3	1	0.122655	0.103063	0.113861	0.122655	0.122655	0.0666368	0.0666368	0.0666368	0.0795683	0.0666368	0.0666368	0.0666368	0.115719	0.0983779	0.0830811	0.0830811	0.0830811	0.0830811	0.122655	0.122655	0.122655	0.0830811	0.0830811	0.0843799	0.0983779	0.0983779	0.0983779	0.0666368	0.0666368	0.0666368	0.0666368	0.0666368	0.122655	0.0871979	0.122655	0.0778572	0.0983779	0.0926068	0.0983779	0.0983779	0.0983779	0.0983779	0.0983779	0.107206	0.0830811	0.0830811	0.0666368	0.0772171	0.0830811	0.0752293	0.0830811	0.0870678	0.0983779	0.0967389	0.0983779	0.0983779	0.0983779	0.0983779	0.0983779	0.0983779	0.0909491	0.0820367	0.0666368	0.0935166	0.0974716	0.122655	0.0946459	0.0867761	0.0748895	0.0983779	0.0947786	0.0935706	0.0863358	0.0830811	0.0830811	0.0873211	0.0830811	0.0830811	0.0830811	0.0830811	0.0830811	0.0934953	0.122655	0.0747988	0.0666368	0.0666368	0.0666368	0.0666368	0.0666368	0.0666368	0.0748346	0.122655	0.122655	0.122655	0.122655	0.122655	0.122655	0.0838371	0	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0.00575872	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	2	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	1	2	0	2	1	0	1	2	1	0	1	1	2	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0
4	0	0.116693	0.103616	0.0899352	0.0899352	0.101126	0.1061	0.0899352	0.0899352	0.0979656	0.0672923	0.0672923	0.0672923	0.115557	0.112317	0.15011	0.15011	0.15011	0.120416	0.15011	0.15011	0.15011	0.0672923	0.0892349	0.106506	0.0899352	0.0899352	0.0672923	0.15011	0.15011	0.0672923	0.0672923	0.0672923	0.0672923	0.0672923	0.0898997	0.0769405	0.15011	0.15011	0.094094	0.0672923	0.0672923	0.0986733	0.112317	0.112317	0.0672923	0.0672923	0.0899352	0.0829731	0.138184	0.0899352	0.0899352	0.0894146	0.0899352	0.0672923	0.0916138	0.121259	0.0672923	0.0730436	0.15011	0.133563	0.0932687	0.120143	0.112317	0.0883289	0.0672923	0.0672923	0.0672923	0.0672923	0.119974	0.0672923	0.0672923	0.0944274	0.0899352	0.0755741	0.15011	0.15011	0.15011	0.15011	0.15011	0.15011	0.15011	0.121606	0.0899352	0.113397	0.107321	0.120241	0.138108	0.11668	0.0899352	0.0899352	0.0844125	0.0899352	0.0899352	0.075881	0.0899352	0.0899352	0.0899352	0.0986726	0	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	1.40206e-06	0	3	1	0	0	2	1	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	2	2	0	0	2	0	0	1	0	0	0	0	0	2	1	0	0	2	0	1	1	1	0	1	0	2	1	1	0	4	0	0	0	0	5	0	0	2	0	1	0	0	0	0	0	0	0	1	0	1	1	3	1	1	0	0	2	0	0	1	0	0	0	6	0
5	1	0.130669	0.130669	0.130669	0.130669	0.130669	0.0313525	0.0313525	0.0313525	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.0692705	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.0779969	0.0779969	0.0743493	0.130669	0.130669	0.0967652	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.0313525	0.0482903	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0.000832047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
6	0	0.148816	0.14593	0.144496	0.140404	0.140404	0.140404	0.140404	0.140404	0.149155	0.149155	0.140404	0.140404	0.144154	0.140404	0.143506	0.143991	0.146102	0.143325	0.14593	0.14593	0.14593	0.146354	0.14378	0.146295	0.142591	0.14372	0.140404	0.143506	0.143506	0.14593	0.14593	0.14593	0.14593	0.143506	0.143506	0.144986	0.149155	0.14178	0.140404	0.140404	0.140404	0.144382	0.149155	0.149155	0.146095	0.142956	0.145055	0.143506	0.14593	0.147629	0.145728	0.144314	0.142177	0.143719	0.141279	0.140404	0.140404	0.140404	0.140404	0.140404	0.140404	0.147343	0.140404	0.143616	0.143506	0.14593	0.14593	0.14391	0.143333	0.143506	0.143506	0.143506	0.141871	0.14722	0.149155	0.14593	0.14593	0.146712	0.148286	0.149155	0.149155	0.149007	0.143506	0.140581	0.141645	0.148737	0.149155	0.149155	0.140404	0.144536	0.146048	0.140404	0.141588	0.14593	0.14593	0.145796	0.143506	0.145199	0	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	1.90599e-06	0	1	0	2	0	0	0	0	0	0	0	0	0	3	0	0	2	1	1	0	0	0	3	2	1	1	1	1	0	0	0	0	0	0	0	0	4	0	2	0	0	0	1	0	0	1	1	1	0	0	2	1	2	1	2	1	0	0	0	0	0	0	3	0	3	0	0	0	1	4	0	0	0	1	1	0	0	0	1	1	0	0	1	0	1	1	1	0	0	0	1	2	0	1	0	0	1	0	3	0
7	1	0.070469	0.161997	0.093419	0.161997	0.161997	0.0937944	0.0937944	0.0756418	0.161997	0.161997	0.161997	0.161997	0.161997	0.161997	0.161997	0.161997	0.161997	0.100416	0.118887	0.118887	0.118887	0.161997	0.121216	0.116294	0.0937944	0.0937944	0.15926	0.161997	0.161997	0.161997	0.161997	0.161997	0.161997	0.161997	0.161997	0.103538	0.0937944	0.139263	0.0785944	0.161997	0.118887	0.161997	0.161997	0.161997	0.161997	0.161997	0.0937944	0.0937944	0.107926	0.0937944	0.0937944	0.0937944	0.10895	0.161997	0.161997	0.161997	0.161997	0.161997	0.161997	0.147696	0.0937944	0.0937944	0.0937944	0.0840917	0.161997	0.161997	0.161997	0.161997	0.161997	0.161997	0.161997	0.161997	0.114029	0.161997	0.161997	0.118887	0.118887	0.146321	0.158681	0.161997	0.161997	0.161997	0.161997	0.161997	0.161997	0.161997	0.161997	0.161997	0.0937944	0.129258	0.161997	0.161997	0.161997	0.161997	0.161997	0.161997	0.161997	0.11976	0	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0.0472092	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0
