Iteration	Posterior	Likelihood	Prior	event_rate	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_mean	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_mean	speciation_sd
0	-266.437	-274.057	7.61992	0.006553766	0.00050869	0.00050869	0.00050869	0.00050869	0.0005086902	0.0811907	0.0922023	0.10164	0.115425	0.09680628	0.1529198
100	-266.428	-274.255	7.82734	0.1933178	0.000302332	0.000302332	0.000302332	0.000302332	0.0003023321	0.0377465	0.0587093	0.0823554	0.128092	0.06953438	0.5310804
200	-259.941	-272.139	12.1972	0.1816862	6.42452e-06	6.42452e-06	6.42452e-06	6.42452e-06	6.424518e-06	0.0892628	0.0928692	0.0957308	0.0995985	0.09428914	0.04762114
300	-260	-273.006	13.0065	0.000680469	2.35579e-06	2.35579e-06	2.35579e-06	2.35579e-06	2.355795e-06	0.0798905	0.0908444	0.100244	0.113988	0.09542833	0.1544909
400	-268.351	-274.114	5.7625	0.05861258	0.00183613	0.00183613	0.00183613	0.00183613	0.001836129	0.0497198	0.0770046	0.107669	0.166754	0.09105481	0.5259776
500	-258.909	-271.293	12.384	0.1970032	4.12292e-06	4.12292e-06	4.12292e-06	4.12292e-06	4.122921e-06	0.0836915	0.0956227	0.105903	0.121001	0.1006318	0.1602384
600	-265.498	-274.013	8.51452	0.02779014	0.00011606	0.00011606	0.00011606	0.00011606	0.0001160603	0.0457642	0.072809	0.103921	0.165334	0.08698485	0.5582933
700	-255.932	-269.348	13.4168	0.197239	1.17444e-06	1.17444e-06	1.17444e-06	1.17444e-06	1.174438e-06	0.0987983	0.114774	0.128743	0.149561	0.1215582	0.1802175
800	-257.286	-270.387	13.1006	0.1680695	1.56199e-06	1.56199e-06	1.56199e-06	1.56199e-06	1.56199e-06	0.105214	0.121095	0.134868	0.155225	0.127796	0.1690292
