/ufrc/burleigh/nhans/GitHubNH/revBB
c25a-s1.ufhpc
Fri May 31 15:49:23 EDT 2019

RevBayes version (1.0.11)
Build from development (0ef095) on Tue May 28 09:41:26 EDT 2019

Visit the website www.RevBayes.com for more information about RevBayes.

RevBayes is free software released under the GPL license, version 3. Type 'license()' for details.

To quit RevBayes type 'quit()' or 'q()'.


> source("0_scripts/bd-tree-analysis.Rev")
   Processing file "0_scripts/bd-tree-analysis.Rev"
   Attempting to read the contents of file "simbdstree1.nex"
   Successfully read file

   Running MCMC simulation
   This simulation runs 2 independent replicates.
   The simulator uses 4 different moves in a random move schedule with 8 moves per iteration

Iter        |      Posterior   |     Likelihood   |          Prior   |     event_rate   |   extinction..   |   speciation..   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------

Iter        |      Posterior   |     Likelihood   |          Prior   |     event_rate   |   extinction..   |   speciation..   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
4250        |       -262.082   |       -273.855   |        11.7724   |      0.1637737   |   4.710778e-06   |      0.0577582   |   00:02:49   |   00:10:26   |
4260        |       -265.225   |       -274.599   |         9.3739   |      0.1251285   |   3.438981e-05   |     0.05544752   |   00:02:49   |   00:10:24   |
4270        |       -262.804   |       -273.205   |        10.4008   |     0.04863747   |   2.064733e-05   |     0.07203075   |   00:02:49   |   00:10:22   |
4280        |       -264.333   |        -273.99   |        9.65663   |     0.05559981   |   4.042358e-05   |      0.1059476   |   00:02:50   |   00:10:24   |
4290        |       -266.567   |       -274.069   |        7.50177   |      0.1108769   |   0.0006586155   |     0.09109941   |   00:02:50   |   00:10:22   |
4300        |       -268.461   |       -274.076   |        5.61544   |       0.184606   |    0.003126095   |     0.08860483   |   00:02:51   |   00:10:24   |
4300        |       -268.461   |       -274.076   |        5.61544   |       0.184606   |    0.003126095   |     0.08860483   |   00:02:51   |   00:10:24   |
4310        |       -267.611   |       -274.014   |        6.40295   |     0.04633699   |    0.001657547   |     0.08061055   |   00:02:51   |   00:10:22   |
4320        |       -268.121   |       -273.908   |        5.78637   |     0.05856308   |    0.003182432   |      0.1019712   |   00:02:51   |   00:10:20   |
4330        |       -268.284   |       -273.993   |         5.7086   |     0.08712664   |    0.002222217   |     0.09302025   |   00:02:52   |   00:10:22   |
4340        |        -269.53   |       -274.024   |        4.49414   |       0.062021   |     0.01428048   |     0.09214794   |   00:02:52   |   00:10:20   |
4350        |       -270.251   |       -273.387   |        3.13641   |      0.0542741   |     0.04889052   |      0.1130794   |   00:02:52   |   00:10:18   |
4360        |       -270.215   |        -273.21   |        2.99574   |     0.05097264   |     0.05254117   |      0.1233712   |   00:02:53   |   00:10:20   |
4370        |       -268.844   |       -273.778   |        4.93369   |       0.198335   |    0.009239569   |        0.10131   |   00:02:53   |   00:10:18   |
4380        |       -272.309   |       -275.393   |        3.08421   |       0.139809   |      0.0393034   |      0.1510997   |   00:02:53   |   00:10:16   |
4390        |       -270.859   |        -274.16   |        3.30087   |      0.1783254   |      0.0472139   |      0.1006692   |   00:02:54   |   00:10:18   |


Iter        |      Posterior   |     Likelihood   |          Prior   |     event_rate   |   extinction..   |   speciation..   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
4400        |       -270.386   |       -273.411   |        3.02442   |      0.1449182   |     0.05254903   |       0.113717   |   00:02:54   |   00:10:16   |
4400        |       -270.386   |       -273.411   |        3.02442   |      0.1449182   |     0.05254903   |       0.113717   |   00:02:54   |   00:10:16   |
4410        |       -271.502   |       -273.403   |        1.90089   |      0.1707323   |      0.1126388   |      0.1586981   |   00:02:55   |   00:10:18   |
4420        |       -270.928   |       -273.255   |        2.32675   |      0.1375741   |     0.07398093   |      0.1413833   |   00:02:55   |   00:10:16   |
4430        |        -270.87   |       -274.651   |        3.78033   |      0.1709699   |     0.01593643   |      0.1226001   |   00:02:55   |   00:10:15   |
4440        |        -267.91   |       -273.913   |        6.00309   |     0.07590843   |    0.002469627   |      0.1004905   |   00:02:56   |   00:10:16   |
4450        |       -268.872   |       -273.833   |        4.96138   |      0.1819487   |     0.00724375   |      0.1010105   |   00:02:56   |   00:10:15   |
4460        |       -269.684   |       -273.602   |        3.91729   |      0.0775357   |     0.01852903   |      0.1082604   |   00:02:57   |   00:10:16   |
4470        |       -269.995   |       -273.506   |        3.51157   |     0.08600497   |     0.02253115   |      0.0905497   |   00:02:57   |   00:10:14   |
4480        |        -270.39   |         -273.3   |        2.91022   |     0.07970296   |     0.04425093   |      0.1039306   |   00:02:57   |   00:10:13   |
4490        |       -269.455   |       -274.066   |        4.61125   |      0.2028308   |     0.01189437   |     0.09130151   |   00:02:58   |   00:10:14   |
4500        |       -271.992   |       -275.221   |        3.22934   |     0.09601967   |     0.02555306   |       0.135569   |   00:02:58   |   00:10:13   |
4500        |       -271.992   |       -275.221   |        3.22934   |     0.09601967   |     0.02555306   |       0.135569   |   00:02:58   |   00:10:13   |
4510        |       -270.255   |       -273.294   |        3.03873   |     0.01767809   |     0.04079474   |      0.1153624   |   00:02:59   |   00:10:14   |
4520        |        -270.29   |       -274.093   |        3.80307   |     0.02568656   |     0.01184014   |     0.08473853   |   00:02:59   |   00:10:13   |
4530        |       -269.518   |       -273.475   |        3.95625   |     0.03934423   |     0.01473485   |     0.07693908   |   00:02:59   |   00:10:11   |
4540        |         -271.6   |       -273.254   |        1.65418   |     0.03402929   |      0.1119785   |      0.1066055   |   00:03:00   |   00:10:12   |
4550        |       -271.554   |       -273.422   |        1.86776   |     0.01596269   |      0.0660789   |     0.04438817   |   00:03:00   |   00:10:11   |
4560        |       -270.831   |       -273.488   |         2.6575   |     0.08998974   |     0.03691227   |     0.08312982   |   00:03:01   |   00:10:12   |
4570        |       -270.609   |       -274.841   |        4.23172   |      0.1114536   |    0.006571944   |     0.04914683   |   00:03:01   |   00:10:11   |
4580        |        -271.71   |        -275.74   |        4.02977   |      0.1154414   |    0.005811199   |     0.04942069   |   00:03:01   |   00:10:09   |
4590        |       -270.281   |        -273.87   |         3.5897   |       0.114113   |     0.02307145   |     0.08715895   |   00:03:02   |   00:10:11   |


Iter        |      Posterior   |     Likelihood   |          Prior   |     event_rate   |   extinction..   |   speciation..   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
4600        |       -270.415   |       -273.987   |        3.57155   |     0.02753053   |     0.02479764   |       0.069354   |   00:03:02   |   00:10:09   |
4600        |       -270.415   |       -273.987   |        3.57155   |     0.02753053   |     0.02479764   |       0.069354   |   00:03:02   |   00:10:09   |
4610        |       -272.741   |       -273.683   |       0.942069   |      0.1344871   |      0.1269947   |     0.09948585   |   00:03:03   |   00:10:10   |
4620        |       -271.714   |       -273.599   |        1.88481   |      0.1265523   |     0.06880468   |       0.112763   |   00:03:03   |   00:10:09   |
4630        |       -271.866   |       -273.411   |        1.54556   |      0.1881767   |      0.1033815   |      0.1434942   |   00:03:03   |   00:10:07   |
4640        |       -273.831   |       -274.313   |       0.482178   |     0.09833087   |       0.202272   |      0.1145837   |   00:03:04   |   00:10:09   |
4650        |       -273.788   |       -274.205   |       0.416804   |      0.1760352   |      0.1743622   |      0.1160211   |   00:03:04   |   00:10:07   |
4660        |       -273.585   |        -274.14   |       0.555516   |      0.0901228   |      0.1546657   |     0.08641819   |   00:03:05   |   00:10:08   |
4670        |       -273.447   |       -274.911   |        1.46337   |      0.1687444   |      0.1181011   |      0.1034277   |   00:03:05   |   00:10:07   |
4680        |       -270.681   |       -273.149   |        2.46804   |     0.06657258   |      0.0516647   |     0.08726659   |   00:03:06   |   00:10:08   |
4690        |       -271.827   |       -273.534   |        1.70748   |     0.02535221   |      0.1005682   |      0.1382356   |   00:03:06   |   00:10:07   |
4700        |       -271.703   |        -273.34   |        1.63703   |     0.02114706   |      0.1165723   |      0.1175047   |   00:03:06   |   00:10:05   |
4700        |       -271.703   |        -273.34   |        1.63703   |     0.02114706   |      0.1165723   |      0.1175047   |   00:03:06   |   00:10:05   |
4710        |       -271.702   |       -273.255   |        1.55287   |      0.1021202   |      0.1134126   |      0.1414004   |   00:03:07   |   00:10:07   |
4720        |       -271.323   |       -273.487   |        2.16322   |      0.1082625   |     0.09061203   |      0.1583089   |   00:03:07   |   00:10:05   |
4730        |       -271.346   |       -274.196   |        2.85009   |      0.0699542   |     0.04895013   |      0.1448255   |   00:03:08   |   00:10:06   |
4740        |       -272.237   |       -273.631   |        1.39423   |     0.05124372   |      0.1287411   |      0.1586975   |   00:03:08   |   00:10:05   |
4750        |       -272.405   |       -273.797   |        1.39231   |     0.06802738   |      0.1401985   |      0.1402218   |   00:03:09   |   00:10:06   |
4760        |       -272.761   |         -273.9   |        1.13883   |      0.1966525   |       0.138211   |      0.1717137   |   00:03:09   |   00:10:05   |
4770        |       -273.847   |       -274.619   |       0.772702   |       0.117392   |      0.1902479   |      0.2031723   |   00:03:09   |   00:10:03   |
4780        |       -274.464   |       -274.972   |       0.508166   |      0.1807226   |      0.2147188   |       0.199546   |   00:03:10   |   00:10:04   |
4790        |       -272.544   |       -273.964   |         1.4204   |      0.1384859   |      0.1307546   |      0.1822551   |   00:03:10   |   00:10:03   |


Iter        |      Posterior   |     Likelihood   |          Prior   |     event_rate   |   extinction..   |   speciation..   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
4800        |       -270.608   |        -273.83   |        3.22114   |      0.0595901   |     0.04606074   |      0.1035558   |   00:03:11   |   00:10:04   |
4800        |       -270.608   |        -273.83   |        3.22114   |      0.0595901   |     0.04606074   |      0.1035558   |   00:03:11   |   00:10:04   |
4810        |       -269.783   |       -273.974   |        4.19026   |     0.09021372   |     0.02029108   |     0.09442606   |   00:03:11   |   00:10:03   |
4820        |        -267.16   |        -274.21   |           7.05   |      0.1290492   |    0.001013384   |      0.1088389   |   00:03:12   |   00:10:04   |
4830        |        -266.78   |       -274.073   |        7.29296   |     0.05817545   |   0.0009515688   |     0.09194519   |   00:03:12   |   00:10:03   |
4840        |       -267.186   |       -275.993   |        8.80669   |      0.1993322   |   0.0002674175   |     0.07241706   |   00:03:12   |   00:10:01   |
4850        |       -268.205   |       -276.556   |        8.35118   |     0.09788675   |   0.0002103871   |      0.1409374   |   00:03:13   |   00:10:02   |
4860        |        -266.33   |       -274.073   |        7.74302   |      0.1706289   |   0.0005344835   |      0.1047969   |   00:03:13   |   00:10:01   |
4870        |       -266.871   |        -275.69   |        8.81888   |      0.1201508   |   0.0002571363   |     0.07423782   |   00:03:13   |   00:09:59   |
4880        |       -264.352   |       -273.021   |        8.66828   |      0.1989501   |   0.0001933926   |      0.0964051   |   00:03:13   |   00:09:57   |
4890        |        -261.74   |       -273.322   |        11.5814   |      0.1480133   |   1.178056e-05   |     0.09093706   |   00:03:14   |   00:09:59   |
4900        |        -263.39   |       -273.749   |        10.3589   |     0.04294512   |   4.005023e-05   |      0.1006964   |   00:03:14   |   00:09:57   |
4900        |        -263.39   |       -273.749   |        10.3589   |     0.04294512   |   4.005023e-05   |      0.1006964   |   00:03:14   |   00:09:57   |
4910        |       -265.891   |       -274.387   |        8.49573   |     0.02659489   |   0.0002525166   |     0.08197547   |   00:03:15   |   00:09:59   |
4920        |         -264.6   |       -273.973   |        9.37364   |     0.02433594   |   8.741075e-05   |      0.1030859   |   00:03:15   |   00:09:57   |
4930        |       -265.927   |       -274.076   |        8.14975   |       0.173538   |   0.0003478174   |      0.1046787   |   00:03:15   |   00:09:56   |
4940        |       -266.139   |       -273.977   |        7.83818   |      0.1806958   |   0.0004774461   |     0.09733405   |   00:03:16   |   00:09:57   |
4950        |        -266.98   |       -274.017   |        7.03647   |      0.0643581   |   0.0005168388   |     0.08906338   |   00:03:16   |   00:09:55   |
4960        |       -265.426   |       -274.575   |        9.14884   |     0.04340027   |   4.487494e-05   |      0.1039832   |   00:03:16   |   00:09:54   |
4970        |       -263.501   |       -274.548   |        11.0468   |      0.1133569   |   8.072097e-06   |     0.04479742   |   00:03:17   |   00:09:55   |
4980        |       -264.428   |       -274.073   |        9.64485   |     0.05793303   |   2.977049e-05   |     0.08191195   |   00:03:17   |   00:09:54   |
4990        |        -263.76   |       -273.444   |        9.68416   |     0.02937095   |   3.527977e-05   |     0.04534191   |   00:03:17   |   00:09:52   |


Iter        |      Posterior   |     Likelihood   |          Prior   |     event_rate   |   extinction..   |   speciation..   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
5000        |       -264.101   |       -273.639   |        9.53851   |      0.1256937   |   5.310641e-05   |      0.1052338   |   00:03:18   |   00:09:54   |
5000        |       -264.101   |       -273.639   |        9.53851   |      0.1256937   |   5.310641e-05   |      0.1052338   |   00:03:18   |   00:09:54   |
5010        |       -265.146   |       -273.619   |        8.47316   |     0.08295664   |   0.0002022531   |      0.0912387   |   00:03:18   |   00:09:52   |
5020        |       -265.482   |       -273.572   |        8.08999   |      0.2034298   |   0.0001875154   |      0.0965368   |   00:03:19   |   00:09:53   |
5030        |       -263.718   |       -273.239   |        9.52057   |     0.05578941   |   5.986632e-05   |     0.08782702   |   00:03:19   |   00:09:52   |
5040        |       -265.421   |       -273.787   |        8.36589   |     0.08742527   |   0.0002297772   |     0.09790015   |   00:03:19   |   00:09:50   |
5050        |       -269.208   |       -276.074   |        6.86634   |      0.1308051   |   0.0004427465   |      0.1122383   |   00:03:20   |   00:09:52   |
5060        |        -271.07   |       -276.931   |         5.8605   |     0.01307598   |    0.000398892   |     0.04803216   |   00:03:20   |   00:09:50   |
5070        |       -266.256   |        -273.97   |        7.71468   |     0.01127892   |   0.0003735209   |     0.08639843   |   00:03:21   |   00:09:51   |
5080        |       -266.407   |        -274.43   |        8.02301   |     0.01269696   |   0.0001738119   |      0.0464265   |   00:03:21   |   00:09:50   |
5090        |        -267.06   |       -274.354   |        7.29347   |    0.006765957   |   0.0007483854   |     0.08148967   |   00:03:21   |   00:09:48   |
5100        |       -266.788   |       -273.978   |        7.19065   |     0.01213596   |   0.0005899441   |     0.09156539   |   00:03:22   |   00:09:50   |
5100        |       -266.788   |       -273.978   |        7.19065   |     0.01213596   |   0.0005899441   |     0.09156539   |   00:03:22   |   00:09:50   |
5110        |       -266.016   |       -274.324   |        8.30807   |      0.0402137   |    0.000246147   |     0.06986195   |   00:03:22   |   00:09:48   |
5120        |       -265.439   |       -274.368   |          8.929   |     0.09518168   |   0.0001442653   |     0.07396843   |   00:03:23   |   00:09:49   |
5130        |       -262.915   |         -273.3   |        10.3855   |     0.07740102   |   1.997794e-05   |     0.08682202   |   00:03:23   |   00:09:48   |
5140        |       -264.274   |       -274.021   |        9.74782   |      0.1211214   |   3.583238e-05   |     0.05876333   |   00:03:23   |   00:09:46   |
5150        |       -263.165   |        -273.96   |        10.7947   |      0.1217684   |   1.270828e-05   |     0.06415523   |   00:03:24   |   00:09:48   |
5160        |        -266.21   |       -274.882   |        8.67167   |     0.03604295   |   8.358253e-05   |     0.01575125   |   00:03:24   |   00:09:46   |
5170        |       -264.375   |        -273.88   |        9.50413   |     0.03661769   |   3.235986e-05   |     0.02296985   |   00:03:24   |   00:09:45   |
5180        |       -263.715   |       -274.711   |        10.9955   |     0.03474625   |   5.786118e-06   |     0.03152677   |   00:03:25   |   00:09:46   |
5190        |       -260.684   |        -273.37   |        12.6862   |      0.0298403   |   3.003492e-06   |     0.07652637   |   00:03:25   |   00:09:44   |


Iter        |      Posterior   |     Likelihood   |          Prior   |     event_rate   |   extinction..   |   speciation..   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
5200        |       -260.498   |       -273.599   |        13.1012   |      0.0160485   |   1.362371e-06   |     0.08374195   |   00:03:26   |   00:09:46   |
5200        |       -260.498   |       -273.599   |        13.1012   |      0.0160485   |   1.362371e-06   |     0.08374195   |   00:03:26   |   00:09:46   |
5210        |       -261.416   |       -273.711   |        12.2957   |     0.02856059   |   2.806539e-06   |      0.1092502   |   00:03:26   |   00:09:44   |
5220        |       -261.441   |       -274.716   |        13.2749   |    0.005035616   |   1.487488e-06   |     0.02870821   |   00:03:26   |   00:09:43   |
5230        |       -261.026   |       -274.021   |        12.9943   |     0.01746901   |   1.556821e-06   |     0.03434032   |   00:03:27   |   00:09:44   |
5240        |       -262.451   |       -273.755   |        11.3038   |     0.01163125   |   7.760955e-06   |      0.1181084   |   00:03:27   |   00:09:43   |
5250        |       -264.495   |       -274.387   |        9.89195   |    0.007021007   |   2.382928e-05   |      0.1222279   |   00:03:27   |   00:09:41   |
5260        |       -266.325   |       -275.347   |        9.02234   |    0.004037801   |   5.329599e-05   |      0.1521181   |   00:03:28   |   00:09:42   |
5270        |       -267.326   |       -275.021   |        7.69444   |     0.01547018   |   0.0001626297   |      0.1079578   |   00:03:28   |   00:09:41   |
5280        |       -268.205   |       -276.094   |        7.88959   |     0.02262373   |   0.0003302856   |      0.1315079   |   00:03:28   |   00:09:39   |
5290        |        -266.27   |       -274.103   |        7.83278   |     0.03945685   |   0.0004513585   |      0.1056641   |   00:03:29   |   00:09:41   |
5300        |       -265.368   |       -274.303   |        8.93517   |      0.1601737   |   0.0001889759   |     0.08715516   |   00:03:29   |   00:09:39   |
5300        |       -265.368   |       -274.303   |        8.93517   |      0.1601737   |   0.0001889759   |     0.08715516   |   00:03:29   |   00:09:39   |
5310        |       -264.288   |       -273.973   |        9.68502   |     0.04678907   |   7.644171e-05   |     0.09919913   |   00:03:30   |   00:09:40   |
5320        |       -264.619   |       -273.784   |        9.16455   |      0.2028382   |    0.000150085   |     0.08394077   |   00:03:30   |   00:09:39   |
5330        |       -259.894   |       -272.108   |         12.214   |      0.1408771   |   4.429722e-06   |      0.1103811   |   00:03:30   |   00:09:37   |
5340        |       -258.357   |       -270.574   |        12.2166   |      0.1868037   |   5.319891e-06   |     0.09773396   |   00:03:31   |   00:09:39   |
5350        |       -256.295   |       -269.831   |        13.5365   |      0.1651981   |   1.371809e-06   |      0.1057199   |   00:03:31   |   00:09:37   |
5360        |       -254.358   |       -267.819   |        13.4612   |      0.2034506   |   1.351842e-06   |      0.1197921   |   00:03:31   |   00:09:36   |
5370        |       -254.301   |       -268.058   |        13.7569   |      0.2034506   |   1.202638e-06   |      0.1037467   |   00:03:32   |   00:09:37   |
5380        |        -255.62   |       -269.138   |        13.5187   |       0.181714   |   1.333172e-06   |      0.1226422   |   00:03:32   |   00:09:36   |
5390        |       -259.862   |        -271.61   |        11.7486   |      0.1742289   |   7.519794e-06   |         0.1186   |   00:03:32   |   00:09:34   |


Iter        |      Posterior   |     Likelihood   |          Prior   |     event_rate   |   extinction..   |   speciation..   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
5400        |       -257.081   |       -269.797   |        12.7159   |      0.1995469   |   2.982664e-06   |        0.12552   |   00:03:33   |   00:09:35   |
5400        |       -257.081   |       -269.797   |        12.7159   |      0.1995469   |   2.982664e-06   |        0.12552   |   00:03:33   |   00:09:35   |
5410        |       -255.053   |       -268.588   |        13.5356   |      0.1832915   |    1.26454e-06   |      0.1105925   |   00:03:33   |   00:09:34   |
5420        |       -255.929   |        -269.05   |        13.1208   |      0.1911408   |   1.953772e-06   |      0.1139439   |   00:03:34   |   00:09:35   |
5430        |       -257.237   |       -270.124   |        12.8864   |      0.1802329   |   1.773262e-06   |       0.121369   |   00:03:34   |   00:09:34   |
5440        |       -256.495   |       -270.049   |        13.5539   |      0.1569053   |   1.063073e-06   |      0.1197981   |   00:03:34   |   00:09:32   |
5450        |       -254.522   |       -268.209   |        13.6872   |      0.1850284   |   1.037019e-06   |      0.1133544   |   00:03:35   |   00:09:33   |
5460        |       -260.524   |        -272.76   |        12.2361   |      0.1607235   |   4.207308e-06   |      0.1405986   |   00:03:35   |   00:09:32   |
5470        |       -262.952   |       -273.657   |        10.7059   |      0.1287405   |   2.265808e-05   |      0.1225508   |   00:03:35   |   00:09:31   |
5480        |       -261.622   |       -273.769   |         12.147   |      0.1203216   |   4.024117e-06   |       0.127562   |   00:03:36   |   00:09:32   |
5490        |       -257.984   |       -270.925   |        12.9408   |      0.1547116   |   2.301392e-06   |      0.1038859   |   00:03:36   |   00:09:30   |
5500        |       -256.637   |        -269.32   |        12.6827   |      0.1821337   |   2.830033e-06   |      0.1090581   |   00:03:36   |   00:09:29   |
5500        |       -256.637   |        -269.32   |        12.6827   |      0.1821337   |   2.830033e-06   |      0.1090581   |   00:03:36   |   00:09:29   |
5510        |        -262.71   |       -274.274   |        11.5636   |      0.1592969   |   4.361067e-06   |     0.08552995   |   00:03:37   |   00:09:30   |
5520        |       -261.021   |       -274.253   |        13.2326   |     0.07004699   |   1.118191e-06   |     0.05354127   |   00:03:37   |   00:09:29   |
5530        |       -260.859   |       -273.822   |        12.9629   |      0.1377465   |   1.544991e-06   |     0.07607902   |   00:03:38   |   00:09:30   |
5540        |       -254.593   |       -267.997   |        13.4043   |      0.1980996   |   1.178381e-06   |       0.110492   |   00:03:38   |   00:09:29   |
5550        |       -259.028   |       -270.859   |        11.8306   |      0.1962586   |   5.741338e-06   |      0.1105424   |   00:03:38   |   00:09:27   |
5560        |       -259.967   |        -271.84   |        11.8731   |      0.1741957   |   5.209784e-06   |       0.107494   |   00:03:39   |   00:09:28   |
5570        |       -256.009   |       -269.276   |        13.2666   |      0.1819841   |    1.46658e-06   |     0.08765978   |   00:03:39   |   00:09:27   |
5580        |       -262.189   |       -274.087   |        11.8974   |      0.2042419   |   4.233638e-06   |       0.131492   |   00:03:40   |   00:09:28   |
5590        |       -256.264   |       -268.888   |        12.6246   |      0.2042419   |   2.622509e-06   |      0.1021689   |   00:03:40   |   00:09:27   |


Iter        |      Posterior   |     Likelihood   |          Prior   |     event_rate   |   extinction..   |   speciation..   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
5600        |       -255.162   |       -268.476   |        13.3141   |      0.1960244   |   1.563865e-06   |      0.1222673   |   00:03:40   |   00:09:25   |
5600        |       -255.162   |       -268.476   |        13.3141   |      0.1960244   |   1.563865e-06   |      0.1222673   |   00:03:40   |   00:09:25   |
5610        |       -258.138   |       -271.361   |        13.2234   |      0.1952062   |   1.985472e-06   |     0.09421314   |   00:03:41   |   00:09:26   |
5620        |       -255.243   |       -268.715   |        13.4718   |      0.1822034   |    1.01492e-06   |       0.110055   |   00:03:41   |   00:09:25   |
5630        |       -258.045   |         -270.9   |        12.8554   |      0.1987895   |   1.758095e-06   |      0.1137531   |   00:03:42   |   00:09:26   |
5640        |         -255.8   |        -268.86   |        13.0597   |      0.1969088   |   2.087793e-06   |      0.1097063   |   00:03:42   |   00:09:25   |
5650        |       -259.354   |       -271.823   |        12.4698   |      0.1969088   |   3.809786e-06   |     0.08062568   |   00:03:42   |   00:09:23   |
5660        |       -254.817   |       -268.421   |         13.604   |      0.1999589   |   1.059366e-06   |      0.1132211   |   00:03:43   |   00:09:24   |
5670        |        -255.45   |        -269.27   |        13.8199   |      0.1927375   |   1.004879e-06   |     0.08568192   |   00:03:43   |   00:09:23   |
5680        |       -255.249   |       -268.608   |        13.3591   |      0.1943277   |   1.413807e-06   |     0.09427255   |   00:03:44   |   00:09:24   |
5690        |       -257.342   |       -270.513   |        13.1707   |      0.1577282   |   1.224354e-06   |     0.09994833   |   00:03:44   |   00:09:23   |
5700        |       -257.008   |       -270.002   |        12.9945   |      0.1660889   |   1.787544e-06   |     0.09452246   |   00:03:44   |   00:09:21   |
5700        |       -257.008   |       -270.002   |        12.9945   |      0.1660889   |   1.787544e-06   |     0.09452246   |   00:03:44   |   00:09:21   |
5710        |       -259.172   |       -272.644   |        13.4719   |      0.1803916   |   1.142074e-06   |     0.06267372   |   00:03:45   |   00:09:23   |
5720        |       -261.466   |       -273.902   |        12.4357   |     0.08714217   |   3.312146e-06   |     0.09460422   |   00:03:45   |   00:09:21   |
5730        |       -261.374   |       -275.061   |        13.6875   |     0.06350097   |   1.227264e-06   |     0.06576101   |   00:03:46   |   00:09:22   |
5740        |       -259.897   |       -272.967   |        13.0696   |     0.01976134   |   1.892372e-06   |     0.09871298   |   00:03:46   |   00:09:21   |
5750        |       -259.923   |        -273.47   |        13.5469   |      0.0447731   |   1.558751e-06   |     0.08531169   |   00:03:46   |   00:09:20   |
5760        |       -263.193   |       -274.435   |        11.2414   |      0.1595098   |   6.503291e-06   |     0.06873053   |   00:03:47   |   00:09:21   |
5770        |       -262.974   |       -274.533   |        11.5587   |      0.1584334   |   8.320888e-06   |      0.1117264   |   00:03:47   |   00:09:19   |
5780        |       -260.491   |       -272.071   |        11.5799   |       0.194275   |   1.053538e-05   |      0.1079795   |   00:03:47   |   00:09:18   |
5790        |       -257.979   |       -270.668   |        12.6889   |      0.1796951   |    3.09184e-06   |      0.1235596   |   00:03:48   |   00:09:19   |


Iter        |      Posterior   |     Likelihood   |          Prior   |     event_rate   |   extinction..   |   speciation..   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
5800        |       -261.662   |       -273.124   |        11.4623   |     0.04645803   |   1.235815e-05   |     0.09504894   |   00:03:48   |   00:09:18   |
5800        |       -261.662   |       -273.124   |        11.4623   |     0.04645803   |   1.235815e-05   |     0.09504894   |   00:03:48   |   00:09:18   |
5810        |       -259.989   |       -272.484   |        12.4957   |      0.1522633   |   3.283001e-06   |      0.1064464   |   00:03:49   |   00:09:19   |
5820        |       -258.895   |       -271.466   |        12.5708   |      0.1728437   |   3.497851e-06   |      0.1244424   |   00:03:49   |   00:09:17   |
5830        |       -255.574   |        -268.76   |        13.1859   |       0.202308   |   1.600266e-06   |      0.1413479   |   00:03:49   |   00:09:16   |
5840        |       -255.447   |       -269.157   |        13.7096   |      0.1858763   |   1.151574e-06   |      0.1210563   |   00:03:50   |   00:09:17   |
5850        |       -254.539   |       -268.057   |        13.5179   |      0.1977334   |   1.195213e-06   |      0.1208461   |   00:03:50   |   00:09:16   |
5860        |         -257.2   |       -270.522   |        13.3224   |      0.1553927   |   1.533032e-06   |      0.1208967   |   00:03:50   |   00:09:14   |
5870        |       -256.054   |       -269.672   |        13.6177   |      0.1787743   |   1.233418e-06   |       0.123973   |   00:03:51   |   00:09:16   |
5880        |        -256.42   |       -269.734   |        13.3141   |      0.1753612   |   1.084634e-06   |      0.1165831   |   00:03:51   |   00:09:14   |
5890        |       -260.171   |       -273.062   |        12.8903   |      0.1603556   |   3.352521e-06   |     0.08885719   |   00:03:51   |   00:09:13   |
5900        |       -256.518   |       -269.327   |        12.8089   |      0.1936055   |   2.255591e-06   |       0.125451   |   00:03:52   |   00:09:14   |
5900        |       -256.518   |       -269.327   |        12.8089   |      0.1936055   |   2.255591e-06   |       0.125451   |   00:03:52   |   00:09:14   |
5910        |       -261.276   |       -274.357   |        13.0808   |     0.07043011   |   3.325446e-06   |     0.07864748   |   00:03:52   |   00:09:13   |
5920        |       -255.844   |       -269.601   |        13.7569   |      0.1607618   |   1.063005e-06   |      0.1183431   |   00:03:52   |   00:09:11   |
5930        |       -255.376   |       -268.839   |        13.4625   |       0.195541   |   1.572329e-06   |     0.09762429   |   00:03:53   |   00:09:12   |
5940        |        -256.23   |       -269.407   |        13.1776   |      0.1816462   |   1.911742e-06   |      0.1050533   |   00:03:53   |   00:09:11   |
5950        |       -256.115   |       -269.207   |        13.0925   |      0.1881734   |   1.731387e-06   |       0.099859   |   00:03:53   |   00:09:10   |
5960        |       -258.711   |       -271.812   |        13.1004   |      0.1867359   |    2.30723e-06   |     0.09701875   |   00:03:54   |   00:09:11   |
5970        |       -256.158   |       -269.643   |        13.4851   |      0.1884513   |   1.186738e-06   |      0.1446024   |   00:03:54   |   00:09:09   |
