/ufrc/burleigh/nhans/GitHubNH/revBB
c31b-s1.ufhpc
Fri May 31 14:43:21 EDT 2019

RevBayes version (1.0.11)
Build from development (0ef095) on Tue May 28 09:41:26 EDT 2019

Visit the website www.RevBayes.com for more information about RevBayes.

RevBayes is free software released under the GPL license, version 3. Type 'license()' for details.

To quit RevBayes type 'quit()' or 'q()'.


> source("0_scripts/bd-tree-analysis.Rev")
   Processing file "0_scripts/bd-tree-analysis.Rev"
   Attempting to read the contents of file "simbdstree1.nex"
   Successfully read file

   Running MCMC simulation
   This simulation runs 2 independent replicates.
   The simulator uses 4 different moves in a random move schedule with 8 moves per iteration

Iter        |      Posterior   |     Likelihood   |          Prior   |     event_rate   |   extinction..   |   speciation..   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------

Iter        |      Posterior   |     Likelihood   |          Prior   |     event_rate   |   extinction..   |   speciation..   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
5590        |       -271.432   |       -273.273   |        1.84084   |     0.06063778   |     0.06906831   |     0.05206802   |   00:03:17   |   00:08:27   |


Iter        |      Posterior   |     Likelihood   |          Prior   |     event_rate   |   extinction..   |   speciation..   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
5600        |       -270.274   |       -274.753   |        4.47871   |     0.04405515   |    0.009060809   |     0.04677245   |   00:03:17   |   00:08:26   |
5600        |       -270.274   |       -274.753   |        4.47871   |     0.04405515   |    0.009060809   |     0.04677245   |   00:03:17   |   00:08:26   |
5610        |       -272.517   |       -275.286   |        2.76866   |    0.005962756   |     0.02463999   |      0.1551824   |   00:03:18   |   00:08:27   |
5620        |       -271.562   |       -274.742   |        3.18014   |    0.001593096   |     0.02286464   |      0.0851873   |   00:03:18   |   00:08:26   |
5630        |       -272.731   |       -274.326   |         1.5945   |   0.0005688156   |     0.04644296   |     0.08980157   |   00:03:18   |   00:08:25   |
5640        |       -274.502   |       -274.568   |      0.0664641   |   0.0001374138   |     0.02841997   |     0.05420543   |   00:03:19   |   00:08:26   |
5650        |       -273.757   |       -274.501   |       0.744489   |   0.0004764636   |     0.03380079   |     0.05445293   |   00:03:19   |   00:08:25   |
5660        |       -276.105   |       -274.605   |        -1.4997   |    0.000196061   |      0.1041791   |     0.07057797   |   00:03:20   |   00:08:26   |
5670        |       -270.908   |       -274.213   |        3.30517   |   0.0001430428   |     0.03239432   |      0.0601396   |   00:03:20   |   00:08:25   |
5680        |       -271.072   |       -272.822   |         1.7499   |    0.005337872   |      0.1006046   |     0.07473821   |   00:03:21   |   00:08:26   |
5690        |       -270.737   |       -274.032   |        3.29436   |    0.004728747   |      0.0276014   |     0.08799333   |   00:03:21   |   00:08:25   |
5700        |       -271.472   |       -274.565   |        3.09317   |     0.02386627   |     0.02670834   |      0.1306113   |   00:03:21   |   00:08:24   |
5700        |       -271.472   |       -274.565   |        3.09317   |     0.02386627   |     0.02670834   |      0.1306113   |   00:03:21   |   00:08:24   |
5710        |       -270.066   |       -273.648   |        3.58233   |     0.02114984   |     0.03326766   |      0.1024973   |   00:03:22   |   00:08:25   |
5720        |       -269.274   |       -273.689   |        4.41449   |     0.07209096   |     0.01512024   |      0.1012694   |   00:03:22   |   00:08:24   |
5730        |        -269.27   |       -274.103   |        4.83325   |      0.1054634   |    0.007634125   |     0.08423738   |   00:03:22   |   00:08:23   |
5740        |        -271.69   |       -275.215   |         3.5248   |      0.0779044   |     0.01404033   |      0.1123567   |   00:03:23   |   00:08:24   |
5750        |       -272.724   |       -275.989   |        3.26417   |     0.05114984   |     0.01245902   |      0.1015793   |   00:03:23   |   00:08:23   |
5760        |        -271.13   |       -275.476   |        4.34587   |      0.0377449   |     0.01349318   |     0.05778246   |   00:03:24   |   00:08:24   |
5770        |       -270.528   |       -274.387   |        3.85958   |     0.08228173   |    0.009208881   |     0.05998279   |   00:03:24   |   00:08:23   |
5780        |       -271.249   |       -276.267   |        5.01815   |       0.145717   |    0.002631212   |      0.1092227   |   00:03:24   |   00:08:21   |
5790        |       -269.087   |         -274.2   |          5.113   |      0.2026379   |    0.004042901   |     0.09812797   |   00:03:25   |   00:08:23   |


Iter        |      Posterior   |     Likelihood   |          Prior   |     event_rate   |   extinction..   |   speciation..   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
5800        |       -269.047   |       -273.946   |        4.89924   |     0.01471589   |    0.004942461   |     0.06930864   |   00:03:25   |   00:08:21   |
5800        |       -269.047   |       -273.946   |        4.89924   |     0.01471589   |    0.004942461   |     0.06930864   |   00:03:25   |   00:08:21   |
5810        |       -266.517   |       -274.097   |        7.57983   |    0.008013994   |   0.0004779494   |      0.1017939   |   00:03:25   |   00:08:20   |
5820        |       -268.971   |       -274.687   |        5.71563   |     0.02294043   |    0.002806706   |      0.1185432   |   00:03:26   |   00:08:21   |
5830        |       -269.484   |       -274.687   |        5.20379   |     0.06115716   |    0.001963586   |     0.02348564   |   00:03:26   |   00:08:20   |
5840        |       -269.544   |       -274.799   |        5.25497   |     0.05924444   |    0.001900326   |     0.01712558   |   00:03:26   |   00:08:19   |
5850        |        -268.84   |       -274.694   |        5.85362   |     0.03745117   |    0.001800503   |     0.02919571   |   00:03:27   |   00:08:20   |
5860        |       -271.064   |       -274.207   |        3.14279   |      0.0597371   |     0.02496371   |      0.1153221   |   00:03:27   |   00:08:19   |
5870        |       -270.035   |       -273.612   |        3.57707   |      0.1395985   |     0.02219204   |      0.1084343   |   00:03:27   |   00:08:18   |
5880        |       -270.979   |       -273.881   |        2.90259   |     0.02205747   |     0.04248915   |      0.1350655   |   00:03:28   |   00:08:19   |
5890        |       -271.682   |       -273.501   |        1.81915   |      0.1793845   |     0.07451427   |      0.1170532   |   00:03:28   |   00:08:18   |
5900        |       -270.813   |       -273.994   |        3.18113   |       0.201393   |     0.02323091   |     0.08828087   |   00:03:29   |   00:08:19   |
5900        |       -270.813   |       -273.994   |        3.18113   |       0.201393   |     0.02323091   |     0.08828087   |   00:03:29   |   00:08:19   |
5910        |       -268.454   |       -274.205   |        5.75091   |      0.1566122   |    0.002936499   |        0.10888   |   00:03:29   |   00:08:18   |
5920        |       -268.267   |       -273.976   |        5.70907   |      0.1122362   |    0.002749183   |     0.09969722   |   00:03:29   |   00:08:17   |
5930        |       -270.008   |       -276.098   |        6.09003   |      0.1236829   |    0.002317312   |      0.0627254   |   00:03:30   |   00:08:18   |
5940        |       -269.733   |       -273.578   |        3.84498   |     0.08841749   |     0.01621924   |     0.09668566   |   00:03:30   |   00:08:17   |
5950        |       -272.107   |       -275.364   |        3.25719   |     0.06157075   |       0.025323   |      0.1383012   |   00:03:30   |   00:08:15   |
5960        |       -266.775   |       -273.985   |        7.20997   |     0.09951272   |   0.0007365882   |      0.1005411   |   00:03:31   |   00:08:17   |
5970        |       -268.124   |       -274.556   |        6.43158   |      0.1090154   |    0.001761607   |      0.1153802   |   00:03:31   |   00:08:15   |
5980        |       -268.053   |       -274.033   |        5.98021   |     0.05872141   |    0.002650907   |      0.1059996   |   00:03:31   |   00:08:14   |
5990        |       -269.233   |       -273.565   |         4.3321   |     0.05986291   |     0.01006083   |     0.08840696   |   00:03:32   |   00:08:15   |


Iter        |      Posterior   |     Likelihood   |          Prior   |     event_rate   |   extinction..   |   speciation..   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
6000        |       -269.417   |       -273.729   |        4.31229   |     0.05724636   |     0.01307404   |     0.09041539   |   00:03:32   |   00:08:14   |


Iter        |      Posterior   |     Likelihood   |          Prior   |     event_rate   |   extinction..   |   speciation..   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
6000        |       -269.417   |       -273.729   |        4.31229   |     0.05724636   |     0.01307404   |     0.09041539   |   00:03:32   |   00:08:14   |
6010        |       -267.455   |       -274.295   |         6.8402   |      0.1738307   |    0.000659571   |     0.06951393   |   00:03:32   |   00:08:13   |
6020        |       -267.647   |       -276.012   |        8.36539   |      0.1302141   |   0.0001061271   |     0.03146507   |   00:03:33   |   00:08:14   |
6030        |        -266.72   |       -274.628   |        7.90775   |      0.0600225   |   0.0001333858   |     0.02056099   |   00:03:33   |   00:08:13   |
6040        |       -266.403   |       -274.829   |        8.42582   |      0.0453353   |    0.000171133   |     0.04242797   |   00:03:33   |   00:08:12   |
6050        |       -265.637   |       -274.776   |        9.13854   |      0.1565303   |   6.350002e-05   |     0.05480454   |   00:03:34   |   00:08:13   |
6060        |       -264.591   |       -273.851   |        9.26045   |     0.04402718   |   4.287915e-05   |     0.04794103   |   00:03:34   |   00:08:12   |
6070        |       -265.632   |       -275.204   |        9.57179   |     0.01096063   |   2.462195e-05   |      0.1539807   |   00:03:34   |   00:08:11   |
6080        |       -261.744   |       -273.196   |        11.4527   |     0.04793806   |   1.049199e-05   |      0.1167261   |   00:03:35   |   00:08:12   |
6090        |       -260.461   |       -273.693   |        13.2325   |     0.09242561   |   2.405122e-06   |     0.08810682   |   00:03:35   |   00:08:11   |
6100        |       -255.897   |       -269.285   |        13.3888   |       0.191239   |   1.316024e-06   |      0.1417673   |   00:03:35   |   00:08:09   |
6100        |       -255.897   |       -269.285   |        13.3888   |       0.191239   |   1.316024e-06   |      0.1417673   |   00:03:35   |   00:08:09   |
6110        |       -255.933   |       -269.466   |        13.5326   |         0.1885   |   1.284261e-06   |      0.1298632   |   00:03:36   |   00:08:11   |
6120        |        -262.55   |       -273.282   |        10.7313   |      0.1548747   |   2.374987e-05   |       0.109941   |   00:03:36   |   00:08:09   |
6130        |       -266.431   |       -273.994   |        7.56329   |      0.1618264   |   0.0005501582   |     0.09980785   |   00:03:37   |   00:08:10   |
6140        |       -266.558   |       -273.984   |        7.42596   |      0.1347323   |   0.0007682194   |     0.09567967   |   00:03:37   |   00:08:09   |
6150        |       -267.274   |        -273.95   |        6.67627   |     0.08164622   |    0.001489312   |     0.09998175   |   00:03:37   |   00:08:08   |
6160        |       -264.681   |       -273.843   |        9.16171   |      0.1848815   |   0.0001231714   |     0.08303558   |   00:03:38   |   00:08:09   |
6170        |        -262.55   |       -274.279   |        11.7288   |     0.09974264   |   1.117682e-05   |      0.0777814   |   00:03:38   |   00:08:08   |
6180        |       -263.762   |       -274.544   |        10.7811   |     0.08924603   |   2.088464e-05   |     0.06620617   |   00:03:38   |   00:08:07   |
6190        |       -265.431   |       -275.683   |        10.2515   |     0.01045101   |   1.225901e-05   |      0.0261009   |   00:03:38   |   00:08:06   |


Iter        |      Posterior   |     Likelihood   |          Prior   |     event_rate   |   extinction..   |   speciation..   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
6200        |       -264.945   |       -274.902   |        9.95697   |    0.009139755   |   1.898255e-05   |    0.008314995   |   00:03:39   |   00:08:07   |
6200        |       -264.945   |       -274.902   |        9.95697   |    0.009139755   |   1.898255e-05   |    0.008314995   |   00:03:39   |   00:08:07   |
6210        |       -265.222   |       -275.423   |        10.2012   |     0.07950398   |   7.621139e-06   |    0.008327908   |   00:03:39   |   00:08:06   |
6220        |        -263.82   |       -275.233   |        11.4124   |     0.05833092   |   2.367122e-06   |     0.01113508   |   00:03:40   |   00:08:07   |
6230        |       -262.812   |       -274.032   |        11.2197   |      0.0314734   |   4.800131e-06   |     0.01383452   |   00:03:40   |   00:08:06   |
6240        |       -264.061   |       -274.682   |         10.621   |     0.04759043   |   4.974198e-06   |    0.006382456   |   00:03:40   |   00:08:05   |
6250        |       -266.971   |       -275.188   |        8.21644   |     0.00756197   |   0.0001022474   |     0.01337675   |   00:03:40   |   00:08:04   |
6260        |       -265.403   |       -274.151   |        8.74829   |     0.01983555   |   6.132549e-05   |     0.01310336   |   00:03:41   |   00:08:05   |
6270        |       -267.404   |       -275.524   |        8.11944   |     0.01046459   |   0.0002015349   |     0.02189717   |   00:03:41   |   00:08:03   |
6280        |       -267.419   |       -273.871   |        6.45135   |     0.01721065   |    0.001289262   |     0.09566416   |   00:03:41   |   00:08:02   |
6290        |        -267.08   |       -274.132   |          7.052   |     0.02277876   |   0.0008277534   |     0.06965847   |   00:03:42   |   00:08:03   |
6300        |       -266.915   |       -273.638   |        6.72238   |     0.03385476   |   0.0008678743   |     0.07143732   |   00:03:42   |   00:08:02   |
6300        |       -266.915   |       -273.638   |        6.72238   |     0.03385476   |   0.0008678743   |     0.07143732   |   00:03:42   |   00:08:02   |
6310        |       -265.167   |       -274.003   |        8.83631   |     0.05304843   |   0.0001839291   |     0.09432947   |   00:03:42   |   00:08:01   |
6320        |       -264.099   |       -273.494   |        9.39543   |      0.1794261   |    6.21968e-05   |     0.08328439   |   00:03:43   |   00:08:02   |
6330        |       -264.331   |       -273.517   |        9.18536   |      0.1279323   |   0.0001023243   |     0.08559938   |   00:03:43   |   00:08:01   |
6340        |       -264.392   |       -273.382   |        8.99036   |     0.05928432   |   9.752239e-05   |     0.07513596   |   00:03:43   |   00:08:00   |
6350        |       -266.156   |       -275.396   |        9.24025   |      0.0389493   |   3.294994e-05   |     0.06416523   |   00:03:44   |   00:08:01   |
6360        |       -262.728   |       -273.452   |        10.7241   |      0.1100791   |   1.445031e-05   |     0.08737953   |   00:03:44   |   00:08:00   |
6370        |       -267.887   |       -275.873   |        7.98557   |      0.1793252   |   0.0001460948   |      0.1129402   |   00:03:44   |   00:07:59   |
6380        |       -265.613   |       -273.354   |         7.7416   |      0.1686831   |   0.0004168724   |     0.09128006   |   00:03:45   |   00:08:00   |
6390        |       -267.763   |       -274.387   |        6.62393   |      0.1475847   |   0.0009949821   |      0.1067009   |   00:03:45   |   00:07:59   |


Iter        |      Posterior   |     Likelihood   |          Prior   |     event_rate   |   extinction..   |   speciation..   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
6400        |       -267.556   |       -274.287   |        6.73117   |     0.02974322   |    0.001111954   |     0.06273371   |   00:03:45   |   00:07:58   |
6400        |       -267.556   |       -274.287   |        6.73117   |     0.02974322   |    0.001111954   |     0.06273371   |   00:03:45   |   00:07:58   |
6410        |       -268.952   |       -273.975   |        5.02263   |      0.1996226   |    0.005309845   |     0.09872769   |   00:03:46   |   00:07:59   |
6420        |       -268.786   |       -274.922   |        6.13622   |     0.08588925   |     0.00258619   |     0.07625747   |   00:03:46   |   00:07:58   |
6430        |        -267.47   |       -273.904   |        6.43323   |      0.1716493   |    0.001269332   |     0.09528544   |   00:03:46   |   00:07:56   |
6440        |       -269.109   |       -275.194   |        6.08447   |      0.1832019   |    0.001461215   |     0.05699091   |   00:03:47   |   00:07:57   |
6450        |       -268.084   |       -274.716   |        6.63206   |      0.1849702   |   0.0007464082   |      0.1158048   |   00:03:47   |   00:07:56   |
6460        |       -270.063   |       -275.481   |        5.41884   |      0.1243804   |    0.002712985   |      0.1187612   |   00:03:47   |   00:07:55   |
6470        |        -268.88   |       -273.952   |        5.07174   |      0.1623302   |    0.006203339   |     0.09223603   |   00:03:48   |   00:07:56   |
6480        |       -269.396   |       -274.059   |        4.66314   |     0.01935454   |    0.008188943   |      0.1122321   |   00:03:48   |   00:07:55   |
6490        |       -268.853   |       -274.234   |        5.38092   |     0.02600888   |    0.005451483   |      0.0837437   |   00:03:48   |   00:07:54   |
6500        |       -268.368   |       -273.953   |        5.58494   |    0.007360833   |    0.004614107   |     0.09472129   |   00:03:49   |   00:07:55   |
6500        |       -268.368   |       -273.953   |        5.58494   |    0.007360833   |    0.004614107   |     0.09472129   |   00:03:49   |   00:07:55   |
6510        |       -268.468   |       -273.894   |        5.42553   |    0.006496486   |    0.005392846   |       0.104201   |   00:03:49   |   00:07:54   |
6520        |        -268.48   |       -273.903   |        5.42253   |     0.02515264   |    0.005495146   |     0.09536199   |   00:03:49   |   00:07:53   |
6530        |       -270.165   |       -274.446   |        4.28088   |     0.07782024   |     0.01540874   |     0.08283318   |   00:03:50   |   00:07:54   |
6540        |       -269.477   |       -274.028   |        4.55134   |     0.09896127   |    0.007261624   |     0.07263912   |   00:03:50   |   00:07:53   |
6550        |       -269.129   |       -273.811   |        4.68173   |     0.08716469   |    0.008438306   |     0.08926497   |   00:03:50   |   00:07:52   |
6560        |       -271.027   |       -274.631   |         3.6036   |      0.1538174   |     0.02642677   |     0.08385197   |   00:03:51   |   00:07:53   |
6570        |       -270.483   |       -273.406   |        2.92286   |      0.1594929   |     0.04147088   |       0.105752   |   00:03:51   |   00:07:52   |
6580        |       -272.466   |       -273.899   |        1.43362   |     0.07729507   |      0.1241383   |      0.0979891   |   00:03:52   |   00:07:53   |
6590        |       -273.094   |       -273.969   |       0.875785   |      0.1943996   |      0.1285762   |      0.1022186   |   00:03:52   |   00:07:52   |


Iter        |      Posterior   |     Likelihood   |          Prior   |     event_rate   |   extinction..   |   speciation..   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
6600        |       -272.215   |       -273.502   |         1.2863   |       0.159778   |       0.110131   |      0.1109112   |   00:03:52   |   00:07:51   |
6600        |       -272.215   |       -273.502   |         1.2863   |       0.159778   |       0.110131   |      0.1109112   |   00:03:52   |   00:07:51   |
6610        |       -270.485   |       -273.964   |        3.47908   |     0.05791526   |     0.02516071   |     0.07168455   |   00:03:53   |   00:07:51   |
6620        |       -270.421   |       -273.507   |        3.08577   |      0.1053722   |     0.03684512   |     0.09719476   |   00:03:53   |   00:07:50   |
6630        |       -270.757   |       -273.469   |        2.71182   |      0.1440426   |     0.04180633   |      0.1143328   |   00:03:54   |   00:07:51   |
6640        |       -270.421   |       -273.114   |        2.69274   |     0.05075704   |     0.05158608   |      0.1087205   |   00:03:54   |   00:07:50   |
6650        |       -268.197   |       -273.809   |        5.61208   |     0.07920319   |    0.003132368   |     0.09143832   |   00:03:54   |   00:07:49   |
6660        |        -268.93   |        -274.28   |        5.35023   |     0.06131736   |    0.003045291   |     0.04715062   |   00:03:55   |   00:07:50   |
6670        |       -268.534   |       -274.138   |        5.60355   |      0.0343941   |    0.002382188   |      0.0387785   |   00:03:55   |   00:07:49   |
6680        |       -267.506   |       -273.883   |        6.37616   |      0.0661209   |   0.0009999913   |     0.06377684   |   00:03:55   |   00:07:48   |
6690        |       -267.172   |       -274.124   |        6.95267   |      0.0716442   |    0.000722889   |      0.1019608   |   00:03:56   |   00:07:49   |
6700        |       -268.493   |       -273.777   |        5.28494   |     0.02903619   |    0.004557255   |     0.09957445   |   00:03:56   |   00:07:48   |
6700        |       -268.493   |       -273.777   |        5.28494   |     0.02903619   |    0.004557255   |     0.09957445   |   00:03:56   |   00:07:48   |
6710        |        -266.71   |       -274.013   |        7.30291   |      0.0838883   |   0.0006834746   |      0.1023244   |   00:03:57   |   00:07:49   |
6720        |       -269.595   |       -276.058   |        6.46258   |     0.05172386   |    0.001079169   |      0.1296115   |   00:03:57   |   00:07:48   |
6730        |       -264.788   |       -273.848   |        9.06011   |     0.04963901   |   0.0001231613   |     0.09218207   |   00:03:57   |   00:07:47   |
6740        |       -260.117   |        -271.98   |        11.8629   |      0.2020923   |    5.96398e-06   |     0.08456681   |   00:03:58   |   00:07:48   |
6750        |       -260.617   |       -272.904   |        12.2865   |      0.1561263   |   2.781813e-06   |      0.1168446   |   00:03:58   |   00:07:47   |
6760        |       -257.233   |       -269.989   |        12.7557   |      0.1803967   |   2.292217e-06   |      0.0908021   |   00:03:58   |   00:07:46   |
6770        |       -258.999   |       -271.517   |        12.5178   |      0.1783231   |   3.067435e-06   |      0.1193285   |   00:03:59   |   00:07:47   |
6780        |       -256.445   |       -269.467   |        13.0218   |      0.1840294   |   1.729523e-06   |      0.1117392   |   00:03:59   |   00:07:46   |
6790        |       -257.408   |       -270.785   |        13.3769   |      0.1456772   |   1.417166e-06   |      0.1141199   |   00:03:59   |   00:07:44   |


Iter        |      Posterior   |     Likelihood   |          Prior   |     event_rate   |   extinction..   |   speciation..   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
6800        |       -255.558   |       -269.384   |        13.8266   |      0.1562354   |   1.009826e-06   |      0.1121996   |   00:04:00   |   00:07:45   |
6800        |       -255.558   |       -269.384   |        13.8266   |      0.1562354   |   1.009826e-06   |      0.1121996   |   00:04:00   |   00:07:45   |
6810        |       -256.352   |       -269.777   |        13.4252   |      0.1720383   |   1.208398e-06   |      0.1312588   |   00:04:00   |   00:07:44   |
6820        |       -255.082   |       -268.957   |        13.8756   |      0.1941102   |   1.157697e-06   |     0.09859085   |   00:04:00   |   00:07:43   |
6830        |       -256.225   |       -269.825   |           13.6   |      0.1460433   |   1.009348e-06   |      0.1141348   |   00:04:01   |   00:07:44   |
6840        |       -257.304   |       -270.554   |        13.2496   |      0.1551527   |   1.378774e-06   |       0.104306   |   00:04:01   |   00:07:43   |
6850        |         -256.9   |       -269.679   |        12.7797   |      0.1902876   |   1.936829e-06   |      0.1195262   |   00:04:01   |   00:07:42   |
6860        |       -255.289   |       -268.725   |        13.4354   |      0.1828647   |   1.159297e-06   |       0.110168   |   00:04:02   |   00:07:43   |
6870        |       -255.932   |       -269.162   |        13.2306   |      0.1821916   |   1.866108e-06   |       0.111424   |   00:04:02   |   00:07:42   |
6880        |       -256.722   |       -270.115   |         13.393   |      0.1799585   |   1.057539e-06   |      0.1358778   |   00:04:02   |   00:07:41   |
6890        |       -261.657   |       -273.323   |        11.6659   |      0.1068057   |    8.03628e-06   |       0.101124   |   00:04:03   |   00:07:42   |
6900        |       -257.845   |       -270.266   |        12.4212   |      0.1859403   |   2.796176e-06   |      0.1079207   |   00:04:03   |   00:07:41   |
6900        |       -257.845   |       -270.266   |        12.4212   |      0.1859403   |   2.796176e-06   |      0.1079207   |   00:04:03   |   00:07:41   |
6910        |       -257.498   |       -271.049   |        13.5513   |      0.1796335   |   1.075227e-06   |     0.07922901   |   00:04:03   |   00:07:40   |
6920        |       -255.506   |       -269.039   |        13.5332   |       0.171831   |   1.001072e-06   |      0.1166939   |   00:04:04   |   00:07:41   |
6930        |       -258.618   |        -272.51   |        13.8921   |      0.1775113   |   1.399983e-06   |     0.07152224   |   00:04:04   |   00:07:40   |
6940        |        -260.23   |       -272.004   |        11.7739   |      0.1783152   |    6.31346e-06   |      0.1345646   |   00:04:05   |   00:07:41   |
6950        |       -257.295   |       -270.491   |        13.1957   |      0.1958178   |   2.545895e-06   |     0.08656764   |   00:04:05   |   00:07:40   |
6960        |       -257.455   |        -270.23   |        12.7749   |       0.171483   |   2.624355e-06   |      0.1115454   |   00:04:05   |   00:07:39   |
6970        |        -257.24   |       -269.934   |        12.6936   |      0.2015946   |   3.436441e-06   |      0.1034182   |   00:04:06   |   00:07:39   |
6980        |       -255.694   |       -269.206   |        13.5115   |      0.1730211   |   1.407418e-06   |      0.1093139   |   00:04:06   |   00:07:38   |
6990        |       -255.869   |       -268.868   |        12.9994   |      0.2018763   |   1.836853e-06   |      0.1311889   |   00:04:06   |   00:07:37   |


Iter        |      Posterior   |     Likelihood   |          Prior   |     event_rate   |   extinction..   |   speciation..   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
7000        |       -255.058   |       -268.429   |        13.3711   |      0.1930113   |   1.159427e-06   |      0.1152929   |   00:04:06   |   00:07:36   |
7000        |       -255.058   |       -268.429   |        13.3711   |      0.1930113   |   1.159427e-06   |      0.1152929   |   00:04:07   |   00:07:38   |
7010        |       -255.489   |       -268.946   |        13.4564   |      0.1892222   |   1.151996e-06   |      0.1301615   |   00:04:07   |   00:07:37   |
7020        |        -256.66   |       -269.682   |        13.0214   |      0.2014561   |   2.128943e-06   |      0.1071646   |   00:04:07   |   00:07:36   |
7030        |       -254.044   |       -267.487   |        13.4433   |      0.2020605   |   1.286219e-06   |      0.1023423   |   00:04:08   |   00:07:37   |
7040        |       -256.056   |       -269.433   |        13.3769   |      0.1610615   |   1.207175e-06   |     0.09564854   |   00:04:08   |   00:07:36   |
7050        |        -258.37   |       -271.103   |        12.7333   |      0.1932072   |   1.981637e-06   |      0.1043132   |   00:04:08   |   00:07:35   |
7060        |        -255.78   |       -268.926   |        13.1466   |      0.1932072   |   1.680848e-06   |     0.09736675   |   00:04:09   |   00:07:36   |
7070        |       -257.111   |       -269.987   |        12.8759   |       0.181145   |   1.772883e-06   |      0.1086895   |   00:04:09   |   00:07:35   |
7080        |       -255.399   |       -268.427   |        13.0288   |      0.1945208   |   2.149627e-06   |      0.1029786   |   00:04:09   |   00:07:34   |
7090        |       -258.512   |       -271.317   |        12.8049   |      0.1636713   |   2.467466e-06   |      0.1346194   |   00:04:09   |   00:07:33   |
7100        |       -256.313   |       -269.071   |        12.7582   |      0.2034153   |   2.109589e-06   |      0.1213204   |   00:04:10   |   00:07:34   |
7100        |       -256.313   |       -269.071   |        12.7582   |      0.2034153   |   2.109589e-06   |      0.1213204   |   00:04:10   |   00:07:34   |
7110        |       -255.464   |       -268.882   |        13.4188   |      0.1796591   |   1.186779e-06   |     0.08643213   |   00:04:10   |   00:07:33   |
7120        |       -255.416   |       -268.742   |        13.3264   |      0.1868609   |   1.195077e-06   |      0.1084028   |   00:04:11   |   00:07:34   |
7130        |       -254.242   |       -267.972   |        13.7296   |      0.1784123   |   1.037158e-06   |       0.103937   |   00:04:11   |   00:07:33   |
7140        |        -256.44   |       -269.797   |        13.3574   |      0.1687426   |   1.627121e-06   |      0.1026561   |   00:04:11   |   00:07:32   |
7150        |       -254.864   |       -268.332   |        13.4677   |      0.1939096   |   1.260013e-06   |      0.1205292   |   00:04:12   |   00:07:32   |
7160        |       -259.088   |       -271.315   |        12.2275   |      0.1936696   |   4.679221e-06   |      0.1343834   |   00:04:12   |   00:07:31   |
7170        |       -260.333   |        -273.01   |        12.6768   |      0.1400288   |   3.730852e-06   |      0.1076304   |   00:04:12   |   00:07:30   |
7180        |       -253.546   |       -267.267   |        13.7203   |      0.2002978   |   1.174633e-06   |      0.1016068   |   00:04:12   |   00:07:29   |
7190        |         -258.6   |       -271.914   |        13.3137   |      0.1583683   |   1.237836e-06   |      0.1456638   |   00:04:13   |   00:07:30   |


Iter        |      Posterior   |     Likelihood   |          Prior   |     event_rate   |   extinction..   |   speciation..   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
7200        |       -257.594   |       -270.162   |        12.5678   |      0.1816353   |   2.565847e-06   |      0.1128303   |   00:04:13   |   00:07:29   |
7200        |       -257.594   |       -270.162   |        12.5678   |      0.1816353   |   2.565847e-06   |      0.1128303   |   00:04:13   |   00:07:29   |
7210        |       -257.775   |       -271.365   |        13.5895   |      0.1953202   |   1.145387e-06   |      0.0705927   |   00:04:14   |   00:07:30   |
7220        |       -257.585   |       -270.177   |        12.5925   |      0.1779797   |   3.060972e-06   |      0.1126426   |   00:04:14   |   00:07:29   |
7230        |       -260.724   |       -273.126   |        12.4021   |     0.05541289   |   4.095779e-06   |      0.1096987   |   00:04:14   |   00:07:28   |
7240        |       -262.435   |       -273.915   |          11.48   |     0.03422073   |   7.712326e-06   |      0.1228703   |   00:04:14   |   00:07:27   |
7250        |       -264.374   |       -273.144   |         8.7695   |      0.1745647   |   0.0001661029   |     0.08886384   |   00:04:15   |   00:07:28   |
7260        |       -264.558   |       -273.265   |        8.70749   |      0.1843212   |   0.0002118426   |     0.09105735   |   00:04:15   |   00:07:27   |
7270        |       -266.274   |       -273.635   |        7.36057   |      0.0818119   |   0.0003928467   |      0.0646199   |   00:04:15   |   00:07:26   |
7280        |       -266.717   |       -274.956   |        8.23885   |     0.09452786   |   0.0001089622   |      0.0939514   |   00:04:16   |   00:07:27   |
7290        |       -265.311   |       -273.801   |        8.48957   |     0.04086919   |   0.0001643998   |     0.06403451   |   00:04:16   |   00:07:26   |
