Iteration	Replicate_ID	Posterior	Likelihood	Prior	diversification	extinction_rate	speciation_rate	turnover
0	0	-67368.5	-67112.7	-255.869	0.07784699	0.005873687	0.08372068	0.07015814
1	1	-63120.1	-62904.4	-215.688	-0.2973462	0.3664362	0.06908994	5.303756
2	0	-55245.3	-55004.7	-240.615	0.1363307	0.002572343	0.138903	0.01851899
3	1	-44124.2	-43935.8	-188.404	-0.3657281	0.4382784	0.07255029	6.041029
4	0	-42255	-42049.2	-205.817	0.3342295	0.001506205	0.3357357	0.004486283
5	1	-33876.8	-33715.5	-161.325	-1.037939	1.113668	0.07572806	14.70614
6	0	-33968.7	-33794.3	-174.405	0.6444062	0.003127209	0.6475334	0.004829417
7	1	-27338.1	-27194.7	-143.315	-1.268681	1.335724	0.0670433	19.92331
8	0	-25391.1	-25246.9	-144.257	1.210182	0.00868798	1.21887	0.007127895
9	1	-23245.6	-23110	-135.539	-1.481132	1.522864	0.04173174	36.49174
10	0	-21288.7	-21173.2	-115.527	2.492271	0.006178104	2.498449	0.002472776
11	1	-20596.1	-20470.2	-125.887	-2.043004	2.088376	0.04537206	46.0278
12	0	-18338.9	-18231.1	-107.733	3.84761	0.004835147	3.852445	0.001255085
13	1	-19432	-19320.5	-111.433	-2.746459	2.834002	0.08754293	32.37271
14	0	-17836.8	-17732.8	-103.961	3.383792	0.009645285	3.393437	0.002842335
15	1	-18707	-18597.8	-109.181	-2.763809	2.828292	0.06448354	43.86069
16	0	-17728.3	-17625.1	-103.168	3.966396	0.007811712	3.974208	0.001965602
17	1	-17937.2	-17833.8	-103.479	-3.086497	3.177088	0.09059092	35.07071
18	0	-17664.4	-17562.4	-102.022	3.798019	0.00250619	3.800525	0.0006594324
19	1	-17625.5	-17521.4	-104.126	-4.545607	4.608573	0.06296597	73.19148
20	0	-17649.1	-17547.6	-101.489	3.519807	0.00344743	3.523254	0.000978479
21	1	-17371.1	-17269.1	-102.014	-2.79465	2.827893	0.03324307	85.06713
22	0	-17632	-17529.9	-102.025	4.052435	0.01075915	4.063194	0.002647953
23	1	-17324.5	-17222.9	-101.648	-2.900007	2.956681	0.05667417	52.16983
24	0	-17266	-17166.3	-99.7131	3.46737	0.006433653	3.473804	0.001852049
25	1	-17236.8	-17136.6	-100.112	-3.520686	3.536778	0.01609127	219.7948
26	0	-17212.4	-17113.1	-99.3088	3.662215	0.01080018	3.673015	0.002940412
27	1	-17219.9	-17119.4	-100.505	-4.262918	4.270925	0.00800715	533.389
28	0	-17209.3	-17109.7	-99.5903	4.015807	0.01374244	4.029549	0.003410417
29	1	-17209.2	-17109.3	-99.8743	-3.42535	3.434025	0.00867497	395.8544
30	0	-17210.7	-17110.8	-99.9093	3.804272	0.06341739	3.867689	0.01639671
31	1	-17209.7	-17110.3	-99.4595	-3.804744	3.809827	0.005083362	749.47
32	0	-17211	-17110.9	-100.079	4.276392	0.04048302	4.316875	0.009377854
33	1	-17204.7	-17102.8	-101.944	-4.967113	4.976224	0.009110219	546.2244
34	0	-17228.1	-17128.4	-99.6658	3.843547	0.03933512	3.882882	0.01013039
35	1	-17203	-17103.4	-99.605	-4.063162	4.07017	0.007008158	580.776
36	0	-17219	-17119.3	-99.6959	3.66704	0.04282268	3.709863	0.01154293
37	1	-17196.2	-17095.4	-100.798	-2.850279	2.853627	0.003348664	852.169
38	0	-17209.6	-17110	-99.5867	3.364551	0.02341408	3.387965	0.006910956
39	1	-17202.1	-17102.2	-99.8384	-3.27145	3.274393	0.002943055	1112.583
40	0	-17216.6	-17117.3	-99.2161	3.604262	0.005698984	3.609961	0.001578683
41	1	-17137.2	-17037.6	-99.6286	-3.983838	3.985309	0.001470815	2709.592
42	0	-17210.2	-17110.4	-99.8818	4.313426	0.02724702	4.340673	0.006277142
43	1	-17140	-17040.3	-99.6892	-3.93467	3.938536	0.003866233	1018.701
44	0	-17211.2	-17111.8	-99.4477	4.185622	0.007595673	4.193217	0.001811419
45	1	-17136	-17035.6	-100.363	-4.209682	4.238944	0.02926282	144.8577
46	0	-17207.8	-17108.6	-99.2572	3.80198	0.01555077	3.817531	0.004073516
47	1	-17139.3	-17039.1	-100.124	-3.205035	3.215292	0.01025729	313.4642
48	0	-17211	-17110.2	-100.809	3.851871	0.1198524	3.971724	0.03017643
49	1	-17133.2	-17032.1	-101.041	-4.611874	4.635311	0.02343725	197.7754
50	0	-17213.1	-17112.4	-100.741	4.133564	0.09216472	4.225728	0.02181038
51	1	-17130.4	-17028.1	-102.299	-3.901229	4.132343	0.2311145	17.88007
52	0	-17208.5	-17108.6	-99.9662	3.406476	0.05664247	3.463118	0.01635592
53	1	-17136.3	-17034.9	-101.394	-2.915011	3.029571	0.1145598	26.44532
54	0	-17210.2	-17108.3	-101.857	3.065956	0.1955395	3.261495	0.05995396
55	1	-17150.4	-17050.1	-100.303	-3.413818	3.504039	0.09022168	38.83811
56	0	-17212.7	-17112.4	-100.294	4.447022	0.0151013	4.462123	0.00338433
57	1	-17140.1	-17038.7	-101.449	-4.282127	4.39394	0.111813	39.29721
58	0	-17214.4	-17114.8	-99.5797	3.943466	0.02096757	3.964434	0.005288919
59	1	-17129.7	-17030.6	-99.1438	-3.520089	3.542319	0.02223063	159.3441
60	0	-17212	-17111.8	-100.24	3.752588	0.08337285	3.835961	0.02173454
61	1	-17135.9	-17037	-98.9862	-3.968494	3.98921	0.02071642	192.5627
62	0	-17205.4	-17104.9	-100.49	3.954162	0.07322346	4.027386	0.01818139
63	1	-17131.5	-17031.5	-99.9911	-4.578452	4.608751	0.03029857	152.1112
64	0	-17219.5	-17117.9	-101.567	3.232711	0.1821339	3.414845	0.05333591
65	1	-17140.7	-17039.9	-100.827	-4.477771	4.580477	0.1027067	44.59764
66	0	-17216.2	-17114.7	-101.462	3.680625	0.1834508	3.864076	0.04747598
67	1	-17136.2	-17036.1	-100.078	-2.933053	2.945796	0.01274316	231.1668
68	0	-17205.4	-17104.1	-101.331	2.940553	0.120973	3.061526	0.03951394
69	1	-17131.8	-17032.3	-99.5193	-4.147832	4.180048	0.03221524	129.7537
70	0	-17214.9	-17112.4	-102.51	3.760466	0.2646344	4.025101	0.06574602
71	1	-17128.4	-17029.1	-99.3321	-4.077067	4.10762	0.03055335	134.4409
72	0	-17210.7	-17109.9	-100.892	4.216789	0.09723361	4.314023	0.02253897
73	1	-17124.2	-17024.1	-100.068	-4.304394	4.354165	0.04977087	87.4842
74	0	-17210.4	-17108.3	-102.109	2.802748	0.1623509	2.965099	0.05475397
75	1	-17128.3	-17028.7	-99.6627	-3.628152	3.693101	0.06494925	56.86134
76	0	-17217.6	-17114.5	-103.104	4.431492	0.2282034	4.659695	0.04897389
77	1	-17134.3	-17031.5	-102.753	-3.484743	3.796638	0.3118943	12.17284
78	0	-17211.8	-17111.3	-100.581	3.23566	0.1004861	3.336146	0.03012043
79	1	-17127.8	-17027	-100.721	-3.481075	3.610828	0.1297524	27.82859
80	0	-17209.1	-17109.4	-99.7813	3.379449	0.04140025	3.420849	0.01210233
