Iteration	Replicate_ID	Posterior	Likelihood	Prior	diversification	extinction_rate	speciation_rate	turnover
0	0	-65762.2	-65525.1	-237.11	-0.1163891	0.2156501	0.099261	2.172556
1	1	-67165.3	-66916.1	-249.142	-0.07876618	0.1423407	0.0635745	2.238959
2	0	-48141.3	-47936.3	-205.048	-0.3412629	0.4219846	0.08072174	5.227645
3	1	-51116.4	-50901.1	-215.25	-0.06327692	0.4711183	0.4078414	1.155151
4	0	-34467.8	-34295.3	-172.507	-0.3543274	0.7048954	0.3505681	2.010724
5	1	-39968.9	-39783.7	-185.158	0.2208095	0.3766075	0.597417	0.630393
6	0	-25981.1	-25834.1	-146.957	-0.7062004	1.293801	0.5876005	2.201838
7	1	-33520.6	-33359.5	-161.152	0.7413944	0.2687315	1.010126	0.2660376
8	0	-22596.6	-22463.3	-133.302	-1.71047	2.063278	0.352808	5.848162
9	1	-27219.1	-27085.6	-133.52	1.460897	0.1313363	1.592233	0.08248557
10	0	-20151.2	-20036.8	-114.395	-2.110256	2.238502	0.1282466	17.45467
11	1	-22242	-22118.1	-123.914	1.628986	0.3484896	1.977476	0.1762295
12	0	-18795.6	-18687.6	-108.051	-2.533546	2.660155	0.126609	21.01079
13	1	-20121.3	-20003.8	-117.438	1.976087	0.2043749	2.180462	0.09373011
14	0	-18050.4	-17944.3	-106.091	-3.241194	3.504497	0.2633034	13.30973
15	1	-19093.4	-18979.7	-113.697	2.534947	0.2395438	2.774491	0.08633793
16	0	-17913.1	-17807.5	-105.58	-3.284249	3.55635	0.272101	13.06996
17	1	-18530.4	-18419	-111.35	3.029091	0.3137571	3.342848	0.09385923
18	0	-17647.1	-17542.9	-104.265	-3.180481	3.530088	0.3496073	10.0973
19	1	-18359.8	-18248.6	-111.218	2.18314	0.2732536	2.456393	0.1112418
20	0	-17642.5	-17536.2	-106.272	-2.840959	3.377688	0.5367291	6.293098
21	1	-18340.5	-18228.2	-112.318	1.874077	0.1287481	2.002825	0.06428324
22	0	-17617.4	-17515.9	-101.49	-3.267876	3.433338	0.1654616	20.75006
23	1	-18328.4	-18220.2	-108.206	3.535799	0.1075778	3.643376	0.02952695
24	0	-17608.9	-17508	-100.885	-3.244378	3.342418	0.09803939	34.0926
25	1	-18314.7	-18207.7	-106.957	3.218824	0.07154455	3.290369	0.02174363
26	0	-17583.8	-17484.2	-99.6365	-3.607883	3.655115	0.04723175	77.38682
27	1	-18317.8	-18209.7	-108.073	3.71474	0.1283251	3.843065	0.03339135
28	0	-17584	-17484.4	-99.6613	-4.116774	4.140344	0.02356979	175.6631
29	1	-18307.5	-18200.5	-106.974	2.809139	0.0908898	2.900029	0.03134099
30	0	-17586.9	-17486.9	-99.9587	-3.334032	3.40722	0.07318773	46.55453
31	1	-18305.1	-18197.9	-107.143	3.567737	0.07083287	3.638569	0.01946723
32	0	-17587	-17487	-99.9552	-3.488708	3.565005	0.07629715	46.72527
33	1	-18302	-18193.1	-108.92	4.439806	0.02603105	4.465837	0.005828929
34	0	-17590.5	-17490	-100.531	-4.218907	4.308364	0.08945779	48.16086
35	1	-18302.4	-18196	-106.394	2.994391	0.03759164	3.031983	0.01239837
36	0	-17588.7	-17488.3	-100.447	-3.588929	3.713223	0.1242938	29.87457
37	1	-18303.7	-18196.9	-106.882	3.664301	0.03281263	3.697114	0.0088752
38	0	-17596.4	-17494.4	-102.043	-4.37955	4.544614	0.1650637	27.53248
39	1	-18216.8	-18113.5	-103.295	3.029999	0.01439949	3.044398	0.004729833
40	0	-17593.1	-17489.1	-104.012	-2.404454	2.604851	0.2003964	12.99849
41	1	-17925.3	-17824.3	-100.993	3.887984	0.02418288	3.912167	0.006181454
42	0	-17585.3	-17485.2	-100.058	-3.479758	3.592874	0.113116	31.76273
43	1	-17800.6	-17693.9	-106.668	2.116631	0.1351286	2.251759	0.06001025
