Iteration	Posterior	Likelihood	Prior	diversification	extinction_rate	speciation_rate	turnover
0	-65744.5	-65519.9	-224.545	-0.269364	0.3330564	0.06369233	5.229144
10	-48046.5	-47848.7	-197.861	-0.1711574	0.4424129	0.2712555	1.630982
20	-37909.4	-37745.3	-164.031	-0.7854479	1.139338	0.3538901	3.219469
30	-30158.2	-30014.1	-144.146	-1.240224	1.583763	0.3435388	4.610143
40	-24933.8	-24798	-135.868	-2.105426	2.337784	0.2323581	10.06113
50	-20525.9	-20405.1	-120.785	-2.299135	2.496681	0.1975456	12.6385
60	-19217.8	-19099.4	-118.401	-1.934896	2.070056	0.1351601	15.31558
70	-18432.5	-18317.1	-115.405	-2.682959	2.980305	0.2973461	10.02301
80	-18183.4	-18072.1	-111.358	-2.902243	3.217572	0.3153289	10.20386
90	-18109.8	-17998.4	-111.427	-3.020887	3.436192	0.4153057	8.273886
100	-17405.2	-17300.4	-104.742	-3.437492	3.745019	0.3075264	12.17788
110	-17275.1	-17173.5	-101.543	-3.478547	3.551328	0.0727813	48.79452
120	-17261.5	-17160.3	-101.136	-3.39096	3.440182	0.04922189	69.8913
130	-17265.6	-17164.4	-101.177	-3.593222	3.656911	0.0636887	57.41852
140	-17262.7	-17160.6	-102.135	-2.977285	3.075816	0.09853165	31.21653
150	-17271.3	-17169.7	-101.563	-3.122402	3.191706	0.06930448	46.05339
160	-17264.4	-17161.9	-102.535	-4.153136	4.295722	0.1425855	30.12734
170	-17255.7	-17154	-101.663	-3.982414	4.082585	0.1001712	40.75608
180	-17255.8	-17154.8	-101.065	-3.037178	3.067179	0.03000093	102.2361
190	-17248.7	-17148.3	-100.375	-3.845219	3.863148	0.01792904	215.4687
200	-17251.2	-17151.2	-100.057	-3.681346	3.701514	0.02016777	183.5361
210	-17257.4	-17155.9	-101.563	-3.947295	4.063559	0.1162644	34.95102
220	-17254	-17152.6	-101.386	-4.410682	4.43819	0.02750883	161.337
230	-16998.3	-16897.7	-100.598	-3.058354	3.158955	0.1006014	31.40072
240	-16999.9	-16899.8	-100.063	-3.74176	3.844197	0.1024376	37.5272
250	-17000.8	-16899.9	-100.93	-3.54117	3.726461	0.1852913	20.11137
260	-16999.2	-16899.6	-99.5972	-3.686408	3.767171	0.08076306	46.64473
270	-16998.5	-16899.1	-99.4021	-3.761106	3.817521	0.05641529	67.6682
280	-17003.6	-16903.6	-99.9642	-3.430538	3.533206	0.102668	34.41391
290	-16996.6	-16896.7	-99.9621	-3.254108	3.323466	0.06935856	47.91718
300	-17005.4	-16903.2	-102.209	-4.316489	4.562032	0.2455435	18.57933
310	-17000.3	-16899.3	-100.945	-3.995185	4.168255	0.1730708	24.08411
320	-17006.2	-16904.8	-101.391	-2.704428	2.757737	0.05330934	51.73084
330	-16999.7	-16895.8	-103.859	-2.441275	2.665646	0.2243708	11.88054
340	-16996.9	-16897.8	-99.145	-3.590334	3.632813	0.04247889	85.52043
350	-16995.6	-16894.6	-101.033	-3.647481	3.855028	0.2075473	18.57421
360	-17006	-16905.3	-100.685	-3.371799	3.524886	0.1530865	23.02545
370	-16989.8	-16890.2	-99.5878	-3.173064	3.206868	0.03380442	94.86535
380	-16986.8	-16887.7	-99.0612	-3.705567	3.74331	0.0377433	99.17813
390	-16994.5	-16895.4	-99.1416	-3.466925	3.504779	0.0378541	92.58651
400	-16986.2	-16886.9	-99.255	-4.210896	4.228261	0.01736476	243.4967
410	-16988	-16888.7	-99.2401	-3.800869	3.856175	0.05530518	69.72537
420	-17009.4	-16908.1	-101.247	-4.761656	4.834726	0.07306947	66.16615
430	-16997	-16897.6	-99.476	-3.636887	3.699851	0.06296382	58.76154
440	-16996.1	-16896.4	-99.7017	-3.150571	3.201507	0.05093602	62.8535
450	-16990.3	-16891.4	-98.8347	-3.406126	3.411833	0.005706999	597.8331
460	-16990.8	-16891.5	-99.2692	-3.614738	3.669441	0.05470305	67.07927
470	-16990.4	-16889.1	-101.281	-3.062564	3.238978	0.1764142	18.36008
480	-16993.8	-16894.1	-99.6728	-4.08295	4.134659	0.05170917	79.95989
490	-16990.6	-16890.5	-100.105	-3.462161	3.576908	0.1147472	31.17207
500	-16997.7	-16896.9	-100.776	-3.270919	3.440023	0.1691036	20.34269
510	-16999.5	-16898.8	-100.723	-3.54854	3.715617	0.1670771	22.23894
520	-16995.4	-16896.3	-99.0765	-3.454425	3.469336	0.0149113	232.6649
530	-16989.4	-16890.1	-99.27	-3.692949	3.732719	0.03976942	93.85902
540	-17002.2	-16901.1	-101.185	-3.757248	3.954301	0.1970532	20.06717
550	-16994	-16894.9	-99.0937	-3.871962	3.901304	0.02934112	132.9637
