Iteration	Posterior	Likelihood	Prior	diversification	extinction_rate	speciation_rate	turnover
0	-68304.7	-68021.2	-283.434	-0.03839252	0.05079948	0.01240697	4.094432
10	-54596.9	-54343.1	-253.764	-0.1161898	0.1330788	0.01688899	7.879614
20	-42939.1	-42707.6	-231.514	-0.1841466	0.194236	0.01008938	19.25153
30	-34377.9	-34170.1	-207.815	-0.3693148	0.3876045	0.0182897	21.19251
40	-27442.2	-27268.6	-173.564	-0.6404944	0.6479261	0.007431727	87.18378
50	-22486.9	-22351.2	-135.708	-1.666419	1.694818	0.02839833	59.68018
60	-19924.4	-19809.3	-115.141	-2.60572	2.661168	0.05544769	47.99421
70	-19373.7	-19259.3	-114.437	-2.160336	2.233108	0.07277204	30.68635
80	-19205.8	-19095.9	-109.86	-2.687384	2.795824	0.1084398	25.78226
90	-18308	-18200	-108.055	-2.868369	3.002592	0.1342231	22.37015
100	-18138	-18030.7	-107.255	-3.267408	3.409614	0.1422059	23.9766
110	-18079.2	-17969.9	-109.261	-4.245717	4.401517	0.1557997	28.25113
120	-17730.8	-17627.9	-102.877	-3.359709	3.503021	0.1433117	24.44337
130	-17707.3	-17605.8	-101.47	-3.934833	3.967331	0.03249805	122.0791
140	-17700	-17597.7	-102.259	-2.987106	3.020305	0.03319933	90.97488
150	-17687.9	-17586.6	-101.384	-3.387984	3.396507	0.008522678	398.5258
160	-17450.3	-17349.6	-100.664	-4.492536	4.503943	0.01140678	394.8479
170	-17432.9	-17332.1	-100.829	-2.851498	2.87351	0.02201262	130.5393
180	-17426.6	-17327.4	-99.1813	-3.779607	3.788928	0.009321814	406.4583
190	-17423.3	-17324	-99.2664	-3.299013	3.305565	0.006552318	504.4879
200	-17436.1	-17337.2	-98.8712	-3.860019	3.871066	0.01104626	350.4413
210	-17438.6	-17338.9	-99.6693	-4.49197	4.500683	0.008712851	516.5569
220	-17440.6	-17341.4	-99.1364	-3.257096	3.275826	0.01873015	174.8959
230	-17427.9	-17328.5	-99.3397	-3.251086	3.270417	0.01933102	169.1798
