Iteration	Posterior	Likelihood	Prior	diversification	extinction_rate	speciation_rate	turnover
0	-67290.7	-67027	-263.622	0.1059731	0.102147	0.2081201	0.4908078
10	-53219.3	-52983.4	-235.883	0.03553473	0.3219484	0.3574831	0.9005975
20	-42166.4	-41968.3	-198.031	-0.08620087	0.6179241	0.5317233	1.162116
30	-32258.7	-32087.8	-170.92	-0.5456592	1.262694	0.7170353	1.760994
40	-26389.8	-26258.4	-131.432	-1.825266	2.20231	0.3770437	5.840994
50	-23119.5	-22998.9	-120.681	-1.841582	1.948321	0.1067389	18.25315
60	-20372	-20258.3	-113.612	-3.096163	3.160639	0.06447606	49.02035
70	-19319.6	-19212.3	-107.312	-3.332897	3.372318	0.03942125	85.54569
80	-18917.6	-18811.8	-105.84	-2.809252	2.836315	0.02706251	104.806
90	-18899.6	-18794	-105.616	-3.377514	3.415449	0.03793499	90.03427
100	-18787.6	-18682.9	-104.753	-3.315244	3.36167	0.04642613	72.409
110	-18426.2	-18321.7	-104.509	-3.933129	4.082043	0.1489136	27.41216
120	-18371.9	-18268.9	-103.001	-4.069428	4.126114	0.0566859	72.78906
130	-18295.2	-18193	-102.195	-3.929218	3.981866	0.05264788	75.63203
140	-18285.8	-18183.9	-101.931	-3.621316	3.691589	0.07027267	52.53236
150	-18282.5	-18179.3	-103.214	-3.836388	3.985695	0.1493071	26.69461
160	-18272	-18170.1	-101.86	-3.410754	3.487655	0.07690077	45.35266
170	-18282.2	-18179.6	-102.62	-2.782093	2.830878	0.0487856	58.02692
180	-18096.7	-17995.7	-100.988	-3.208936	3.254848	0.04591234	70.89267
190	-18095.9	-17995.2	-100.776	-3.273594	3.307087	0.03349342	98.73843
200	-18109	-18005	-104.016	-2.649892	2.843606	0.1937134	14.67945
210	-18097.6	-17996.1	-101.533	-3.266607	3.357132	0.09052522	37.08505
220	-18100.7	-17997.6	-103.083	-2.934053	3.130691	0.1966379	15.92109
230	-18105.8	-18002.7	-103.082	-2.542059	2.561251	0.01919226	133.4523
240	-18100.8	-17999.6	-101.139	-3.203124	3.275409	0.07228515	45.31234
250	-18091.8	-17991.8	-100.026	-3.685434	3.691364	0.005930043	622.4853
260	-18096.2	-17996	-100.162	-3.856743	3.868037	0.01129451	342.4704
270	-18103	-18000.5	-102.529	-2.558792	2.562743	0.003950849	648.6563
280	-18096.7	-17996.4	-100.3	-3.30662	3.313532	0.006911918	479.394
290	-18096.7	-17995.1	-101.628	-4.511258	4.54528	0.03402212	133.5978
300	-18093.3	-17993.2	-100.096	-3.420662	3.427447	0.006784344	505.1994
310	-18094.2	-17993	-101.296	-2.9306	2.949549	0.01894905	155.6568
320	-18099.1	-17997.7	-101.417	-2.86741	2.88433	0.01691986	170.4701
330	-18093.2	-17991.6	-101.554	-3.973342	4.058472	0.08513046	47.67356
340	-18095.7	-17995	-100.676	-3.868655	3.898943	0.03028728	128.732
350	-18101.4	-18000.5	-100.833	-3.190739	3.218722	0.02798341	115.0225
360	-18094.4	-17993.8	-100.572	-3.602181	3.631617	0.02943653	123.3711
370	-18094.7	-17994.5	-100.225	-3.8508	3.861184	0.0103835	371.8576
380	-18087.5	-17987.2	-100.363	-3.658457	3.689693	0.03123633	118.1219
390	-18087.3	-17986.6	-100.663	-3.65423	3.716404	0.0621747	59.77358
400	-18091.6	-17987.1	-104.531	-5.082728	5.200692	0.1179636	44.08727
410	-18093.3	-17992.4	-100.931	-3.49578	3.611815	0.1160345	31.12708
420	-18095.9	-17996.1	-99.8538	-3.894479	3.917586	0.02310731	169.5388
430	-18092	-17987.7	-104.327	-4.624582	4.806949	0.1823676	26.35858
440	-18084.7	-17983.2	-101.408	-3.475085	3.596452	0.1213671	29.63284
450	-18087.6	-17985.2	-102.386	-3.807584	4.00921	0.2016259	19.8844
