Iteration	Replicate_ID	Posterior	Likelihood	Prior	diversification	extinction_rate	speciation_rate	turnover
0	0	-67866.5	-67594.4	-272.004	0.0703718	0.04868245	0.1190542	0.4089098
1	1	-67155.7	-66899.4	-256.32	-0.1362259	0.203548	0.06732214	3.023493
2	0	-57885.6	-57629.3	-256.317	0.09661535	0.0174118	0.1140272	0.1526988
3	1	-50473.3	-50251.5	-221.809	-0.1658389	0.3553215	0.1894826	1.87522
4	0	-45427.2	-45196.2	-230.976	0.2038797	0.01699474	0.2208745	0.07694296
5	1	-35505.8	-35330.1	-175.699	-0.3348628	0.5113445	0.1764817	2.897437
6	0	-34460.5	-34270.1	-190.418	0.5921022	0.0532453	0.6453475	0.0825064
7	1	-25020	-24877.5	-142.477	-1.61048	1.731249	0.1207695	14.33515
8	0	-27933.7	-27781.1	-152.603	1.058834	0.06042445	1.119258	0.05398616
9	1	-20732.4	-20614.7	-117.702	-3.490733	3.574689	0.08395597	42.57814
10	0	-22928.8	-22801.6	-127.224	2.073141	0.03929985	2.11244	0.018604
11	1	-18593	-18484.7	-108.206	-2.846028	3.074946	0.2289173	13.43256
12	0	-20220.5	-20099.9	-120.582	2.192796	0.04064185	2.233438	0.018197
13	1	-18149.1	-18044.7	-104.392	-3.369665	3.440707	0.0710426	48.4316
14	0	-19463.3	-19347.6	-115.758	2.383706	0.063641	2.447347	0.02600407
15	1	-18000.2	-17897	-103.157	-3.298361	3.376785	0.07842338	43.05839
16	0	-17652.7	-17548.9	-103.774	3.756811	0.1493577	3.906168	0.03823636
17	1	-17995.7	-17892.8	-102.991	-4.140316	4.170002	0.02968571	140.4717
18	0	-17600.2	-17496.8	-103.444	2.866494	0.1428064	3.0093	0.04745502
19	1	-17974.4	-17872.6	-101.731	-3.351276	3.365581	0.01430448	235.2816
20	0	-17588.7	-17486.7	-102	3.712853	0.08316198	3.796015	0.02190771
21	1	-17965.7	-17864.1	-101.596	-3.554094	3.568287	0.01419232	251.4238
22	0	-17501	-17396.1	-104.934	5.269358	0.06757253	5.33693	0.01266131
23	1	-17964.6	-17862.8	-101.787	-3.539767	3.55815	0.01838319	193.5545
24	0	-17491.3	-17390.3	-101.023	4.30699	0.023166	4.330156	0.005349924
25	1	-17977.2	-17874.9	-102.369	-2.913342	2.928597	0.01525429	191.9851
26	0	-17464	-17363.6	-100.326	3.659431	0.05688655	3.716318	0.01530724
27	1	-17602.7	-17502.2	-100.414	-3.588188	3.635254	0.04706575	77.23779
28	0	-17461.1	-17361.1	-100.059	3.932889	0.04318967	3.976078	0.01086238
29	1	-17601.9	-17500.3	-101.619	-2.81788	2.858023	0.04014349	71.19519
30	0	-17460.8	-17360.9	-99.9576	3.389325	0.05092705	3.440252	0.01480329
31	1	-17599.6	-17498.9	-100.766	-3.834309	3.922729	0.08842027	44.36459
32	0	-17442.5	-17343.2	-99.2468	3.690927	0.02026129	3.711188	0.005459516
33	1	-17599.5	-17498.9	-100.562	-3.556052	3.607405	0.05135312	70.24704
34	0	-17448.5	-17346.3	-102.247	4.880979	0.0972296	4.978208	0.01953104
35	1	-17594.8	-17494.4	-100.34	-3.877146	3.913084	0.03593776	108.885
36	0	-17439.4	-17339.8	-99.6675	3.666279	0.05509305	3.721372	0.0148045
37	1	-17598.5	-17498.3	-100.209	-3.309668	3.330793	0.02112514	157.6697
38	0	-17450.1	-17350.6	-99.5779	3.376899	0.01282592	3.389725	0.003783763
39	1	-17590.4	-17490.3	-100.063	-3.711527	3.749476	0.0379495	98.80174
40	0	-17455.3	-17356.2	-99.1206	3.535268	0.03299307	3.568261	0.00924626
41	1	-17587.5	-17485.7	-101.811	-2.736156	2.775706	0.03955053	70.18127
42	0	-17436.8	-17337.6	-99.1487	3.957391	0.01944147	3.976832	0.004888683
43	1	-17597.6	-17495.7	-101.866	-3.603096	3.792844	0.1897481	19.98885
44	0	-17440.1	-17340.6	-99.4905	4.332162	0.005991628	4.338154	0.001381147
45	1	-17591.7	-17491.6	-100.085	-3.70918	3.763514	0.0543342	69.26602
46	0	-17441.8	-17342.8	-99.0636	3.82186	0.0135309	3.835391	0.003527906
47	1	-17591.4	-17491.6	-99.8152	-3.624621	3.653121	0.0284996	128.1815
48	0	-17440.2	-17340.4	-99.8257	4.458014	0.02624288	4.484257	0.005852225
49	1	-17596	-17494.6	-101.419	-2.747402	2.756896	0.009494065	290.381
50	0	-17440.9	-17341.6	-99.2993	4.198542	0.009142076	4.207684	0.00217271
51	1	-17588.9	-17488.3	-100.68	-3.445583	3.534325	0.08874185	39.82703
52	0	-17445.7	-17346.7	-98.9851	3.41128	0.02170128	3.432981	0.006321408
53	1	-17396.4	-17295.5	-100.956	-3.096787	3.24436	0.1475729	21.98479
54	0	-17452.4	-17353.3	-99.1153	3.963024	0.02518742	3.988212	0.006315467
55	1	-17403	-17303.3	-99.7531	-3.845179	3.910377	0.06519828	59.97669
56	0	-17445	-17344.7	-100.36	4.411632	0.05733293	4.468965	0.01282913
57	1	-17395.3	-17293.9	-101.488	-3.063178	3.261103	0.1979257	16.4764
58	0	-17450.9	-17351	-99.8751	3.578401	0.07918022	3.657581	0.02164825
59	1	-17400	-17296.8	-103.205	-4.76367	4.930617	0.1669468	29.53405
60	0	-17436	-17335.1	-100.916	2.967388	0.0961861	3.063574	0.03139669
61	1	-17400.6	-17299.3	-101.275	-3.967273	4.145239	0.1779659	23.29232
62	0	-17436.2	-17336.8	-99.3877	4.05133	0.01240456	4.063735	0.003052502
63	1	-17392.3	-17291.2	-101.13	-4.087351	4.225266	0.137915	30.63673
64	0	-17441.5	-17341	-100.511	3.062847	0.0984789	3.161326	0.03115113
65	1	-17397.8	-17297.9	-99.9656	-4.345208	4.374278	0.02907038	150.472
66	0	-17445	-17344.6	-100.477	3.118516	0.07963142	3.198148	0.02489923
67	1	-17393.3	-17293.9	-99.371	-3.934459	3.953542	0.0190823	207.1837
68	0	-17432.7	-17332.6	-100.173	4.191364	0.05886991	4.250234	0.01385098
69	1	-17388.8	-17288.8	-100.041	-4.367034	4.39654	0.0295051	149.0095
70	0	-17439.4	-17339.9	-99.5682	3.499907	0.03650714	3.536414	0.01032321
71	1	-17395.8	-17294.8	-100.983	-2.955779	3.061262	0.1054823	29.02156
72	0	-17435.4	-17335.5	-99.8702	3.303482	0.05048239	3.353964	0.01505156
73	1	-17388.2	-17286.4	-101.791	-4.590946	4.732151	0.1412049	33.51266
74	0	-17435.5	-17336.1	-99.3827	4.136301	0.009935077	4.146236	0.002396168
75	1	-17397.5	-17296.6	-100.897	-4.819879	4.850677	0.03079842	157.4976
76	0	-17435	-17335.1	-99.8949	4.429469	0.01779852	4.447267	0.004002126
77	1	-17395.5	-17296.6	-98.8779	-3.467093	3.473281	0.006188257	561.2697
78	0	-17449.3	-17349.4	-99.8569	2.967922	0.01535064	2.983273	0.005145571
79	1	-17405.7	-17306.1	-99.6708	-4.437428	4.454642	0.01721392	258.7814
80	0	-17434.5	-17334.4	-100.092	4.430293	0.04585553	4.476148	0.01024442
81	1	-17385.3	-17286.4	-98.9066	-3.358812	3.366787	0.007974732	422.1818
82	0	-17444.6	-17339.5	-105.093	2.698879	0.4798478	3.178727	0.150956
83	1	-17391.3	-17290.9	-100.345	-3.165254	3.277246	0.1119918	29.26326
84	0	-17389.8	-17289.4	-100.472	4.854073	0.02197392	4.876047	0.004506502
85	1	-17386.9	-17288.5	-98.4277	-3.640909	3.642555	0.001646812	2211.883
86	0	-17388.8	-17289.7	-99.0988	3.276983	0.02279044	3.299774	0.006906667
87	1	-17392.4	-17287.9	-104.481	-4.468328	4.828812	0.360484	13.39536
88	0	-17386.9	-17288	-98.9193	3.406805	0.02710784	3.433913	0.007894156
89	1	-17389.6	-17290.7	-98.909	-3.582907	3.607212	0.02430528	148.4127
90	0	-17386.3	-17286.3	-100.061	4.080796	0.1224575	4.203253	0.02913398
91	1	-17395	-17295.3	-99.7216	-4.103156	4.163707	0.06055165	68.76291
92	0	-17384.9	-17284.7	-100.226	4.669162	0.03152635	4.700688	0.006706752
93	1	-17394.1	-17294.9	-99.2152	-3.449732	3.482406	0.03267383	106.5809
94	0	-17385.8	-17286.7	-99.1549	3.92384	0.04555191	3.969392	0.01147579
95	1	-17401.2	-17301	-100.17	-3.325918	3.420837	0.09491884	36.0396
96	0	-17384.7	-17283.6	-101.04	4.943236	0.009491563	4.952727	0.001916431
97	1	-17399.5	-17297	-102.437	-4.854262	4.967787	0.1135249	43.75945
98	0	-17383.8	-17283.3	-100.556	4.274499	0.08637532	4.360874	0.01980688
99	1	-17399.5	-17299.7	-99.8016	-4.119037	4.169617	0.05058029	82.43561
100	0	-17395.7	-17294.8	-100.902	3.641171	0.1849803	3.826151	0.04834631
101	1	-17399.9	-17300.6	-99.3493	-3.984874	4.017835	0.03296096	121.8968
102	0	-17385.5	-17286.7	-98.8451	3.779977	0.02324344	3.803221	0.006111513
103	1	-17380.6	-17281.1	-99.4938	-3.405569	3.472711	0.06714202	51.72187
104	0	-17389.5	-17290.7	-98.7288	4.174703	0.007948823	4.182652	0.001900427
105	1	-17389.1	-17290.3	-98.868	-3.368595	3.369523	0.0009281607	3630.323
106	0	-17378.3	-17279.5	-98.8625	3.547675	0.01484934	3.562525	0.004168208
107	1	-17383.9	-17284.9	-98.9829	-3.219943	3.221154	0.001211094	2659.705
108	0	-17387.1	-17287.7	-99.4302	4.03433	0.05469898	4.089029	0.01337701
109	1	-17389.8	-17290.7	-99.0869	-3.127046	3.127219	0.0001732601	18049.27
110	0	-17387.9	-17287.3	-100.512	4.687036	0.04040136	4.727437	0.008546145
111	1	-17381.2	-17282.9	-98.3552	-3.826961	3.831253	0.004291767	892.6983
112	0	-17390.4	-17290.8	-99.633	3.50461	0.09611408	3.600724	0.02669299
113	1	-17387.4	-17286.8	-100.609	-4.026736	4.193253	0.1665161	25.18227
114	0	-17389.1	-17289.5	-99.6898	4.323655	0.03795127	4.361606	0.008701215
115	1	-17384.7	-17285.8	-98.9444	-4.031394	4.072074	0.04068018	100.0997
116	0	-17385.3	-17285.5	-99.8316	3.383767	0.09845558	3.482223	0.02827377
117	1	-17386.6	-17287.4	-99.1724	-4.347677	4.380831	0.03315435	132.1344
118	0	-17391.1	-17291.1	-100.019	4.175568	0.08217433	4.257742	0.01929998
119	1	-17381.9	-17281.4	-100.502	-4.248182	4.396904	0.1487227	29.56445
120	0	-17389.2	-17290.1	-99.0372	4.114267	0.005082984	4.11935	0.001233929
121	1	-17377.6	-17277.3	-100.279	-4.123467	4.246817	0.1233498	34.42905
122	0	-17390.6	-17290.8	-99.7602	3.981735	0.06916674	4.050902	0.01707441
123	1	-17385.5	-17286.3	-99.1888	-3.425119	3.497439	0.07231968	48.36082
124	0	-17381.5	-17282.4	-99.092	3.620861	0.04249499	3.663356	0.01160002
125	1	-17382.5	-17283.5	-99.0431	-3.883615	3.936451	0.05283577	74.50352
126	0	-17395	-17296	-98.9897	4.103088	0.01857841	4.121667	0.004507499
127	1	-17378.6	-17279.6	-98.9741	-3.509552	3.549047	0.03949452	89.86175
128	0	-17393.4	-17293.1	-100.353	3.492832	0.1442233	3.637055	0.03965387
129	1	-17391.9	-17291.7	-100.24	-2.970166	3.04883	0.07866438	38.75744
130	0	-17390	-17290.6	-99.4474	4.040625	0.04585355	4.086478	0.0112208
131	1	-17385.9	-17286.8	-99.1413	-4.082909	4.111997	0.02908837	141.3622
132	0	-17386.1	-17286.8	-99.3512	3.654267	0.06430779	3.718575	0.01729367
133	1	-17387.4	-17284.4	-103.005	-2.769508	3.074149	0.3046407	10.09107
134	0	-17383.4	-17283.4	-99.9543	3.297888	0.1030127	3.400901	0.03028982
135	1	-17386.8	-17286.3	-100.552	-4.577668	4.628901	0.05123287	90.3502
136	0	-17378.6	-17279.5	-99.1262	3.747084	0.05169059	3.798775	0.01360717
137	1	-17386.3	-17286.9	-99.3695	-3.425923	3.475311	0.04938766	70.36801
138	0	-17380.5	-17279.9	-100.561	4.641446	0.06246409	4.70391	0.01327918
139	1	-17389.8	-17291	-98.8084	-3.952483	3.964157	0.01167348	339.5865
140	0	-17378.8	-17279.1	-99.7053	4.394205	0.03872294	4.432928	0.008735296
141	1	-17387.8	-17287.7	-100.091	-4.122501	4.21653	0.09402823	44.84323
142	0	-17386.5	-17287.5	-99.0207	3.928654	0.02680809	3.955463	0.006777484
143	1	-17386.6	-17286	-100.541	-3.040101	3.138553	0.09845231	31.87892
144	0	-17386.1	-17286.8	-99.3207	3.509108	0.05482329	3.563932	0.01538281
145	1	-17388.1	-17289.3	-98.7864	-3.970443	3.979022	0.008578244	463.8504
146	0	-17381.5	-17282	-99.4932	3.632005	0.08779019	3.719795	0.02360081
147	1	-17395.6	-17295.4	-100.167	-4.417804	4.485332	0.06752776	66.42204
148	0	-17390.2	-17290.6	-99.5261	3.443928	0.08511158	3.529039	0.02411749
149	1	-17390	-17286.6	-103.444	-4.546452	4.823107	0.2766549	17.43366
150	0	-17383.6	-17282.4	-101.202	4.630729	0.1148119	4.745541	0.02419363
151	1	-17382.6	-17283	-99.6793	-3.532433	3.635784	0.1033515	35.17882
152	0	-17386	-17286.6	-99.3797	3.152737	0.03061913	3.183356	0.009618505
153	1	-17388.8	-17289.9	-98.8368	-3.532965	3.571825	0.03885999	91.91523
154	0	-17382.9	-17284.1	-98.818	3.4677	0.01424163	3.481942	0.004090141
155	1	-17384.3	-17285.4	-98.8237	-3.492564	3.528792	0.0362285	97.40375
156	0	-17383.7	-17283.2	-100.515	3.860909	0.1627045	4.023613	0.0404374
157	1	-17384.6	-17284.8	-99.772	-3.645221	3.764795	0.1195734	31.48522
158	0	-17388.9	-17289.8	-99.0743	3.815306	0.05827906	3.873585	0.01504525
159	1	-17382.8	-17283.7	-99.0785	-4.110801	4.161671	0.05086966	81.81047
160	0	-17389.6	-17288.8	-100.823	4.266434	0.150238	4.416672	0.0340161
161	1	-17391.9	-17289.1	-102.762	-4.105482	4.436476	0.330994	13.40349
162	0	-17380.4	-17281.2	-99.1784	4.188489	0.02706168	4.215551	0.006419487
163	1	-17381.1	-17280.8	-100.335	-3.184379	3.334439	0.1500604	22.22065
164	0	-17379.9	-17277.8	-102.131	4.552331	0.1916528	4.743984	0.04039912
165	1	-17377.9	-17279.8	-98.1777	-3.715593	3.719658	0.004064681	915.1168
166	0	-17392.3	-17292.3	-99.9649	3.4535	0.1060288	3.559529	0.02978732
167	1	-17387.8	-17288.2	-99.571	-2.972326	2.998719	0.02639293	113.6183
168	0	-17381.1	-17282	-99.0663	3.83224	0.04160709	3.873847	0.01074051
169	1	-17382.7	-17280.5	-102.196	-2.644398	2.822183	0.1777851	15.87413
170	0	-17393.9	-17292.9	-100.956	3.281457	0.1883095	3.469766	0.05427151
171	1	-17390.6	-17292.1	-98.5321	-4.046009	4.056201	0.01019296	397.9414
172	0	-17388.7	-17289.6	-99.0945	4.0711	0.01727693	4.088377	0.004225866
173	1	-17386.9	-17286.1	-100.816	-3.931942	4.140662	0.2087195	19.8384
174	0	-17387.4	-17288.6	-98.821	3.709082	0.02431842	3.7334	0.006513744
175	1	-17385.2	-17285.9	-99.3199	-3.319913	3.395067	0.07515332	45.17521
176	0	-17390.6	-17291.3	-99.2888	3.607341	0.05090457	3.658246	0.01391502
177	1	-17388.6	-17289.9	-98.6999	-3.532434	3.545686	0.01325174	267.5638
178	0	-17390.1	-17290.3	-99.7973	3.96679	0.06881591	4.035606	0.01705219
179	1	-17382.6	-17283.4	-99.1927	-4.083978	4.144768	0.06078988	68.18187
180	0	-17387.6	-17287.9	-99.7089	3.998036	0.07187865	4.069914	0.01766097
181	1	-17380.3	-17281.6	-98.6998	-3.474237	3.505935	0.03169766	110.6055
182	0	-17383.9	-17283.1	-100.718	4.701711	0.05058414	4.752295	0.01064415
183	1	-17378.3	-17279.3	-99.0685	-4.462851	4.478123	0.01527203	293.2239
184	0	-17390.5	-17290.4	-100.129	4.668241	0.01505795	4.683299	0.003215245
185	1	-17375.6	-17277.4	-98.228	-3.664197	3.687769	0.02357195	156.4474
186	0	-17393.4	-17292.2	-101.176	4.615343	0.09920963	4.714553	0.02104327
187	1	-17372.5	-17273.2	-99.315	-2.993788	3.006575	0.01278724	235.1231
188	0	-17388.5	-17289.6	-98.8608	3.535432	0.02046394	3.555896	0.005754932
189	1	-17376.7	-17277.3	-99.4201	-3.141088	3.213635	0.07254706	44.29725
190	0	-17386.6	-17286.7	-99.838	3.134379	0.06802185	3.202401	0.02124089
191	1	-17372.2	-17271.7	-100.447	-4.879296	4.927727	0.04843151	101.7463
192	0	-17384.9	-17285.5	-99.3857	3.378719	0.05511945	3.433838	0.01605185
193	1	-17378.1	-17278.7	-99.4059	-3.662389	3.763041	0.1006514	37.38685
194	0	-17384.4	-17284.4	-99.9407	3.989668	0.109754	4.099422	0.02677305
195	1	-17378.1	-17279.2	-98.8869	-3.990516	4.043999	0.05348323	75.61247
196	0	-17383.4	-17284	-99.4203	3.814781	0.08275535	3.897536	0.02123274
197	1	-17383.4	-17284.9	-98.4601	-3.435255	3.459333	0.02407788	143.6727
198	0	-17385.3	-17284.5	-100.801	2.888983	0.1214385	3.010422	0.04033936
199	1	-17379.7	-17278.5	-101.199	-4.162786	4.389145	0.2263588	19.39021
200	0	-17379.3	-17278.9	-100.466	4.814775	0.04442819	4.859204	0.009143102
201	1	-17375.9	-17277.3	-98.5368	-3.286742	3.304687	0.01794477	184.1588
202	0	-17386.4	-17287.3	-99.0433	4.100557	0.04156085	4.142118	0.01003372
203	1	-17380.1	-17279	-101.162	-5.088939	5.161615	0.07267659	71.0217
204	0	-17379.8	-17280.6	-99.2309	3.634041	0.07944695	3.713488	0.02139416
205	1	-17386.1	-17286	-100.098	-3.22237	3.373482	0.1511122	22.32436
206	0	-17383.2	-17282.4	-100.759	2.837526	0.09618363	2.93371	0.03278567
207	1	-17383.2	-17284.7	-98.4824	-4.036468	4.066798	0.03032999	134.085
208	0	-17386.5	-17287.8	-98.6876	4.193226	0.002500117	4.195726	0.0005958723
209	1	-17379.9	-17280.6	-99.34	-3.836145	3.944521	0.1083754	36.39684
210	0	-17392.7	-17293.7	-98.9929	3.304632	0.02595396	3.330586	0.007792611
211	1	-17375.4	-17275.4	-100.077	-3.969266	4.130436	0.1611704	25.62776
212	0	-17393.5	-17292.4	-101.105	4.77444	0.09128932	4.865729	0.01876169
213	1	-17387.4	-17285.6	-101.871	-4.703363	4.894636	0.191273	25.58979
214	0	-17382.8	-17283.5	-99.2541	3.6495	0.07826336	3.727763	0.02099472
215	1	-17377.4	-17278.4	-98.956	-3.413257	3.497778	0.08452108	41.3835
216	0	-17379.8	-17280.1	-99.6697	3.697634	0.1202722	3.817907	0.03150214
217	1	-17374.6	-17275	-99.6376	-2.882906	2.912066	0.02915994	99.86529
218	0	-17382.7	-17279.4	-103.316	4.531565	0.3004547	4.83202	0.06217994
219	1	-17377.1	-17279	-98.1403	-3.636894	3.675893	0.03899897	94.25615
220	0	-17386.6	-17287.3	-99.2515	3.97443	0.07193619	4.046366	0.01777797
221	1	-17382.1	-17282.9	-99.2047	-3.539719	3.663181	0.1234622	29.67047
222	0	-17396	-17294.4	-101.601	2.993174	0.2310281	3.224202	0.07165437
223	1	-17390.6	-17292.1	-98.5034	-3.193067	3.204494	0.01142728	280.4249
224	0	-17378.1	-17279.3	-98.7571	3.37581	0.01210269	3.387912	0.003572316
225	1	-17382.8	-17283.2	-99.5687	-3.116372	3.192115	0.07574266	42.14421
226	0	-17379.8	-17278.6	-101.2	2.910677	0.1621493	3.072827	0.05276877
227	1	-17380.3	-17282.4	-97.8852	-3.522775	3.526259	0.003484557	1011.968
228	0	-17385.7	-17285.6	-100.071	2.899645	0.01781396	2.917459	0.006105985
229	1	-17376.8	-17277.2	-99.5546	-4.657717	4.703704	0.04598658	102.2843
230	0	-17381.4	-17281	-100.426	2.890723	0.05329422	2.944017	0.01810255
231	1	-17383	-17283.3	-99.7024	-3.615067	3.776953	0.1618865	23.33087
232	0	-17381.2	-17282.2	-99.0406	3.505011	0.03600438	3.541015	0.01016781
233	1	-17386.4	-17287	-99.3655	-4.231946	4.319659	0.08771304	49.24763
234	0	-17381.2	-17282.1	-99.1416	3.979213	0.0594995	4.038713	0.01473229
235	1	-17382.1	-17282.6	-99.4841	-3.403633	3.531005	0.1273716	27.72207
236	0	-17378.7	-17277.4	-101.227	5.143867	0.01111029	5.154977	0.002155254
237	1	-17392.9	-17294.1	-98.8328	-3.690592	3.76462	0.07402817	50.85388
238	0	-17397.3	-17298.2	-99.0477	4.054885	0.03667499	4.09156	0.00896357
239	1	-17381.7	-17282.9	-98.7706	-3.492027	3.55059	0.05856302	60.62853
240	0	-17396.8	-17298.4	-98.3701	4.033362	0.003726851	4.037089	0.000923153
241	1	-17374.1	-17272.6	-101.537	-3.434718	3.752272	0.3175544	11.81615
242	0	-17386.1	-17285.4	-100.711	3.589247	0.1990668	3.788314	0.05254759
243	1	-17378.7	-17280.4	-98.2936	-3.723409	3.753568	0.03015937	124.4578
244	0	-17392.3	-17293	-99.243	4.193028	0.02386241	4.21689	0.00565877
245	1	-17374.9	-17275.8	-99.0551	-3.443251	3.532508	0.08925638	39.57709
246	0	-17392.1	-17293.3	-98.8151	4.146953	0.02212424	4.169077	0.005306748
247	1	-17376.4	-17278.5	-97.9442	-3.92523	3.93974	0.01450922	271.5335
248	0	-17385.6	-17285.4	-100.137	3.579083	0.1629493	3.742033	0.04354566
249	1	-17378.7	-17280.4	-98.2477	-4.105271	4.125243	0.01997153	206.5562
250	0	-17383.2	-17280.9	-102.304	3.829628	0.3250905	4.154718	0.0782461
251	1	-17380.8	-17281.3	-99.4633	-3.696422	3.831038	0.1346153	28.45916
252	0	-17380.3	-17279.3	-101.006	3.464727	0.2325511	3.697278	0.06289793
253	1	-17379.5	-17279.2	-100.254	-3.456579	3.648653	0.1920738	18.9961
254	0	-17381.9	-17283.2	-98.7359	4.127128	0.02798764	4.155116	0.006735705
255	1	-17385.6	-17285.7	-99.9259	-3.906284	4.059796	0.1535122	26.44608
256	0	-17383.1	-17283	-100.075	4.367999	0.1043491	4.472348	0.02333206
257	1	-17390.5	-17289.1	-101.466	-4.399833	4.602442	0.2026094	22.71583
258	0	-17384.3	-17285.7	-98.6424	3.399309	0.02357653	3.422885	0.006887911
259	1	-17378	-17279.3	-98.7715	-3.94736	4.023407	0.07604729	52.90665
260	0	-17395.3	-17296.3	-98.9663	4.097857	0.04722144	4.145079	0.01139217
261	1	-17377	-17276.9	-100.118	-2.858852	2.933995	0.07514356	39.0452
262	0	-17389.8	-17290.7	-99.0614	3.570934	0.04712494	3.618059	0.01302492
263	1	-17377.2	-17277.9	-99.3165	-3.81024	3.934537	0.124297	31.65432
264	0	-17386.3	-17283.5	-102.849	3.923068	0.3429719	4.26604	0.08039585
265	1	-17375	-17277.1	-97.9607	-4.163889	4.169891	0.006001877	694.7645
266	0	-17385.3	-17285.5	-99.7976	3.9011	0.08669071	3.98779	0.02173903
267	1	-17384.3	-17285.1	-99.2152	-3.96345	4.06328	0.09982971	40.70211
268	0	-17383.9	-17284.6	-99.2925	3.987684	0.04841716	4.036101	0.01199602
269	1	-17382.6	-17281.9	-100.766	-3.275593	3.499476	0.223883	15.63082
270	0	-17380.2	-17281	-99.2776	3.828594	0.0547487	3.883342	0.01409835
