Iteration	Posterior	Likelihood	Prior	diversification	extinction_rate	speciation_rate	turnover
0	-68567.5	-68290.8	-276.728	0.005808735	0.04678081	0.05258955	0.8895458
10	-57466.5	-57206.3	-260.271	-0.03267732	0.09638395	0.06370663	1.512934
20	-47851	-47628.3	-222.656	-0.08041236	0.3267954	0.246383	1.326371
30	-36884.5	-36699.1	-185.404	0.5077006	0.1352573	0.642958	0.2103673
40	-28421.2	-28282	-139.216	1.786575	0.2020606	1.988636	0.1016076
50	-24184.7	-24051.4	-133.244	1.972354	0.4197986	2.392152	0.1754899
60	-21490.5	-21363.8	-126.719	1.692347	0.4841415	2.176489	0.2224415
70	-20196.2	-20081.4	-114.889	2.638163	0.1293813	2.767544	0.04674951
80	-19392	-19280.9	-111.046	2.447795	0.2490592	2.696854	0.09235176
90	-18869.6	-18760	-109.592	3.672398	0.1099	3.782298	0.02905642
100	-18571.6	-18462.9	-108.624	2.563314	0.1197311	2.683045	0.04462506
110	-18292.1	-18185.6	-106.516	4.025169	0.2102927	4.235461	0.04965049
120	-18265.6	-18162.4	-103.194	3.204445	0.03605611	3.240501	0.01112671
130	-18263.3	-18160.4	-102.921	3.331047	0.03288901	3.363936	0.009776942
140	-18035.1	-17933.2	-101.956	3.803478	0.03076573	3.834244	0.008023936
150	-18035.7	-17934	-101.707	3.54165	0.02293966	3.56459	0.006435427
160	-18034.3	-17931.1	-103.196	2.635373	0.003159315	2.638532	0.001197376
170	-18015	-17913.6	-101.465	3.536149	0.01003154	3.546181	0.00282883
180	-18008	-17906.6	-101.487	3.478869	0.01864257	3.497511	0.005330239
190	-18008.9	-17906.5	-102.37	2.847799	0.03739707	2.885196	0.01296171
200	-18008.6	-17905.9	-102.643	4.36915	0.04436546	4.413515	0.01005218
210	-18003.7	-17901.7	-102.042	3.325145	0.08709017	3.412235	0.02552291
220	-18011.9	-17909.1	-102.797	3.739317	0.1309382	3.870255	0.03383193
230	-18010.6	-17908.4	-102.172	3.082462	0.08060838	3.16307	0.02548422
240	-18018	-17915.7	-102.381	3.844266	0.09968726	3.943954	0.02527597
250	-18010.1	-17907.2	-102.978	3.504261	0.1668449	3.671106	0.04544815
260	-18013.8	-17912.2	-101.629	3.494084	0.08265442	3.576738	0.02310888
