Iteration	Posterior	Likelihood	Prior	diversification	extinction_rate	speciation_rate	turnover
0	-68950.5	-68669.7	-280.766	-0.01567965	0.02056433	0.004884686	4.20996
10	-59395.9	-59124.2	-271.72	-0.02682088	0.03230194	0.005481065	5.893371
20	-48205.6	-47965.2	-240.416	-0.2013506	0.2055668	0.004216216	48.75623
30	-35228.5	-35034.8	-193.746	-0.5469701	0.5584579	0.01148782	48.61303
40	-27418.3	-27279.7	-138.565	-1.758134	1.819088	0.06095415	29.84354
50	-21715.1	-21591.8	-123.333	-2.314138	2.438499	0.124361	19.60823
60	-19671	-19551.8	-119.26	-2.384689	2.509395	0.1247062	20.12246
70	-18858.6	-18748	-110.584	-3.2391	3.42846	0.18936	18.10551
80	-18600.2	-18491.7	-108.55	-3.892953	4.065884	0.1729301	23.51172
90	-18392.8	-18283.9	-108.894	-2.973292	3.354852	0.3815599	8.792463
100	-18380.5	-18274.1	-106.452	-3.335853	3.511498	0.1756445	19.99208
110	-18373.3	-18265.9	-107.411	-2.751153	3.008485	0.2573322	11.69106
120	-17849.6	-17743.3	-106.308	-3.607412	4.052945	0.4455338	9.096831
130	-17776.6	-17671.4	-105.232	-3.130819	3.537082	0.4062631	8.706382
140	-17754.1	-17651.9	-102.156	-3.480945	3.655722	0.1747765	20.91655
150	-17744.5	-17643.4	-101.06	-3.694081	3.799958	0.1058774	35.89018
160	-17742.1	-17639.9	-102.267	-3.898502	4.082479	0.1839773	22.19012
170	-17752.5	-17651.3	-101.261	-3.685867	3.79692	0.111053	34.19016
180	-17749.3	-17647.1	-102.167	-4.220812	4.364942	0.1441298	30.28479
190	-17755.8	-17653.8	-101.932	-4.151398	4.285957	0.1345588	31.85191
200	-17741.4	-17640.1	-101.275	-3.123656	3.240809	0.1171533	27.66299
210	-17751.6	-17646.2	-105.482	-3.547698	4.032752	0.4850545	8.314019
220	-17746.6	-17644.8	-101.818	-3.05142	3.210653	0.1592333	20.1632
230	-17746.7	-17644	-102.676	-3.607581	3.868348	0.2607674	14.83448
240	-17746.5	-17645.4	-101.063	-3.164826	3.253663	0.08883617	36.62542
250	-17757	-17653.5	-103.57	-2.661451	2.863324	0.2018734	14.18376
260	-17748.2	-17647.1	-101.031	-3.361112	3.460437	0.09932587	34.83924
270	-17748.5	-17647.5	-100.965	-3.664048	3.798366	0.1343184	28.27883
280	-17758.1	-17653.9	-104.292	-3.781297	4.175084	0.3937867	10.6024
290	-17744.8	-17644.4	-100.427	-4.11148	4.161513	0.05003315	83.17511
300	-17741.8	-17640.8	-100.993	-4.517099	4.544551	0.02745183	165.5464
310	-17744	-17643.1	-100.923	-3.63055	3.739024	0.1084742	34.46924
