Iteration	Posterior	Likelihood	Prior	diversification	extinction_rate	speciation_rate	turnover
0	-65276.8	-65045.1	-231.703	-0.1437614	0.3428816	0.1991202	1.721983
10	-49075.6	-48866	-209.643	-0.1627072	0.3475927	0.1848855	1.880043
20	-35430.7	-35248.6	-182.102	-0.5195299	0.6193372	0.0998073	6.205329
30	-27028.8	-26884.6	-144.209	-1.195508	1.548973	0.3534643	4.382261
40	-20532.2	-20409.6	-122.657	-2.056521	2.200371	0.1438501	15.29628
50	-18460.2	-18344.4	-115.825	-3.284303	3.32251	0.03820732	86.96004
60	-18304.4	-18189.9	-114.511	-2.696194	2.756022	0.05982855	46.06534
70	-18141.9	-18026.9	-115.045	-3.348653	3.39165	0.0429975	78.88018
80	-17409.8	-17298.7	-111.131	-3.035653	3.062909	0.02725616	112.3749
90	-17363.2	-17254.5	-108.659	-3.0944	3.10375	0.009350388	331.9381
100	-17343.9	-17235.1	-108.801	-2.780029	2.796259	0.01623006	172.2889
110	-17334.3	-17224.1	-110.236	-2.321285	2.378165	0.05688066	41.80973
120	-17319.5	-17210.1	-109.357	-3.568227	3.606488	0.03826023	94.26205
130	-17284.3	-17176	-108.322	-2.779088	2.795395	0.01630658	171.4274
140	-17284.2	-17176	-108.242	-3.070699	3.118568	0.04786901	65.14796
150	-17193.1	-17089.4	-103.642	-3.206358	3.224055	0.01769733	182.1775
160	-17193	-17087.6	-105.404	-4.28364	4.344887	0.06124763	70.93968
170	-17164.3	-17060.5	-103.848	-3.289567	3.373512	0.08394465	40.18733
180	-17162.6	-17059.3	-103.343	-3.114784	3.140476	0.025692	122.2356
190	-17154.7	-17052.1	-102.639	-3.405886	3.411514	0.005628208	606.1457
200	-17145.7	-17042.7	-103.027	-3.89016	3.90855	0.01838977	212.5394
210	-17107	-17004.5	-102.556	-4.028422	4.044928	0.01650591	245.0594
220	-16957.2	-16854.3	-102.983	-4.736417	4.756678	0.02026093	234.7709
230	-16391.5	-16292.3	-99.2168	-3.085622	3.089049	0.003426629	901.4833
240	-16400	-16301.2	-98.7812	-4.094149	4.122417	0.02826828	145.8319
250	-16395.7	-16296.6	-99.0536	-3.366119	3.415777	0.04965721	68.78712
260	-16401	-16298.4	-102.527	-2.978024	3.302599	0.3245756	10.17513
