Iteration	Replicate_ID	Posterior	Likelihood	Prior	diversification	extinction_rate	speciation_rate	turnover
0	0	-68482.6	-68186.7	-295.898	0.000105864	0.04161909	0.04172496	0.9974628
1	1	-67731.2	-67456.5	-274.699	-0.05253266	0.1982697	0.145737	1.360462
2	0	-60689.2	-60414.5	-274.696	-0.02754638	0.1292583	0.1017119	1.270828
3	1	-54078.8	-53827.6	-251.167	-0.07232225	0.2450711	0.1727489	1.418655
4	0	-48987	-48742.1	-244.852	-0.06476743	0.2915534	0.226786	1.285588
5	1	-42399	-42192	-207.036	0.1463349	0.3791124	0.5254473	0.7215042
6	0	-39870.1	-39662.5	-207.555	0.1000826	0.5124406	0.6125232	0.836606
7	1	-32700.5	-32515.5	-184.988	0.06185991	0.8399734	0.9018333	0.9314065
8	0	-30842	-30664.4	-177.595	0.001951215	0.815667	0.8176182	0.9976135
9	1	-26119.4	-25957.5	-161.912	-0.2942331	1.074182	0.7799486	1.377247
10	0	-25326.4	-25180.2	-146.207	-1.019135	1.504579	0.4854444	3.099385
11	1	-22062.6	-21919.2	-143.373	-1.141726	1.882097	0.740371	2.5421
12	0	-21540	-21402.1	-137.895	-1.846602	2.19853	0.3519279	6.247101
13	1	-19241.5	-19112.6	-128.927	-1.237322	1.724844	0.4875218	3.537984
14	0	-19572.8	-19438.7	-134.089	-1.436329	1.598118	0.1617888	9.877806
15	1	-18313.5	-18188	-125.429	-1.594732	2.062327	0.4675952	4.410496
16	0	-18622.5	-18503.4	-119.139	-3.012842	3.072137	0.05929528	51.81082
17	1	-17900.8	-17794.5	-106.326	-3.549698	3.674266	0.1245685	29.49594
18	0	-17673.9	-17559.7	-114.143	-2.707295	2.822547	0.1152518	24.49025
19	1	-17598.5	-17492.4	-106.027	-2.895024	3.034865	0.1398419	21.70212
20	0	-17592.1	-17478.5	-113.551	-2.493515	2.572026	0.07851104	32.76005
21	1	-17272.7	-17168.4	-104.379	-4.035533	4.098666	0.06313254	64.9216
22	0	-17269.9	-17166.2	-103.758	-3.027461	3.137096	0.1096348	28.61405
23	1	-17238.8	-17135.5	-103.313	-2.861576	2.87656	0.01498344	191.9826
24	0	-16720.1	-16619.5	-100.535	-3.421132	3.478398	0.05726585	60.74122
25	1	-17236.7	-17132.7	-104.038	-2.603318	2.620028	0.0167101	156.7931
26	0	-16707.2	-16606.8	-100.393	-3.907651	3.979636	0.07198499	55.28425
27	1	-17221	-17118.8	-102.25	-3.773718	3.802131	0.02841342	133.8146
