Iteration	Replicate_ID	Posterior	Likelihood	Prior	diversification	extinction_rate	speciation_rate	turnover
0	0	-66405.9	-66161.5	-244.363	-0.1374436	0.1918364	0.05439279	3.526871
1	1	-65744.5	-65519.9	-224.545	-0.269364	0.3330564	0.06369233	5.229144
2	0	-47683.7	-47474.2	-209.526	-0.2610541	0.2879342	0.02688011	10.71179
3	1	-48046.5	-47848.7	-197.861	-0.1711574	0.4424129	0.2712555	1.630982
4	0	-36346	-36170.1	-175.881	-0.8035463	0.8183174	0.01477106	55.40006
5	1	-37909.4	-37745.3	-164.031	-0.7854479	1.139338	0.3538901	3.219469
6	0	-29181.6	-29034.3	-147.317	-1.16169	1.171195	0.009504504	123.2252
7	1	-30158.2	-30014.1	-144.146	-1.240224	1.583763	0.3435388	4.610143
8	0	-22889.4	-22768.3	-121.12	-2.960187	2.978053	0.0178655	166.693
9	1	-24933.8	-24798	-135.868	-2.105426	2.337784	0.2323581	10.06113
10	0	-20902	-20786.4	-115.573	-2.323865	2.385936	0.06207019	38.43932
11	1	-20525.9	-20405.1	-120.785	-2.299135	2.496681	0.1975456	12.6385
12	0	-18563.3	-18452.6	-110.664	-2.43173	2.470613	0.03888343	63.53897
13	1	-19217.8	-19099.4	-118.401	-1.934896	2.070056	0.1351601	15.31558
14	0	-18036.9	-17930.9	-106.046	-2.692328	2.784975	0.09264641	30.06026
15	1	-18432.5	-18317.1	-115.405	-2.682959	2.980305	0.2973461	10.02301
16	0	-17434.9	-17331.1	-103.808	-4.172502	4.261923	0.08942148	47.66107
17	1	-18183.4	-18072.1	-111.358	-2.902243	3.217572	0.3153289	10.20386
18	0	-17385.8	-17281.9	-103.938	-4.283052	4.409532	0.1264807	34.86329
19	1	-18109.8	-17998.4	-111.427	-3.020887	3.436192	0.4153057	8.273886
20	0	-17348	-17246.2	-101.828	-4.043466	4.086415	0.0429484	95.14708
21	1	-17405.2	-17300.4	-104.742	-3.437492	3.745019	0.3075264	12.17788
22	0	-17349.8	-17248.5	-101.243	-3.281526	3.337254	0.05572819	59.88449
23	1	-17275.1	-17173.5	-101.543	-3.478547	3.551328	0.0727813	48.79452
24	0	-17347.8	-17245.5	-102.231	-4.377415	4.434261	0.05684573	78.00518
25	1	-17261.5	-17160.3	-101.136	-3.39096	3.440182	0.04922189	69.8913
26	0	-17347.8	-17246.8	-101.032	-3.982882	3.997425	0.01454248	274.8791
27	1	-17265.6	-17164.4	-101.177	-3.593222	3.656911	0.0636887	57.41852
28	0	-17341.8	-17241.1	-100.745	-3.778255	3.786651	0.008395728	451.0212
29	1	-17262.7	-17160.6	-102.135	-2.977285	3.075816	0.09853165	31.21653
30	0	-17349.3	-17248.5	-100.788	-3.341988	3.350325	0.008336901	401.8669
31	1	-17271.3	-17169.7	-101.563	-3.122402	3.191706	0.06930448	46.05339
32	0	-17342.1	-17241.7	-100.431	-3.579744	3.589136	0.009392472	382.129
33	1	-17264.4	-17161.9	-102.535	-4.153136	4.295722	0.1425855	30.12734
