Iteration	Replicate_ID	Posterior	Likelihood	Prior	diversification	extinction_rate	speciation_rate	turnover
0	0	-66270.5	-66023.3	-247.228	-0.1394987	0.1946118	0.05511309	3.531136
1	1	-66886.3	-66620.4	-265.894	-0.04355351	0.05281383	0.009260321	5.70324
2	0	-49089.7	-48864.9	-224.731	-0.1612755	0.2723723	0.1110968	2.451667
3	1	-52702.5	-52463.7	-238.864	-0.09507135	0.1225127	0.02744137	4.464527
4	0	-36921.8	-36731	-190.731	-0.5908334	0.7940501	0.2032166	3.907407
5	1	-41862.6	-41664.8	-197.834	-0.4495771	0.462818	0.01324082	34.95387
6	0	-29153.9	-29004.3	-149.567	-1.268302	1.557052	0.2887502	5.392385
7	1	-31872.6	-31713.5	-159.112	-0.8459144	0.8819523	0.03603795	24.47288
8	0	-24655.3	-24513.1	-142.159	-1.557141	1.83773	0.2805887	6.549552
9	1	-26005.6	-25873.6	-132.009	-1.663023	1.680266	0.01724299	97.44633
10	0	-21294.7	-21172	-122.686	-1.310743	1.498266	0.1875233	7.98976
11	1	-22970.3	-22846.2	-124.076	-2.583091	2.599653	0.01656199	156.965
12	0	-19714.3	-19603.4	-110.928	-3.468857	3.617494	0.1486375	24.3377
13	1	-20449.8	-20334.3	-115.54	-2.451151	2.472229	0.02107802	117.2894
14	0	-19282.3	-19173.7	-108.579	-2.946921	3.128252	0.1813306	17.25165
15	1	-19399.9	-19287.2	-112.691	-2.986498	3.018998	0.03249929	92.89427
16	0	-19184.8	-19078.1	-106.715	-3.366189	3.467552	0.1013631	34.20923
17	1	-19120.8	-19012.2	-108.581	-2.994147	3.069852	0.07570477	40.55031
18	0	-19044.5	-18938.8	-105.747	-3.271773	3.3752	0.1034274	32.63353
19	1	-18933	-18825	-108.052	-2.812368	2.910042	0.09767426	29.79334
20	0	-18789.9	-18683.1	-106.733	-2.364374	2.472716	0.1083418	22.82329
21	1	-18572.3	-18467.8	-104.483	-3.125331	3.196994	0.07166287	44.61158
22	0	-18281.2	-18178.6	-102.589	-3.746649	3.856362	0.1097135	35.14939
23	1	-18515.5	-18411.7	-103.819	-3.459497	3.511246	0.05174919	67.85123
24	0	-18268.8	-18165.8	-103.029	-4.1602	4.255479	0.09527865	44.66351
25	1	-18122	-18017.1	-104.947	-2.417677	2.505976	0.08829885	28.38062
26	0	-18237.7	-18134.4	-103.271	-3.177241	3.361815	0.1845734	18.21398
27	1	-18113.4	-18010.4	-102.938	-3.521908	3.660172	0.138264	26.47233
28	0	-18236.8	-18133.9	-102.979	-3.382842	3.546187	0.1633448	21.70982
29	1	-17847.7	-17743.8	-103.886	-3.207751	3.514899	0.3071471	11.4437
30	0	-18214.5	-18112.2	-102.293	-3.208135	3.343513	0.1353784	24.69755
31	1	-17838.3	-17737.5	-100.859	-3.530459	3.610584	0.08012536	45.06169
32	0	-18007.9	-17906.3	-101.601	-2.877465	2.901733	0.02426754	119.5726
33	1	-17817.6	-17716.5	-101.129	-4.01699	4.109194	0.09220375	44.56645
34	0	-17748.9	-17647.9	-101.054	-4.009475	4.038843	0.02936821	137.5243
35	1	-17812.9	-17712.3	-100.562	-3.244733	3.300897	0.05616439	58.77207
36	0	-17737.6	-17637.2	-100.368	-3.976328	3.993445	0.01711725	233.2994
37	1	-17808.5	-17708.6	-99.9065	-3.87175	3.8894	0.01764998	220.3629
38	0	-17721.4	-17621.4	-99.9907	-3.768619	3.782459	0.01384037	273.2917
39	1	-17806.7	-17706.8	-99.8365	-3.717589	3.747775	0.0301853	124.159
40	0	-17721.7	-17621.6	-100.134	-3.270681	3.279643	0.008961198	365.9826
41	1	-17795.4	-17695.7	-99.7786	-3.714198	3.746412	0.03221391	116.2979
42	0	-17726.4	-17626.5	-99.8801	-3.655373	3.659976	0.004602512	795.2127
43	1	-17786.7	-17686.1	-100.681	-4.613034	4.623814	0.01077982	428.9324
44	0	-17723.4	-17623.6	-99.8573	-3.566408	3.570175	0.003766625	947.8445
45	1	-17790.2	-17690.6	-99.6895	-3.087144	3.09616	0.009016166	343.401
46	0	-17726	-17624.5	-101.497	-2.788909	2.793857	0.004948725	564.561
47	1	-17792.3	-17692.8	-99.4928	-3.968193	3.984248	0.01605516	248.1599
48	0	-17714.3	-17614.3	-100.006	-3.262549	3.270468	0.00791819	413.0322
49	1	-17789.5	-17688.6	-100.849	-3.530914	3.664012	0.1330984	27.52859
50	0	-17717.7	-17617.2	-100.433	-4.397339	4.402053	0.004714118	933.8021
51	1	-17787.5	-17686.3	-101.263	-3.476186	3.624192	0.1480055	24.48687
52	0	-17718.6	-17618.3	-100.33	-4.502292	4.510941	0.00864935	521.5353
53	1	-17789.7	-17689.2	-100.512	-3.190462	3.259976	0.06951405	46.89666
54	0	-17715.2	-17615.5	-99.7337	-4.120683	4.144985	0.02430167	170.5638
55	1	-17792.4	-17692.4	-100.003	-3.072965	3.081404	0.008438862	365.1445
56	0	-17714.2	-17614.1	-100.139	-3.235566	3.28131	0.04574368	71.73253
57	1	-17801.4	-17701.8	-99.6779	-3.588761	3.617468	0.02870752	126.0112
58	0	-17718.8	-17618.5	-100.273	-3.609084	3.685843	0.07675963	48.01799
59	1	-17788.6	-17688.8	-99.8171	-3.164157	3.178214	0.01405664	226.1005
60	0	-17721.4	-17619.9	-101.501	-4.42383	4.502094	0.07826391	57.52452
61	1	-17788.3	-17688.5	-99.8063	-3.136852	3.14032	0.003467689	905.5945
62	0	-17718.2	-17615.6	-102.561	-2.835211	3.011695	0.1764843	17.06495
63	1	-17787.7	-17688.5	-99.1802	-3.708434	3.711655	0.003221056	1152.31
64	0	-17718.6	-17618.4	-100.235	-3.860531	3.893365	0.03283421	118.5765
65	1	-17791.3	-17692.1	-99.2203	-3.897002	3.898393	0.001391179	2802.223
66	0	-17726.2	-17624.5	-101.765	-4.185633	4.302469	0.1168362	36.82479
67	1	-17790	-17690.8	-99.1729	-3.667618	3.669427	0.001808454	2029.04
68	0	-17723.3	-17622	-101.354	-4.003236	4.111603	0.1083667	37.94157
69	1	-17793.9	-17693.8	-100.037	-3.110733	3.132844	0.02211111	141.6865
70	0	-17717.4	-17616.1	-101.356	-3.207371	3.356665	0.1492937	22.48364
71	1	-17789	-17688.8	-100.191	-4.150657	4.18634	0.03568358	117.3184
72	0	-17717.5	-17617.8	-99.7018	-3.461074	3.479595	0.01852123	187.8706
73	1	-17785.7	-17686.4	-99.3375	-3.80495	3.819006	0.01405556	271.7078
74	0	-17713.1	-17612.4	-100.662	-2.977421	2.988248	0.01082713	275.9963
75	1	-17788.3	-17688.3	-99.9893	-3.266912	3.310452	0.04353994	76.03254
76	0	-17719.5	-17618	-101.514	-3.788014	3.936055	0.1480405	26.58769
77	1	-17800	-17698.7	-101.249	-3.319552	3.475529	0.1559765	22.28239
78	0	-17714.8	-17613.1	-101.734	-3.423304	3.582643	0.1593383	22.48451
79	1	-17787.4	-17687.5	-99.891	-3.579823	3.64996	0.07013717	52.04032
80	0	-17717.2	-17617.1	-100.048	-3.402665	3.420895	0.01823027	187.6492
81	1	-17787.4	-17686.7	-100.753	-4.0577	4.170541	0.112841	36.95943
82	0	-17718	-17616.7	-101.282	-2.887112	2.925065	0.03795257	77.0716
83	1	-17789.5	-17688.5	-100.973	-4.372019	4.448836	0.07681658	57.91505
84	0	-17718.6	-17619.1	-99.5291	-3.833207	3.852347	0.0191405	201.2668
85	1	-17785	-17685.7	-99.3432	-3.892528	3.894866	0.002338415	1665.601
86	0	-17721.6	-17620.2	-101.372	-3.379435	3.566291	0.1868556	19.08581
87	1	-17790	-17688.2	-101.868	-4.899408	4.926235	0.02682684	183.6308
88	0	-17717.8	-17616.8	-101.011	-4.370673	4.416204	0.04553087	96.99362
89	1	-17784.4	-17684.3	-100.076	-3.277539	3.324964	0.04742548	70.10924
90	0	-17726.8	-17624.6	-102.134	-3.925638	4.117569	0.191931	21.45338
91	1	-17783.4	-17682.6	-100.834	-3.257181	3.380751	0.1235705	27.35887
92	0	-17724.8	-17624.1	-100.674	-4.094708	4.179452	0.08474422	49.31843
93	1	-17793.2	-17691.5	-101.704	-3.09645	3.268312	0.1718628	19.01699
94	0	-17716.1	-17616.5	-99.5626	-3.477906	3.497082	0.0191762	182.3657
95	1	-17795.1	-17694.4	-100.705	-3.699012	3.81617	0.1171579	32.57288
96	0	-17710.6	-17610.7	-99.8555	-3.418955	3.461512	0.04255704	81.33818
97	1	-17784	-17684.1	-99.888	-3.244891	3.2628	0.01790962	182.1814
98	0	-17716.5	-17616.7	-99.8197	-3.371115	3.413262	0.04214717	80.98438
99	1	-17784.1	-17684.6	-99.5016	-3.486569	3.491597	0.005027146	694.5484
100	0	-17720	-17618.1	-101.895	-3.54242	3.767748	0.2253285	16.72114
101	1	-17786.9	-17687.5	-99.388	-3.698728	3.703812	0.005084255	728.4867
102	0	-17720.7	-17619.7	-101.034	-3.411561	3.557411	0.1458508	24.39075
103	1	-17795.9	-17694.7	-101.213	-2.900209	2.973702	0.07349298	40.46239
104	0	-17722	-17620.2	-101.784	-2.913983	3.078688	0.1647058	18.69205
105	1	-17797.1	-17696.3	-100.804	-4.466265	4.478628	0.01236288	362.2642
106	0	-17725.3	-17624	-101.355	-2.976698	3.108195	0.1314968	23.63703
107	1	-17800.6	-17700.1	-100.482	-4.145715	4.187283	0.04156793	100.7335
108	0	-17721.5	-17620.8	-100.794	-3.492468	3.650472	0.1580038	23.1037
