Iteration	Posterior	Likelihood	Prior	diversification	extinction_rate	speciation_rate	turnover
0	-67044	-66800	-243.98	-0.1864021	0.2206578	0.03425572	6.441488
10	-47748.2	-47531	-217.214	-0.2997706	0.3173294	0.01755876	18.07243
20	-35349.7	-35168	-181.65	-0.5702648	0.5835261	0.01326121	44.00246
30	-28279.6	-28131.8	-147.805	-1.371233	1.408048	0.03681524	38.24633
40	-23069.6	-22944.9	-124.65	-1.933675	1.964757	0.03108201	63.21202
50	-19476	-19361	-115.014	-2.981659	3.0551	0.07344113	41.59931
60	-18863.2	-18750.5	-112.703	-2.551037	2.661932	0.1108945	24.00418
70	-18415	-18304.1	-110.86	-2.760667	2.81208	0.05141262	54.6963
80	-17929.5	-17824.5	-104.946	-3.494759	3.546574	0.05181498	68.44688
90	-17762.9	-17657.1	-105.78	-3.362773	3.572182	0.2094092	17.05838
100	-17736.5	-17629.9	-106.635	-4.474772	4.603909	0.1291365	35.65149
110	-17614.8	-17510.7	-104.06	-3.371395	3.580702	0.2093074	17.10739
120	-17592.9	-17487.4	-105.521	-4.538853	4.703378	0.1645251	28.58759
130	-17598.5	-17494.3	-104.2	-3.482953	3.711884	0.2289306	16.21401
140	-17595.8	-17491	-104.76	-4.137197	4.342191	0.2049942	21.18203
150	-17589.7	-17486.2	-103.422	-3.763362	3.948679	0.1853172	21.30768
160	-17585	-17482.9	-102.148	-3.185157	3.272735	0.08757757	37.36955
170	-17580.7	-17478.9	-101.822	-4.011737	4.031006	0.01926982	209.1875
180	-17581.3	-17480	-101.313	-3.495704	3.504906	0.009202345	380.8709
190	-17357.2	-17255.1	-102.114	-2.677249	2.689451	0.01220192	220.4121
200	-17357.1	-17253.1	-103.975	-5.212495	5.235135	0.02263984	231.2355
210	-17354.8	-17252.6	-102.193	-4.502614	4.55249	0.04987553	91.27703
220	-17347.9	-17246.6	-101.279	-3.273296	3.366102	0.09280649	36.27012
230	-17350.6	-17248.1	-102.498	-3.721387	3.922344	0.2009568	19.51834
240	-17347.6	-17246.6	-100.972	-4.28565	4.3086	0.0229492	187.7451
250	-17350.9	-17247.2	-103.749	-5.180194	5.220813	0.04061938	128.5301
260	-17353	-17252.3	-100.659	-3.931923	3.98089	0.04896737	81.29679
270	-17350.3	-17249.5	-100.832	-3.80233	3.858647	0.05631684	68.51675
280	-17362.6	-17256	-106.641	-5.37565	5.525267	0.1496162	36.9296
290	-17069.8	-16969.9	-99.9184	-3.757229	3.83602	0.07879103	48.686
300	-17053	-16953.8	-99.2563	-3.236576	3.251673	0.01509687	215.3872
310	-17059.5	-16959.5	-99.9767	-4.246097	4.324595	0.07849843	55.09149
320	-17052.3	-16948.3	-103.971	-4.121136	4.490333	0.3691972	12.16243
330	-17046.5	-16946.6	-99.9494	-3.216936	3.313047	0.09611131	34.47094
340	-17052.5	-16953.2	-99.2805	-4.271937	4.29605	0.02411243	178.1675
350	-17038.2	-16938.9	-99.2637	-4.22716	4.252685	0.02552469	166.6107
360	-17046.1	-16946.1	-99.9774	-3.974442	4.077748	0.103307	39.47216
370	-17042	-16941.1	-100.87	-3.136782	3.305234	0.1684518	19.62124
380	-17047.1	-16947.4	-99.6974	-3.353483	3.437943	0.08445996	40.705
390	-17047.9	-16946.2	-101.672	-2.761702	2.897284	0.135582	21.36924
400	-17053	-16952.4	-100.585	-3.98573	4.111689	0.1259586	32.64319
410	-17041.9	-16943.1	-98.8725	-3.346129	3.352422	0.006293607	532.6711
420	-17054.6	-16953.3	-101.292	-4.16107	4.340038	0.1789679	24.25037
430	-17049.1	-16948.6	-100.469	-4.475048	4.532917	0.05786936	78.33018
440	-17046.1	-16946.9	-99.1091	-3.873862	3.904958	0.03109641	125.5758
450	-17057.1	-16958.1	-98.9525	-3.601912	3.626903	0.02499125	145.1269
460	-17049.2	-16948.9	-100.285	-4.487544	4.541976	0.05443168	83.44362
470	-17045.6	-16944.4	-101.185	-3.113311	3.28355	0.1702397	19.28781
480	-17046	-16946.8	-99.2201	-4.037663	4.057725	0.02006214	202.2578
490	-17050.6	-16951	-99.6115	-4.184056	4.223703	0.03964705	106.5326
500	-17053.4	-16953.1	-100.293	-3.344827	3.479873	0.1350462	25.76803
510	-17052.6	-16953.2	-99.3848	-4.179666	4.205749	0.02608301	161.2447
520	-17043.4	-16943.6	-99.8023	-4.166586	4.222695	0.05610919	75.25853
530	-17047.1	-16944.5	-102.556	-2.917604	3.184873	0.2672686	11.91638
540	-17044.6	-16945.2	-99.3829	-3.224791	3.244232	0.01944087	166.8769
550	-17052.2	-16952.3	-99.8188	-3.535352	3.621822	0.08646982	41.88539
560	-17062.6	-16963	-99.647	-4.246598	4.258886	0.01228764	346.5991
570	-17056.6	-16957.5	-99.0625	-3.405961	3.408874	0.002912287	1170.514
580	-17058.3	-16958.2	-100.097	-4.347331	4.402222	0.054891	80.19935
590	-17050.1	-16948.8	-101.347	-3.928721	4.126428	0.197707	20.87143
600	-17047.7	-16947.9	-99.8081	-4.453004	4.473723	0.02071855	215.9284
610	-17045.4	-16946.3	-99.0606	-3.409661	3.426364	0.01670225	205.1439
620	-17050.8	-16949.5	-101.308	-2.712162	2.765243	0.05308131	52.09447
630	-17047.1	-16948.2	-98.9086	-3.814084	3.831125	0.01704134	224.8136
640	-17042.2	-16942.7	-99.4547	-3.713674	3.794979	0.08130516	46.67574
650	-17048.7	-16949.8	-98.947	-3.7279	3.756135	0.02823469	133.0326
660	-17049.2	-16946.4	-102.735	-3.431071	3.773584	0.342513	11.01735
670	-17054.3	-16954.8	-99.5185	-3.382658	3.448936	0.06627791	52.03749
