Iteration	Posterior	Likelihood	Prior	diversification	extinction_rate	speciation_rate	turnover
0	-64573.9	-64346.6	-227.288	-0.2024301	0.3003613	0.09793128	3.067062
10	-45819.8	-45620.3	-199.523	-0.3609347	0.4960521	0.1351174	3.671267
20	-36226.8	-36060	-166.827	-0.7570316	1.000059	0.2430273	4.115007
30	-29029.2	-28881	-148.174	-0.8270281	1.3131	0.4860722	2.701451
40	-23252.7	-23128	-124.657	-2.185406	2.393131	0.2077246	11.52069
50	-20227.6	-20110	-117.627	-2.633211	2.792565	0.1593542	17.52426
60	-18375.6	-18266.9	-108.696	-2.928771	3.075499	0.1467279	20.96056
70	-17836.8	-17729.5	-107.293	-2.980035	3.218045	0.2380104	13.52061
80	-17431.3	-17323.6	-107.673	-2.442493	2.798504	0.3560111	7.860722
90	-17362.6	-17257.9	-104.703	-4.024428	4.217529	0.1931	21.84116
100	-17281.7	-17177.6	-104.172	-2.790306	2.982998	0.1926924	15.48062
110	-17209	-17107.7	-101.31	-3.817503	3.857742	0.04023897	95.8708
120	-17206	-17103	-103.049	-4.319979	4.45043	0.130451	34.11571
130	-17194.8	-17092.6	-102.226	-3.554733	3.731675	0.1769415	21.08988
140	-17182.1	-17078.8	-103.226	-3.876375	4.101883	0.2255082	18.18951
150	-17187.6	-17085.2	-102.35	-3.41487	3.619026	0.2041555	17.72681
160	-17026.5	-16922	-104.481	-2.626163	2.892078	0.2659151	10.87595
170	-16766.8	-16663.7	-103.152	-3.351309	3.674644	0.3233345	11.36484
180	-16711	-16605.1	-105.955	-3.034073	3.584302	0.5502292	6.514198
190	-16705.7	-16604.1	-101.615	-3.062744	3.220815	0.1580708	20.37577
200	-16693.6	-16591.8	-101.745	-3.572077	3.776317	0.2042403	18.48958
210	-16693.7	-16592.3	-101.379	-4.430708	4.533946	0.1032381	43.91736
220	-16638.8	-16537.5	-101.333	-3.715127	3.918703	0.2035753	19.2494
230	-16637.5	-16536.5	-100.946	-3.686798	3.859804	0.1730068	22.31014
240	-16633.5	-16532.8	-100.719	-4.382634	4.462712	0.08007826	55.72939
250	-16637	-16536.1	-100.852	-3.28872	3.423208	0.1344879	25.45365
260	-16637	-16537	-99.9799	-3.744585	3.819647	0.07506281	50.88602
270	-16638.5	-16537.7	-100.802	-4.113712	4.210941	0.09722864	43.30967
280	-16471.5	-16369.9	-101.618	-3.19212	3.429544	0.2374248	14.44476
290	-16475.7	-16374.4	-101.294	-3.186186	3.385354	0.1991676	16.99751
300	-16477.9	-16374.9	-102.979	-4.99931	5.139045	0.139735	36.77709
310	-16478.3	-16376.7	-101.587	-3.064296	3.269157	0.2048614	15.9579
320	-16474.2	-16374.7	-99.5706	-3.647912	3.72976	0.08184858	45.56903
330	-16476	-16376.6	-99.4034	-3.445697	3.503951	0.05825412	60.14942
340	-16482.3	-16381.2	-101.089	-2.987492	3.142349	0.1548565	20.29201
350	-16475.3	-16371.2	-104.076	-4.159508	4.537235	0.3777266	12.01196
360	-16474.9	-16375.4	-99.5837	-3.439097	3.494025	0.05492824	63.61073
370	-16469.9	-16370.2	-99.7166	-3.200743	3.250967	0.05022386	64.72953
380	-16483.2	-16383.2	-99.9831	-3.465041	3.573905	0.1088644	32.82896
390	-16476.4	-16375.5	-100.876	-4.182779	4.32381	0.1410307	30.65865
400	-16486.7	-16386.3	-100.422	-4.705717	4.730534	0.02481769	190.6114
