Iteration	Replicate_ID	Posterior	Likelihood	Prior	diversification	extinction_rate	speciation_rate	turnover
0	0	-68833.8	-68549.8	-283.948	0.08455272	0.03201269	0.1165654	0.2746328
1	1	-68628.1	-68340	-288.188	0.005036517	0.02488513	0.02992165	0.8316765
2	0	-59518.7	-59253.4	-265.278	0.106576	0.01185893	0.1184349	0.1001304
3	1	-58830.1	-58562.7	-267.433	0.009861327	0.05772947	0.0675908	0.8541025
4	0	-50240.8	-49993.6	-247.11	0.1750979	0.0322689	0.2073668	0.1556126
5	1	-44951.1	-44713.5	-237.571	0.0459178	0.1707992	0.216717	0.7881209
6	0	-39804.7	-39597.7	-206.989	0.2594793	0.1539545	0.4134338	0.3723801
7	1	-36214.8	-36025.7	-189.045	-0.2357043	0.647561	0.4118567	1.572297
8	0	-29901.1	-29737.1	-164.018	0.6406556	0.3449446	0.9856003	0.3499843
9	1	-29120.9	-28966.1	-154.731	-0.4159926	1.469618	1.053625	1.39482
10	0	-25098.6	-24949.1	-149.57	1.129986	0.3768894	1.506875	0.2501132
11	1	-24828.7	-24692.4	-136.278	-1.92154	2.084665	0.1631254	12.77953
12	0	-22615.3	-22487	-128.318	1.752577	0.4469005	2.199478	0.2031848
13	1	-21392.2	-21275.4	-116.752	-3.013751	3.085058	0.07130736	43.26423
14	0	-20460.5	-20342.7	-117.786	2.312451	0.3150422	2.627494	0.1199022
15	1	-19704.3	-19593.3	-110.943	-2.476304	2.527001	0.05069695	49.84523
16	0	-19836.6	-19722.5	-114.083	3.080783	0.1103581	3.191141	0.03458266
17	1	-19308.3	-19199.8	-108.544	-2.867744	2.993991	0.126247	23.71534
18	0	-19163.9	-19057	-106.921	3.258508	0.1135708	3.372079	0.03367975
19	1	-19135.1	-19028.3	-106.797	-2.937869	3.002397	0.06452895	46.52791
20	0	-18841.8	-18733.7	-108.071	3.56318	0.2635155	3.826696	0.06886241
21	1	-18490	-18387.2	-102.85	-3.38397	3.427392	0.04342152	78.93302
22	0	-18492.3	-18388.4	-103.847	3.630464	0.1180437	3.748507	0.03149085
23	1	-18356.5	-18253.3	-103.232	-4.055366	4.093138	0.03777225	108.3636
24	0	-18472.3	-18369.3	-103.056	3.564259	0.08130612	3.645565	0.02230275
25	1	-18336.7	-18234.5	-102.154	-3.571174	3.594269	0.02309495	155.6301
26	0	-18464.6	-18361.5	-103.08	2.929917	0.05127119	2.981188	0.01719824
27	1	-18228	-18125.2	-102.752	-3.131488	3.201294	0.06980576	45.86002
