Iteration	Replicate_ID	Posterior	Likelihood	Prior	diversification	extinction_rate	speciation_rate	turnover
0	0	-67564.7	-67308.2	-256.451	0.05886093	0.154081	0.2129419	0.7235822
1	1	-62606	-62396.8	-209.208	0.2402197	0.2399995	0.4802192	0.4997707
2	0	-54093.4	-53858.8	-234.535	0.0009185057	0.2758247	0.2767432	0.996681
3	1	-41027.2	-40846.7	-180.487	-0.2210156	0.9596967	0.7386811	1.299203
4	0	-42968	-42762.4	-205.652	0.04487338	0.4327421	0.4776155	0.906047
5	1	-31136.7	-30986.6	-150.087	-1.00118	1.380618	0.3794382	3.638586
6	0	-32839	-32664.8	-174.228	-0.2820387	0.9746981	0.6926594	1.407182
7	1	-23533.3	-23398.4	-134.856	-1.744475	1.989122	0.2446467	8.13059
8	0	-26342.9	-26192.5	-150.345	-0.7322283	1.269173	0.5369446	2.363694
9	1	-20394.4	-20270	-124.433	-2.815891	2.912409	0.09651768	30.17488
10	0	-21519.1	-21395.8	-123.297	-2.377025	2.552764	0.1757383	14.52594
11	1	-19095.8	-18980.1	-115.748	-3.202813	3.33731	0.1344977	24.81315
12	0	-19186.5	-19067.7	-118.782	-1.866786	2.090446	0.2236609	9.346499
13	1	-18569.1	-18457.1	-111.985	-2.944067	2.9786	0.03453206	86.25606
14	0	-18341.1	-18224	-117.143	-2.883048	3.186745	0.3036975	10.49316
15	1	-18493.5	-18382.1	-111.404	-2.836859	2.864585	0.02772623	103.3168
16	0	-17351.7	-17245.8	-105.865	-3.552451	3.824234	0.2717831	14.0709
17	1	-18347.7	-18233.8	-113.899	-4.02953	4.043214	0.01368451	295.4591
18	0	-17285.9	-17182.3	-103.608	-2.923161	3.054575	0.1314139	23.24392
19	1	-17957.6	-17852.9	-104.753	-3.770713	3.840912	0.07019882	54.71477
20	0	-17276.8	-17171.4	-105.424	-3.930152	4.201624	0.271472	15.47719
21	1	-17509	-17403.4	-105.674	-3.432742	3.692239	0.2594975	14.22842
22	0	-17263.9	-17161.2	-102.676	-3.805828	3.884168	0.07834008	49.58085
23	1	-17430.4	-17325.1	-105.272	-3.661802	3.89618	0.2343779	16.62349
24	0	-17248.4	-17146.1	-102.304	-3.326258	3.417592	0.09133471	37.41833
25	1	-17437.6	-17334.2	-103.425	-3.927226	3.984734	0.05750755	69.29062
26	0	-17240.7	-17138.4	-102.289	-3.447018	3.552825	0.105807	33.57836
27	1	-17427.2	-17324	-103.245	-3.440179	3.537455	0.0972755	36.36532
28	0	-17236.9	-17135	-101.906	-3.115017	3.176271	0.06125403	51.85407
29	1	-17421.9	-17316.3	-105.552	-4.492587	4.644973	0.1523857	30.48169
30	0	-17230.5	-17129	-101.494	-3.8488	3.91169	0.06288937	62.19953
31	1	-17269.6	-17167.5	-102.121	-3.448872	3.568996	0.1201243	29.71087
32	0	-17158.9	-17056.9	-102.027	-4.277386	4.35157	0.0741836	58.65946
33	1	-17254.9	-17153.3	-101.656	-4.006442	4.062204	0.05576267	72.84809
34	0	-17156.6	-17055.2	-101.354	-3.770446	3.859405	0.08895864	43.38426
35	1	-17257.8	-17157.2	-100.591	-3.605924	3.618209	0.01228548	294.511
36	0	-17164.2	-17062.2	-102.003	-3.97964	4.114553	0.1349135	30.4977
37	1	-17262.3	-17161.4	-100.91	-3.849399	3.879165	0.02976533	130.3249
38	0	-17155.9	-17054.1	-101.794	-4.516957	4.554629	0.03767159	120.9035
39	1	-17252.9	-17152.2	-100.783	-3.31843	3.352516	0.03408577	98.35529
40	0	-17156.6	-17055.1	-101.502	-4.016424	4.110124	0.09369982	43.8648
41	1	-17254.7	-17152.8	-101.914	-2.849075	2.901984	0.05290934	54.84824
42	0	-17156.8	-17056.6	-100.274	-3.350181	3.384299	0.03411834	99.19296
43	1	-17167.9	-17065.4	-102.44	-4.637676	4.737122	0.09944569	47.63527
