Iteration	Posterior	Likelihood	Prior	diversification	extinction_rate	speciation_rate	turnover
0	-63854.7	-63617.3	-237.429	0.1259194	0.1220698	0.2479892	0.4922385
10	-48932.5	-48720.7	-211.799	0.2180118	0.1664391	0.3844509	0.4329267
20	-37465.8	-37291.4	-174.366	0.4900023	0.08160975	0.5716121	0.1427712
30	-30341.1	-30191.2	-149.842	1.264738	0.06263143	1.327369	0.04718463
40	-23777.4	-23640.7	-136.71	1.483007	0.1020105	1.585018	0.06435924
50	-20722.6	-20603.2	-119.354	2.693647	0.04486219	2.738509	0.01638197
60	-18595.8	-18480.7	-115.064	2.420118	0.1320366	2.552154	0.05173536
70	-18103.7	-17990.1	-113.669	2.435121	0.110979	2.5461	0.04358783
80	-17875.1	-17759.7	-115.425	1.858019	0.05591941	1.913938	0.02921693
90	-17751.1	-17638.8	-112.231	2.404345	0.08391896	2.488264	0.03372591
100	-17716.3	-17604	-112.276	2.571021	0.1655144	2.736535	0.06048318
110	-17723.4	-17607.7	-115.705	2.675454	0.2113165	2.886771	0.07320168
120	-17712.1	-17597.1	-114.913	3.264265	0.3373235	3.601589	0.09365964
130	-17712.1	-17597.1	-114.957	2.813906	0.463896	3.277802	0.1415265
140	-17413	-17310.3	-102.682	2.855928	0.05768697	2.913615	0.0197991
150	-17335	-17232.2	-102.799	4.18295	0.08117376	4.264124	0.01903644
160	-17312.4	-17209.5	-102.925	4.008488	0.149063	4.157551	0.03585356
170	-17305	-17202.5	-102.424	3.339487	0.1680668	3.507554	0.04791566
180	-17299.2	-17196.9	-102.3	4.322303	0.05571585	4.378019	0.01272627
190	-17300.3	-17199.1	-101.185	3.942922	0.0280849	3.971007	0.007072489
200	-17308.7	-17207.4	-101.242	3.320742	0.07291628	3.393658	0.02148604
210	-17225.6	-17125.2	-100.361	3.776947	0.01607348	3.793021	0.004237648
220	-17232.4	-17129.7	-102.694	2.702355	0.08100753	2.783362	0.0291042
230	-17231.6	-17129.9	-101.697	3.502646	0.09635583	3.599002	0.02677293
240	-17221.3	-17118.3	-103.005	3.958596	0.1911847	4.149781	0.04607103
250	-17223.7	-17122.1	-101.605	3.611681	0.1189262	3.730607	0.03187851
260	-17222.2	-17119.9	-102.274	4.069256	0.1354798	4.204736	0.03222078
270	-17218.5	-17117	-101.469	4.044792	0.07214614	4.116938	0.01752422
280	-17220.1	-17118.9	-101.166	4.187968	0.03119852	4.219167	0.007394475
290	-17225.5	-17124.2	-101.265	3.895555	0.07644996	3.972005	0.0192472
300	-17224.9	-17124.1	-100.832	3.777241	0.03257601	3.809817	0.008550546
310	-17236.3	-17134.2	-102.095	3.119369	0.1327026	3.252072	0.04080555
320	-17114.5	-17011.3	-103.191	3.138521	0.2743817	3.412903	0.0803954
330	-17103.7	-17001.6	-102.081	2.851117	0.1273441	2.978462	0.042755
340	-17099.4	-16997.5	-101.91	2.925013	0.146587	3.0716	0.04772333
350	-17109.1	-17008.5	-100.595	3.49193	0.07472124	3.566651	0.02094997
360	-17107.6	-17005.3	-102.348	3.867182	0.2092625	4.076444	0.05133456
370	-17116.1	-17013	-103.132	2.453634	0.03338606	2.48702	0.01342412
380	-17102.2	-17001	-101.171	4.376896	0.05038021	4.427276	0.0113795
390	-17104.3	-17002.9	-101.355	2.778327	0.02964229	2.807969	0.01055649
400	-17099.9	-16999	-100.909	3.239637	0.1161352	3.355772	0.03460761
410	-17095.1	-16993.1	-101.928	3.170625	0.2151576	3.385782	0.06354739
420	-17096.7	-16997.2	-99.4965	4.100061	0.004636834	4.104698	0.001129641
430	-17092.1	-16990.7	-101.415	3.845717	0.1723658	4.018083	0.04289751
440	-17086.3	-16986.5	-99.7698	4.121583	0.01751331	4.139096	0.004231193
450	-17083.2	-16983.1	-100.077	3.448271	0.06357422	3.511845	0.0181028
460	-17088.7	-16986.8	-101.876	2.965738	0.1847352	3.150473	0.05863729
470	-17085.6	-16985	-100.551	3.56957	0.1073398	3.67691	0.02919293
480	-17089.2	-16988.8	-100.371	3.354097	0.1012178	3.455315	0.02929338
490	-17089	-16988.6	-100.409	4.370025	0.03868383	4.408709	0.008774412
500	-17085.2	-16985.5	-99.6753	3.456931	0.03693945	3.49387	0.01057264
510	-17080.9	-16981.1	-99.8285	3.456014	0.04902158	3.505036	0.01398604
520	-17086.5	-16983.4	-103.166	2.958232	0.3040667	3.262298	0.09320629
530	-17089.6	-16987.9	-101.682	4.246925	0.1581874	4.405113	0.03590996
540	-17094.2	-16995	-99.1698	3.763482	0.006012812	3.769495	0.001595124
550	-17087.4	-16987.9	-99.5332	4.019661	0.01230812	4.03197	0.003052633
560	-17087.5	-16985.4	-102.121	4.913732	0.03449112	4.948223	0.006970405
570	-17092.2	-16988.6	-103.557	3.644305	0.3490189	3.993324	0.0874006
580	-17080.6	-16981.1	-99.4706	3.849854	0.006909732	3.856764	0.001791588
590	-17089.6	-16989.7	-99.8791	3.605652	0.03298852	3.63864	0.009066167
600	-17091.5	-16990.8	-100.652	4.256722	0.04042567	4.297148	0.009407558
610	-17091.1	-16991	-100.084	4.153528	0.01814176	4.17167	0.0043488
620	-17095.8	-16996	-99.7587	3.84688	0.0001509542	3.847031	3.923913e-05
630	-16952.9	-16852.6	-100.316	3.027976	0.05300915	3.080985	0.01720526
640	-16942.4	-16840.6	-101.754	3.009004	0.2089746	3.217979	0.06493973
650	-16929.7	-16830.6	-99.1396	3.961349	0.02663328	3.987982	0.006678384
660	-16944	-16844.8	-99.1443	3.333745	0.00241583	3.336161	0.0007241347
670	-16942.4	-16840.2	-102.203	2.512212	0.01829817	2.530511	0.007231018
680	-16941.6	-16838.9	-102.63	4.402599	0.2152176	4.617817	0.04660592
690	-16950.3	-16851.3	-99.0613	4.056374	0.02330481	4.079678	0.005712414
700	-16912.4	-16812.9	-99.4865	4.329929	0.04053703	4.370466	0.009275218
710	-16911.6	-16810.7	-100.962	2.752486	0.04233226	2.794819	0.01514669
720	-16921.5	-16820.6	-100.934	3.276185	0.1750481	3.451233	0.05072047
730	-16919.9	-16816.1	-103.763	3.494544	0.4410926	3.935637	0.1120766
740	-16921.9	-16823.3	-98.6065	3.435505	0.00255157	3.438057	0.0007421548
750	-16917.6	-16817.6	-100.029	4.165597	0.0816283	4.247226	0.01921921
760	-16913	-16812.9	-100.14	4.67917	0.00691483	4.686085	0.001475609
770	-16919.6	-16818.1	-101.473	5.036295	0.01023646	5.046531	0.002028416
780	-16911.9	-16813.2	-98.6656	3.849118	0.007403796	3.856521	0.001919812
790	-16920	-16821	-99.0047	3.521811	0.02231761	3.544129	0.006297064
800	-16818.8	-16719.8	-99.0402	4.297757	0.01155125	4.309308	0.002680534
810	-16816.7	-16717.9	-98.8199	3.408568	0.03121962	3.439788	0.009076032
820	-16823.7	-16724.1	-99.5672	3.419162	0.1026881	3.52185	0.02915744
830	-16824.5	-16722.4	-102.101	2.621057	0.1478428	2.7689	0.05339408
840	-16816.1	-16717	-99.1663	4.185426	0.0269788	4.212405	0.006404607
850	-16813.5	-16714.6	-98.8772	3.480182	0.03443749	3.51462	0.009798354
860	-16817.3	-16717.7	-99.5287	4.142523	0.06938149	4.211904	0.01647271
870	-16817.6	-16718.9	-98.6744	3.770381	0.02653021	3.796911	0.006987314
880	-16818.9	-16719.8	-99.1592	3.429533	0.0558288	3.485361	0.01601808
