Iteration	Replicate_ID	Posterior	Likelihood	Prior	diversification	extinction_rate	speciation_rate	turnover
0	0	-68304.7	-68021.2	-283.434	-0.03839252	0.05079948	0.01240697	4.094432
1	1	-68365.6	-68081.6	-283.953	0.01543979	0.1130134	0.1284532	0.8798022
2	0	-54596.9	-54343.1	-253.764	-0.1161898	0.1330788	0.01688899	7.879614
3	1	-58560.1	-58290.1	-270.034	0.07705011	0.1001468	0.1771969	0.5651723
4	0	-42939.1	-42707.6	-231.514	-0.1841466	0.194236	0.01008938	19.25153
5	1	-46586.9	-46347.3	-239.578	-0.0659201	0.3124609	0.2465408	1.26738
6	0	-34377.9	-34170.1	-207.815	-0.3693148	0.3876045	0.0182897	21.19251
7	1	-39965.8	-39745.7	-220.108	0.0452197	0.3816579	0.4268776	0.8940687
8	0	-27442.2	-27268.6	-173.564	-0.6404944	0.6479261	0.007431727	87.18378
9	1	-33908.6	-33720.2	-188.359	-0.03577813	0.7775689	0.7417907	1.048232
10	0	-22486.9	-22351.2	-135.708	-1.666419	1.694818	0.02839833	59.68018
11	1	-25779	-25614.9	-164.095	-0.07921999	1.048631	0.9694107	1.08172
12	0	-19924.4	-19809.3	-115.141	-2.60572	2.661168	0.05544769	47.99421
13	1	-22370	-22225.5	-144.484	0.7419029	0.8747526	1.616656	0.5410878
14	0	-19373.7	-19259.3	-114.437	-2.160336	2.233108	0.07277204	30.68635
15	1	-19350.6	-19236.7	-113.947	3.068252	0.4723187	3.540571	0.1334018
16	0	-19205.8	-19095.9	-109.86	-2.687384	2.795824	0.1084398	25.78226
17	1	-18281.1	-18175.1	-106.017	2.701307	0.1304641	2.831771	0.04607155
18	0	-18308	-18200	-108.055	-2.868369	3.002592	0.1342231	22.37015
19	1	-18110.4	-18006.4	-103.961	4.016545	0.0134761	4.030021	0.003343928
20	0	-18138	-18030.7	-107.255	-3.267408	3.409614	0.1422059	23.9766
21	1	-18089.2	-17985.9	-103.23	2.968273	0.01584405	2.984117	0.005309459
22	0	-18079.2	-17969.9	-109.261	-4.245717	4.401517	0.1557997	28.25113
23	1	-17782.9	-17681.8	-101.06	3.688211	0.02650505	3.714716	0.007135148
24	0	-17730.8	-17627.9	-102.877	-3.359709	3.503021	0.1433117	24.44337
25	1	-17758.2	-17657.5	-100.729	3.513684	0.0131721	3.526856	0.003734798
26	0	-17707.3	-17605.8	-101.47	-3.934833	3.967331	0.03249805	122.0791
27	1	-17748.6	-17647.5	-101.029	4.063887	0.01262781	4.076515	0.003097697
28	0	-17700	-17597.7	-102.259	-2.987106	3.020305	0.03319933	90.97488
29	1	-17717.6	-17617.4	-100.21	3.391017	0.01367668	3.404693	0.004017009
