Iteration	Replicate_ID	Posterior	Likelihood	Prior	diversification	extinction_rate	speciation_rate	turnover
0	0	-64247.9	-64017.4	-230.52	-0.1873557	0.2520779	0.06472225	3.894765
1	1	-64639.3	-64379.6	-259.686	0.05972038	0.1162803	0.1760007	0.6606811
2	0	-46379.9	-46178	-201.844	-0.461099	0.484625	0.02352599	20.59956
3	1	-48351.4	-48123.3	-228.115	-0.07063566	0.3667699	0.2961342	1.238526
4	0	-33595.6	-33413.5	-182.09	-0.5737164	0.6264674	0.05275102	11.87593
5	1	-34967.5	-34770.1	-197.403	-0.1106077	0.7706388	0.6600311	1.16758
6	0	-26035	-25892.5	-142.546	-1.624328	1.684536	0.06020844	27.9784
7	1	-28367	-28198.2	-168.746	0.1999011	0.5870276	0.7869287	0.7459731
8	0	-20888.6	-20762.3	-126.26	-1.947382	1.962435	0.01505316	130.367
9	1	-23509.5	-23362.6	-146.901	0.6736496	0.9577719	1.631422	0.5870781
10	0	-19086.1	-18966.2	-119.89	-2.341768	2.3486	0.006832156	343.7568
11	1	-20156.3	-20032.7	-123.532	1.942699	0.5222025	2.464902	0.2118553
12	0	-18386.6	-18268.6	-118.011	-2.964026	2.97316	0.00913387	325.5093
13	1	-18070.5	-17961	-109.542	3.114708	0.2486048	3.363313	0.07391664
14	0	-18017.3	-17900.4	-116.937	-2.284848	2.296679	0.01183061	194.1302
15	1	-17631.2	-17523.4	-107.785	3.412003	0.241858	3.653861	0.06619246
16	0	-16905.4	-16803.4	-101.966	-4.191102	4.19494	0.003838242	1092.933
17	1	-17397.5	-17291.5	-105.991	3.228107	0.2146555	3.442763	0.06234978
18	0	-16714	-16612.6	-101.417	-3.050367	3.053127	0.002759266	1106.499
19	1	-17335.8	-17230.4	-105.437	3.127398	0.2136413	3.34104	0.06394456
20	0	-16677.9	-16577.1	-100.767	-3.517995	3.526783	0.00878761	401.3358
21	1	-17306.6	-17200.9	-105.707	3.209006	0.2723046	3.48131	0.07821899
22	0	-16672.2	-16570.4	-101.793	-4.247431	4.265123	0.01769245	241.0702
23	1	-17315.2	-17206.6	-108.569	2.097261	0.2503146	2.347576	0.1066269
24	0	-16674.7	-16573.8	-100.859	-3.949623	3.959265	0.00964173	410.6384
25	1	-17296.7	-17190.9	-105.835	3.352991	0.3148005	3.667792	0.08582836
26	0	-16656.9	-16552.4	-104.434	-5.145152	5.200023	0.05487081	94.76848
27	1	-17288.6	-17183.1	-105.496	3.131901	0.2932079	3.425109	0.0856054
28	0	-16651.1	-16549	-102.098	-3.068285	3.213011	0.1447261	22.20064
29	1	-17279.6	-17175.1	-104.464	3.44455	0.2170822	3.661632	0.05928564
30	0	-16654.4	-16551.5	-102.865	-2.941197	3.133644	0.1924469	16.28316
31	1	-17282.1	-17178.5	-103.552	3.551204	0.1457524	3.696956	0.03942497
32	0	-16462	-16360.5	-101.574	-3.133901	3.331134	0.1972327	16.88935
33	1	-17278.6	-17176.1	-102.496	3.39062	0.05703386	3.447654	0.0165428
34	0	-16444.7	-16344.3	-100.413	-4.138771	4.244514	0.1057433	40.1398
35	1	-17284.1	-17180.4	-103.662	3.297673	0.1633232	3.460997	0.04718963
36	0	-16460.7	-16360.4	-100.3	-4.157056	4.265594	0.1085384	39.30032
37	1	-17289.5	-17186.5	-103.017	3.2003	0.08935125	3.289651	0.02716132
38	0	-16440.1	-16337.4	-102.712	-4.692771	4.888961	0.1961902	24.91949
39	1	-17274.7	-17172.1	-102.677	3.576908	0.07670745	3.653615	0.02099495
40	0	-16439.3	-16339	-100.308	-3.228713	3.352412	0.1236986	27.10146
41	1	-17279.2	-17176	-103.227	3.10282	0.130907	3.233727	0.04048178
42	0	-16440.3	-16341.5	-98.8851	-3.80761	3.815636	0.008025822	475.42
43	1	-17279.6	-17175.7	-103.93	3.573453	0.1975374	3.77099	0.05238344
44	0	-16445.1	-16344.1	-100.986	-4.864472	4.884543	0.02007097	243.3635
45	1	-16761.9	-16661.8	-100.13	3.812713	0.06622612	3.878939	0.01707325
46	0	-16441.7	-16342.4	-99.369	-3.529676	3.57959	0.049914	71.71516
47	1	-16753.6	-16652.5	-101.131	4.507854	0.06913096	4.576985	0.01510404
48	0	-16442.4	-16342.4	-99.9473	-3.426113	3.513165	0.08705291	40.35667
49	1	-16513.7	-16414.3	-99.4804	3.811844	0.06143302	3.873277	0.01586074
50	0	-16440.6	-16341.3	-99.2455	-3.806743	3.833922	0.02717895	141.0621
51	1	-16484.3	-16383.3	-101.025	4.752687	0.07211691	4.824804	0.01494712
52	0	-16446.3	-16347.6	-98.7311	-3.792139	3.79714	0.005000507	759.3509
53	1	-16472.3	-16372.9	-99.3586	3.754152	0.07160103	3.825753	0.01871554
54	0	-16439.7	-16340.8	-98.8895	-3.934429	3.945013	0.01058447	372.717
55	1	-16456.7	-16355.4	-101.255	4.445483	0.1512234	4.596706	0.03289821
56	0	-16435	-16335.5	-99.4476	-4.101971	4.145032	0.04306108	96.25937
57	1	-16458.4	-16358.4	-99.9959	3.385347	0.1411811	3.526528	0.04003403
58	0	-16437.9	-16338.8	-99.0671	-3.88575	3.896286	0.01053625	369.7981
59	1	-16459.6	-16355.2	-104.37	2.595137	0.4136601	3.008797	0.1374836
60	0	-16444.7	-16345.7	-98.9995	-3.471362	3.494962	0.02360048	148.0886
61	1	-16454.7	-16354.2	-100.493	3.001958	0.1163285	3.118287	0.03730526
62	0	-16443.1	-16343.8	-99.3121	-3.609786	3.671033	0.06124775	59.93743
63	1	-16457.5	-16356.4	-101.101	5.16318	0.009197945	5.172378	0.001778282
64	0	-16440	-16339.5	-100.559	-3.294206	3.44692	0.1527141	22.57107
65	1	-16466	-16364.6	-101.388	2.562281	0.002573906	2.564855	0.001003529
66	0	-16438	-16337.4	-100.579	-2.872794	2.936613	0.06381963	46.01426
67	1	-16456.5	-16357.8	-98.7008	4.288709	0.01462422	4.303333	0.003398348
68	0	-16436.3	-16335.7	-100.597	-3.420585	3.584483	0.1638977	21.87025
69	1	-16455.6	-16356.3	-99.2972	3.799369	0.1049206	3.90429	0.02687315
70	0	-16440	-16341	-99.0711	-3.453982	3.473481	0.01949941	178.1326
71	1	-16457.4	-16356.8	-100.61	4.770486	0.06716553	4.837652	0.01388391
72	0	-16443.7	-16343.8	-99.9526	-4.085958	4.163839	0.077881	53.46412
73	1	-16411.4	-16310.3	-101.072	2.951591	0.1456376	3.097229	0.04702191
74	0	-16443.2	-16342.9	-100.248	-3.095606	3.161866	0.06626071	47.71857
75	1	-16405.9	-16306.7	-99.2032	3.892704	0.05540531	3.948109	0.01403338
76	0	-16443.6	-16343.2	-100.431	-3.047531	3.122691	0.07515965	41.54743
77	1	-16409.1	-16310.2	-98.8626	4.149903	0.02533561	4.175239	0.006068063
78	0	-16438.6	-16339.2	-99.4551	-4.266584	4.27725	0.01066681	400.9867
79	1	-16409.1	-16310.3	-98.8143	3.58433	0.02450528	3.608835	0.006790356
80	0	-16445.3	-16346.4	-98.9491	-3.715129	3.739845	0.0247161	151.3121
81	1	-16417.2	-16317.1	-100.033	4.366001	0.06143196	4.427433	0.0138753
82	0	-16440.7	-16341.3	-99.3836	-3.753497	3.825386	0.07188922	53.21224
83	1	-16413.3	-16311.2	-102.089	4.808124	0.1226186	4.930743	0.02486819
84	0	-16442.9	-16343.2	-99.7333	-4.478537	4.504717	0.02618016	172.066
85	1	-16410.2	-16311.4	-98.8081	4.001606	0.005391101	4.006998	0.001345422
86	0	-16444.6	-16344	-100.597	-3.043208	3.140182	0.09697357	32.38183
87	1	-16411.5	-16312.6	-98.8342	3.538355	0.01959944	3.557955	0.005508626
88	0	-16441.8	-16342.9	-98.9345	-3.454053	3.468058	0.01400452	247.6385
89	1	-16420.2	-16318.4	-101.856	3.931901	0.2560051	4.187906	0.06112962
90	0	-16437.7	-16338.6	-99.035	-3.952008	3.952058	5.02523e-05	78644.32
91	1	-16421	-16321.2	-99.832	4.479889	0.02713542	4.507024	0.006020696
92	0	-16441.6	-16341.7	-99.9069	-2.977961	2.985955	0.007994811	373.4867
93	1	-16412.9	-16313.7	-99.1318	3.825473	0.04462447	3.870098	0.01153058
94	0	-16441.8	-16342.4	-99.449	-3.181977	3.211374	0.02939684	109.2421
95	1	-16416	-16317.4	-98.6714	3.720337	0.01193905	3.732277	0.003198866
96	0	-16444.8	-16343.8	-101.012	-3.791066	3.976701	0.1856349	21.42217
97	1	-16409.6	-16309.8	-99.7508	4.516219	0.01618256	4.532401	0.003570417
98	0	-16448.6	-16349.1	-99.4545	-3.509867	3.589134	0.07926705	45.27901
99	1	-16405.7	-16305.6	-100.17	3.355333	0.1173549	3.472688	0.03379368
100	0	-16451	-16351	-100.077	-2.901714	2.928907	0.02719245	107.7103
101	1	-16409.5	-16310.5	-99.0633	4.137347	0.02437251	4.161719	0.005856357
102	0	-16438.5	-16338.5	-99.9972	-3.386147	3.50049	0.1143436	30.61379
103	1	-16411.5	-16309.4	-102.12	3.037364	0.2704738	3.307837	0.08176757
104	0	-16438.2	-16339.6	-98.6575	-3.855506	3.86021	0.004704037	820.6165
105	1	-16416.2	-16316.4	-99.8217	3.905037	0.09742847	4.002466	0.02434211
106	0	-16442.9	-16344	-98.878	-4.020281	4.044619	0.0243381	166.1847
107	1	-16419.7	-16320.4	-99.3164	3.395589	0.04191827	3.437507	0.01219438
108	0	-16454.5	-16354.2	-100.286	-2.902848	2.944079	0.04123024	71.4058
109	1	-16416.5	-16317.8	-98.6426	3.497178	0.01323041	3.510408	0.003768909
110	0	-16434	-16334.6	-99.3609	-3.511772	3.581866	0.07009395	51.10092
111	1	-16429.1	-16329.9	-99.1881	3.75799	0.06579899	3.823789	0.0172078
112	0	-16433.6	-16334.5	-99.107	-3.816522	3.870554	0.05403236	71.634
113	1	-16417.9	-16317.4	-100.498	4.281863	0.1278992	4.409762	0.02900366
114	0	-16437.5	-16338.4	-99.1056	-4.386713	4.395621	0.008907219	493.4897
115	1	-16417.9	-16318.7	-99.1764	3.303119	0.02448095	3.3276	0.007356938
116	0	-16439.3	-16339.3	-100.032	-4.66669	4.685796	0.01910625	245.2494
117	1	-16420	-16319.7	-100.317	3.473161	0.1484528	3.621614	0.04099079
118	0	-16436.9	-16334.6	-102.336	-2.693405	2.90046	0.207055	14.00816
119	1	-16414.4	-16313.6	-100.716	3.421659	0.1684171	3.590076	0.04691186
120	0	-16429.3	-16328.2	-101.094	-4.787161	4.852942	0.06578136	73.77382
121	1	-16427.7	-16328.7	-99.0244	3.363488	0.01700658	3.380494	0.005030795
122	0	-16442	-16342.9	-99.1486	-3.38371	3.41028	0.02657027	128.3495
123	1	-16413.9	-16314	-99.8278	4.33112	0.05867971	4.3898	0.01336728
124	0	-16430.6	-16331.1	-99.5758	-3.834246	3.912289	0.07804282	50.13002
125	1	-16413.9	-16313.6	-100.261	3.106938	0.1250042	3.231942	0.03867772
126	0	-16439.7	-16340.2	-99.4497	-3.822697	3.90219	0.0794934	49.08823
127	1	-16410.2	-16310.3	-99.8572	2.994498	0.04588015	3.040378	0.01509028
128	0	-16432.7	-16333.7	-99.036	-4.111444	4.135227	0.02378214	173.8795
