Iteration	Replicate_ID	Posterior	Likelihood	Prior	diversification	extinction_rate	speciation_rate	turnover
0	0	-67775.6	-67518.5	-257.14	-0.09733894	0.1523501	0.05501116	2.76944
1	1	-67854.2	-67589.6	-264.644	-0.03578124	0.09851913	0.06273789	1.570329
2	0	-55177.9	-54928.6	-249.284	-0.09214278	0.1221909	0.03004816	4.066504
3	1	-53941.1	-53696	-245.158	-0.04289109	0.1105641	0.06767304	1.633799
4	0	-42245.9	-42034.1	-211.886	-0.2654878	0.309416	0.04392823	7.043672
5	1	-42937.5	-42726.3	-211.165	-0.04797433	0.2682094	0.2202351	1.217832
6	0	-34303.5	-34133.4	-170.151	-0.7244375	0.7844584	0.06002092	13.06975
7	1	-32303.1	-32133.7	-169.402	0.4513128	0.7584184	1.209731	0.6269313
8	0	-27985.8	-27838	-147.776	-1.142129	1.259685	0.1175561	10.71561
9	1	-26865.1	-26703.6	-161.529	0.24836	0.7309429	0.9793029	0.746391
10	0	-24500.3	-24369.3	-131.023	-1.748887	1.903152	0.1542649	12.33691
11	1	-22352	-22219.2	-132.851	1.042082	0.3692292	1.411311	0.2616214
12	0	-21248.2	-21131.5	-116.76	-3.041308	3.135456	0.09414843	33.30333
13	1	-19671.6	-19559	-112.596	2.415945	0.3273636	2.743308	0.1193317
14	0	-20179	-20063	-115.951	-1.895866	2.043641	0.1477746	13.82945
15	1	-18976.4	-18869.7	-106.765	3.207389	0.1359449	3.343334	0.04066148
16	0	-20051.6	-19940.4	-111.206	-2.81621	2.991062	0.174852	17.10625
17	1	-18659.8	-18550.1	-109.69	2.620721	0.4719541	3.092675	0.1526038
18	0	-19931.8	-19821.8	-110.02	-3.29357	3.468948	0.1753781	19.77982
19	1	-18582.1	-18475.6	-106.477	3.653836	0.2502005	3.904036	0.06408764
20	0	-19395.1	-19287.5	-107.621	-3.213904	3.272996	0.05909275	55.38744
21	1	-18532.8	-18428.3	-104.491	3.159983	0.1595707	3.319554	0.04806994
22	0	-19144.5	-19039.6	-104.967	-3.599017	3.621689	0.02267165	159.7453
23	1	-18519.9	-18414.1	-105.744	2.512468	0.1777577	2.690225	0.06607539
24	0	-18984.9	-18880.2	-104.637	-3.24335	3.298077	0.05472664	60.26456
25	1	-18510.8	-18404.8	-106.013	2.463394	0.1844512	2.647845	0.06966087
26	0	-18972	-18867.3	-104.632	-3.772564	3.798238	0.02567406	147.9407
27	1	-18000.4	-17897.5	-102.904	3.279759	0.2037483	3.483508	0.05848942
28	0	-18931.5	-18826.1	-105.438	-2.631457	2.681746	0.05028871	53.327
29	1	-17669.8	-17566.7	-103.153	4.003874	0.178815	4.182689	0.0427512
30	0	-18864.8	-18760.4	-104.417	-2.940144	2.99424	0.05409547	55.35102
31	1	-17534.4	-17430.3	-104.167	2.892621	0.30524	3.197861	0.09545129
32	0	-18860.1	-18755.8	-104.324	-3.390043	3.466708	0.07666515	45.21882
33	1	-17515.6	-17413.8	-101.757	3.964287	0.1280681	4.092355	0.03129446
34	0	-18854.5	-18749.5	-105.042	-3.519993	3.665905	0.1459113	25.1242
35	1	-17515.7	-17414.2	-101.508	3.414122	0.137663	3.551785	0.03875883
36	0	-18846.4	-18742.7	-103.783	-3.521525	3.592878	0.07135333	50.35333
37	1	-17510	-17408.2	-101.829	3.475726	0.1855233	3.661249	0.05067213
38	0	-18846.7	-18742.7	-103.997	-3.170754	3.269972	0.09921749	32.95761
